year,round,target_round,strategy,listed,played,dnp,hits,bullseyes,misses,misses_rankable,misses_masked,def_played,def_hits,def_bulls,mid_played,mid_hits,mid_bulls,fwd_played,fwd_hits,fwd_bulls
2022,17,18,avg5,27,26,1,8,5,12,10,2,10,1,1,9,3,1,10,6,4
2022,17,18,avg3,26,24,2,9,4,13,11,2,10,2,2,9,4,1,9,5,2
2022,17,18,ceiling_p100,24,19,5,9,3,14,12,2,8,3,1,7,4,1,8,4,1
2022,17,18,bayes_p80,26,21,5,7,3,14,12,2,9,2,1,8,3,1,8,3,1
2022,18,19,newsletter_current,26,24,2,9,5,9,9,0,9,4,2,10,3,1,8,3,2
2022,18,19,avg20,25,21,4,11,4,10,10,0,7,4,2,10,4,1,9,5,1
2022,18,19,avg5,26,24,2,9,5,9,9,0,9,4,2,10,3,1,8,3,2
2022,18,19,avg3,26,22,4,11,5,9,9,0,8,4,2,10,4,1,7,3,2
2022,18,19,ceiling_p100,25,22,3,7,2,12,12,0,8,3,1,10,2,0,9,4,1
2022,18,19,bayes_p80,26,21,5,12,4,10,10,0,6,5,2,10,4,0,9,6,2
2022,19,20,newsletter_current,25,24,1,12,5,10,10,0,9,6,4,9,5,1,10,4,2
2022,19,20,avg20,26,24,2,8,3,12,12,0,8,3,1,9,5,1,10,2,1
2022,19,20,avg5,25,24,1,11,6,9,9,0,9,5,4,9,5,2,10,4,2
2022,19,20,avg3,27,26,1,10,5,10,10,0,9,4,3,9,5,2,10,3,2
2022,19,20,ceiling_p100,25,24,1,5,1,14,14,0,9,1,0,9,3,1,10,2,0
2022,19,20,bayes_p80,27,25,2,9,4,11,11,0,8,2,1,10,6,3,10,3,1
2022,20,21,newsletter_current,24,23,1,14,5,16,16,0,9,4,0,9,6,3,10,6,3
2022,20,21,avg20,27,23,4,14,3,18,18,0,7,4,0,9,5,2,9,5,1
2022,20,21,avg5,24,23,1,14,4,17,17,0,9,4,0,9,6,2,10,6,3
2022,20,21,avg3,26,26,0,12,4,17,17,0,10,3,0,10,6,2,10,4,2
2022,20,21,ceiling_p100,29,26,3,15,4,17,17,0,9,5,0,9,6,2,9,4,2
2022,20,21,bayes_p80,27,24,3,14,6,15,15,0,7,3,0,10,8,4,10,5,3
2022,21,22,newsletter_current,26,24,2,11,3,10,10,0,10,5,2,9,5,2,9,4,0
2022,21,22,avg20,25,21,4,9,5,8,8,0,9,4,2,9,4,3,8,3,1
2022,21,22,avg5,26,25,1,11,3,10,10,0,10,5,2,10,5,2,9,4,0
2022,21,22,avg3,27,25,2,9,3,10,10,0,10,4,2,9,4,2,9,3,0
2022,21,22,ceiling_p100,27,21,6,6,3,10,10,0,10,4,1,9,2,1,5,1,1
2022,21,22,bayes_p80,27,23,4,5,3,10,10,0,9,2,1,9,4,3,8,0,0
2022,22,23,newsletter_current,26,22,4,9,4,15,14,1,9,4,1,10,6,3,7,2,0
2022,22,23,avg20,26,21,5,10,4,15,14,1,8,4,1,8,4,3,7,3,0
2022,22,23,avg5,28,25,3,11,6,13,12,1,10,5,2,10,5,3,7,3,1
2022,22,23,avg3,27,23,4,7,4,15,14,1,9,3,1,10,4,3,7,3,1
2022,22,23,ceiling_p100,25,23,2,11,3,16,15,1,10,5,1,10,5,2,8,4,1
2022,22,23,bayes_p80,24,19,5,10,6,13,12,1,8,4,2,8,5,4,7,3,1
2023,2,3,newsletter_current,29,28,1,10,2,11,10,1,9,3,0,10,5,2,10,3,0
2023,2,3,avg20,24,22,2,10,5,8,7,1,10,4,1,8,4,3,9,4,1
2023,2,3,avg5,29,28,1,10,2,11,10,1,9,3,0,10,5,2,10,3,0
2023,2,3,avg3,29,28,1,10,2,11,10,1,9,3,0,10,5,2,10,3,0
2023,2,3,ceiling_p100,26,24,2,10,5,8,7,1,10,4,1,8,3,3,9,3,1
2023,2,3,bayes_p80,25,23,2,11,5,8,7,1,10,4,1,8,4,3,9,4,1
2023,3,4,newsletter_current,29,29,0,12,5,19,17,2,10,6,4,10,5,1,10,2,0
2023,3,4,avg20,26,22,4,9,1,23,21,2,8,3,0,8,4,0,8,3,1
2023,3,4,avg5,29,29,0,12,5,19,17,2,10,6,4,10,5,1,10,2,0
2023,3,4,avg3,29,29,0,12,5,19,17,2,10,6,4,10,5,1,10,2,0
2023,3,4,ceiling_p100,28,23,5,10,4,20,18,2,8,2,0,8,4,1,9,5,3
2023,3,4,bayes_p80,26,22,4,8,2,22,20,2,8,2,0,8,3,0,8,5,2
2023,4,5,newsletter_current,29,25,4,9,3,18,18,0,6,0,0,10,5,1,10,5,2
2023,4,5,avg20,26,23,3,3,1,20,20,0,9,1,1,8,2,0,9,0,0
2023,4,5,avg5,29,25,4,9,3,18,18,0,6,0,0,10,5,1,10,5,2
2023,4,5,avg3,30,27,3,9,3,18,18,0,7,0,0,10,5,0,10,4,3
2023,4,5,ceiling_p100,27,22,5,7,3,18,18,0,8,3,2,7,3,0,10,2,1
2023,4,5,bayes_p80,27,23,4,5,1,20,20,0,9,2,1,8,2,0,8,1,0
2023,5,6,newsletter_current,29,26,3,12,5,10,9,1,8,4,2,9,4,1,10,4,2
2023,5,6,avg20,27,26,1,12,5,10,9,1,10,5,2,9,4,2,10,5,1
2023,5,6,avg5,29,26,3,12,5,10,9,1,8,4,2,9,4,1,10,4,2
2023,5,6,avg3,29,26,3,12,5,10,9,1,8,5,1,9,4,2,10,3,2
2023,5,6,ceiling_p100,27,24,3,10,4,11,10,1,10,4,3,8,3,1,9,3,0
2023,5,6,bayes_p80,27,25,2,12,6,9,8,1,10,6,3,9,4,2,9,3,1
2023,6,7,newsletter_current,29,24,5,12,6,11,11,0,8,4,2,7,5,3,10,4,2
2023,6,7,avg20,27,18,9,9,4,13,13,0,6,1,0,7,4,4,8,5,1
2023,6,7,avg5,29,24,5,11,5,12,12,0,8,4,2,7,4,2,10,4,2
2023,6,7,avg3,30,23,7,14,6,11,11,0,7,3,2,7,5,3,9,6,1
2023,6,7,ceiling_p100,28,21,7,9,6,11,11,0,8,2,0,9,4,4,6,4,3
2023,6,7,bayes_p80,27,23,4,11,7,10,10,0,9,2,1,8,5,5,9,6,3
2023,7,8,newsletter_current,28,28,0,17,4,9,9,0,10,7,0,10,5,3,10,6,1
2023,7,8,avg20,28,26,2,10,3,10,10,0,10,3,0,9,6,3,9,3,1
2023,7,8,avg5,28,28,0,18,4,9,9,0,10,7,0,10,5,3,10,7,1
2023,7,8,avg3,27,27,0,15,4,9,9,0,10,6,1,10,5,2,10,6,1
2023,7,8,ceiling_p100,28,25,3,13,5,8,8,0,9,3,0,9,8,4,9,4,2
2023,7,8,bayes_p80,26,23,3,9,2,11,11,0,9,2,0,9,6,2,9,3,1
2023,8,9,newsletter_current,26,26,0,12,4,11,11,0,10,5,2,10,4,0,10,4,2
2023,8,9,avg20,26,25,1,9,2,13,13,0,10,4,1,10,4,0,9,3,1
2023,8,9,avg5,26,25,1,12,4,11,11,0,10,5,2,10,4,0,9,4,2
2023,8,9,avg3,27,26,1,11,3,12,12,0,9,5,1,10,3,0,10,3,2
2023,8,9,ceiling_p100,28,25,3,7,0,15,15,0,9,3,0,10,3,0,8,1,0
2023,8,9,bayes_p80,26,25,1,5,1,14,14,0,10,3,1,10,1,0,9,1,0
2023,9,10,newsletter_current,25,25,0,9,2,20,18,2,10,3,0,10,5,2,10,2,1
2023,9,10,avg20,26,25,1,4,1,21,19,2,10,1,0,9,1,0,10,2,1
2023,9,10,avg5,26,26,0,9,2,20,18,2,10,3,0,10,5,2,10,2,1
2023,9,10,avg3,24,22,2,8,3,19,17,2,9,3,1,10,5,3,9,2,1
2023,9,10,ceiling_p100,26,24,2,6,2,20,18,2,10,2,0,10,3,2,8,1,0
2023,9,10,bayes_p80,27,25,2,3,2,20,18,2,9,0,0,10,1,0,9,2,2
2023,10,11,newsletter_current,25,22,3,12,6,14,13,1,9,4,2,10,8,3,8,3,1
2023,10,11,avg20,24,22,2,9,1,19,18,1,9,2,0,8,6,1,10,4,0
2023,10,11,avg5,25,23,2,12,6,14,13,1,9,4,2,10,8,3,9,3,1
2023,10,11,avg3,26,24,2,13,6,14,13,1,8,5,2,10,8,3,10,4,1
2023,10,11,ceiling_p100,26,23,3,11,3,17,16,1,9,4,1,10,7,1,8,4,1
2023,10,11,bayes_p80,27,25,2,9,4,16,15,1,9,3,2,10,5,1,9,3,1
2023,11,12,newsletter_current,25,18,7,8,0,15,14,1,7,4,0,8,4,0,7,1,0
2023,11,12,avg20,25,19,6,9,1,14,13,1,8,5,0,7,3,1,7,2,0
2023,11,12,avg5,24,16,8,8,0,15,14,1,7,4,0,8,4,0,6,1,0
2023,11,12,avg3,25,19,6,8,0,15,14,1,8,4,0,9,3,0,7,3,0
2023,11,12,ceiling_p100,26,18,8,8,2,13,12,1,8,3,1,7,3,0,6,4,1
2023,11,12,bayes_p80,25,19,6,10,2,13,12,1,8,4,0,6,4,1,7,3,1
2023,12,13,newsletter_current,25,20,5,8,3,10,10,0,9,5,2,9,5,2,6,0,0
2023,12,13,avg20,27,20,7,7,2,11,11,0,7,3,1,9,2,1,6,2,0
2023,12,13,avg5,25,20,5,7,2,11,11,0,9,4,1,9,5,2,6,0,0
2023,12,13,avg3,25,20,5,9,4,9,9,0,9,5,2,8,5,3,7,1,0
2023,12,13,ceiling_p100,27,20,7,7,2,11,11,0,7,3,1,9,4,1,6,1,0
2023,12,13,bayes_p80,25,19,6,7,2,11,11,0,6,3,1,9,2,1,8,3,0
2023,13,14,newsletter_current,25,16,9,4,1,11,11,0,6,1,0,8,1,1,7,3,0
2023,13,14,avg20,28,18,10,7,4,8,8,0,5,2,0,7,2,2,8,3,2
2023,13,14,avg5,25,17,8,5,1,11,11,0,6,1,0,8,1,1,8,4,0
2023,13,14,avg3,28,17,11,5,1,11,11,0,6,2,0,7,1,1,6,2,0
2023,13,14,ceiling_p100,28,20,8,7,4,8,8,0,6,1,0,7,3,3,8,3,1
2023,13,14,bayes_p80,25,17,8,6,4,8,8,0,6,1,0,7,3,3,9,3,2
2023,14,15,newsletter_current,26,18,8,9,5,11,9,2,6,4,3,5,3,2,8,2,0
2023,14,15,avg20,28,19,9,8,5,11,9,2,5,3,2,6,3,2,9,2,1
2023,14,15,avg5,26,17,9,9,5,11,9,2,6,4,3,5,3,2,7,2,0
2023,14,15,avg3,27,14,13,9,4,12,10,2,6,5,2,5,4,2,4,0,0
2023,14,15,ceiling_p100,27,22,5,10,5,11,9,2,8,4,2,7,3,2,9,3,1
2023,14,15,bayes_p80,27,18,9,8,3,13,11,2,5,3,1,8,4,1,8,1,1
2023,15,16,newsletter_current,26,25,1,12,3,18,17,1,9,4,1,10,6,1,10,4,2
2023,15,16,avg20,27,27,0,13,4,17,16,1,10,5,0,10,6,2,10,4,2
2023,15,16,avg5,26,25,1,12,3,18,17,1,9,4,1,10,6,1,10,4,2
2023,15,16,avg3,28,26,2,12,5,16,15,1,8,5,1,10,4,2,10,3,2
2023,15,16,ceiling_p100,29,28,1,12,4,17,16,1,9,6,2,10,4,1,10,2,1
2023,15,16,bayes_p80,28,27,1,15,3,18,17,1,9,6,0,10,7,1,10,3,2
2023,16,17,newsletter_current,26,24,2,12,3,7,6,1,10,4,1,8,4,1,10,4,1
2023,16,17,avg20,26,25,1,14,3,7,6,1,10,6,0,9,5,1,10,4,2
2023,16,17,avg5,26,24,2,11,2,8,7,1,10,4,1,8,4,1,10,3,0
2023,16,17,avg3,26,24,2,9,2,8,7,1,9,4,1,9,3,0,10,3,1
2023,16,17,ceiling_p100,28,26,2,9,2,8,7,1,10,2,0,9,4,1,9,3,1
2023,16,17,bayes_p80,29,27,2,10,1,9,8,1,10,4,0,8,3,0,10,3,1
2023,17,18,newsletter_current,28,26,2,14,6,11,10,1,10,7,3,8,6,3,10,3,1
2023,17,18,avg20,26,21,5,9,4,13,12,1,8,2,1,7,6,3,8,2,0
2023,17,18,avg5,28,26,2,13,5,12,11,1,10,6,2,8,6,3,10,3,1
2023,17,18,avg3,26,26,0,11,4,13,12,1,10,4,1,10,7,3,10,4,2
2023,17,18,ceiling_p100,27,23,4,8,4,13,12,1,9,2,2,8,4,2,8,2,0
2023,17,18,bayes_p80,27,22,5,9,3,14,13,1,7,1,0,7,5,2,9,3,1
2023,18,19,newsletter_current,24,23,1,8,2,14,14,0,10,4,1,10,5,1,9,4,2
2023,18,19,avg20,24,23,1,10,2,14,14,0,10,5,1,9,4,0,10,6,2
2023,18,19,avg5,24,24,0,8,2,14,14,0,10,4,1,10,5,1,10,4,2
2023,18,19,avg3,24,24,0,9,3,13,13,0,10,4,1,10,4,1,10,5,2
2023,18,19,ceiling_p100,27,23,4,8,2,14,14,0,10,3,1,8,3,0,8,5,2
2023,18,19,bayes_p80,25,21,4,11,5,11,11,0,9,4,2,8,4,1,8,6,3
2023,19,20,newsletter_current,24,24,0,9,3,16,16,0,10,5,2,10,4,1,10,3,1
2023,19,20,avg20,25,24,1,8,5,14,14,0,10,3,3,9,4,1,10,3,2
2023,19,20,avg5,25,24,1,11,4,15,15,0,10,6,3,10,4,1,9,3,1
2023,19,20,avg3,25,24,1,8,4,15,15,0,10,5,3,9,4,2,10,2,1
2023,19,20,ceiling_p100,27,24,3,12,5,14,14,0,10,4,3,9,6,0,8,4,2
2023,19,20,bayes_p80,26,24,2,8,2,17,17,0,10,3,2,9,5,1,9,2,0
2023,20,21,newsletter_current,25,22,3,12,1,12,11,1,9,4,0,9,7,1,9,6,1
2023,20,21,avg20,23,22,1,9,2,11,10,1,10,3,0,9,6,2,10,5,2
2023,20,21,avg5,24,21,3,11,1,12,11,1,9,4,0,10,7,1,8,5,0
2023,20,21,avg3,24,23,1,8,0,13,12,1,10,4,0,10,5,0,9,4,0
2023,20,21,ceiling_p100,26,22,4,13,4,9,8,1,9,3,1,8,6,2,9,8,2
2023,20,21,bayes_p80,25,22,3,11,5,8,7,1,9,4,2,9,5,3,9,5,2
2023,21,22,newsletter_current,24,21,3,9,1,9,8,1,9,5,0,9,2,0,9,4,1
2023,21,22,avg20,26,24,2,9,1,9,8,1,10,4,0,8,3,0,10,4,1
2023,21,22,avg5,23,19,4,7,0,10,9,1,9,5,0,9,2,0,8,2,0
2023,21,22,avg3,26,24,2,9,1,9,8,1,9,4,0,10,3,0,9,4,1
2023,21,22,ceiling_p100,27,22,5,9,1,9,8,1,10,4,0,7,4,0,8,3,1
2023,21,22,bayes_p80,26,23,3,11,3,7,6,1,10,6,1,7,4,0,10,4,2
2023,22,23,newsletter_current,24,23,1,12,7,13,13,0,10,4,3,10,7,4,9,6,4
2023,22,23,avg20,26,24,2,8,5,15,15,0,9,3,1,9,4,3,10,4,3
2023,22,23,avg5,25,24,1,12,7,13,13,0,10,3,2,10,7,4,9,6,4
2023,22,23,avg3,25,24,1,15,7,13,13,0,10,5,4,10,6,3,9,8,2
2023,22,23,ceiling_p100,27,24,3,12,7,13,13,0,9,5,3,9,4,4,9,6,3
2023,22,23,bayes_p80,26,25,1,13,8,12,12,0,10,4,2,9,5,4,10,6,4
2023,23,24,newsletter_current,24,24,0,10,4,16,15,1,10,5,1,10,3,2,10,4,3
2023,23,24,avg20,26,23,3,5,3,17,16,1,10,2,0,9,4,3,8,1,1
2023,23,24,avg5,25,24,1,10,4,16,15,1,10,6,1,10,3,2,9,3,3
2023,23,24,avg3,25,24,1,10,5,15,14,1,10,5,1,10,5,3,9,3,3
2023,23,24,ceiling_p100,28,23,5,6,5,15,14,1,9,2,1,9,4,4,7,1,1
2023,23,24,bayes_p80,26,22,4,6,4,16,15,1,9,2,1,8,4,3,8,2,2
2024,2,3,newsletter_current,27,24,3,8,1,14,9,5,9,4,1,9,3,0,9,3,0
2024,2,3,avg20,29,21,8,8,4,11,6,5,8,3,1,7,3,1,7,3,2
2024,2,3,avg5,27,24,3,8,1,14,9,5,9,4,1,9,3,0,9,3,0
2024,2,3,avg3,27,24,3,8,1,14,9,5,9,4,1,9,3,0,9,3,0
2024,2,3,ceiling_p100,28,20,8,6,3,12,7,5,8,3,1,8,3,2,6,1,0
2024,2,3,bayes_p80,29,21,8,7,3,12,7,5,8,3,1,8,3,1,6,2,1
2024,3,4,newsletter_current,29,28,1,9,1,11,9,2,9,4,0,10,4,1,10,1,0
2024,3,4,avg20,29,29,0,13,2,10,8,2,10,4,1,10,5,1,10,4,0
2024,3,4,avg5,29,28,1,9,1,11,9,2,9,4,0,10,4,1,10,1,0
2024,3,4,avg3,29,28,1,9,1,11,9,2,9,4,0,10,4,1,10,1,0
2024,3,4,ceiling_p100,29,27,2,11,2,10,8,2,9,2,1,9,5,1,10,4,0
2024,3,4,bayes_p80,30,29,1,12,2,10,8,2,10,5,1,10,4,1,9,3,0
2024,4,5,newsletter_current,29,24,5,7,1,15,15,0,7,2,1,9,3,0,9,3,0
2024,4,5,avg20,30,26,4,11,5,11,11,0,9,6,3,9,3,0,8,2,2
2024,4,5,avg5,29,24,5,7,1,15,15,0,7,2,1,9,3,0,9,3,0
2024,4,5,avg3,30,26,4,7,2,14,14,0,7,2,1,9,4,1,10,1,0
2024,4,5,ceiling_p100,28,24,4,10,3,13,13,0,8,5,2,10,5,1,8,2,1
2024,4,5,bayes_p80,30,26,4,9,3,13,13,0,9,6,2,9,2,0,8,1,1
2024,5,6,newsletter_current,29,26,3,10,7,8,7,1,10,5,4,10,4,2,7,2,1
2024,5,6,avg20,30,25,5,12,5,10,9,1,9,5,3,8,4,0,8,3,2
2024,5,6,avg5,29,26,3,10,7,8,7,1,10,5,4,10,4,2,7,2,1
2024,5,6,avg3,28,25,3,11,6,9,8,1,9,3,2,10,5,2,8,5,3
2024,5,6,ceiling_p100,28,24,4,7,3,12,11,1,9,4,2,9,1,0,8,2,1
2024,5,6,bayes_p80,30,27,3,10,4,11,10,1,10,4,2,9,2,0,8,4,2
2024,6,7,newsletter_current,28,27,1,11,5,10,9,1,10,4,2,10,5,2,9,3,2
2024,6,7,avg20,28,27,1,13,7,8,7,1,10,5,2,9,7,4,10,2,1
2024,6,7,avg5,28,27,1,11,5,10,9,1,10,4,2,10,5,2,9,3,2
2024,6,7,avg3,28,28,0,12,4,11,10,1,10,5,2,10,4,1,10,4,2
2024,6,7,ceiling_p100,27,25,2,9,4,11,10,1,10,5,2,8,2,1,10,2,1
2024,6,7,bayes_p80,28,26,2,10,4,11,10,1,10,5,2,8,5,2,10,1,0
2024,7,8,newsletter_current,27,27,0,14,5,12,10,2,10,4,1,10,7,4,10,5,1
2024,7,8,avg20,30,25,5,10,2,15,13,2,6,1,0,9,5,2,10,4,0
2024,7,8,avg5,27,27,0,14,5,12,10,2,10,4,1,10,7,4,10,5,1
2024,7,8,avg3,28,27,1,14,7,10,8,2,10,3,1,10,7,5,9,5,1
2024,7,8,ceiling_p100,29,25,4,11,2,15,13,2,8,1,0,9,6,2,9,4,0
2024,7,8,bayes_p80,30,25,5,10,2,15,13,2,7,1,0,8,4,2,10,5,0
2024,8,9,newsletter_current,26,23,3,7,4,12,12,0,8,3,1,9,2,1,9,2,2
2024,8,9,avg20,26,20,6,5,2,14,14,0,7,1,0,6,2,0,9,2,2
2024,8,9,avg5,26,22,4,7,4,12,12,0,7,3,1,9,2,1,9,2,2
2024,8,9,avg3,27,22,5,9,2,14,14,0,7,3,1,9,3,0,9,4,1
2024,8,9,ceiling_p100,28,20,8,4,2,14,14,0,8,0,0,6,2,0,8,2,2
2024,8,9,bayes_p80,28,22,6,9,3,13,13,0,7,2,0,7,3,1,8,4,2
2024,9,10,newsletter_current,25,23,2,9,2,14,14,0,9,1,0,9,4,1,9,6,1
2024,9,10,avg20,26,21,5,8,2,14,14,0,7,1,0,8,2,0,8,6,2
2024,9,10,avg5,25,23,2,9,2,14,14,0,9,1,0,9,4,1,9,6,1
2024,9,10,avg3,25,23,2,8,2,14,14,0,9,2,0,9,3,1,9,4,1
2024,9,10,ceiling_p100,28,20,8,7,2,14,14,0,8,1,1,7,2,0,7,5,1
2024,9,10,bayes_p80,28,21,7,9,5,11,11,0,7,1,0,6,3,1,8,5,4
2024,10,11,newsletter_current,25,22,3,11,4,16,14,2,8,3,1,9,6,1,10,4,2
2024,10,11,avg20,27,22,5,9,4,16,14,2,7,2,1,8,4,1,9,3,2
2024,10,11,avg5,25,23,2,12,4,16,14,2,9,4,1,9,6,1,10,4,2
2024,10,11,avg3,27,26,1,14,5,15,13,2,10,3,1,9,7,1,10,6,3
2024,10,11,ceiling_p100,29,22,7,10,3,17,15,2,7,4,1,8,3,1,8,3,1
2024,10,11,bayes_p80,27,22,5,8,2,18,16,2,7,1,0,7,3,0,10,4,2
2024,11,12,newsletter_current,28,20,8,7,3,11,11,0,6,3,1,9,2,1,7,2,1
2024,11,12,avg20,28,20,8,6,0,14,14,0,8,5,0,6,2,0,8,0,0
2024,11,12,avg5,28,20,8,8,4,10,10,0,7,4,2,8,2,1,7,2,1
2024,11,12,avg3,28,19,9,9,5,9,9,0,7,5,3,7,2,1,7,3,2
2024,11,12,ceiling_p100,29,21,8,7,3,11,11,0,8,4,1,7,3,2,7,1,0
2024,11,12,bayes_p80,30,24,6,6,0,14,14,0,7,5,0,8,0,0,9,1,0
2024,12,13,newsletter_current,28,20,8,7,3,20,19,1,7,2,0,6,3,2,8,2,1
2024,12,13,avg20,28,22,6,9,5,18,17,1,8,3,1,7,3,2,9,3,2
2024,12,13,avg5,28,19,9,7,3,20,19,1,7,2,0,5,3,2,8,2,1
2024,12,13,avg3,29,20,9,8,3,20,19,1,8,4,1,5,2,1,7,2,1
2024,12,13,ceiling_p100,27,21,6,6,2,21,20,1,8,3,0,7,1,0,8,2,2
2024,12,13,bayes_p80,28,22,6,10,7,16,15,1,9,6,3,6,2,2,9,2,2
2024,13,14,newsletter_current,29,18,11,5,2,11,11,0,4,2,2,9,2,0,5,1,0
2024,13,14,avg20,29,18,11,6,2,11,11,0,5,2,1,6,3,1,8,1,0
2024,13,14,avg5,29,18,11,5,2,11,11,0,4,1,1,9,3,1,5,1,0
2024,13,14,avg3,29,20,9,8,2,11,11,0,5,2,1,9,3,0,7,3,1
2024,13,14,ceiling_p100,28,16,12,6,1,12,12,0,3,2,1,7,2,0,8,2,0
2024,13,14,bayes_p80,27,15,12,6,2,11,11,0,5,3,1,7,2,1,6,1,0
2024,14,15,newsletter_current,28,17,11,5,1,9,9,0,6,0,0,4,1,0,8,4,1
2024,14,15,avg20,28,18,10,7,2,8,8,0,6,1,0,5,2,2,8,5,1
2024,14,15,avg5,28,18,10,4,1,9,9,0,7,0,0,4,1,0,8,3,1
2024,14,15,avg3,30,21,9,8,2,8,8,0,7,0,0,5,3,1,9,5,1
2024,14,15,ceiling_p100,28,16,12,7,2,8,8,0,6,2,1,4,1,1,7,4,0
2024,14,15,bayes_p80,28,15,13,4,2,8,8,0,5,1,0,5,2,2,6,2,1
2024,15,16,newsletter_current,30,28,2,12,3,13,13,0,8,3,1,10,4,1,10,5,1
2024,15,16,avg20,28,26,2,7,2,14,14,0,9,2,1,9,2,0,10,3,1
2024,15,16,avg5,30,28,2,12,3,13,13,0,8,3,1,10,4,1,10,5,1
2024,15,16,avg3,30,29,1,12,6,10,10,0,9,5,3,10,3,0,10,4,3
2024,15,16,ceiling_p100,28,25,3,10,3,13,13,0,10,4,2,8,3,0,9,4,1
2024,15,16,bayes_p80,28,24,4,9,3,13,13,0,8,2,2,8,3,0,9,4,1
2024,16,17,newsletter_current,30,29,1,12,7,10,7,3,9,3,1,10,4,2,10,5,4
2024,16,17,avg20,28,27,1,13,4,13,10,3,10,4,0,9,5,0,10,4,4
2024,16,17,avg5,30,29,1,12,7,10,7,3,9,3,1,10,4,2,10,5,4
2024,16,17,avg3,28,28,0,12,5,12,9,3,10,2,0,10,6,2,10,4,3
2024,16,17,ceiling_p100,28,26,2,11,4,13,10,3,10,5,0,8,3,2,10,3,2
2024,16,17,bayes_p80,27,25,2,13,4,13,10,3,10,4,0,8,7,3,9,3,1
2024,17,18,newsletter_current,28,27,1,12,6,10,10,0,10,5,3,10,5,2,9,3,1
2024,17,18,avg20,28,26,2,10,4,12,12,0,10,5,2,8,3,2,9,2,0
2024,17,18,avg5,29,27,2,12,6,10,10,0,10,4,3,10,5,2,8,3,1
2024,17,18,avg3,28,27,1,12,6,10,10,0,9,4,3,10,4,2,10,4,1
2024,17,18,ceiling_p100,28,27,1,6,3,13,13,0,10,3,1,9,3,2,10,0,0
2024,17,18,bayes_p80,28,26,2,7,4,12,12,0,10,3,1,9,3,2,9,1,1
2024,18,19,newsletter_current,29,28,1,7,3,22,22,0,10,3,1,9,1,1,10,3,1
2024,18,19,avg20,27,25,2,10,6,19,19,0,9,4,2,9,1,1,10,5,3
2024,18,19,avg5,29,28,1,8,3,22,22,0,10,4,1,9,1,1,10,3,1
2024,18,19,avg3,27,25,2,8,1,24,24,0,9,4,0,9,1,0,10,4,1
2024,18,19,ceiling_p100,27,26,1,10,3,22,22,0,9,4,2,10,2,0,10,6,1
2024,18,19,bayes_p80,27,25,2,10,6,19,19,0,9,4,2,10,2,2,9,4,2
2024,19,20,newsletter_current,29,26,3,10,3,12,12,0,9,5,0,9,4,1,9,2,2
2024,19,20,avg20,28,25,3,10,4,11,11,0,9,4,1,9,4,1,9,2,2
2024,19,20,avg5,29,28,1,10,3,12,12,0,10,5,0,10,4,1,9,2,2
2024,19,20,avg3,29,28,1,8,2,13,13,0,10,5,0,9,2,1,10,1,1
2024,19,20,ceiling_p100,28,23,5,6,2,13,13,0,8,1,0,10,4,1,7,1,1
2024,19,20,bayes_p80,27,21,6,8,4,11,11,0,6,4,2,9,3,1,8,1,1
2024,20,21,newsletter_current,29,27,2,9,4,17,17,0,10,3,1,9,4,2,9,2,1
2024,20,21,avg20,27,25,2,12,6,15,15,0,10,5,2,9,4,3,8,3,1
2024,20,21,avg5,29,28,1,6,2,19,19,0,10,1,0,10,3,1,9,2,1
2024,20,21,avg3,29,28,1,9,5,16,16,0,10,3,1,9,3,2,10,3,2
2024,20,21,ceiling_p100,28,22,6,9,4,17,17,0,9,3,1,8,3,2,6,3,1
2024,20,21,bayes_p80,27,22,5,10,4,17,17,0,7,3,1,9,3,2,8,4,1
2024,21,22,newsletter_current,28,26,2,10,2,12,12,0,10,3,1,10,7,1,8,0,0
2024,21,22,avg20,27,24,3,7,2,12,12,0,10,2,1,8,4,1,8,1,0
2024,21,22,avg5,28,26,2,11,3,11,11,0,10,4,2,10,7,1,8,0,0
2024,21,22,avg3,29,27,2,10,4,10,10,0,10,2,1,10,5,1,8,3,2
2024,21,22,ceiling_p100,28,23,5,8,2,12,12,0,10,3,2,8,4,0,7,1,0
2024,21,22,bayes_p80,26,22,4,9,1,13,13,0,9,2,0,9,6,1,7,1,0
2024,22,23,newsletter_current,28,24,4,12,4,9,8,1,9,6,1,8,3,2,9,3,1
2024,22,23,avg20,28,23,5,12,4,9,8,1,9,6,2,7,3,2,9,3,0
2024,22,23,avg5,29,26,3,15,4,9,8,1,9,7,1,9,3,2,9,5,1
2024,22,23,avg3,29,25,4,10,3,10,9,1,10,6,1,8,4,2,8,0,0
2024,22,23,ceiling_p100,29,23,6,12,5,8,7,1,9,6,3,6,4,2,9,2,0
2024,22,23,bayes_p80,27,21,6,12,3,10,9,1,8,6,2,9,3,1,7,3,0
2024,23,24,newsletter_current,28,27,1,14,5,11,10,1,10,4,2,10,6,1,9,5,2
2024,23,24,avg20,29,27,2,13,5,11,10,1,10,4,1,9,4,2,9,5,2
2024,23,24,avg5,29,27,2,10,2,14,13,1,10,2,0,9,5,1,9,3,1
2024,23,24,avg3,28,27,1,10,4,12,11,1,10,2,1,10,5,2,9,3,1
2024,23,24,ceiling_p100,30,24,6,12,5,11,10,1,8,4,1,8,3,2,8,5,2
