year,round,target_round,strategy,listed,played,dnp,hits,bullseyes,misses,misses_rankable,misses_masked,def_played,def_hits,def_bulls,mid_played,mid_hits,mid_bulls,fwd_played,fwd_hits,fwd_bulls
2020,8,9,bayes_p80,30,28,2,14,4,20,18,2,10,4,0,9,6,3,9,4,1
2020,9,10,newsletter_current,30,24,6,9,4,15,14,1,10,5,2,7,1,1,7,3,1
2020,9,10,avg20,30,22,8,7,4,15,14,1,9,3,3,8,3,0,5,1,1
2020,9,10,avg5,30,24,6,9,4,15,14,1,10,5,2,7,1,1,7,3,1
2020,9,10,avg3,30,24,6,10,5,14,13,1,10,5,2,7,1,1,7,4,2
2020,9,10,ceiling_p100,30,21,9,8,4,15,14,1,7,2,1,8,4,1,6,2,2
2020,9,10,bayes_p80,30,21,9,6,2,17,16,1,7,2,2,8,3,0,6,1,0
2020,10,11,newsletter_current,30,25,5,15,8,10,9,1,8,4,2,8,6,4,9,5,2
2020,10,11,avg20,30,24,6,10,4,14,13,1,7,1,0,8,5,2,9,4,2
2020,10,11,avg5,30,25,5,15,8,10,9,1,8,4,2,8,6,4,9,5,2
2020,10,11,avg3,30,27,3,13,9,9,8,1,10,4,2,8,6,5,9,3,2
2020,10,11,ceiling_p100,30,22,8,9,4,14,13,1,6,1,0,8,5,2,8,3,2
2020,10,11,bayes_p80,30,25,5,9,4,14,13,1,7,1,0,9,5,3,9,3,1
2020,11,12,newsletter_current,30,28,2,13,6,17,16,1,10,5,4,9,4,1,9,4,1
2020,11,12,avg20,30,24,6,6,5,18,17,1,9,3,3,6,2,2,9,1,0
2020,11,12,avg5,30,28,2,13,6,17,16,1,10,5,4,9,4,1,9,4,1
2020,11,12,avg3,30,29,1,11,6,17,16,1,10,4,3,9,5,2,10,2,1
2020,11,12,ceiling_p100,30,23,7,6,2,21,20,1,7,2,1,7,3,1,9,1,0
2020,11,12,bayes_p80,30,24,6,8,6,17,16,1,8,3,2,8,3,2,8,2,2
2020,12,13,newsletter_current,29,27,2,17,7,5,5,0,10,6,2,9,7,4,9,5,1
2020,12,13,avg20,29,22,7,11,3,9,9,0,9,4,1,6,4,1,8,4,1
2020,12,13,avg5,29,27,2,17,7,5,5,0,10,6,2,9,7,4,9,5,1
2020,12,13,avg3,29,28,1,14,5,7,7,0,10,5,2,10,5,2,9,4,1
2020,12,13,ceiling_p100,29,22,7,14,5,7,7,0,7,4,1,7,5,3,9,6,1
2020,12,13,bayes_p80,29,22,7,9,3,9,9,0,8,4,1,7,3,2,8,3,0
2020,13,14,newsletter_current,29,25,4,11,4,6,5,1,8,2,0,8,4,1,10,5,3
2020,13,14,avg20,29,20,9,6,1,9,8,1,6,0,0,6,2,0,9,4,1
2020,13,14,avg5,29,24,5,10,3,7,6,1,8,2,0,8,4,1,9,4,2
2020,13,14,avg3,30,22,8,8,2,8,7,1,6,1,0,8,4,1,8,3,1
2020,13,14,ceiling_p100,29,19,10,7,2,8,7,1,6,1,0,5,2,0,9,4,2
2020,13,14,bayes_p80,29,19,10,6,2,8,7,1,5,0,0,6,3,1,9,3,1
2020,14,15,newsletter_current,29,18,11,6,3,12,11,1,5,1,1,8,3,1,6,3,1
2020,14,15,avg20,30,17,13,5,2,13,12,1,6,2,2,4,1,0,7,2,0
2020,14,15,avg5,29,19,10,7,4,11,10,1,6,2,2,8,3,1,6,3,1
2020,14,15,avg3,30,17,13,6,3,12,11,1,4,2,1,6,2,1,7,2,1
2020,14,15,ceiling_p100,29,16,13,6,2,13,12,1,7,4,2,5,2,0,5,1,0
2020,14,15,bayes_p80,30,15,15,7,3,12,11,1,6,2,2,4,2,1,5,3,0
2020,15,16,newsletter_current,30,23,7,9,7,21,21,0,7,2,0,9,4,4,7,3,3
2020,15,16,avg20,29,20,9,7,4,24,24,0,6,0,0,7,4,3,8,4,1
2020,15,16,avg5,30,21,9,8,6,22,22,0,6,2,0,9,4,4,6,2,2
2020,15,16,avg3,30,21,9,10,8,20,20,0,6,2,1,9,7,7,6,1,0
2020,15,16,ceiling_p100,30,20,10,12,9,19,19,0,5,2,1,9,6,5,6,4,3
2020,15,16,bayes_p80,29,17,12,7,4,24,24,0,5,0,0,7,4,3,6,4,1
2020,16,17,newsletter_current,30,20,10,10,4,15,10,5,6,4,1,7,2,1,7,4,2
2020,16,17,avg20,30,21,9,9,3,16,11,5,6,3,0,7,1,1,8,5,2
2020,16,17,avg5,30,20,10,10,2,17,12,5,7,5,1,7,2,1,6,3,0
2020,16,17,avg3,30,23,7,10,3,16,11,5,7,4,0,8,2,1,8,4,2
2020,16,17,ceiling_p100,30,23,7,7,2,17,12,5,7,2,0,9,2,1,7,3,1
2020,16,17,bayes_p80,30,20,10,5,0,19,14,5,7,1,0,7,1,0,6,3,0
2020,17,18,newsletter_current,29,28,1,8,1,15,14,1,10,1,0,9,4,0,10,4,1
2020,17,18,avg20,30,24,6,7,2,14,13,1,8,2,1,7,1,0,9,4,1
2020,17,18,avg5,29,28,1,8,1,15,14,1,10,1,0,9,4,0,10,4,1
2020,17,18,avg3,30,29,1,10,2,14,13,1,10,2,0,10,5,1,9,3,1
2020,17,18,ceiling_p100,30,26,4,7,3,13,12,1,7,1,0,9,2,1,10,4,2
2020,17,18,bayes_p80,30,23,7,6,1,15,14,1,7,1,0,7,3,1,9,2,0
2020,18,19,newsletter_current,29,11,18,4,1,7,6,1,3,1,0,3,1,0,5,2,1
2020,18,19,avg20,30,14,16,5,1,7,6,1,4,2,1,4,1,0,6,2,0
2020,18,19,avg5,29,12,17,3,1,7,6,1,3,1,0,4,1,0,5,1,1
2020,18,19,avg3,29,12,17,2,1,7,6,1,4,0,0,3,0,0,5,2,1
2020,18,19,ceiling_p100,30,16,14,7,2,6,5,1,6,3,1,4,1,0,6,3,1
2020,18,19,bayes_p80,30,11,19,6,3,5,4,1,3,3,2,3,0,0,5,3,1
2020,19,20,newsletter_current,29,8,21,2,0,3,3,0,3,0,0,1,1,0,4,1,0
2020,19,20,avg20,30,8,22,3,0,3,3,0,3,1,0,0,0,0,5,2,0
2020,19,20,avg5,29,8,21,2,0,3,3,0,3,0,0,1,1,0,4,1,0
2020,19,20,avg3,29,6,23,2,0,3,3,0,2,1,0,1,1,0,3,0,0
2020,19,20,ceiling_p100,30,4,26,0,0,3,3,0,1,0,0,0,0,0,3,0,0
2020,19,20,bayes_p80,30,7,23,3,1,2,2,0,2,1,0,1,1,1,4,1,0
2020,20,21,newsletter_current,29,6,23,1,1,3,3,0,2,1,1,2,0,0,2,0,0
2020,20,21,avg20,30,10,20,5,2,2,2,0,4,3,1,4,2,1,2,0,0
2020,20,21,avg5,29,5,24,1,1,3,3,0,2,1,1,1,0,0,2,0,0
2020,20,21,avg3,29,4,25,2,2,2,2,0,1,1,1,1,1,1,2,0,0
2020,20,21,ceiling_p100,30,7,23,2,1,3,3,0,2,0,0,4,2,1,1,0,0
2020,20,21,bayes_p80,30,9,21,4,2,2,2,0,3,2,1,4,2,1,2,0,0
2020,21,22,newsletter_current,30,5,25,0,0,1,1,0,3,0,0,0,0,0,2,0,0
2020,21,22,avg20,30,7,23,1,0,1,1,0,4,0,0,1,0,0,2,1,0
2020,21,22,avg5,30,5,25,0,0,1,1,0,3,0,0,0,0,0,2,0,0
2020,21,22,avg3,30,6,24,0,0,1,1,0,2,0,0,1,0,0,3,0,0
2020,21,22,ceiling_p100,30,7,23,0,0,1,1,0,4,0,0,1,0,0,2,0,0
2020,21,22,bayes_p80,30,8,22,1,0,1,1,0,4,0,0,1,0,0,3,1,0
2021,2,3,newsletter_current,29,28,1,14,5,17,16,1,9,5,0,10,5,2,10,5,3
2021,2,3,avg20,29,28,1,10,3,19,18,1,9,2,0,10,6,2,10,3,1
2021,2,3,avg5,29,28,1,14,5,17,16,1,9,5,0,10,5,2,10,5,3
2021,2,3,avg3,29,28,1,14,5,17,16,1,9,5,0,10,5,2,10,5,3
2021,2,3,ceiling_p100,30,29,1,8,2,20,19,1,10,1,0,10,5,2,9,2,0
2021,2,3,bayes_p80,29,28,1,10,3,19,18,1,9,3,1,10,5,1,10,3,1
2021,3,4,newsletter_current,29,28,1,14,7,16,13,3,9,4,1,10,5,2,10,6,5
2021,3,4,avg20,29,27,2,12,5,18,15,3,9,3,2,9,5,1,10,5,3
2021,3,4,avg5,29,28,1,14,7,16,13,3,9,4,1,10,5,2,10,6,5
2021,3,4,avg3,29,28,1,14,7,16,13,3,9,4,1,10,5,2,10,6,5
2021,3,4,ceiling_p100,29,28,1,11,7,16,13,3,10,4,3,9,4,1,10,3,3
2021,3,4,bayes_p80,29,27,2,15,5,18,15,3,8,3,1,10,7,1,10,6,4
2021,4,5,newsletter_current,30,27,3,12,5,15,14,1,9,6,3,9,2,2,9,4,0
2021,4,5,avg20,30,27,3,12,6,14,13,1,9,6,3,8,2,2,10,4,1
2021,4,5,avg5,30,27,3,12,5,15,14,1,9,6,3,9,2,2,9,4,0
2021,4,5,avg3,30,28,2,12,6,14,13,1,8,5,3,10,2,2,10,5,1
2021,4,5,ceiling_p100,29,26,3,9,5,15,14,1,9,5,3,9,1,1,9,3,1
2021,4,5,bayes_p80,30,28,2,10,4,16,15,1,9,5,2,9,1,1,10,4,1
2021,5,6,newsletter_current,30,29,1,12,9,15,15,0,10,5,5,10,3,1,9,4,3
2021,5,6,avg20,30,28,2,15,8,16,16,0,10,7,6,8,4,0,10,4,2
2021,5,6,avg5,30,29,1,12,9,15,15,0,10,5,5,10,3,1,9,4,3
2021,5,6,avg3,30,27,3,11,6,18,18,0,10,5,3,8,1,0,9,5,3
2021,5,6,ceiling_p100,30,26,4,12,7,17,17,0,10,5,4,8,3,0,8,4,3
2021,5,6,bayes_p80,30,27,3,12,6,18,18,0,10,6,5,8,4,0,9,2,1
2021,6,7,newsletter_current,30,29,1,12,3,20,20,0,10,4,1,10,5,2,9,3,0
2021,6,7,avg20,30,28,2,12,4,19,19,0,10,3,0,8,5,2,10,4,2
2021,6,7,avg5,30,29,1,12,3,20,20,0,10,4,1,10,5,2,9,3,0
2021,6,7,avg3,30,27,3,14,4,19,19,0,9,4,2,9,7,2,9,3,0
2021,6,7,ceiling_p100,30,29,1,10,3,20,20,0,10,2,0,10,6,3,9,2,0
2021,6,7,bayes_p80,30,25,5,10,5,18,18,0,10,3,1,8,5,3,7,2,1
2021,7,8,newsletter_current,30,29,1,13,7,14,12,2,10,3,1,10,7,4,9,3,2
2021,7,8,avg20,30,29,1,10,6,15,13,2,10,3,1,9,4,3,10,3,2
2021,7,8,avg5,30,29,1,13,7,14,12,2,10,3,1,10,7,4,9,3,2
2021,7,8,avg3,30,28,2,13,7,14,12,2,9,4,1,10,6,4,9,3,2
2021,7,8,ceiling_p100,30,30,0,11,10,11,9,2,10,1,1,10,5,5,10,5,4
2021,7,8,bayes_p80,30,28,2,11,9,12,10,2,10,3,2,9,5,5,9,3,2
2021,8,9,newsletter_current,30,27,3,8,3,17,16,1,10,3,2,8,2,1,9,3,0
2021,8,9,avg20,30,30,0,17,7,13,12,1,10,7,3,10,5,2,10,5,2
2021,8,9,avg5,30,27,3,8,3,17,16,1,10,3,2,8,2,1,9,3,0
2021,8,9,avg3,30,27,3,9,2,18,17,1,9,3,1,9,4,1,9,2,0
2021,8,9,ceiling_p100,30,29,1,12,4,16,15,1,10,6,2,10,3,1,9,3,1
2021,8,9,bayes_p80,30,30,0,15,4,16,15,1,10,6,1,10,5,2,10,4,1
2021,9,10,newsletter_current,30,27,3,16,8,11,11,0,10,6,2,8,4,3,9,6,3
2021,9,10,avg20,30,27,3,13,4,15,15,0,10,5,1,8,4,2,9,4,1
2021,9,10,avg5,30,27,3,15,7,12,12,0,10,6,2,8,4,3,9,5,2
2021,9,10,avg3,30,28,2,16,7,12,12,0,10,7,2,10,5,3,8,4,2
2021,9,10,ceiling_p100,30,28,2,15,6,13,13,0,10,5,1,9,6,4,9,4,1
2021,9,10,bayes_p80,30,28,2,17,5,14,14,0,10,6,1,9,6,2,9,5,2
2021,10,11,newsletter_current,30,26,4,11,5,17,15,2,9,7,3,8,3,1,9,1,1
2021,10,11,avg20,30,29,1,8,2,20,18,2,10,4,1,10,3,1,9,1,0
2021,10,11,avg5,30,26,4,11,5,17,15,2,9,7,3,8,3,1,9,1,1
2021,10,11,avg3,30,27,3,9,6,16,14,2,10,5,4,8,2,1,9,2,1
2021,10,11,ceiling_p100,30,29,1,9,4,18,16,2,9,3,2,10,4,1,10,2,1
2021,10,11,bayes_p80,30,29,1,12,7,15,13,2,10,5,3,10,5,2,9,2,2
2021,11,12,newsletter_current,30,13,17,6,0,7,6,1,4,2,0,4,1,0,5,3,0
2021,11,12,avg20,30,13,17,5,2,5,4,1,4,2,0,3,0,0,6,3,2
2021,11,12,avg5,30,13,17,6,0,7,6,1,4,2,0,4,1,0,5,3,0
2021,11,12,avg3,30,16,14,7,1,6,5,1,6,3,0,3,0,0,7,4,1
2021,11,12,ceiling_p100,30,14,16,5,3,4,3,1,4,2,0,4,0,0,6,3,3
2021,11,12,bayes_p80,30,15,15,6,1,6,5,1,5,2,0,5,0,0,5,4,1
2021,12,13,newsletter_current,30,20,10,9,3,9,9,0,7,3,0,7,2,0,6,4,3
2021,12,13,avg20,30,19,11,6,1,11,11,0,5,2,0,6,1,0,8,3,1
2021,12,13,avg5,30,21,9,10,4,8,8,0,7,3,0,7,3,1,7,4,3
2021,12,13,avg3,30,22,8,6,0,12,12,0,8,2,0,6,1,0,8,3,0
2021,12,13,ceiling_p100,30,22,8,11,5,7,7,0,5,2,0,7,2,0,10,7,5
2021,12,13,bayes_p80,30,21,9,7,2,10,10,0,5,3,0,6,1,0,10,3,2
2021,13,14,newsletter_current,30,21,9,9,4,10,9,1,7,3,0,8,5,3,6,1,1
2021,13,14,avg20,30,18,12,8,4,10,9,1,6,2,0,6,4,2,6,2,2
2021,13,14,avg5,30,21,9,9,4,10,9,1,7,3,0,8,5,3,6,1,1
2021,13,14,avg3,30,18,12,6,1,13,12,1,6,3,0,7,3,1,5,0,0
2021,13,14,ceiling_p100,30,17,13,7,5,9,8,1,7,2,0,5,3,3,5,2,2
2021,13,14,bayes_p80,30,14,16,7,5,9,8,1,7,2,0,4,3,3,3,2,2
2021,14,15,newsletter_current,30,26,4,11,4,11,11,0,8,4,2,9,3,2,9,4,0
2021,14,15,avg20,30,25,5,12,5,10,10,0,7,3,2,9,5,2,9,4,1
2021,14,15,avg5,30,26,4,12,6,9,9,0,9,4,2,8,4,3,9,4,1
2021,14,15,avg3,30,27,3,13,6,9,9,0,9,4,2,8,4,3,10,5,1
2021,14,15,ceiling_p100,30,23,7,10,4,11,11,0,7,3,2,7,3,1,9,4,1
2021,14,15,bayes_p80,30,25,5,10,4,11,11,0,8,3,1,9,4,1,8,3,2
2021,15,16,newsletter_current,30,24,6,9,1,13,11,2,6,4,0,9,3,0,9,2,1
2021,15,16,avg20,29,25,4,7,0,14,12,2,8,3,0,9,4,0,9,1,0
2021,15,16,avg5,30,23,7,9,2,12,10,2,5,3,0,9,4,1,9,2,1
2021,15,16,avg3,30,29,1,10,2,12,10,2,9,4,0,10,3,1,10,3,1
2021,15,16,ceiling_p100,29,25,4,10,0,14,12,2,8,4,0,10,6,0,8,1,0
2021,15,16,bayes_p80,29,23,6,11,1,13,11,2,7,3,0,9,7,1,8,2,0
2021,16,17,newsletter_current,30,23,7,11,3,10,10,0,9,4,1,9,3,1,5,4,1
2021,16,17,avg20,29,25,4,8,3,10,10,0,9,2,0,9,4,2,8,2,1
2021,16,17,avg5,30,23,7,11,2,11,11,0,9,4,1,9,3,1,5,4,0
2021,16,17,avg3,30,28,2,14,3,10,10,0,10,5,1,10,4,1,8,5,1
2021,16,17,ceiling_p100,29,25,4,10,3,10,10,0,8,3,1,9,5,1,9,2,1
2021,16,17,bayes_p80,29,24,5,9,5,8,8,0,9,4,1,9,3,2,7,2,2
2021,17,18,newsletter_current,30,24,6,7,4,18,18,0,8,1,1,9,4,2,7,2,1
2021,17,18,avg20,29,23,6,7,3,19,19,0,6,2,2,10,3,1,8,2,0
2021,17,18,avg5,30,24,6,7,4,18,18,0,8,1,1,9,3,1,7,3,2
2021,17,18,avg3,30,25,5,11,6,16,16,0,8,2,1,9,5,2,8,4,3
2021,17,18,ceiling_p100,29,25,4,8,3,19,19,0,8,4,1,10,3,1,8,1,1
2021,17,18,bayes_p80,29,25,4,8,5,17,17,0,8,2,2,9,3,2,9,3,1
2021,18,19,newsletter_current,30,26,4,12,5,11,11,0,9,1,1,10,8,4,7,3,0
2021,18,19,avg20,29,27,2,11,3,13,13,0,10,1,0,10,7,3,8,4,1
2021,18,19,avg5,30,25,5,10,3,13,13,0,8,0,0,10,7,3,7,3,0
2021,18,19,avg3,30,27,3,10,4,12,12,0,9,1,0,10,6,4,8,3,0
2021,18,19,ceiling_p100,29,27,2,8,3,13,13,0,10,0,0,10,5,3,8,4,1
2021,18,19,bayes_p80,29,24,5,11,3,13,13,0,8,0,0,9,7,3,8,5,1
2021,19,20,newsletter_current,30,26,4,12,7,11,10,1,9,4,2,9,4,3,8,4,2
2021,19,20,avg20,30,24,6,13,8,10,9,1,8,5,2,8,4,3,8,4,3
2021,19,20,avg5,30,26,4,11,7,11,10,1,9,3,1,9,4,3,8,4,3
2021,19,20,avg3,30,28,2,11,5,13,12,1,9,3,0,9,5,3,10,3,2
2021,19,20,ceiling_p100,30,24,6,12,7,11,10,1,8,5,2,9,5,3,7,2,2
2021,19,20,bayes_p80,30,26,4,13,7,11,10,1,8,4,2,10,4,3,8,5,2
2021,20,21,newsletter_current,30,28,2,13,7,7,7,0,9,5,4,10,4,1,9,4,2
2021,20,21,avg20,30,27,3,13,5,9,9,0,10,5,3,9,3,1,8,5,1
2021,20,21,avg5,30,29,1,14,7,7,7,0,9,5,4,10,4,1,10,5,2
2021,20,21,avg3,30,28,2,8,5,9,9,0,10,2,2,9,3,2,9,3,1
2021,20,21,ceiling_p100,30,25,5,14,4,10,10,0,7,4,2,10,5,1,8,5,1
2021,20,21,bayes_p80,30,25,5,9,3,11,11,0,8,4,2,10,1,0,7,4,1
2021,21,22,newsletter_current,29,24,5,7,4,14,13,1,7,3,2,8,3,1,10,1,1
2021,21,22,avg20,29,22,7,11,4,14,13,1,7,2,0,8,4,2,8,5,2
2021,21,22,avg5,30,25,5,8,5,13,12,1,8,3,2,8,3,1,9,2,2
2021,21,22,avg3,29,22,7,8,4,14,13,1,10,3,2,6,3,1,7,2,1
2021,21,22,ceiling_p100,29,23,6,9,4,14,13,1,8,1,1,7,3,1,9,5,2
2021,21,22,bayes_p80,29,22,7,11,3,15,14,1,7,3,0,8,4,2,8,4,1
2021,22,23,newsletter_current,30,27,3,14,5,12,12,0,10,7,1,8,3,1,9,4,3
2021,22,23,avg20,29,22,7,9,3,14,14,0,9,4,1,7,2,0,7,4,2
2021,22,23,avg5,30,27,3,14,5,12,12,0,10,8,2,8,3,1,9,3,2
2021,22,23,avg3,30,23,7,9,4,13,13,0,9,6,2,7,2,1,7,1,1
2021,22,23,ceiling_p100,29,21,8,9,2,15,15,0,8,4,1,6,2,0,8,4,1
2021,22,23,bayes_p80,29,22,7,10,4,13,13,0,7,5,1,8,2,0,8,4,3
2022,2,3,newsletter_current,28,27,1,13,5,17,10,7,10,6,2,10,5,2,9,4,2
2022,2,3,avg20,29,28,1,13,6,16,9,7,9,5,2,10,5,2,10,4,2
2022,2,3,avg5,28,27,1,13,5,17,10,7,10,6,2,10,5,2,9,4,2
2022,2,3,avg3,28,27,1,13,5,17,10,7,10,6,2,10,5,2,9,4,2
2022,2,3,ceiling_p100,29,29,0,14,8,14,7,7,10,6,2,10,5,3,10,4,3
2022,2,3,bayes_p80,29,26,3,12,6,16,9,7,8,4,2,10,5,2,9,4,2
2022,3,4,newsletter_current,27,25,2,12,3,16,13,3,9,2,2,10,6,1,9,6,2
2022,3,4,avg20,29,26,3,14,3,16,13,3,9,4,0,9,3,2,9,7,1
2022,3,4,avg5,27,25,2,12,3,16,13,3,9,2,2,10,6,1,9,6,2
2022,3,4,avg3,27,25,2,12,3,16,13,3,9,2,2,10,6,1,9,6,2
2022,3,4,ceiling_p100,29,26,3,14,6,13,10,3,9,3,2,9,5,3,9,7,2
2022,3,4,bayes_p80,29,26,3,14,2,17,14,3,9,4,1,9,3,1,9,7,0
2022,4,5,newsletter_current,26,24,2,8,2,16,15,1,9,3,1,10,4,0,9,3,1
2022,4,5,avg20,28,25,3,12,6,12,11,1,9,2,1,8,5,2,10,7,3
2022,4,5,avg5,26,24,2,8,2,16,15,1,9,3,1,10,4,0,9,3,1
2022,4,5,avg3,26,24,2,9,1,17,16,1,9,3,1,10,5,0,9,3,0
2022,4,5,ceiling_p100,27,24,3,11,6,12,11,1,9,2,2,8,5,3,10,6,2
2022,4,5,bayes_p80,28,25,3,13,7,11,10,1,9,2,1,8,5,2,10,8,4
2022,5,6,newsletter_current,26,25,1,11,5,17,17,0,9,3,1,10,5,3,10,4,2
2022,5,6,avg20,28,23,5,11,7,15,15,0,9,3,1,7,2,2,9,7,5
2022,5,6,avg5,26,25,1,11,5,17,17,0,9,3,1,10,5,3,10,4,2
2022,5,6,avg3,26,25,1,9,3,19,19,0,9,3,0,10,4,2,10,3,2
2022,5,6,ceiling_p100,26,20,6,5,3,19,19,0,7,1,0,8,2,2,9,3,2
2022,5,6,bayes_p80,28,24,4,11,7,15,15,0,9,4,2,8,2,2,9,6,4
2022,6,7,newsletter_current,28,24,4,11,4,10,10,0,8,4,2,10,6,2,8,2,1
2022,6,7,avg20,28,21,7,10,3,11,11,0,9,4,2,7,4,1,7,3,1
2022,6,7,avg5,28,24,4,11,4,10,10,0,8,4,2,10,6,2,8,2,1
2022,6,7,avg3,27,25,2,8,3,11,11,0,9,4,1,10,5,2,9,0,0
2022,6,7,ceiling_p100,27,20,7,11,5,9,9,0,6,4,2,9,4,1,8,3,2
2022,6,7,bayes_p80,28,22,6,11,3,11,11,0,9,5,2,7,4,1,8,3,1
2022,7,8,newsletter_current,29,25,4,17,8,13,12,1,9,7,3,8,6,2,9,5,3
2022,7,8,avg20,29,22,7,9,3,18,17,1,9,3,1,6,3,1,8,3,1
2022,7,8,avg5,29,25,4,17,8,13,12,1,9,7,3,8,6,2,9,5,3
2022,7,8,avg3,30,27,3,16,10,11,10,1,9,4,2,8,6,3,10,6,5
2022,7,8,ceiling_p100,26,22,4,9,4,17,16,1,9,3,1,8,3,2,9,4,1
2022,7,8,bayes_p80,29,22,7,9,2,19,18,1,9,3,1,6,4,1,8,2,0
2022,8,9,newsletter_current,27,22,5,10,7,11,11,0,8,4,3,9,4,2,7,2,2
2022,8,9,avg20,26,21,5,8,2,16,16,0,7,2,0,8,3,2,9,3,0
2022,8,9,avg5,27,22,5,10,7,11,11,0,8,4,3,9,4,2,7,2,2
2022,8,9,avg3,29,25,4,13,6,12,12,0,9,5,2,9,4,2,8,4,2
2022,8,9,ceiling_p100,25,18,7,7,1,17,17,0,6,2,0,7,3,1,8,2,0
2022,8,9,bayes_p80,27,21,6,11,5,13,13,0,8,5,2,8,2,1,8,4,2
2022,9,10,newsletter_current,28,26,2,9,7,11,10,1,9,4,2,9,3,3,9,2,2
2022,9,10,avg20,25,20,5,9,4,14,13,1,7,4,2,9,3,1,8,4,2
2022,9,10,avg5,28,26,2,9,7,11,10,1,9,4,2,9,3,3,9,2,2
2022,9,10,avg3,28,25,3,11,9,9,8,1,9,5,3,8,3,3,9,3,3
2022,9,10,ceiling_p100,25,19,6,9,5,13,12,1,7,4,2,7,2,1,8,5,3
2022,9,10,bayes_p80,27,23,4,8,3,15,14,1,9,3,1,10,3,1,7,3,1
2022,10,11,newsletter_current,28,26,2,10,4,14,13,1,9,3,1,10,5,3,9,2,0
2022,10,11,avg20,26,22,4,10,4,14,13,1,8,3,0,9,6,4,8,2,1
2022,10,11,avg5,28,25,3,9,3,15,14,1,9,3,1,9,4,2,9,2,0
2022,10,11,avg3,29,27,2,10,4,14,13,1,9,2,1,10,4,3,9,4,0
2022,10,11,ceiling_p100,27,22,5,11,3,15,14,1,8,3,0,7,5,3,8,3,0
2022,10,11,bayes_p80,26,21,5,9,4,14,13,1,9,2,0,9,6,4,6,3,2
2022,11,12,newsletter_current,29,19,10,10,4,8,8,0,7,2,1,8,5,1,4,3,2
2022,11,12,avg20,26,18,8,9,6,6,6,0,7,2,2,8,4,2,6,5,4
2022,11,12,avg5,29,18,11,9,3,9,9,0,7,2,1,6,4,0,5,3,2
2022,11,12,avg3,29,23,6,13,5,7,7,0,8,2,1,9,7,1,7,4,3
2022,11,12,ceiling_p100,28,17,11,6,3,9,9,0,6,1,1,6,3,1,6,3,2
2022,11,12,bayes_p80,26,19,7,8,5,7,7,0,8,1,1,8,5,3,6,4,3
2022,12,13,newsletter_current,28,17,11,9,5,7,6,1,6,4,2,7,4,2,5,1,1
2022,12,13,avg20,28,18,10,8,3,9,8,1,5,3,2,6,2,0,8,3,1
2022,12,13,avg5,28,16,12,8,4,8,7,1,5,3,1,7,4,2,5,1,1
2022,12,13,avg3,29,19,10,10,6,6,5,1,7,5,2,7,3,2,6,2,2
2022,12,13,ceiling_p100,27,15,12,5,3,9,8,1,4,2,2,5,1,0,8,2,1
2022,12,13,bayes_p80,26,15,11,7,4,8,7,1,4,2,2,5,2,1,8,3,1
2022,13,14,newsletter_current,28,15,13,10,5,9,9,0,5,2,0,4,2,1,7,6,4
2022,13,14,avg20,28,14,14,7,5,9,9,0,7,3,2,4,1,1,4,3,2
2022,13,14,avg5,28,16,12,9,5,9,9,0,6,1,0,4,2,1,7,6,4
2022,13,14,avg3,29,18,11,9,5,9,9,0,6,2,1,5,2,1,7,5,3
2022,13,14,ceiling_p100,28,17,11,8,4,10,10,0,6,2,1,6,2,1,6,4,2
2022,13,14,bayes_p80,27,13,14,8,5,9,9,0,6,3,2,5,1,1,4,4,2
2022,14,15,newsletter_current,28,25,3,15,5,19,18,1,9,4,1,9,6,4,9,7,1
2022,14,15,avg20,28,20,8,10,7,17,16,1,5,1,1,6,4,3,10,6,4
2022,14,15,avg5,28,25,3,15,5,19,18,1,9,4,1,9,6,4,9,7,1
2022,14,15,avg3,27,26,1,13,5,19,18,1,9,4,1,10,6,4,10,6,2
2022,14,15,ceiling_p100,28,19,9,8,5,19,18,1,5,2,2,6,2,1,9,5,3
2022,14,15,bayes_p80,27,18,9,7,5,19,18,1,6,2,1,6,3,2,8,4,3
2022,15,16,newsletter_current,28,24,4,10,7,8,7,1,8,4,3,8,3,2,9,4,3
2022,15,16,avg20,27,20,7,8,4,11,10,1,6,2,0,6,3,2,9,3,2
2022,15,16,avg5,28,26,2,9,6,9,8,1,9,3,2,8,3,2,10,4,3
2022,15,16,avg3,29,28,1,11,6,9,8,1,9,5,3,9,4,2,10,2,1
2022,15,16,ceiling_p100,27,20,7,6,3,12,11,1,7,1,0,5,2,2,10,3,1
2022,15,16,bayes_p80,28,21,7,8,4,11,10,1,8,2,0,6,2,2,8,4,2
2022,16,17,newsletter_current,28,21,7,10,6,14,14,0,6,2,1,8,4,1,7,4,4
2022,16,17,avg20,28,20,8,9,5,15,15,0,7,3,1,5,1,1,8,5,3
2022,16,17,avg5,28,22,6,10,6,14,14,0,7,2,1,8,4,1,7,4,4
2022,16,17,avg3,26,21,5,11,5,15,15,0,8,3,1,8,5,1,7,5,3
2022,16,17,ceiling_p100,28,18,10,8,3,17,17,0,6,3,1,4,0,0,8,5,2
2022,16,17,bayes_p80,28,19,9,11,8,12,12,0,7,6,4,5,1,1,8,5,4
2022,17,18,newsletter_current,27,26,1,9,5,12,10,2,10,2,1,9,3,1,10,6,4
2022,17,18,avg20,24,21,3,8,3,14,12,2,9,2,1,9,5,1,8,3,1
