,player_id,trade_status,user_team_id,waiver_until,feed_id,first_name,last_name,team,position,round,points,price,total_points,games,total_games,price_change,total_price_change,last_position,round_position,minutes_played,total_minutes_played,updated_at,kicks,total_kicks,handballs,total_handballs,marks,total_marks,tackles,total_tackles,freekicks_for,total_freekicks_for,freekicks_against,total_freekicks_against,hitouts,total_hitouts,goals,total_goals,behinds,total_behinds,avg5,own_raw,avg,avg3,opp,oppavg,opph,opp1,opp1h,opp2,opp2h,opp3,opp3h,ven,venavg,ven1,ven2,ven3,owned,points_per_min,total_points_per_min,mvp_value,position_change
125,304,free_agent,,,998260,Jack,Bowes,GEE,0,6,0,408200,363,0,5,0,-40900,153,0,0,475,2025-04-13T12:26:12+10:00,0,54,0,20,0,13,0,21,0,3,0,-9,0,0,0,4,0,0,72.6,1490,72.6,84.3333,HAW,56.0,0,"{'id': 3, 'abbrev': 'CAR', 'name': 'Carlton'}",1,"{'id': 4, 'abbrev': 'COL', 'name': 'Collingwood'}",1,"{'id': 18, 'abbrev': 'GWS', 'name': 'GWS Giants'}",0,Melbourne Cricket Ground,72.1538,"{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 10, 'name': 'Kardinia Park', 'display_name': 'GMHBA Stadium', 'short_name': 'GMHBA', 'abbrev': 'GMS'}",33.8636,,0.7642105263157895,5622.589531680441,
127,555,free_agent,,,998529,Ivan,Soldo,PTA,0,6,0,447900,35,0,1,0,0,492,0,0,70,2025-04-13T12:26:15+10:00,0,3,0,2,0,1,0,1,0,0,0,-1,0,9,0,0,0,0,35.0,607,35.0,35.0,SYD,88.0,1,"{'id': 9, 'abbrev': 'NTH', 'name': 'North Melbourne'}",0,"{'id': 15, 'abbrev': 'WBD', 'name': 'Western Bulldogs'}",1,"{'id': 1, 'abbrev': 'ADE', 'name': 'Adelaide'}",0,Sydney Cricket Ground,59.0,"{'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}","{'id': 55, 'name': 'Eureka Stadium', 'display_name': 'Mars Stadium', 'short_name': 'Mars', 'abbrev': 'MARS'}","{'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}",13.7955,,0.5,12797.142857142857,
128,775,free_agent,,,996554,Jake,Waterman,WCE,0,6,0,447800,91,0,2,0,0,444,0,0,177,2025-04-13T12:26:14+10:00,0,12,0,5,0,15,0,0,0,0,0,-1,0,0,0,2,0,3,45.5,1952,45.5,45.5,ESS,66.1667,0,"{'id': 8, 'abbrev': 'HAW', 'name': 'Hawthorn'}",1,"{'id': 10, 'abbrev': 'MEL', 'name': 'Melbourne'}",0,"{'id': 12, 'abbrev': 'RIC', 'name': 'Richmond'}",1,Perth Stadium,66.3962,"{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}",44.3636,,0.5141242937853108,9841.758241758242,
131,676,free_agent,,,295342,Jake,Lloyd,SYD,0,6,0,430300,391,0,5,0,-14100,117,0,0,545,2025-04-13T12:26:12+10:00,0,70,0,35,0,36,0,10,0,4,0,-2,0,0,0,1,0,3,78.2,2592,78.2,80.6667,PTA,83.3077,0,"{'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}",1,"{'id': 18, 'abbrev': 'GWS', 'name': 'GWS Giants'}",0,"{'id': 5, 'abbrev': 'ESS', 'name': 'Essendon'}",1,Sydney Cricket Ground,93.5769,"{'id': 5, 'name': 'Carrara Stadium', 'display_name': 'People First Stadium', 'short_name': 'People First', 'abbrev': 'PFS'}","{'id': 16, 'name': 'Sydney Cricket Ground', 'display_name': 'SCG', 'short_name': 'SCG', 'abbrev': 'SCG'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}",58.9091,,0.7174311926605504,5502.557544757033,
133,679,free_agent,,,1011936,Justin,McInerney,SYD,0,6,0,443700,166,0,2,0,0,385,0,0,217,2025-04-13T12:26:14+10:00,0,19,0,20,0,10,0,3,0,3,0,-6,0,0,0,0,0,1,83.0,1273,83.0,83.0,PTA,66.5,0,"{'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}",1,"{'id': 18, 'abbrev': 'GWS', 'name': 'GWS Giants'}",0,"{'id': 5, 'abbrev': 'ESS', 'name': 'Essendon'}",1,Sydney Cricket Ground,75.5263,"{'id': 5, 'name': 'Carrara Stadium', 'display_name': 'People First Stadium', 'short_name': 'People First', 'abbrev': 'PFS'}","{'id': 16, 'name': 'Sydney Cricket Ground', 'display_name': 'SCG', 'short_name': 'SCG', 'abbrev': 'SCG'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}",28.9318,,0.7649769585253456,5345.78313253012,
137,425,free_agent,,,998114,Jack,Scrimshaw,HAW,0,6,0,441800,130,0,2,0,0,415,0,0,134,2025-04-13T12:26:14+10:00,0,13,0,9,0,9,0,4,0,1,0,-1,0,0,0,0,0,0,65.0,1229,65.0,65.0,GEE,72.6667,1,"{'id': 16, 'abbrev': 'WCE', 'name': 'West Coast'}",0,"{'id': 12, 'abbrev': 'RIC', 'name': 'Richmond'}",0,"{'id': 10, 'abbrev': 'MEL', 'name': 'Melbourne'}",1,Melbourne Cricket Ground,77.8974,"{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}",27.9318,,0.9701492537313433,6796.923076923077,
142,147,free_agent,,,291313,Jeremy,Howe,COL,0,6,0,384100,302,0,5,0,-52600,251,0,0,516,2025-04-13T12:26:13+10:00,0,50,0,11,0,22,0,3,0,2,0,-1,0,0,0,0,0,0,60.4,803,60.4,66.0,BRL,90.6,1,"{'id': 5, 'abbrev': 'ESS', 'name': 'Essendon'}",0,"{'id': 7, 'abbrev': 'GEE', 'name': 'Geelong'}",0,"{'id': 6, 'abbrev': 'FRE', 'name': 'Fremantle'}",1,Brisbane Cricket Ground,88.2857,"{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}",18.25,,0.5852713178294574,6359.271523178808,
151,684,free_agent,,,996765,Tom,Papley,SYD,0,6,0,393500,158,0,3,0,-37600,394,0,0,312,2025-04-13T12:26:14+10:00,0,25,0,15,0,7,0,3,0,3,0,-7,0,0,0,1,0,3,52.6667,1267,52.6667,52.6667,PTA,65.2857,0,"{'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}",1,"{'id': 18, 'abbrev': 'GWS', 'name': 'GWS Giants'}",0,"{'id': 5, 'abbrev': 'ESS', 'name': 'Essendon'}",1,Sydney Cricket Ground,78.2208,"{'id': 5, 'name': 'Carrara Stadium', 'display_name': 'People First Stadium', 'short_name': 'People First', 'abbrev': 'PFS'}","{'id': 16, 'name': 'Sydney Cricket Ground', 'display_name': 'SCG', 'short_name': 'SCG', 'abbrev': 'SCG'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}",28.7955,,0.5064102564102564,7471.51425853528,
155,355,free_agent,,,291969,Stephen,Coniglio,GWS,0,6,0,398300,187,0,3,0,-29500,363,0,0,318,2025-04-13T12:26:14+10:00,0,24,0,15,0,6,0,7,0,2,0,-3,0,0,0,3,0,0,62.3333,1345,62.3333,62.3333,ADE,88.7857,1,"{'id': 15, 'abbrev': 'WBD', 'name': 'Western Bulldogs'}",0,"{'id': 14, 'abbrev': 'SYD', 'name': 'Sydney'}",1,"{'id': 7, 'abbrev': 'GEE', 'name': 'Geelong'}",1,Adelaide Oval,94.0833,"{'id': 11, 'name': 'Manuka Oval', 'display_name': 'Manuka Oval', 'short_name': 'Manuka', 'abbrev': 'MO'}","{'id': 16, 'name': 'Sydney Cricket Ground', 'display_name': 'SCG', 'short_name': 'SCG', 'abbrev': 'SCG'}","{'id': 10, 'name': 'Kardinia Park', 'display_name': 'GMHBA Stadium', 'short_name': 'GMHBA', 'abbrev': 'GMS'}",30.5682,,0.5880503144654088,6389.84298922085,
157,714,free_agent,,,294101,Jason,Johannisen,WBD,0,6,0,426900,26,0,1,0,0,501,0,0,97,2025-04-13T12:26:15+10:00,0,7,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,26.0,444,26.0,26.0,STK,94.3333,0,"{'id': 18, 'abbrev': 'GWS', 'name': 'GWS Giants'}",1,"{'id': 11, 'abbrev': 'PTA', 'name': 'Port Adelaide'}",0,"{'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}",1,Docklands Stadium,81.7527,"{'id': 11, 'name': 'Manuka Oval', 'display_name': 'Manuka Oval', 'short_name': 'Manuka', 'abbrev': 'MO'}","{'id': 55, 'name': 'Eureka Stadium', 'display_name': 'Mars Stadium', 'short_name': 'Mars', 'abbrev': 'MARS'}","{'id': 12, 'name': 'Marrara Oval', 'display_name': 'TIO Stadium', 'short_name': 'TIO', 'abbrev': 'TIO'}",10.0909,,0.26804123711340205,16419.23076923077,
159,592,free_agent,,,290627,Dion,Prestia,RIC,0,6,0,426100,0,0,0,0,0,510,0,0,0,2025-04-13T12:26:16+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,523,0.0,0.0,GCS,98.8,0,"{'id': 10, 'abbrev': 'MEL', 'name': 'Melbourne'}",1,"{'id': 8, 'abbrev': 'HAW', 'name': 'Hawthorn'}",1,"{'id': 16, 'abbrev': 'WCE', 'name': 'West Coast'}",0,Docklands Stadium,87.6154,"{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}",11.8864,,,,
160,266,free_agent,,,295446,Sam,Collins,GCS,0,6,0,389200,270,0,4,0,-36700,281,0,0,490,2025-04-13T12:26:13+10:00,0,26,0,15,0,19,0,5,0,3,0,-2,0,0,0,0,0,0,67.5,691,67.5,65.6667,RIC,75.0,1,"{'id': 14, 'abbrev': 'SYD', 'name': 'Sydney'}",0,"{'id': 2, 'abbrev': 'BRL', 'name': 'Brisbane'}",1,"{'id': 15, 'abbrev': 'WBD', 'name': 'Western Bulldogs'}",0,Docklands Stadium,75.7895,"{'id': 5, 'name': 'Carrara Stadium', 'display_name': 'People First Stadium', 'short_name': 'People First', 'abbrev': 'PFS'}","{'id': 4, 'name': 'Brisbane Cricket Ground', 'display_name': 'Gabba', 'short_name': 'Gabba', 'abbrev': 'G'}","{'id': 12, 'name': 'Marrara Oval', 'display_name': 'TIO Stadium', 'short_name': 'TIO', 'abbrev': 'TIO'}",15.7045,,0.5510204081632653,5765.925925925926,
161,662,free_agent,,,998103,Oliver,Florent,SYD,0,6,0,383300,346,0,5,0,-41900,184,0,0,529,2025-04-13T12:26:13+10:00,0,52,0,33,0,25,0,9,0,6,0,-2,0,0,0,1,0,4,69.2,1002,69.2,70.6667,PTA,64.25,0,"{'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}",1,"{'id': 18, 'abbrev': 'GWS', 'name': 'GWS Giants'}",0,"{'id': 5, 'abbrev': 'ESS', 'name': 'Essendon'}",1,Sydney Cricket Ground,69.3378,"{'id': 5, 'name': 'Carrara Stadium', 'display_name': 'People First Stadium', 'short_name': 'People First', 'abbrev': 'PFS'}","{'id': 16, 'name': 'Sydney Cricket Ground', 'display_name': 'SCG', 'short_name': 'SCG', 'abbrev': 'SCG'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}",22.7727,,0.6540642722117203,5539.017341040462,
163,315,free_agent,,,281065,Mitch,Duncan,GEE,0,6,0,423300,0,0,0,0,0,510,0,0,0,2025-04-13T12:26:16+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,417,0.0,0.0,HAW,94.3478,0,"{'id': 3, 'abbrev': 'CAR', 'name': 'Carlton'}",1,"{'id': 4, 'abbrev': 'COL', 'name': 'Collingwood'}",1,"{'id': 18, 'abbrev': 'GWS', 'name': 'GWS Giants'}",0,Melbourne Cricket Ground,91.5556,"{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 10, 'name': 'Kardinia Park', 'display_name': 'GMHBA Stadium', 'short_name': 'GMHBA', 'abbrev': 'GMS'}",9.47727,,,,
165,193,free_agent,,,298630,Kyle,Langford,ESS,0,6,0,422200,53,0,1,0,0,477,0,0,81,2025-04-13T12:26:14+10:00,0,5,0,6,0,0,0,1,0,1,0,-1,0,0,0,2,0,0,53.0,1231,53.0,53.0,WCE,91.0,1,"{'id': 4, 'abbrev': 'COL', 'name': 'Collingwood'}",1,"{'id': 9, 'abbrev': 'NTH', 'name': 'North Melbourne'}",0,"{'id': 14, 'abbrev': 'SYD', 'name': 'Sydney'}",0,Perth Stadium,78.8,"{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}",27.9773,,0.654320987654321,7966.037735849057,
166,182,free_agent,,,1006096,Xavier,Duursma,ESS,0,6,0,422700,341,0,4,0,600,191,0,0,414,2025-04-13T12:26:13+10:00,0,37,0,41,0,20,0,13,0,8,0,-4,0,0,0,3,0,1,85.25,1839,85.25,76.0,WCE,80.8,1,"{'id': 4, 'abbrev': 'COL', 'name': 'Collingwood'}",1,"{'id': 9, 'abbrev': 'NTH', 'name': 'North Melbourne'}",0,"{'id': 14, 'abbrev': 'SYD', 'name': 'Sydney'}",0,Perth Stadium,80.6,"{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}",41.7955,,0.8236714975845411,4958.357771260997,
168,154,free_agent,,,992010,Brayden,Maynard,COL,0,6,0,403700,366,0,5,0,-16600,145,0,0,514,2025-04-13T12:26:12+10:00,0,51,0,18,0,18,0,12,0,1,0,-8,0,0,0,3,0,0,73.2,1075,73.2,75.3333,BRL,78.3333,1,"{'id': 5, 'abbrev': 'ESS', 'name': 'Essendon'}",0,"{'id': 7, 'abbrev': 'GEE', 'name': 'Geelong'}",0,"{'id': 6, 'abbrev': 'FRE', 'name': 'Fremantle'}",1,Brisbane Cricket Ground,86.6923,"{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}",24.4318,,0.7120622568093385,5515.027322404371,
169,352,free_agent,,,1009708,Jack,Buckley,GWS,0,6,0,371800,341,0,5,0,-48500,191,0,0,567,2025-04-13T12:26:13+10:00,0,35,0,18,0,26,0,10,0,4,0,-3,0,0,0,0,0,0,68.2,535,68.2,69.0,ADE,69.25,1,"{'id': 15, 'abbrev': 'WBD', 'name': 'Western Bulldogs'}",0,"{'id': 14, 'abbrev': 'SYD', 'name': 'Sydney'}",1,"{'id': 7, 'abbrev': 'GEE', 'name': 'Geelong'}",1,Adelaide Oval,67.5,"{'id': 11, 'name': 'Manuka Oval', 'display_name': 'Manuka Oval', 'short_name': 'Manuka', 'abbrev': 'MO'}","{'id': 16, 'name': 'Sydney Cricket Ground', 'display_name': 'SCG', 'short_name': 'SCG', 'abbrev': 'SCG'}","{'id': 10, 'name': 'Kardinia Park', 'display_name': 'GMHBA Stadium', 'short_name': 'GMHBA', 'abbrev': 'GMS'}",12.1591,,0.6014109347442681,5451.612903225806,
170,18,free_agent,,,1013974,Mark,Keane,ADE,0,6,0,324500,304,0,5,0,-95300,248,0,0,615,2025-04-13T12:26:13+10:00,0,47,0,21,0,19,0,3,0,2,0,-6,0,0,0,0,0,0,60.8,394,60.8,63.0,GWS,63.0,0,"{'id': 6, 'abbrev': 'FRE', 'name': 'Fremantle'}",1,"{'id': 3, 'abbrev': 'CAR', 'name': 'Carlton'}",0,"{'id': 11, 'abbrev': 'PTA', 'name': 'Port Adelaide'}",1,Adelaide Oval,75.2632,"{'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}","{'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}","{'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}",8.95455,,0.4943089430894309,5337.171052631579,
173,164,waiver,116859.0,2025-04-17T04:00:00+10:00,998205,Harry,Perryman,COL,0,6,0,389200,375,0,5,0,-28300,136,0,0,509,2025-04-13T12:26:12+10:00,0,50,0,39,0,16,0,18,0,3,0,-2,0,0,0,1,0,3,75.0,2309,75.0,73.3333,BRL,80.8333,1,"{'id': 5, 'abbrev': 'ESS', 'name': 'Essendon'}",0,"{'id': 7, 'abbrev': 'GEE', 'name': 'Geelong'}",0,"{'id': 6, 'abbrev': 'FRE', 'name': 'Fremantle'}",1,Brisbane Cricket Ground,98.75,"{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}",52.4773,,0.7367387033398821,5189.333333333333,
174,385,free_agent,,,280109,Callan,Ward,GWS,0,6,0,341600,351,0,5,0,-75400,177,0,0,513,2025-04-13T12:26:13+10:00,0,39,0,47,0,20,0,6,0,3,0,-4,0,0,0,3,0,0,70.2,690,70.2,64.0,ADE,101.938,1,"{'id': 15, 'abbrev': 'WBD', 'name': 'Western Bulldogs'}",0,"{'id': 14, 'abbrev': 'SYD', 'name': 'Sydney'}",1,"{'id': 7, 'abbrev': 'GEE', 'name': 'Geelong'}",1,Adelaide Oval,91.2308,"{'id': 11, 'name': 'Manuka Oval', 'display_name': 'Manuka Oval', 'short_name': 'Manuka', 'abbrev': 'MO'}","{'id': 16, 'name': 'Sydney Cricket Ground', 'display_name': 'SCG', 'short_name': 'SCG', 'abbrev': 'SCG'}","{'id': 10, 'name': 'Kardinia Park', 'display_name': 'GMHBA Stadium', 'short_name': 'GMHBA', 'abbrev': 'GMS'}",15.6818,,0.6842105263157895,4866.096866096866,
175,250,free_agent,,,992059,Sam,Switkowski,FRE,0,6,0,416500,65,0,2,0,0,467,0,0,142,2025-04-13T12:26:14+10:00,0,8,0,5,0,2,0,6,0,0,0,-1,0,0,0,0,0,0,32.5,1021,32.5,32.5,MEL,82.2,1,"{'id': 1, 'abbrev': 'ADE', 'name': 'Adelaide'}",0,"{'id': 13, 'abbrev': 'STK', 'name': 'St Kilda'}",1,"{'id': 4, 'abbrev': 'COL', 'name': 'Collingwood'}",0,Melbourne Cricket Ground,66.5,"{'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}",23.2045,,0.45774647887323944,12815.384615384615,
178,735,free_agent,,,992351,Bailey,Williams,WBD,0,6,0,412200,382,0,5,0,-2500,128,0,0,544,2025-04-13T12:26:12+10:00,0,45,0,50,0,25,0,10,0,3,0,-4,0,0,0,1,0,2,76.4,1010,76.4,86.6667,STK,62.0,0,"{'id': 18, 'abbrev': 'GWS', 'name': 'GWS Giants'}",1,"{'id': 11, 'abbrev': 'PTA', 'name': 'Port Adelaide'}",0,"{'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}",1,Docklands Stadium,69.0556,"{'id': 11, 'name': 'Manuka Oval', 'display_name': 'Manuka Oval', 'short_name': 'Manuka', 'abbrev': 'MO'}","{'id': 55, 'name': 'Eureka Stadium', 'display_name': 'Mars Stadium', 'short_name': 'Mars', 'abbrev': 'MARS'}","{'id': 12, 'name': 'Marrara Oval', 'display_name': 'TIO Stadium', 'short_name': 'TIO', 'abbrev': 'TIO'}",22.9545,,0.7022058823529411,5395.287958115183,
181,614,free_agent,,,1002264,Hunter,Clark,STK,0,6,0,412000,48,0,2,0,0,481,0,0,77,2025-04-13T12:26:15+10:00,0,10,0,7,0,2,0,5,0,0,0,-3,0,0,0,0,0,0,24.0,294,24.0,24.0,WBD,72.8,1,"{'id': 2, 'abbrev': 'BRL', 'name': 'Brisbane'}",0,"{'id': 6, 'abbrev': 'FRE', 'name': 'Fremantle'}",0,"{'id': 3, 'abbrev': 'CAR', 'name': 'Carlton'}",0,Docklands Stadium,67.3585,"{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}",6.68182,,0.6233766233766234,17166.666666666668,
182,419,waiver,118554.0,2025-04-17T04:00:00+10:00,1007124,Conor,Nash,HAW,0,6,0,379500,357,0,5,0,-32400,167,0,0,454,2025-04-13T12:26:12+10:00,0,39,0,40,0,12,0,32,0,2,0,-5,0,5,0,1,0,1,71.4,1234,71.4,56.6667,GEE,49.1429,1,"{'id': 16, 'abbrev': 'WCE', 'name': 'West Coast'}",0,"{'id': 12, 'abbrev': 'RIC', 'name': 'Richmond'}",0,"{'id': 10, 'abbrev': 'MEL', 'name': 'Melbourne'}",1,Melbourne Cricket Ground,65.0256,"{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}",28.0455,,0.7863436123348018,5315.126050420167,
183,113,free_agent,,,297255,Mitch,McGovern,CAR,0,6,0,348800,330,0,5,0,-62900,212,0,0,525,2025-04-13T12:26:13+10:00,0,63,0,14,0,26,0,7,0,4,0,-5,0,0,0,1,0,0,66.0,564,66.0,75.3333,NTH,73.5,1,"{'id': 7, 'abbrev': 'GEE', 'name': 'Geelong'}",0,"{'id': 1, 'abbrev': 'ADE', 'name': 'Adelaide'}",1,"{'id': 13, 'abbrev': 'STK', 'name': 'St Kilda'}",1,Docklands Stadium,63.4,"{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}",12.8182,,0.6285714285714286,5284.848484848485,
184,479,free_agent,,,1015781,Charlie,Comben,NTH,0,6,0,370500,308,0,5,0,-39900,244,0,0,585,2025-04-13T12:26:13+10:00,0,41,0,21,0,30,0,6,0,1,0,-11,0,0,0,0,0,0,61.6,597,61.6,62.3333,CAR,48.5,0,"{'id': 11, 'abbrev': 'PTA', 'name': 'Port Adelaide'}",1,"{'id': 5, 'abbrev': 'ESS', 'name': 'Essendon'}",1,"{'id': 2, 'abbrev': 'BRL', 'name': 'Brisbane'}",0,Docklands Stadium,65.3125,"{'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 226, 'name': 'Ninja Stadium', 'display_name': 'Ninja Stadium', 'short_name': 'Ninja', 'abbrev': 'NIN'}",13.5682,,0.5264957264957265,6014.61038961039,
186,314,free_agent,,,1025034,Oliver,Dempsey,GEE,0,6,0,383200,383,0,5,0,-24900,126,0,0,557,2025-04-13T12:26:12+10:00,0,44,0,41,0,21,0,14,0,2,0,-4,0,0,0,7,0,4,76.6,1256,76.6,82.6667,HAW,91.0,0,"{'id': 3, 'abbrev': 'CAR', 'name': 'Carlton'}",1,"{'id': 4, 'abbrev': 'COL', 'name': 'Collingwood'}",1,"{'id': 18, 'abbrev': 'GWS', 'name': 'GWS Giants'}",0,Melbourne Cricket Ground,77.7143,"{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 10, 'name': 'Kardinia Park', 'display_name': 'GMHBA Stadium', 'short_name': 'GMHBA', 'abbrev': 'GMS'}",28.5455,,0.6876122082585279,5002.610966057442,
