,coach_id,coach_team_id,coach_first_name,coach_team_name,player_id,played_position,points,on_field,feed_id,first_name,last_name,team,position,round_number,round_number_alt
28,180650,33301,Jordan,"What's Up, Doch?",112,,107,True,296190,Jack,Martin,CAR,,1,R1
29,180650,33301,Jordan,"What's Up, Doch?",491,,105,True,298210,Christian,Petracca,MEL,,1,R1
30,180650,33301,Jordan,"What's Up, Doch?",570,,104,True,261396,Robbie,Gray,PTA,,1,R1
31,180650,33301,Jordan,"What's Up, Doch?",691,,99,True,998103,Oliver,Florent,SYD,,1,R1
32,180650,33301,Jordan,"What's Up, Doch?",82,,97,True,290311,Mitch,Robinson,BRL,,1,R1
33,180650,33301,Jordan,"What's Up, Doch?",469,,93,True,290528,Max,Gawn,MEL,,1,R1
34,180650,33301,Jordan,"What's Up, Doch?",609,,86,True,260930,Shane,Edwards,RIC,,1,R1
35,180650,33301,Jordan,"What's Up, Doch?",601,,84,True,290623,Josh,Caddy,RIC,,1,R1
36,180650,33301,Jordan,"What's Up, Doch?",637,,78,True,294674,Nick,Vlastuin,RIC,,1,R1
37,180650,33301,Jordan,"What's Up, Doch?",763,,67,True,270732,Matthew,Suckling,WBD,,1,R1
38,180650,33301,Jordan,"What's Up, Doch?",767,,59,True,291545,Mitch,Wallis,WBD,,1,R1
39,180650,33301,Jordan,"What's Up, Doch?",90,,52,True,261224,Dayne,Zorko,BRL,,1,R1
40,180650,33301,Jordan,"What's Up, Doch?",88,,41,False,998128,Alex,Witherden,BRL,,1,R1
41,180650,33301,Jordan,"What's Up, Doch?",59,,0,False,293479,Cameron,Ellis-Yolmen,BRL,,1,R1
42,180650,33301,Jordan,"What's Up, Doch?",197,,0,False,290629,Dyson,Heppell,ESS,,1,R1
43,180650,33301,Jordan,"What's Up, Doch?",256,,0,False,240052,David,Mundy,FRE,,1,R1
44,45168,5524,Luke,The Dragon's Laird,76,,157,True,293535,Lachie,Neale,BRL,,1,R1
45,45168,5524,Luke,The Dragon's Laird,459,,131,True,291962,Chad,Wingard,HAW,,1,R1
46,45168,5524,Luke,The Dragon's Laird,553,,125,True,250365,Travis,Boak,PTA,,1,R1
47,45168,5524,Luke,The Dragon's Laird,588,,125,True,1001299,Connor,Rozee,PTA,,1,R1
48,45168,5524,Luke,The Dragon's Laird,36,,123,True,270963,Rory,Sloane,ADE,,1,R1
49,45168,5524,Luke,The Dragon's Laird,628,,118,True,290627,Dion,Prestia,RIC,,1,R1
