,coach_id,coach_team_id,coach_first_name,coach_team_name,player_id,points,on_field,feed_id,first_name,last_name,team,round_number,round_number_alt
0,86078,9806,Lester,HoweIMetYourMother,620,184,True,290847,Dustin,Martin,RIC,9,R9
1,86078,9806,Lester,HoweIMetYourMother,94,149,True,990704,Patrick,Cripps,CAR,9,R9
2,86078,9806,Lester,HoweIMetYourMother,366,145,True,291800,Tom,Stewart,GEE,9,R9
3,86078,9806,Lester,HoweIMetYourMother,807,135,True,296296,Dom,Sheed,WCE,9,R9
4,86078,9806,Lester,HoweIMetYourMother,341,121,True,290550,Cameron,Guthrie,GEE,9,R9
5,86078,9806,Lester,HoweIMetYourMother,67,115,True,293716,Jarryd,Lyons,BRL,9,R9
6,86078,9806,Lester,HoweIMetYourMother,34,107,True,294733,Paul,Seedsman,ADE,9,R9
7,86078,9806,Lester,HoweIMetYourMother,232,106,True,1002232,Andrew,Brayshaw,FRE,9,R9
8,86078,9806,Lester,HoweIMetYourMother,49,104,True,1002312,Zac,Bailey,BRL,9,R9
9,86078,9806,Lester,HoweIMetYourMother,178,103,True,291790,Adam,Treloar,COL,9,R9
10,86078,9806,Lester,HoweIMetYourMother,719,92,True,1006126,James,Rowbottom,SYD,9,R9
11,86078,9806,Lester,HoweIMetYourMother,439,85,True,261323,Ben,McEvoy,HAW,9,R9
12,86078,9806,Lester,HoweIMetYourMother,303,84,True,1004095,Jack,Lukosius,GCS,9,R9
13,86078,9806,Lester,HoweIMetYourMother,709,83,True,993905,Callum,Mills,SYD,9,R9
14,86078,9806,Lester,HoweIMetYourMother,307,80,True,298272,Touk,Miller,GCS,9,R9
15,86078,9806,Lester,HoweIMetYourMother,231,63,True,298450,Connor,Blakely,FRE,9,R9
16,86078,9806,Lester,HoweIMetYourMother,789,63,True,240283,Shannon,Hurn,WCE,9,R9
17,86078,9806,Lester,HoweIMetYourMother,536,56,True,993998,Jy,Simpkin,NTH,9,R9
18,86078,9806,Lester,HoweIMetYourMother,8,0,False,1000932,Tom,Doedee,ADE,9,R9
19,86078,9806,Lester,HoweIMetYourMother,616,0,False,250312,Bachar,Houli,RIC,9,R9
20,86078,9806,Lester,HoweIMetYourMother,738,0,False,993834,Josh,Dunkley,WBD,9,R9
21,86078,9806,Lester,HoweIMetYourMother,578,0,False,290746,Scott,Lycett,PTA,9,R9
22,45168,5524,Luke,The Dragon's Laird,76,157,True,293535,Lachie,Neale,BRL,9,R9
23,45168,5524,Luke,The Dragon's Laird,520,134,True,296735,Aaron,Hall,NTH,9,R9
24,45168,5524,Luke,The Dragon's Laird,703,126,True,295342,Jake,Lloyd,SYD,9,R9
25,45168,5524,Luke,The Dragon's Laird,411,126,True,998172,Tim,Taranto,GWS,9,R9
26,45168,5524,Luke,The Dragon's Laird,459,112,True,291962,Chad,Wingard,HAW,9,R9
27,45168,5524,Luke,The Dragon's Laird,553,104,True,250365,Travis,Boak,PTA,9,R9
28,45168,5524,Luke,The Dragon's Laird,446,102,True,294613,Jaeger,O'Meara,HAW,9,R9
29,45168,5524,Luke,The Dragon's Laird,146,99,True,293871,Jack,Crisp,COL,9,R9
30,45168,5524,Luke,The Dragon's Laird,97,95,True,270146,Ed,Curnow,CAR,9,R9
31,45168,5524,Luke,The Dragon's Laird,30,94,True,297523,Reilly,O'Brien,ADE,9,R9
32,45168,5524,Luke,The Dragon's Laird,21,93,True,293222,Rory,Laird,ADE,9,R9
33,45168,5524,Luke,The Dragon's Laird,217,88,True,1001026,Jordan,Ridley,ESS,9,R9
34,45168,5524,Luke,The Dragon's Laird,200,87,True,270935,Michael,Hurley,ESS,9,R9
35,45168,5524,Luke,The Dragon's Laird,691,85,True,998103,Oliver,Florent,SYD,9,R9
36,45168,5524,Luke,The Dragon's Laird,761,76,True,1006130,Bailey,Smith,WBD,9,R9
37,45168,5524,Luke,The Dragon's Laird,18,59,True,993946,Ben,Keays,ADE,9,R9
38,45168,5524,Luke,The Dragon's Laird,713,57,True,996765,Tom,Papley,SYD,9,R9
39,45168,5524,Luke,The Dragon's Laird,565,49,True,261911,Brad,Ebert,PTA,9,R9
40,45168,5524,Luke,The Dragon's Laird,36,0,False,270963,Rory,Sloane,ADE,9,R9
