,coach_id,coach_team_id,coach_first_name,coach_team_name,player_id,points,on_field,feed_id,first_name,last_name,team,round_number,round_number_alt
0,45168,5524,Luke,The Dragon's Laird,76,171,True,293535,Lachie,Neale,BRL,2,R2
1,45168,5524,Luke,The Dragon's Laird,30,161,True,297523,Reilly,O'Brien,ADE,2,R2
2,45168,5524,Luke,The Dragon's Laird,588,145,True,1001299,Connor,Rozee,PTA,2,R2
3,45168,5524,Luke,The Dragon's Laird,703,145,True,295342,Jake,Lloyd,SYD,2,R2
4,45168,5524,Luke,The Dragon's Laird,761,126,True,1006130,Bailey,Smith,WBD,2,R2
5,45168,5524,Luke,The Dragon's Laird,534,120,True,290738,Jared,Polec,NTH,2,R2
6,45168,5524,Luke,The Dragon's Laird,553,112,True,250365,Travis,Boak,PTA,2,R2
7,45168,5524,Luke,The Dragon's Laird,676,111,True,293846,Sebastian,Ross,STK,2,R2
8,45168,5524,Luke,The Dragon's Laird,146,108,True,293871,Jack,Crisp,COL,2,R2
9,45168,5524,Luke,The Dragon's Laird,97,98,True,270146,Ed,Curnow,CAR,2,R2
10,45168,5524,Luke,The Dragon's Laird,217,94,True,1001026,Jordan,Ridley,ESS,2,R2
11,45168,5524,Luke,The Dragon's Laird,713,84,True,996765,Tom,Papley,SYD,2,R2
12,45168,5524,Luke,The Dragon's Laird,36,78,True,270963,Rory,Sloane,ADE,2,R2
13,45168,5524,Luke,The Dragon's Laird,200,78,True,270935,Michael,Hurley,ESS,2,R2
14,45168,5524,Luke,The Dragon's Laird,628,72,True,290627,Dion,Prestia,RIC,2,R2
15,45168,5524,Luke,The Dragon's Laird,21,72,True,293222,Rory,Laird,ADE,2,R2
16,45168,5524,Luke,The Dragon's Laird,426,71,True,291351,Jack,Gunston,HAW,2,R2
17,45168,5524,Luke,The Dragon's Laird,459,60,True,291962,Chad,Wingard,HAW,2,R2
18,45168,5524,Luke,The Dragon's Laird,411,0,False,998172,Tim,Taranto,GWS,2,R2
19,45168,5524,Luke,The Dragon's Laird,446,0,False,294613,Jaeger,O'Meara,HAW,2,R2
20,45168,5524,Luke,The Dragon's Laird,746,0,False,294557,Lachie,Hunter,WBD,2,R2
