,coach_id,coach_team_id,coach_first_name,coach_team_name,player_id,points,on_field,feed_id,first_name,last_name,team,round_number,round_number_alt
0,45168,5524,Luke,The Dragon's Laird,76,147,True,293535,Lachie,Neale,BRL,4,R4
1,45168,5524,Luke,The Dragon's Laird,459,136,True,291962,Chad,Wingard,HAW,4,R4
2,45168,5524,Luke,The Dragon's Laird,217,134,True,1001026,Jordan,Ridley,ESS,4,R4
3,45168,5524,Luke,The Dragon's Laird,146,115,True,293871,Jack,Crisp,COL,4,R4
4,45168,5524,Luke,The Dragon's Laird,565,107,True,261911,Brad,Ebert,PTA,4,R4
5,45168,5524,Luke,The Dragon's Laird,703,102,True,295342,Jake,Lloyd,SYD,4,R4
6,45168,5524,Luke,The Dragon's Laird,713,101,True,996765,Tom,Papley,SYD,4,R4
7,45168,5524,Luke,The Dragon's Laird,534,94,True,290738,Jared,Polec,NTH,4,R4
8,45168,5524,Luke,The Dragon's Laird,761,93,True,1006130,Bailey,Smith,WBD,4,R4
9,45168,5524,Luke,The Dragon's Laird,553,90,True,250365,Travis,Boak,PTA,4,R4
10,45168,5524,Luke,The Dragon's Laird,30,88,True,297523,Reilly,O'Brien,ADE,4,R4
11,45168,5524,Luke,The Dragon's Laird,628,86,True,290627,Dion,Prestia,RIC,4,R4
12,45168,5524,Luke,The Dragon's Laird,21,86,True,293222,Rory,Laird,ADE,4,R4
13,45168,5524,Luke,The Dragon's Laird,36,84,True,270963,Rory,Sloane,ADE,4,R4
14,45168,5524,Luke,The Dragon's Laird,134,70,True,993832,Jacob,Weitering,CAR,4,R4
15,45168,5524,Luke,The Dragon's Laird,676,60,True,293846,Sebastian,Ross,STK,4,R4
16,45168,5524,Luke,The Dragon's Laird,446,54,True,294613,Jaeger,O'Meara,HAW,4,R4
17,45168,5524,Luke,The Dragon's Laird,588,53,True,1001299,Connor,Rozee,PTA,4,R4
18,45168,5524,Luke,The Dragon's Laird,200,72,False,270935,Michael,Hurley,ESS,4,R4
19,45168,5524,Luke,The Dragon's Laird,411,0,False,998172,Tim,Taranto,GWS,4,R4
20,45168,5524,Luke,The Dragon's Laird,746,0,False,294557,Lachie,Hunter,WBD,4,R4
21,45168,5524,Luke,The Dragon's Laird,426,53,False,291351,Jack,Gunston,HAW,4,R4
22,86078,9806,Lester,HoweIMetYourMother,536,119,True,993998,Jy,Simpkin,NTH,4,R4
23,86078,9806,Lester,HoweIMetYourMother,67,116,True,293716,Jarryd,Lyons,BRL,4,R4
24,86078,9806,Lester,HoweIMetYourMother,464,114,True,298279,Angus,Brayshaw,MEL,4,R4
25,86078,9806,Lester,HoweIMetYourMother,709,112,True,993905,Callum,Mills,SYD,4,R4
26,86078,9806,Lester,HoweIMetYourMother,153,112,True,291313,Jeremy,Howe,COL,4,R4
27,86078,9806,Lester,HoweIMetYourMother,307,111,True,298272,Touk,Miller,GCS,4,R4
28,86078,9806,Lester,HoweIMetYourMother,37,106,True,291748,Brodie,Smith,ADE,4,R4
29,86078,9806,Lester,HoweIMetYourMother,591,99,True,260750,Justin,Westhoff,PTA,4,R4
30,86078,9806,Lester,HoweIMetYourMother,578,96,True,290746,Scott,Lycett,PTA,4,R4
31,86078,9806,Lester,HoweIMetYourMother,700,93,True,260382,Josh P.,Kennedy,SYD,4,R4
32,86078,9806,Lester,HoweIMetYourMother,807,87,True,296296,Dom,Sheed,WCE,4,R4
33,86078,9806,Lester,HoweIMetYourMother,268,86,True,993816,Darcy,Tucker,FRE,4,R4
34,86078,9806,Lester,HoweIMetYourMother,789,86,True,240283,Shannon,Hurn,WCE,4,R4
35,86078,9806,Lester,HoweIMetYourMother,620,81,True,290847,Dustin,Martin,RIC,4,R4
36,86078,9806,Lester,HoweIMetYourMother,94,81,True,990704,Patrick,Cripps,CAR,4,R4
37,86078,9806,Lester,HoweIMetYourMother,656,73,True,290117,Dan,Hannebery,STK,4,R4
38,86078,9806,Lester,HoweIMetYourMother,203,58,True,298630,Kyle,Langford,ESS,4,R4
39,86078,9806,Lester,HoweIMetYourMother,366,18,True,291800,Tom,Stewart,GEE,4,R4
40,86078,9806,Lester,HoweIMetYourMother,178,0,False,291790,Adam,Treloar,COL,4,R4
41,86078,9806,Lester,HoweIMetYourMother,232,78,False,1002232,Andrew,Brayshaw,FRE,4,R4
42,86078,9806,Lester,HoweIMetYourMother,214,62,False,993817,Darcy,Parish,ESS,4,R4
43,86078,9806,Lester,HoweIMetYourMother,340,61,False,298211,Darcy,Fort,GEE,4,R4
44,180650,33301,Jordan,"What's Up, Doch?",99,185,True,295518,Sam,Docherty,CAR,4,R4
45,180650,33301,Jordan,"What's Up, Doch?",440,143,True,291856,Tom,Mitchell,HAW,4,R4
46,180650,33301,Jordan,"What's Up, Doch?",469,141,True,290528,Max,Gawn,MEL,4,R4
47,180650,33301,Jordan,"What's Up, Doch?",82,139,True,290311,Mitch,Robinson,BRL,4,R4
48,180650,33301,Jordan,"What's Up, Doch?",645,118,True,992374,Dan,Butler,STK,4,R4
49,180650,33301,Jordan,"What's Up, Doch?",643,113,True,296351,Jack,Billings,STK,4,R4
50,180650,33301,Jordan,"What's Up, Doch?",328,107,True,296733,Mark,Blicavs,GEE,4,R4
51,180650,33301,Jordan,"What's Up, Doch?",389,101,True,295265,Nick,Haynes,GWS,4,R4
52,180650,33301,Jordan,"What's Up, Doch?",387,96,True,295344,Toby,Greene,GWS,4,R4
53,180650,33301,Jordan,"What's Up, Doch?",491,89,True,298210,Christian,Petracca,MEL,4,R4
54,180650,33301,Jordan,"What's Up, Doch?",274,69,True,998130,Ben,Ainsworth,GCS,4,R4
55,180650,33301,Jordan,"What's Up, Doch?",392,68,True,993903,Jacob,Hopper,GWS,4,R4
56,180650,33301,Jordan,"What's Up, Doch?",691,59,True,998103,Oliver,Florent,SYD,4,R4
57,180650,33301,Jordan,"What's Up, Doch?",112,56,True,296190,Jack,Martin,CAR,4,R4
58,180650,33301,Jordan,"What's Up, Doch?",637,50,True,294674,Nick,Vlastuin,RIC,4,R4
59,180650,33301,Jordan,"What's Up, Doch?",8,48,True,1000932,Tom,Doedee,ADE,4,R4
60,180650,33301,Jordan,"What's Up, Doch?",90,47,True,261224,Dayne,Zorko,BRL,4,R4
61,180650,33301,Jordan,"What's Up, Doch?",660,45,True,991988,Zak,Jones,STK,4,R4
62,180650,33301,Jordan,"What's Up, Doch?",609,119,False,260930,Shane,Edwards,RIC,4,R4
63,180650,33301,Jordan,"What's Up, Doch?",197,0,False,290629,Dyson,Heppell,ESS,4,R4
64,180650,33301,Jordan,"What's Up, Doch?",456,58,False,294877,Isaac,Smith,HAW,4,R4
65,180650,33301,Jordan,"What's Up, Doch?",570,77,False,261396,Robbie,Gray,PTA,4,R4
66,21562,186,Mark,GetRichOrDieTryin,165,150,True,260257,Scott,Pendlebury,COL,4,R4
67,21562,186,Mark,GetRichOrDieTryin,151,135,True,293957,Brodie,Grundy,COL,4,R4
68,21562,186,Mark,GetRichOrDieTryin,460,133,True,1002222,James,Worpel,HAW,4,R4
69,21562,186,Mark,GetRichOrDieTryin,397,120,True,296347,Josh,Kelly,GWS,4,R4
70,21562,186,Mark,GetRichOrDieTryin,680,114,True,296205,Jack,Steele,STK,4,R4
71,21562,186,Mark,GetRichOrDieTryin,809,114,True,280078,Luke,Shuey,WCE,4,R4
72,21562,186,Mark,GetRichOrDieTryin,356,104,True,298419,Brandan,Parfitt,GEE,4,R4
73,21562,186,Mark,GetRichOrDieTryin,361,104,True,250321,Joel,Selwood,GEE,4,R4
74,21562,186,Mark,GetRichOrDieTryin,808,102,True,281080,Brad,Sheppard,WCE,4,R4
75,21562,186,Mark,GetRichOrDieTryin,115,98,True,250105,Marc,Murphy,CAR,4,R4
76,21562,186,Mark,GetRichOrDieTryin,80,96,True,271072,Daniel,Rich,BRL,4,R4
77,21562,186,Mark,GetRichOrDieTryin,572,96,True,261892,Hamish,Hartlett,PTA,4,R4
78,21562,186,Mark,GetRichOrDieTryin,343,94,True,261510,Tom,Hawkins,GEE,4,R4
79,21562,186,Mark,GetRichOrDieTryin,649,90,True,1002264,Hunter,Clark,STK,4,R4
80,21562,186,Mark,GetRichOrDieTryin,618,89,True,293813,Tom J.,Lynch,RIC,4,R4
81,21562,186,Mark,GetRichOrDieTryin,261,79,True,998659,Luke,Ryan,FRE,4,R4
82,21562,186,Mark,GetRichOrDieTryin,148,62,True,994185,Jordan,De Goey,COL,4,R4
83,21562,186,Mark,GetRichOrDieTryin,74,30,True,1005521,Oscar,McInerney,BRL,4,R4
84,21562,186,Mark,GetRichOrDieTryin,574,76,False,994295,Dan,Houston,PTA,4,R4
85,21562,186,Mark,GetRichOrDieTryin,6,0,False,297401,Matt,Crouch,ADE,4,R4
86,21562,186,Mark,GetRichOrDieTryin,617,60,False,290032,Kane,Lambert,RIC,4,R4
87,21562,186,Mark,GetRichOrDieTryin,783,22,False,290838,Jack,Darling,WCE,4,R4
88,10857,189,Anthony,The Full Bonty,729,166,True,297373,Marcus,Bontempelli,WBD,4,R4
89,10857,189,Anthony,The Full Bonty,337,120,True,281065,Mitch,Duncan,GEE,4,R4
90,10857,189,Anthony,The Full Bonty,519,116,True,271129,Todd,Goldstein,NTH,4,R4
91,10857,189,Anthony,The Full Bonty,490,111,True,996701,Clayton,Oliver,MEL,4,R4
92,10857,189,Anthony,The Full Bonty,5,102,True,294307,Brad,Crouch,ADE,4,R4
93,10857,189,Anthony,The Full Bonty,794,102,True,295898,Tim,Kelly,WCE,4,R4
94,10857,189,Anthony,The Full Bonty,334,93,True,291526,Luke,Dahlhaus,GEE,4,R4
95,10857,189,Anthony,The Full Bonty,377,92,True,293845,Jeremy,Cameron,GWS,4,R4
96,10857,189,Anthony,The Full Bonty,633,82,True,992049,Jayden,Short,RIC,4,R4
97,10857,189,Anthony,The Full Bonty,207,79,True,998102,Andrew,McGrath,ESS,4,R4
98,10857,189,Anthony,The Full Bonty,415,77,True,294685,Zac,Williams,GWS,4,R4
99,10857,189,Anthony,The Full Bonty,719,76,True,1006126,James,Rowbottom,SYD,4,R4
100,10857,189,Anthony,The Full Bonty,173,67,True,280965,Steele,Sidebottom,COL,4,R4
101,10857,189,Anthony,The Full Bonty,322,58,True,298524,Lachie,Weller,GCS,4,R4
102,10857,189,Anthony,The Full Bonty,559,58,True,991930,Darcy,Byrne-Jones,PTA,4,R4
103,10857,189,Anthony,The Full Bonty,756,54,True,996483,Toby,McLean,WBD,4,R4
104,10857,189,Anthony,The Full Bonty,428,53,True,993794,Blake,Hardwick,HAW,4,R4
105,10857,189,Anthony,The Full Bonty,304,52,True,996464,Darcy,MacPherson,GCS,4,R4
106,10857,189,Anthony,The Full Bonty,131,89,False,230202,Kade,Simpson,CAR,4,R4
107,10857,189,Anthony,The Full Bonty,51,150,False,998133,Jarrod,Berry,BRL,4,R4
108,10857,189,Anthony,The Full Bonty,133,99,False,1006094,Sam,Walsh,CAR,4,R4
109,10857,189,Anthony,The Full Bonty,365,36,False,270912,Jack,Steven,GEE,4,R4
110,300791,182,Paul,Coronaviney,323,144,True,291975,Jarrod,Witts,GCS,4,R4
