,coach_id,coach_team_id,coach_first_name,coach_team_name,player_id,points,on_field,feed_id,first_name,last_name,team,round_number,round_number_alt
0,86078,9806,Lester,HoweIMetYourMother,709,173,True,993905,Callum,Mills,SYD,6,R6
1,86078,9806,Lester,HoweIMetYourMother,307,142,True,298272,Touk,Miller,GCS,6,R6
2,86078,9806,Lester,HoweIMetYourMother,536,127,True,993998,Jy,Simpkin,NTH,6,R6
3,86078,9806,Lester,HoweIMetYourMother,232,122,True,1002232,Andrew,Brayshaw,FRE,6,R6
4,86078,9806,Lester,HoweIMetYourMother,178,122,True,291790,Adam,Treloar,COL,6,R6
5,86078,9806,Lester,HoweIMetYourMother,807,114,True,296296,Dom,Sheed,WCE,6,R6
6,86078,9806,Lester,HoweIMetYourMother,341,109,True,290550,Cameron,Guthrie,GEE,6,R6
7,86078,9806,Lester,HoweIMetYourMother,578,108,True,290746,Scott,Lycett,PTA,6,R6
8,86078,9806,Lester,HoweIMetYourMother,8,105,True,1000932,Tom,Doedee,ADE,6,R6
9,86078,9806,Lester,HoweIMetYourMother,67,88,True,293716,Jarryd,Lyons,BRL,6,R6
10,86078,9806,Lester,HoweIMetYourMother,340,84,True,298211,Darcy,Fort,GEE,6,R6
11,86078,9806,Lester,HoweIMetYourMother,268,68,True,993816,Darcy,Tucker,FRE,6,R6
12,86078,9806,Lester,HoweIMetYourMother,620,66,True,290847,Dustin,Martin,RIC,6,R6
13,86078,9806,Lester,HoweIMetYourMother,94,56,True,990704,Patrick,Cripps,CAR,6,R6
14,86078,9806,Lester,HoweIMetYourMother,235,54,True,1002239,Adam,Cerra,FRE,6,R6
15,86078,9806,Lester,HoweIMetYourMother,651,54,True,1005717,Nick,Coffield,STK,6,R6
16,86078,9806,Lester,HoweIMetYourMother,464,44,True,298279,Angus,Brayshaw,MEL,6,R6
17,86078,9806,Lester,HoweIMetYourMother,789,39,True,240283,Shannon,Hurn,WCE,6,R6
18,86078,9806,Lester,HoweIMetYourMother,366,0,False,291800,Tom,Stewart,GEE,6,R6
19,86078,9806,Lester,HoweIMetYourMother,616,0,False,250312,Bachar,Houli,RIC,6,R6
20,86078,9806,Lester,HoweIMetYourMother,738,0,False,993834,Josh,Dunkley,WBD,6,R6
21,86078,9806,Lester,HoweIMetYourMother,591,61,False,260750,Justin,Westhoff,PTA,6,R6
22,180650,33301,Jordan,"What's Up, Doch?",469,153,True,290528,Max,Gawn,MEL,6,R6
23,180650,33301,Jordan,"What's Up, Doch?",335,146,True,270917,Patrick,Dangerfield,GEE,6,R6
24,180650,33301,Jordan,"What's Up, Doch?",755,138,True,295467,Jack,Macrae,WBD,6,R6
25,180650,33301,Jordan,"What's Up, Doch?",440,122,True,291856,Tom,Mitchell,HAW,6,R6
26,180650,33301,Jordan,"What's Up, Doch?",112,116,True,296190,Jack,Martin,CAR,6,R6
27,180650,33301,Jordan,"What's Up, Doch?",641,101,True,998134,Josh,Battle,STK,6,R6
28,180650,33301,Jordan,"What's Up, Doch?",533,99,True,290156,Jasper,Pittard,NTH,6,R6
29,180650,33301,Jordan,"What's Up, Doch?",615,94,True,1002227,Jack,Higgins,RIC,6,R6
30,180650,33301,Jordan,"What's Up, Doch?",715,90,True,290307,Dane,Rampe,SYD,6,R6
31,180650,33301,Jordan,"What's Up, Doch?",691,89,True,998103,Oliver,Florent,SYD,6,R6
32,180650,33301,Jordan,"What's Up, Doch?",199,87,True,270588,Cale,Hooker,ESS,6,R6
33,180650,33301,Jordan,"What's Up, Doch?",643,83,True,296351,Jack,Billings,STK,6,R6
34,180650,33301,Jordan,"What's Up, Doch?",387,83,True,295344,Toby,Greene,GWS,6,R6
35,180650,33301,Jordan,"What's Up, Doch?",286,71,True,293713,Brandon,Ellis,GCS,6,R6
36,180650,33301,Jordan,"What's Up, Doch?",82,64,True,290311,Mitch,Robinson,BRL,6,R6
37,180650,33301,Jordan,"What's Up, Doch?",274,63,True,998130,Ben,Ainsworth,GCS,6,R6
38,180650,33301,Jordan,"What's Up, Doch?",99,49,True,295518,Sam,Docherty,CAR,6,R6
39,180650,33301,Jordan,"What's Up, Doch?",645,40,True,992374,Dan,Butler,STK,6,R6
40,180650,33301,Jordan,"What's Up, Doch?",609,0,False,260930,Shane,Edwards,RIC,6,R6
41,180650,33301,Jordan,"What's Up, Doch?",392,103,False,993903,Jacob,Hopper,GWS,6,R6
42,180650,33301,Jordan,"What's Up, Doch?",660,104,False,991988,Zak,Jones,STK,6,R6
43,180650,33301,Jordan,"What's Up, Doch?",570,79,False,261396,Robbie,Gray,PTA,6,R6
44,21562,186,Mark,GetRichOrDieTryin,361,143,True,250321,Joel,Selwood,GEE,6,R6
45,21562,186,Mark,GetRichOrDieTryin,6,123,True,297401,Matt,Crouch,ADE,6,R6
46,21562,186,Mark,GetRichOrDieTryin,343,120,True,261510,Tom,Hawkins,GEE,6,R6
47,21562,186,Mark,GetRichOrDieTryin,617,109,True,290032,Kane,Lambert,RIC,6,R6
48,21562,186,Mark,GetRichOrDieTryin,574,109,True,994295,Dan,Houston,PTA,6,R6
49,21562,186,Mark,GetRichOrDieTryin,151,107,True,293957,Brodie,Grundy,COL,6,R6
50,21562,186,Mark,GetRichOrDieTryin,261,105,True,998659,Luke,Ryan,FRE,6,R6
51,21562,186,Mark,GetRichOrDieTryin,397,92,True,296347,Josh,Kelly,GWS,6,R6
52,21562,186,Mark,GetRichOrDieTryin,165,90,True,260257,Scott,Pendlebury,COL,6,R6
53,21562,186,Mark,GetRichOrDieTryin,680,87,True,296205,Jack,Steele,STK,6,R6
54,21562,186,Mark,GetRichOrDieTryin,460,83,True,1002222,James,Worpel,HAW,6,R6
55,21562,186,Mark,GetRichOrDieTryin,562,83,True,280711,Charlie,Dixon,PTA,6,R6
56,21562,186,Mark,GetRichOrDieTryin,808,80,True,281080,Brad,Sheppard,WCE,6,R6
57,21562,186,Mark,GetRichOrDieTryin,356,79,True,298419,Brandan,Parfitt,GEE,6,R6
58,21562,186,Mark,GetRichOrDieTryin,80,77,True,271072,Daniel,Rich,BRL,6,R6
59,21562,186,Mark,GetRichOrDieTryin,649,61,True,1002264,Hunter,Clark,STK,6,R6
60,21562,186,Mark,GetRichOrDieTryin,115,47,True,250105,Marc,Murphy,CAR,6,R6
61,21562,186,Mark,GetRichOrDieTryin,74,38,True,1005521,Oscar,McInerney,BRL,6,R6
62,21562,186,Mark,GetRichOrDieTryin,572,96,False,261892,Hamish,Hartlett,PTA,6,R6
63,21562,186,Mark,GetRichOrDieTryin,809,0,False,280078,Luke,Shuey,WCE,6,R6
64,21562,186,Mark,GetRichOrDieTryin,148,0,False,994185,Jordan,De Goey,COL,6,R6
65,21562,186,Mark,GetRichOrDieTryin,601,70,False,290623,Josh,Caddy,RIC,6,R6
66,45168,5524,Luke,The Dragon's Laird,76,134,True,293535,Lachie,Neale,BRL,6,R6
67,45168,5524,Luke,The Dragon's Laird,761,119,True,1006130,Bailey,Smith,WBD,6,R6
68,45168,5524,Luke,The Dragon's Laird,217,111,True,1001026,Jordan,Ridley,ESS,6,R6
69,45168,5524,Luke,The Dragon's Laird,746,108,True,294557,Lachie,Hunter,WBD,6,R6
70,45168,5524,Luke,The Dragon's Laird,30,103,True,297523,Reilly,O'Brien,ADE,6,R6
71,45168,5524,Luke,The Dragon's Laird,703,102,True,295342,Jake,Lloyd,SYD,6,R6
72,45168,5524,Luke,The Dragon's Laird,146,91,True,293871,Jack,Crisp,COL,6,R6
73,45168,5524,Luke,The Dragon's Laird,534,81,True,290738,Jared,Polec,NTH,6,R6
74,45168,5524,Luke,The Dragon's Laird,21,76,True,293222,Rory,Laird,ADE,6,R6
75,45168,5524,Luke,The Dragon's Laird,36,76,True,270963,Rory,Sloane,ADE,6,R6
76,45168,5524,Luke,The Dragon's Laird,713,72,True,996765,Tom,Papley,SYD,6,R6
77,45168,5524,Luke,The Dragon's Laird,553,70,True,250365,Travis,Boak,PTA,6,R6
78,45168,5524,Luke,The Dragon's Laird,446,66,True,294613,Jaeger,O'Meara,HAW,6,R6
79,45168,5524,Luke,The Dragon's Laird,588,54,True,1001299,Connor,Rozee,PTA,6,R6
80,45168,5524,Luke,The Dragon's Laird,472,47,True,290160,Michael,Hibberd,MEL,6,R6
81,45168,5524,Luke,The Dragon's Laird,565,47,True,261911,Brad,Ebert,PTA,6,R6
82,45168,5524,Luke,The Dragon's Laird,676,37,True,293846,Sebastian,Ross,STK,6,R6
83,45168,5524,Luke,The Dragon's Laird,459,34,True,291962,Chad,Wingard,HAW,6,R6
84,45168,5524,Luke,The Dragon's Laird,200,112,False,270935,Michael,Hurley,ESS,6,R6
85,45168,5524,Luke,The Dragon's Laird,97,115,False,270146,Ed,Curnow,CAR,6,R6
86,45168,5524,Luke,The Dragon's Laird,411,0,False,998172,Tim,Taranto,GWS,6,R6
87,45168,5524,Luke,The Dragon's Laird,628,0,False,290627,Dion,Prestia,RIC,6,R6
88,10857,189,Anthony,The Full Bonty,794,140,True,295898,Tim,Kelly,WCE,6,R6
