,coach_id,coach_team_id,coach_first_name,coach_team_name,player_id,points,on_field,feed_id,first_name,last_name,team
121,71052,9867,James,Bad Boys For Fyfe,796,85,True,294859,Jeremy,McGovern,WCE
122,71052,9867,James,Bad Boys For Fyfe,115,76,True,250105,Marc,Murphy,CAR
123,71052,9867,James,Bad Boys For Fyfe,121,73,True,994539,Sam,Petrevski-Seton,CAR
124,71052,9867,James,Bad Boys For Fyfe,220,71,True,291771,Devon,Smith,ESS
125,71052,9867,James,Bad Boys For Fyfe,688,70,True,996442,Ryan,Clarke,SYD
126,71052,9867,James,Bad Boys For Fyfe,107,36,True,1001398,Matthew,Kennedy,CAR
127,71052,9867,James,Bad Boys For Fyfe,124,32,True,298290,Marc,Pittonet,CAR
128,71052,9867,James,Bad Boys For Fyfe,101,0,False,999827,Zac,Fisher,CAR
129,71052,9867,James,Bad Boys For Fyfe,219,0,False,291783,Dylan,Shiel,ESS
130,71052,9867,James,Bad Boys For Fyfe,244,0,False,291570,Nat,Fyfe,FRE
131,71052,9867,James,Bad Boys For Fyfe,69,46,False,280763,Stefan,Martin,BRL
132,8258,9856,Simon,It's always Sonny,522,182,True,260227,Shaun,Higgins,NTH
133,8258,9856,Simon,It's always Sonny,491,160,True,298210,Christian,Petracca,MEL
134,8258,9856,Simon,It's always Sonny,516,139,True,296035,Trent,Dumont,NTH
135,8258,9856,Simon,It's always Sonny,136,126,True,291776,Taylor,Adams,COL
136,8258,9856,Simon,It's always Sonny,90,116,True,261224,Dayne,Zorko,BRL
137,8258,9856,Simon,It's always Sonny,519,106,True,271129,Todd,Goldstein,NTH
138,8258,9856,Simon,It's always Sonny,751,103,True,290799,Tom,Liberatore,WBD
139,8258,9856,Simon,It's always Sonny,637,101,True,294674,Nick,Vlastuin,RIC
140,8258,9856,Simon,It's always Sonny,270,101,True,281007,Michael,Walters,FRE
141,8258,9856,Simon,It's always Sonny,277,85,True,998260,Jack,Bowes,GCS
142,8258,9856,Simon,It's always Sonny,403,78,True,998205,Harry,Perryman,GWS
143,8258,9856,Simon,It's always Sonny,389,75,True,295265,Nick,Haynes,GWS
144,8258,9856,Simon,It's always Sonny,328,74,True,296733,Mark,Blicavs,GEE
145,8258,9856,Simon,It's always Sonny,203,72,True,298630,Kyle,Langford,ESS
146,8258,9856,Simon,It's always Sonny,325,70,True,220001,Gary,Ablett,GEE
147,8258,9856,Simon,It's always Sonny,495,68,True,296359,Christian,Salem,MEL
148,8258,9856,Simon,It's always Sonny,334,62,True,291526,Luke,Dahlhaus,GEE
