,sc_id,sc_first_name,sc_last_name,sc_team_id,sc_price,sc_previous_games,sc_previous_average,sc_previous_total,sc_feed_id,sc_active,sc_positions,sc_team,sc_position,sc_long_team
777,779,Jarrod,Cameron,16,278600,7,57.0,399,1005793,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",WCE,FWD,West Coast
778,780,Thomas,Cole,16,311500,14,57.36,803,993820,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",WCE,DEF,West Coast
779,781,Jamie,Cripps,16,413700,17,76.18,1295,290826,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",WCE,FWD,West Coast
780,782,Jack,Darling,16,458900,22,84.5,1859,290838,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",WCE,FWD,West Coast
781,783,Liam,Duggan,16,353000,15,65.0,975,298268,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",WCE,DEF,West Coast
782,784,Harry,Edwards,16,123900,0,0.0,0,1011437,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",WCE,DEF,West Coast
783,785,Luke,Foley,16,123900,0,0.0,0,1005599,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",WCE,DEF,West Coast
784,786,Andrew,Gaff,16,583200,20,107.4,2148,290801,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",WCE,MID,West Coast
785,787,Tom,Hickey,16,425700,18,78.39,1411,294266,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",WCE,RUC,West Coast
786,788,Shannon,Hurn,16,562200,19,103.53,1967,240283,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",WCE,DEF,West Coast
787,789,Mark,Hutchings,16,274200,16,50.5,808,281052,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",WCE,MID,West Coast
788,790,Callum,Jamieson,16,117300,0,0.0,0,1011243,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",WCE,RUC,West Coast
789,791,Lewis,Jetta,16,382600,20,70.45,1409,281281,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",WCE,DEF,West Coast
790,792,Ben,Johnson,16,117300,0,0.0,0,1011464,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",WCE,DEF,West Coast
791,793,Tim,Kelly,16,561800,22,103.45,2276,295898,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",WCE,MID,West Coast
792,794,Josh J.,Kennedy,16,335600,20,61.8,1236,240406,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",WCE,FWD,West Coast
793,795,Jeremy,McGovern,16,475300,21,87.52,1838,294859,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",WCE,DEF,West Coast
794,796,Nic,Naitanui,16,457800,3,93.67,281,271045,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",WCE,RUC,West Coast
795,797,Jackson,Nelson,16,272000,11,50.09,551,298298,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",WCE,DEF,West Coast
796,798,Mitchell,O'Neill,16,102400,0,0.0,0,1009353,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",WCE,MID,West Coast
797,799,Xavier,O'Neill,16,123900,0,0.0,0,1008282,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",WCE,MID,West Coast
798,800,Jack,Petruccelle,16,276400,19,50.89,967,1006550,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",WCE,FWD,West Coast
799,801,Jack,Redden,16,485400,21,89.38,1877,281373,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",WCE,MID,West Coast
800,802,Willie,Rioli,16,374700,13,69.0,897,296225,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",WCE,FWD,West Coast
801,803,Josh,Rotham,16,274800,4,63.25,253,997823,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",WCE,DEF,West Coast
802,804,Liam,Ryan,16,334700,22,61.64,1356,1004364,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",WCE,FWD,West Coast
803,805,Will,Schofield,16,242600,12,44.67,536,261214,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",WCE,DEF,West Coast
804,806,Dom,Sheed,16,516100,22,95.05,2091,296296,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",WCE,MID,West Coast
805,807,Brad,Sheppard,16,455700,22,83.91,1846,281080,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",WCE,DEF,West Coast
806,808,Luke,Shuey,16,548200,22,100.95,2221,280078,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",WCE,MID,West Coast
807,809,Anthony,Treacy,16,112900,0,0.0,0,1001412,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",WCE,FWD,West Coast
808,810,Nathan,Vardy,16,288800,11,53.18,585,280959,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",WCE,RUC,West Coast
809,811,Daniel,Venables,16,233800,6,47.83,287,998414,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",WCE,FWD,West Coast
810,812,Jake,Waterman,16,301600,11,55.55,611,996554,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",WCE,FWD,West Coast
811,813,Francis,Watson,16,218300,2,67.0,134,298474,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",WCE,DEF,West Coast
812,814,Bailey,Williams,16,123900,0,0.0,0,1006114,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",WCE,DEF,West Coast
813,815,Elliot,Yeo,16,584400,21,107.62,2260,292128,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",WCE,MID,West Coast
814,816,Jack,Newnes,3,386400,20,71.15,1423,291773,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",CAR,MID,Carlton
