,sc_id,sc_first_name,sc_last_name,sc_team_id,sc_price,sc_previous_games,sc_previous_average,sc_previous_total,sc_feed_id,sc_active,sc_positions,sc_team,sc_position,sc_long_team
615,616,Tom J.,Lynch,12,388800,22,71.59,1575,293813,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",RIC,FWD,Richmond
616,617,Oleg,Markov,12,184400,2,48.5,97,298358,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",RIC,MID,Richmond
617,618,Dustin,Martin,12,543000,20,100.0,2000,290847,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",RIC,FWD MID,Richmond
618,619,Will,Martyn,12,117300,0,0.0,0,1009313,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",RIC,MID,Richmond
619,620,Kamdyn,McIntosh,12,343800,16,63.31,1013,294592,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",RIC,MID,Richmond
620,621,Ben,Miller,12,123900,0,0.0,0,1002403,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",RIC,DEF,Richmond
621,622,Patrick,Naish,12,236200,2,72.5,145,1002231,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",RIC,MID,Richmond
622,623,Toby,Nankervis,12,404300,9,74.44,670,298174,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",RIC,RUC,Richmond
623,624,Bigoa,Nyuon,12,117300,0,0.0,0,1006193,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}, {'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",RIC,DEF RUC,Richmond
624,625,Marlion,Pickett,12,123900,0,0.0,0,993771,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",RIC,MID,Richmond
625,626,Dion,Prestia,12,550200,22,101.32,2229,290627,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",RIC,MID,Richmond
626,627,Hugo,Ralphsmith,12,117300,0,0.0,0,1011985,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}, {'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",RIC,MID FWD,Richmond
627,629,Jack,Riewoldt,12,374100,10,68.9,689,250395,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",RIC,FWD,Richmond
628,630,Daniel,Rioli,12,321800,19,59.26,1126,1000981,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",RIC,FWD,Richmond
629,631,Jack,Ross,12,305800,7,62.57,438,1006133,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",RIC,MID,Richmond
630,632,Jayden,Short,12,349300,12,64.33,772,992049,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",RIC,DEF,Richmond
631,633,Ivan,Soldo,12,411200,11,75.73,833,998529,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",RIC,RUC,Richmond
632,634,Sydney,Stack,12,435100,17,80.12,1362,1002583,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",RIC,DEF,Richmond
633,635,Fraser,Turner,12,123900,0,0.0,0,1006208,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",RIC,MID,Richmond
634,636,Nick,Vlastuin,12,495500,21,91.24,1916,294674,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",RIC,DEF,Richmond
635,637,Ryan,Abbott,13,250900,1,66.0,66,1005530,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",STK,RUC,St Kilda
636,638,Sam,Alabakis,13,123900,0,0.0,0,1013976,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",STK,RUC,St Kilda
637,639,Logan,Austin,13,320900,0,0.0,0,298091,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",STK,DEF,St Kilda
638,640,Josh,Battle,13,390100,19,71.84,1365,998134,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",STK,DEF,St Kilda
639,641,Jack,Bell,13,121900,0,0.0,0,1009221,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",STK,RUC,St Kilda
640,642,Jack,Billings,13,509500,22,93.82,2064,296351,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",STK,MID,St Kilda
641,643,Nathan,Brown,13,289500,16,53.31,853,260310,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",STK,DEF,St Kilda
642,644,Dan,Butler,13,234600,7,48.0,336,992374,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",STK,FWD,St Kilda
643,645,Ryan,Byrnes,13,117300,0,0.0,0,1011994,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",STK,MID,St Kilda
644,646,Jack,Bytel,13,123900,0,0.0,0,1002922,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",STK,MID,St Kilda
645,647,Jake,Carlisle,13,328500,10,60.5,605,290641,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",STK,DEF,St Kilda
646,648,Hunter,Clark,13,402200,14,74.07,1037,1002264,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",STK,DEF,St Kilda
647,649,Oscar,Clavarino,13,123900,0,0.0,0,1002266,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",STK,DEF,St Kilda
648,650,Nick,Coffield,13,309500,8,57.0,456,1005717,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",STK,DEF,St Kilda
649,651,Leo,Connolly,13,117300,0,0.0,0,1009228,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",STK,DEF MID,St Kilda
650,652,Luke,Dunstan,13,505300,18,93.06,1675,294429,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",STK,MID,St Kilda
651,653,Jarryn,Geary,13,305000,5,70.2,351,260113,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",STK,DEF,St Kilda
652,654,Jade,Gresham,13,456400,19,84.05,1597,298421,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",STK,FWD MID,St Kilda
653,655,Dan,Hannebery,13,417000,5,96.0,480,290117,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",STK,MID,St Kilda
654,656,Bradley,Hill,13,457400,22,84.23,1853,295584,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",STK,MID,St Kilda
655,657,Nick,Hind,13,311000,11,57.27,630,297452,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",STK,FWD,St Kilda
656,658,Dougal,Howard,13,376500,15,69.33,1040,993480,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}, {'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",STK,DEF FWD,St Kilda
657,659,Zak,Jones,13,465400,17,85.71,1457,991988,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",STK,MID,St Kilda
658,660,Darragh,Joyce,13,209100,3,55.0,165,1003520,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",STK,DEF,St Kilda
659,661,Dean,Kent,13,345900,13,63.69,828,294570,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",STK,FWD,St Kilda
660,662,Max,King,13,123900,0,0.0,0,1006143,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",STK,FWD,St Kilda
661,663,Doulton,Langlands,13,202700,3,53.33,160,1004989,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",STK,MID,St Kilda
662,664,Ben,Long,13,283100,16,52.13,834,993917,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",STK,FWD,St Kilda
663,665,Jack,Lonie,13,354200,13,65.23,848,992000,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",STK,FWD,St Kilda
664,666,Jonathon,Marsh,13,219800,5,50.6,253,990548,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",STK,DEF,St Kilda
665,667,Rowan,Marshall,13,598700,20,110.25,2205,992468,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",STK,RUC,St Kilda
666,668,Jack,Mayo,13,123900,0,0.0,0,1004360,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",STK,FWD,St Kilda
667,669,Daniel,McKenzie,13,280900,15,51.73,776,298265,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",STK,DEF,St Kilda
668,670,Tim,Membrey,13,436400,22,80.36,1768,294596,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",STK,FWD,St Kilda
669,671,Matthew,Parker,13,290700,17,53.53,910,1000267,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",STK,FWD,St Kilda
670,672,Ben,Paton,13,314100,13,57.85,752,1004985,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",STK,DEF,St Kilda
671,673,Ed,Phillips,13,274800,4,63.25,253,1002213,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",STK,MID,St Kilda
672,674,Dylan,Roberton,13,260400,0,0.0,0,280933,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",STK,DEF,St Kilda
673,675,Sebastian,Ross,13,530900,22,97.77,2151,293846,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",STK,MID,St Kilda
674,676,Paddy,Ryder,13,449100,17,82.71,1406,250267,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}, {'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",STK,RUC FWD,St Kilda
675,677,Shane,Savage,13,456900,22,84.14,1851,280858,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",STK,DEF,St Kilda
676,678,Jack,Sinclair,13,420400,22,77.41,1703,994389,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",STK,FWD MID,St Kilda
677,679,Jack,Steele,13,515900,20,95.0,1900,296205,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",STK,MID,St Kilda
678,680,Jimmy,Webster,13,346200,8,63.75,510,290757,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",STK,DEF,St Kilda
679,681,Callum,Wilkie,13,383800,22,70.68,1555,296422,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",STK,DEF,St Kilda
680,682,Aliir,Aliir,14,421100,22,77.55,1706,294469,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",SYD,DEF,Sydney
681,683,Joel,Amartey,14,123900,0,0.0,0,1008091,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",SYD,RUC,Sydney
682,684,James,Bell,14,129500,2,26.5,53,1002291,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",SYD,FWD MID,Sydney
683,685,Nick,Blakey,14,295800,21,54.48,1144,1006028,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",SYD,FWD,Sydney
684,686,Kaiden,Brand,14,250200,5,57.6,288,295156,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",SYD,DEF,Sydney
685,687,Ryan,Clarke,14,309100,14,56.93,797,996442,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",SYD,MID,Sydney
686,688,Harry,Cunningham,14,436200,9,80.33,723,291978,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",SYD,DEF,Sydney
687,689,Jordan,Dawson,14,467800,20,86.15,1723,992242,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}, {'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",SYD,DEF FWD,Sydney
688,690,Oliver,Florent,14,373400,21,68.76,1444,998103,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",SYD,MID,Sydney
689,691,Zac,Foot,14,123900,0,0.0,0,1011791,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",SYD,FWD MID,Sydney
690,692,Robbie,Fox,14,298700,11,55.0,605,291848,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}, {'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",SYD,DEF FWD,Sydney
691,693,Lance,Franklin,14,394200,10,72.6,726,240399,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",SYD,FWD,Sydney
692,694,Will,Gould,14,117300,0,0.0,0,1004113,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",SYD,DEF,Sydney
693,695,Sam,Gray,14,386600,20,71.2,1424,290722,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",SYD,FWD,Sydney
694,696,Will,Hayward,14,317900,13,58.54,761,997100,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",SYD,FWD,Sydney
695,697,Isaac,Heeney,14,510700,22,94.05,2069,298539,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",SYD,FWD MID,Sydney
696,698,George,Hewett,14,477600,22,87.95,1935,294036,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",SYD,MID,Sydney
697,699,Josh P.,Kennedy,14,579000,19,106.63,2026,260382,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",SYD,MID,Sydney
698,700,Michael,Knoll,14,123900,0,0.0,0,1012101,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",SYD,RUC,Sydney
699,701,Matthew,Ling,14,123900,0,0.0,0,1004949,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",SYD,DEF,Sydney
700,702,Jake,Lloyd,14,591400,22,108.91,2396,295342,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",SYD,DEF,Sydney
701,703,Jack,Maibaum,14,103900,0,0.0,0,998662,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",SYD,DEF,Sydney
702,704,Tom,McCartin,14,269800,19,49.68,944,1008198,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",SYD,FWD,Sydney
703,705,Justin,McInerney,14,123900,1,21.0,21,1011936,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",SYD,MID,Sydney
704,706,Hayden,McLean,14,265000,4,61.0,244,1003203,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",SYD,RUC,Sydney
705,707,Lewis,Melican,14,284600,17,52.41,891,996743,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",SYD,DEF,Sydney
706,708,Callum,Mills,14,444100,22,81.77,1799,993905,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",SYD,DEF,Sydney
707,709,Sam,Naismith,14,251500,0,0.0,0,298144,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",SYD,RUC,Sydney
708,710,Barry,O'Connor,14,102400,0,0.0,0,1019158,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}, {'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",SYD,DEF FWD,Sydney
709,711,Colin,O'Riordan,14,338000,12,62.25,747,997842,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",SYD,DEF,Sydney
710,712,Tom,Papley,14,425500,22,78.36,1724,996765,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",SYD,FWD,Sydney
711,713,Luke,Parker,14,570700,22,105.09,2312,290778,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",SYD,MID,Sydney
712,714,Dane,Rampe,14,527800,21,97.19,2041,290307,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",SYD,DEF,Sydney
713,715,Sam,Reid,14,426000,22,78.45,1726,290188,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",SYD,FWD,Sydney
714,716,Harry,Reynolds,14,123900,0,0.0,0,1013624,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",SYD,DEF,Sydney
715,717,Ben,Ronke,14,243900,13,44.92,584,1004880,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",SYD,FWD,Sydney
716,718,James,Rowbottom,14,337600,12,62.17,746,1006126,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",SYD,FWD MID,Sydney
717,719,Brady,Rowles,14,123400,0,0.0,0,1011789,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",SYD,DEF MID,Sydney
718,720,Callum,Sinclair,14,396400,14,73.0,1022,294737,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",SYD,RUC,Sydney
719,721,Dylan,Stephens,14,189300,0,0.0,0,1004848,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",SYD,MID,Sydney
720,722,Ryley,Stoddart,14,123900,2,21.0,42,1008080,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",SYD,DEF,Sydney
721,723,Elijah,Taylor,14,117300,0,0.0,0,1005997,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}, {'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",SYD,MID FWD,Sydney
722,724,Lewis,Taylor,14,310200,5,71.4,357,296211,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",SYD,MID,Sydney
723,725,Jackson,Thurlow,14,329400,9,60.67,546,294663,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",SYD,DEF,Sydney
724,726,Chad,Warner,14,117300,0,0.0,0,1012014,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",SYD,MID,Sydney
725,727,Samuel,Wicks,14,123900,0,0.0,0,1006232,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",SYD,MID,Sydney
726,728,Marcus,Bontempelli,15,623000,22,114.73,2524,297373,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",WBD,MID,Western Bulldogs
727,729,Josh,Bruce,15,358200,22,65.95,1451,291492,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",WBD,FWD,Western Bulldogs
728,730,Louis,Butler,15,117300,0,0.0,0,1011992,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",WBD,DEF MID,Western Bulldogs
729,731,Ben,Cavarra,15,123900,0,0.0,0,296070,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",WBD,FWD,Western Bulldogs
730,732,Zaine,Cordy,15,275500,22,50.73,1116,991939,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",WBD,DEF,Western Bulldogs
731,733,Hayden,Crozier,15,406800,21,74.9,1573,293651,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",WBD,DEF,Western Bulldogs
732,734,Bailey,Dale,15,388000,9,71.44,643,996708,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",WBD,FWD,Western Bulldogs
733,735,Caleb,Daniel,15,537900,17,99.06,1684,295136,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",WBD,DEF,Western Bulldogs
734,736,Tory,Dickson,15,330900,17,60.94,1036,295712,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",WBD,FWD,Western Bulldogs
735,737,Josh,Dunkley,15,632400,22,116.45,2562,993834,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",WBD,MID,Western Bulldogs
736,738,Taylor,Duryea,15,411400,13,75.77,985,290085,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",WBD,DEF,Western Bulldogs
737,739,Tim,English,15,448400,19,82.58,1569,1004592,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",WBD,RUC,Western Bulldogs
738,740,Riley,Garcia,15,117300,0,0.0,0,1006533,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",WBD,MID,Western Bulldogs
739,741,Ryan,Gardner,15,136800,2,31.5,63,997501,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",WBD,FWD,Western Bulldogs
740,742,Billy,Gowers,15,263900,10,48.6,486,298277,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",WBD,FWD,Western Bulldogs
741,743,Fergus,Greene,15,157400,0,0.0,0,1006303,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",WBD,FWD,Western Bulldogs
742,744,Will,Hayes,15,315000,8,58.0,464,991976,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",WBD,MID,Western Bulldogs
743,745,Lachie,Hunter,15,517400,22,95.27,2096,294557,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",WBD,MID,Western Bulldogs
744,746,Jason,Johannisen,15,458100,19,84.37,1603,294101,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",WBD,DEF,Western Bulldogs
745,747,Lin,Jong,15,260700,0,0.0,0,295313,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",WBD,MID,Western Bulldogs
746,748,Alex,Keath,15,413000,18,76.06,1369,290797,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",WBD,DEF,Western Bulldogs
747,749,Buku,Khamis,15,123900,0,0.0,0,998782,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",WBD,DEF,Western Bulldogs
748,750,Tom,Liberatore,15,447500,15,82.4,1236,290799,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",WBD,MID,Western Bulldogs
749,751,Patrick,Lipinski,15,441500,13,81.31,1057,1003130,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",WBD,FWD MID,Western Bulldogs
750,752,Sam,Lloyd,15,419100,22,77.18,1698,290073,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",WBD,FWD,Western Bulldogs
751,753,Brad,Lynch,15,221100,0,0.0,0,994410,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",WBD,DEF,Western Bulldogs
752,754,Jack,Macrae,15,668900,22,123.18,2710,295467,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",WBD,MID,Western Bulldogs
753,755,Toby,McLean,15,380100,18,70.0,1260,996483,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",WBD,FWD,Western Bulldogs
754,756,Aaron,Naughton,15,367800,22,67.73,1490,1002404,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",WBD,FWD,Western Bulldogs
755,757,Callum,Porter,15,123900,0,0.0,0,1002383,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",WBD,MID,Western Bulldogs
756,758,Ed,Richards,15,264400,19,48.68,925,1008280,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",WBD,FWD MID,Western Bulldogs
757,759,Josh,Schache,15,309500,13,57.0,741,993841,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",WBD,FWD,Western Bulldogs
758,760,Bailey,Smith,15,415900,22,76.59,1685,1006130,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",WBD,FWD MID,Western Bulldogs
759,761,Roarke,Smith,15,258000,5,52.8,264,992054,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",WBD,FWD MID,Western Bulldogs
760,762,Matthew,Suckling,15,454000,18,83.61,1505,270732,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",WBD,DEF,Western Bulldogs
761,763,Jordon,Sweet,15,123900,0,0.0,0,992330,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",WBD,RUC,Western Bulldogs
762,764,Jackson,Trengove,15,354000,16,65.19,1043,280013,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",WBD,DEF,Western Bulldogs
763,765,Laitham,Vandermeer,15,123900,0,0.0,0,1005000,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",WBD,FWD MID,Western Bulldogs
764,766,Mitch,Wallis,15,454500,10,83.7,837,291545,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",WBD,FWD MID,Western Bulldogs
765,767,Cody,Weightman,15,144300,0,0.0,0,1011803,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",WBD,FWD,Western Bulldogs
766,768,Rhylee,West,15,231300,2,71.0,142,1006127,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",WBD,FWD,Western Bulldogs
767,769,Bailey,Williams,15,300500,9,55.33,498,992351,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",WBD,DEF,Western Bulldogs
768,770,Easton,Wood,15,289800,22,53.36,1174,281139,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",WBD,DEF,Western Bulldogs
769,771,Lachlan,Young,15,219100,6,44.83,269,1004909,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",WBD,DEF,Western Bulldogs
770,772,Lewis,Young,15,267200,4,61.5,246,997316,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",WBD,DEF,Western Bulldogs
771,773,Brendon,Ah Chee,16,266100,1,70.0,70,291947,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",WCE,MID,West Coast
772,774,Brayden,Ainsworth,16,205300,0,0.0,0,1004356,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",WCE,MID,West Coast
773,775,Oscar,Allen,16,357900,21,65.9,1384,1004385,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",WCE,FWD,West Coast
774,776,Tom,Barrass,16,424500,12,78.17,938,990290,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",WCE,DEF,West Coast
775,777,Jarrod,Brander,16,133000,2,35.0,70,1002300,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}, {'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",WCE,DEF FWD,West Coast
776,778,Hamish,Brayshaw,16,102400,0,0.0,0,998107,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",WCE,MID,West Coast
