,index,year,gametime (AET),ground,FanFooty draw ID,team,score,SC_total,previous SC match score,rolling 3 round SC match average,rolling 5 round SC match average,match_identifier
2190,4456,2015,2015-07-10 19:50:00,MCG,5319,CA,41.0,1577.0,1545.0,1715.6666666666667,1652.8,5319_CA
2191,4456,2015,2015-07-10 19:50:00,MCG,5319,RI,71.0,1722.0,1692.0,1632.0,1687.0,5319_RI
2192,4457,2015,2015-07-11 13:40:00,MCG,5320,ES,69.0,1705.0,1263.0,1506.3333333333333,1521.0,5320_ES
2193,4457,2015,2015-07-11 13:40:00,MCG,5320,ME,60.0,1594.0,1450.0,1643.0,1596.6,5320_ME
2194,4458,2015,2015-07-11 16:35:00,Cairns,5321,GC,73.0,1545.0,1614.0,1499.0,1434.2,5321_GC
2195,4458,2015,2015-07-11 16:35:00,Cairns,5321,WB,95.0,1755.0,1757.0,1715.0,1700.0,5321_WB
2196,4459,2015,2015-07-11 19:20:00,Docklands,5322,NM,120.0,1728.0,1600.0,1602.6666666666667,1630.2,5322_NM
2197,4459,2015,2015-07-11 19:20:00,Docklands,5322,GE,79.0,1470.0,1569.0,1707.6666666666667,1695.6,5322_GE
2198,4460,2015,2015-07-11 19:40:00,Subiaco,5323,WC,147.0,1833.0,1762.0,1709.3333333333333,1705.6,5323_WC
2199,4460,2015,2015-07-11 19:40:00,Subiaco,5323,AD,91.0,1386.0,1590.0,1551.3333333333333,1549.0,5323_AD
2200,4461,2015,2015-07-12 13:10:00,Showgrounds,5324,WS,84.0,1774.0,1609.0,1563.6666666666667,1581.0,5324_WS
2201,4461,2015,2015-07-12 13:10:00,Showgrounds,5324,SK,49.0,1523.0,2038.0,1764.6666666666667,1730.6,5324_SK
2202,4462,2015,2015-07-12 15:20:00,Launceston,5325,FR,43.0,1345.0,1801.0,1754.6666666666667,1666.0,5325_FR
2203,4462,2015,2015-07-12 15:20:00,Launceston,5325,HW,115.0,1953.0,1620.0,1691.3333333333333,1734.0,5325_HW
2204,4463,2015,2015-07-12 16:40:00,Gabba,5326,BL,49.0,1546.0,1501.0,1551.6666666666667,1564.2,5326_BL
2205,4463,2015,2015-07-12 16:40:00,Gabba,5326,SY,70.0,1755.0,1702.0,1669.0,1768.4,5326_SY
2206,4464,2015,2015-07-17 19:50:00,Docklands,5327,NM,93.0,1761.0,1728.0,1674.3333333333333,1650.0,5327_NM
2207,4464,2015,2015-07-17 19:50:00,Docklands,5327,ES,68.0,1540.0,1705.0,1517.0,1543.2,5327_ES
2208,4465,2015,2015-07-18 13:45:00,Kardinia,5328,WB,64.0,1514.0,1755.0,1704.3333333333333,1683.8,5328_WB
2209,4465,2015,2015-07-18 13:45:00,Kardinia,5328,GE,72.0,1734.0,1470.0,1594.6666666666667,1616.0,5328_GE
2210,4466,2015,2015-07-18 14:10:00,Gold Coast,5329,WS,94.0,1777.0,1774.0,1612.6666666666667,1642.6,5329_WS
2211,4466,2015,2015-07-18 14:10:00,Gold Coast,5329,GC,79.0,1524.0,1545.0,1512.3333333333333,1476.2,5329_GC
2212,4467,2015,2015-07-18 16:35:00,Docklands,5330,CO,56.0,1656.0,1681.0,1662.3333333333333,1671.4,5330_CO
2213,4467,2015,2015-07-18 16:35:00,Docklands,5330,WC,87.0,1643.0,1833.0,1778.3333333333333,1709.8,5330_WC
2214,4469,2015,2015-07-18 19:40:00,Subiaco,5332,FR,95.0,1723.0,1345.0,1606.0,1615.8,5332_FR
2215,4469,2015,2015-07-18 19:40:00,Subiaco,5332,CA,53.0,1576.0,1577.0,1680.6666666666667,1682.6,5332_CA
2216,4470,2015,2015-07-19 13:10:00,MCG,5333,ME,60.0,1673.0,1594.0,1593.0,1625.2,5333_ME
2217,4470,2015,2015-07-19 13:10:00,MCG,5333,BL,36.0,1627.0,1546.0,1562.3333333333333,1550.8,5333_BL
2218,4471,2015,2015-07-19 15:20:00,Adelaide,5334,AD,116.0,1667.0,1386.0,1496.6666666666667,1532.6,5334_AD
2219,4471,2015,2015-07-19 15:20:00,Adelaide,5334,PA,113.0,1636.0,1621.0,1612.3333333333333,1635.4,5334_PA
2220,4472,2015,2015-07-19 16:40:00,Docklands,5335,SK,73.0,1594.0,1523.0,1753.3333333333333,1697.6,5335_SK
2221,4472,2015,2015-07-19 16:40:00,Docklands,5335,RI,89.0,1709.0,1722.0,1685.6666666666667,1690.0,5335_RI
2222,4473,2015,2015-07-24 19:50:00,Docklands,5336,CA,35.0,1201.0,1576.0,1566.0,1660.0,5336_CA
2223,4473,2015,2015-07-24 19:50:00,Docklands,5336,HW,173.0,2102.0,1953.0,1762.6666666666667,1731.0,5336_HW
2224,4474,2015,2015-07-25 13:45:00,Manuka,5337,GE,69.0,1694.0,1734.0,1591.0,1665.4,5337_GE
2225,4474,2015,2015-07-25 13:45:00,Manuka,5337,WS,42.0,1632.0,1777.0,1720.0,1648.4,5337_WS
2226,4475,2015,2015-07-25 14:10:00,Adelaide,5338,AD,125.0,1635.0,1667.0,1547.6666666666667,1541.4,5338_AD
2227,4475,2015,2015-07-25 14:10:00,Adelaide,5338,GC,80.0,1456.0,1524.0,1561.0,1513.2,5338_GC
2228,4476,2015,2015-07-25 16:35:00,MCG,5339,RI,78.0,1674.0,1709.0,1707.6666666666667,1665.4,5339_RI
2229,4476,2015,2015-07-25 16:35:00,MCG,5339,FR,82.0,1577.0,1723.0,1623.0,1666.4,5339_FR
2230,4477,2015,2015-07-25 19:20:00,Docklands,5340,ES,116.0,1800.0,1540.0,1502.6666666666667,1552.8,5340_ES
2231,4477,2015,2015-07-25 19:20:00,Docklands,5340,PA,129.0,1501.0,1636.0,1618.0,1606.0,5340_PA
2232,4478,2015,2015-07-25 19:20:00,Gabba,5341,BL,38.0,1535.0,1627.0,1558.0,1565.6,5341_BL
2233,4478,2015,2015-07-25 19:20:00,Gabba,5341,NM,110.0,1768.0,1761.0,1696.3333333333333,1659.4,5341_NM
2234,4479,2015,2015-07-26 13:10:00,Docklands,5342,CO,86.0,1518.0,1656.0,1671.3333333333333,1663.2,5342_CO
2235,4479,2015,2015-07-26 13:10:00,Docklands,5342,WB,104.0,1782.0,1514.0,1675.3333333333333,1682.8,5342_WB
2236,4480,2015,2015-07-26 15:20:00,MCG,5343,SK,83.0,1744.0,1594.0,1718.3333333333333,1682.2,5343_SK
2237,4480,2015,2015-07-26 15:20:00,MCG,5343,ME,46.0,1555.0,1673.0,1572.3333333333333,1639.2,5343_ME
2238,4481,2015,2015-07-26 16:40:00,Subiaco,5344,SY,51.0,1551.0,1755.0,1657.3333333333333,1744.8,5344_SY
2239,4481,2015,2015-07-26 16:40:00,Subiaco,5344,WC,103.0,1806.0,1643.0,1746.0,1720.8,5344_WC
2240,4482,2015,2015-07-31 19:50:00,MCG,5345,HW,53.0,1563.0,2102.0,1891.6666666666667,1825.8,5345_HW
2241,4482,2015,2015-07-31 19:50:00,MCG,5345,RI,71.0,1738.0,1674.0,1701.6666666666667,1688.0,5345_RI
2242,4483,2015,2015-08-01 13:45:00,Kardinia,5346,GE,113.0,1820.0,1694.0,1632.6666666666667,1642.4,5346_GE
2243,4483,2015,2015-08-01 13:45:00,Kardinia,5346,BL,57.0,1480.0,1535.0,1569.3333333333333,1569.8,5346_BL
2244,4484,2015,2015-08-01 14:10:00,MCG,5347,CO,54.0,1554.0,1518.0,1618.3333333333333,1632.2,5347_CO
2245,4484,2015,2015-08-01 14:10:00,MCG,5347,ME,77.0,1747.0,1555.0,1607.3333333333333,1601.4,5347_ME
2246,4485,2015,2015-08-01 16:35:00,SCG,5348,SY,117.0,1997.0,1551.0,1669.3333333333333,1662.6,5348_SY
2247,4485,2015,2015-08-01 16:35:00,SCG,5348,AD,65.0,1306.0,1635.0,1562.6666666666667,1558.4,5348_AD
2248,4486,2015,2015-08-01 19:20:00,Docklands,5349,NM,118.0,1798.0,1768.0,1752.3333333333333,1710.4,5349_NM
2249,4486,2015,2015-08-01 19:20:00,Docklands,5349,CA,54.0,1503.0,1201.0,1451.3333333333333,1563.8,5349_CA
2250,4487,2015,2015-08-01 19:20:00,Gold Coast,5350,WC,83.0,1688.0,1806.0,1760.6666666666667,1756.8,5350_WC
2251,4487,2015,2015-08-01 19:20:00,Gold Coast,5350,GC,83.0,1612.0,1456.0,1508.3333333333333,1503.4,5350_GC
2252,4488,2015,2015-08-02 13:10:00,Adelaide,5351,SK,49.0,1485.0,1744.0,1620.3333333333333,1719.6,5351_SK
2253,4488,2015,2015-08-02 13:10:00,Adelaide,5351,PA,112.0,1818.0,1501.0,1586.0,1594.8,5351_PA
2254,4489,2015,2015-08-02 15:20:00,Docklands,5352,ES,40.0,1399.0,1800.0,1681.6666666666667,1578.2,5352_ES
2255,4489,2015,2015-08-02 15:20:00,Docklands,5352,WB,127.0,1746.0,1782.0,1683.6666666666667,1681.8,5352_WB
2256,4490,2015,2015-08-02 16:40:00,Subiaco,5353,WS,63.0,1463.0,1632.0,1727.6666666666667,1649.4,5353_WS
2257,4490,2015,2015-08-02 16:40:00,Subiaco,5353,FR,84.0,1838.0,1577.0,1548.3333333333333,1623.6,5353_FR
2258,4491,2015,2015-08-07 19:50:00,Adelaide,5354,AD,88.0,1689.0,1306.0,1536.0,1516.8,5354_AD
2259,4491,2015,2015-08-07 19:50:00,Adelaide,5354,RI,52.0,1435.0,1738.0,1707.0,1707.0,5354_RI
2260,4492,2015,2015-08-08 13:45:00,MCG,5355,CA,87.0,1539.0,1503.0,1426.6666666666667,1480.4,5355_CA
2261,4492,2015,2015-08-08 13:45:00,MCG,5355,CO,105.0,1759.0,1554.0,1576.0,1617.2,5355_CO
2262,4493,2015,2015-08-08 14:10:00,Docklands,5356,WB,128.0,1937.0,1746.0,1680.6666666666667,1710.8,5356_WB
2263,4493,2015,2015-08-08 14:10:00,Docklands,5356,PA,64.0,1363.0,1818.0,1651.6666666666667,1634.6,5356_PA
2264,4494,2015,2015-08-08 16:35:00,Gabba,5357,GC,114.0,1588.0,1612.0,1530.6666666666667,1550.2,5357_GC
2265,4494,2015,2015-08-08 16:35:00,Gabba,5357,BL,100.0,1713.0,1480.0,1547.3333333333333,1537.8,5357_BL
2266,4495,2015,2015-08-08 19:20:00,Kardinia,5358,SY,63.0,1571.0,1997.0,1767.6666666666667,1704.0,5358_SY
2267,4495,2015,2015-08-08 19:20:00,Kardinia,5358,GE,95.0,1727.0,1820.0,1749.3333333333333,1657.4,5358_GE
2268,4496,2015,2015-08-08 19:40:00,Subiaco,5359,HW,88.0,1822.0,1563.0,1872.6666666666667,1790.6,5359_HW
2269,4496,2015,2015-08-08 19:40:00,Subiaco,5359,WC,74.0,1477.0,1688.0,1712.3333333333333,1746.4,5359_WC
2270,4497,2015,2015-08-09 13:10:00,MCG,5360,NM,127.0,1815.0,1798.0,1775.6666666666667,1731.0,5360_NM
2271,4497,2015,2015-08-09 13:10:00,MCG,5360,ME,92.0,1489.0,1747.0,1658.3333333333333,1603.8,5360_ME
2272,4498,2015,2015-08-09 15:20:00,Showgrounds,5361,WS,93.0,1650.0,1463.0,1624.0,1651.0,5361_WS
2273,4498,2015,2015-08-09 15:20:00,Showgrounds,5361,ES,61.0,1651.0,1399.0,1579.6666666666667,1541.4,5361_ES
2274,4499,2015,2015-08-09 16:40:00,Docklands,5362,SK,59.0,1482.0,1485.0,1607.6666666666667,1676.8,5362_SK
2275,4499,2015,2015-08-09 16:40:00,Docklands,5362,FR,96.0,1817.0,1838.0,1712.6666666666667,1656.8,5362_FR
2276,4500,2015,2015-08-14 19:50:00,SCG,5363,SY,87.0,1633.0,1571.0,1706.3333333333333,1715.2,5363_SY
2277,4500,2015,2015-08-14 19:50:00,SCG,5363,CO,76.0,1667.0,1759.0,1610.3333333333333,1633.6,5363_CO
2278,4501,2015,2015-08-15 13:45:00,Docklands,5364,AD,171.0,1738.0,1689.0,1543.3333333333333,1536.6,5364_AD
2279,4501,2015,2015-08-15 13:45:00,Docklands,5364,ES,59.0,1562.0,1651.0,1616.6666666666667,1619.0,5364_ES
2280,4502,2015,2015-08-15 14:10:00,Hobart,5365,NM,120.0,1615.0,1815.0,1793.6666666666667,1774.0,5365_NM
2281,4502,2015,2015-08-15 14:10:00,Hobart,5365,SK,83.0,1688.0,1482.0,1570.3333333333333,1565.6,5365_SK
2282,4503,2015,2015-08-15 16:35:00,Adelaide,5366,WS,90.0,1531.0,1650.0,1581.6666666666667,1659.2,5366_WS
2283,4503,2015,2015-08-15 16:35:00,Adelaide,5366,PA,111.0,1768.0,1363.0,1560.6666666666667,1587.8,5366_PA
2284,4504,2015,2015-08-15 19:20:00,MCG,5367,GE,85.0,1593.0,1727.0,1747.0,1689.0,5367_GE
2285,4504,2015,2015-08-15 19:20:00,MCG,5367,HW,121.0,1707.0,1822.0,1829.0,1812.0,5367_HW
2286,4505,2015,2015-08-15 19:20:00,Gabba,5368,BL,131.0,1874.0,1713.0,1576.0,1580.2,5368_BL
2287,4505,2015,2015-08-15 19:20:00,Gabba,5368,CA,67.0,1426.0,1539.0,1414.3333333333333,1479.2,5368_CA
2288,4506,2015,2015-08-16 13:10:00,MCG,5369,RI,138.0,1844.0,1435.0,1615.6666666666667,1655.6,5369_RI
2289,4506,2015,2015-08-16 13:10:00,MCG,5369,GC,55.0,1457.0,1588.0,1552.0,1545.0,5369_GC
2290,4507,2015,2015-08-16 15:20:00,Docklands,5370,WB,153.0,1907.0,1937.0,1821.6666666666667,1746.8,5370_WB
2291,4507,2015,2015-08-16 15:20:00,Docklands,5370,ME,55.0,1389.0,1489.0,1597.0,1611.6,5370_ME
2292,4508,2015,2015-08-16 16:40:00,Subiaco,5371,FR,80.0,1647.0,1817.0,1744.0,1660.0,5371_FR
2293,4508,2015,2015-08-16 16:40:00,Subiaco,5371,WC,104.0,1652.0,1477.0,1657.0,1689.4,5371_WC
2294,4509,2015,2015-08-21 19:50:00,Docklands,5372,HW,86.0,1571.0,1707.0,1697.3333333333333,1829.4,5372_HW
2295,4509,2015,2015-08-21 19:50:00,Docklands,5372,PA,108.0,1731.0,1768.0,1649.6666666666667,1617.2,5372_PA
2296,4510,2015,2015-08-22 13:45:00,MCG,5373,CO,56.0,1362.0,1667.0,1660.0,1630.8,5373_CO
2297,4510,2015,2015-08-22 13:45:00,MCG,5373,RI,147.0,1937.0,1844.0,1672.3333333333333,1680.0,5373_RI
2298,4511,2015,2015-08-22 14:10:00,Showgrounds,5374,SY,133.0,1793.0,1633.0,1733.6666666666667,1701.4,5374_SY
2299,4511,2015,2015-08-22 14:10:00,Showgrounds,5374,WS,44.0,1507.0,1531.0,1548.0,1610.6,5374_WS
2300,4512,2015,2015-08-22 16:35:00,Gold Coast,5375,GC,97.0,1629.0,1457.0,1552.3333333333333,1527.4,5375_GC
2301,4512,2015,2015-08-22 16:35:00,Gold Coast,5375,ES,95.0,1670.0,1562.0,1537.3333333333333,1590.4,5375_ES
2302,4513,2015,2015-08-22 19:20:00,Docklands,5376,SK,97.0,1571.0,1688.0,1551.6666666666667,1598.6,5376_SK
2303,4513,2015,2015-08-22 19:20:00,Docklands,5376,GE,97.0,1728.0,1593.0,1713.3333333333333,1713.6,5376_GE
2304,4514,2015,2015-08-22 19:40:00,Adelaide,5377,BL,44.0,1513.0,1874.0,1689.0,1645.8,5377_BL
2305,4514,2015,2015-08-22 19:40:00,Adelaide,5377,AD,131.0,1746.0,1738.0,1577.6666666666667,1607.0,5377_AD
2306,4515,2015,2015-08-23 13:10:00,Docklands,5378,FR,83.0,1569.0,1647.0,1767.3333333333333,1720.4,5378_FR
2307,4515,2015,2015-08-23 13:10:00,Docklands,5378,NM,94.0,1731.0,1615.0,1742.6666666666667,1751.4,5378_NM
2308,4516,2015,2015-08-23 15:20:00,MCG,5379,CA,78.0,1851.0,1426.0,1489.3333333333333,1449.0,5379_CA
2309,4516,2015,2015-08-23 15:20:00,MCG,5379,ME,55.0,1449.0,1389.0,1541.6666666666667,1570.6,5379_ME
2310,4517,2015,2015-08-23 16:40:00,Subiaco,5380,WB,85.0,1459.0,1907.0,1863.3333333333333,1777.2,5380_WB
2311,4517,2015,2015-08-23 16:40:00,Subiaco,5380,WC,162.0,1842.0,1652.0,1605.6666666666667,1653.2,5380_WC
2312,4518,2015,2015-08-28 19:50:00,MCG,5381,CO,110.0,1943.0,1362.0,1596.0,1572.0,5381_CO
2313,4518,2015,2015-08-28 19:50:00,MCG,5381,GE,62.0,1360.0,1728.0,1682.6666666666667,1712.4,5381_GE
2314,4519,2015,2015-08-29 13:45:00,Showgrounds,5382,CA,51.0,1364.0,1851.0,1605.3333333333333,1504.0,5382_CA
2315,4519,2015,2015-08-29 13:45:00,Showgrounds,5382,WS,132.0,1901.0,1507.0,1562.6666666666667,1556.6,5382_WS
2316,4520,2015,2015-08-29 14:10:00,Launceston,5383,BL,62.0,1353.0,1513.0,1700.0,1623.0,5383_BL
2317,4520,2015,2015-08-29 14:10:00,Launceston,5383,HW,134.0,1948.0,1571.0,1700.0,1753.0,5383_HW
2318,4521,2015,2015-08-29 16:35:00,Docklands,5384,WB,96.0,1725.0,1459.0,1767.6666666666667,1766.2,5384_WB
2319,4521,2015,2015-08-29 16:35:00,Docklands,5384,NM,73.0,1575.0,1731.0,1720.3333333333333,1745.4,5384_NM
2320,4522,2015,2015-08-29 19:20:00,MCG,5385,RI,74.0,1748.0,1937.0,1738.6666666666667,1725.6,5385_RI
2321,4522,2015,2015-08-29 19:20:00,MCG,5385,ES,47.0,1551.0,1670.0,1627.6666666666667,1616.4,5385_ES
2322,4523,2015,2015-08-29 19:20:00,Gold Coast,5386,PA,88.0,1802.0,1731.0,1620.6666666666667,1636.2,5386_PA
2323,4523,2015,2015-08-29 19:20:00,Gold Coast,5386,GC,51.0,1498.0,1629.0,1558.0,1548.4,5386_GC
2324,4524,2015,2015-08-30 13:10:00,Adelaide,5387,AD,126.0,1873.0,1746.0,1724.3333333333333,1622.8,5387_AD
2325,4524,2015,2015-08-30 13:10:00,Adelaide,5387,WC,69.0,1419.0,1842.0,1657.0,1693.0,5387_WC
2326,4525,2015,2015-08-30 15:20:00,Docklands,5388,SK,38.0,1329.0,1571.0,1580.3333333333333,1594.0,5388_SK
2327,4525,2015,2015-08-30 15:20:00,Docklands,5388,SY,135.0,1820.0,1793.0,1665.6666666666667,1709.0,5388_SY
2328,4526,2015,2015-08-30 16:40:00,Subiaco,5389,FR,108.0,1875.0,1569.0,1677.6666666666667,1689.6,5389_FR
2329,4526,2015,2015-08-30 16:40:00,Subiaco,5389,ME,54.0,1424.0,1449.0,1442.3333333333333,1525.8,5389_ME
2330,4527,2015,2015-09-04 19:50:00,Docklands,5390,NM,67.0,1516.0,1575.0,1640.3333333333333,1706.8,5390_NM
2331,4527,2015,2015-09-04 19:50:00,Docklands,5390,RI,108.0,1783.0,1748.0,1843.0,1740.4,5390_RI
2332,4528,2015,2015-09-05 13:05:00,Kardinia,5391,AD,80.0,1407.0,1873.0,1785.6666666666667,1670.4,5391_AD
2333,4528,2015,2015-09-05 13:05:00,Kardinia,5391,GE,119.0,1895.0,1360.0,1560.3333333333333,1645.6,5391_GE
2334,4529,2015,2015-09-05 13:45:00,Gabba,5392,BL,130.0,1861.0,1353.0,1580.0,1586.6,5392_BL
2335,4529,2015,2015-09-05 13:45:00,Gabba,5392,WB,122.0,1438.0,1725.0,1697.0,1754.8,5392_WB
2336,4530,2015,2015-09-05 15:50:00,Adelaide,5393,PA,122.0,1844.0,1802.0,1767.0,1696.4,5393_PA
2337,4530,2015,2015-09-05 15:50:00,Adelaide,5393,FR,53.0,1456.0,1875.0,1697.0,1749.2,5393_FR
2338,4531,2015,2015-09-05 16:40:00,MCG,5394,CA,56.0,1489.0,1364.0,1547.0,1536.6,5394_CA
2339,4531,2015,2015-09-05 16:40:00,MCG,5394,HW,113.0,1814.0,1948.0,1742.0,1722.2,5394_HW
2340,4532,2015,2015-09-05 19:20:00,SCG,5395,GC,64.0,1428.0,1498.0,1528.0,1556.8,5395_GC
2341,4532,2015,2015-09-05 19:20:00,SCG,5395,SY,127.0,1873.0,1820.0,1748.6666666666667,1762.8,5395_SY
2342,4533,2015,2015-09-05 19:40:00,Subiaco,5396,SK,30.0,1468.0,1329.0,1529.3333333333333,1511.0,5396_SK
2343,4533,2015,2015-09-05 19:40:00,Subiaco,5396,WC,125.0,1832.0,1419.0,1637.6666666666667,1615.6,5396_WC
2344,4534,2015,2015-09-06 13:10:00,Docklands,5397,WS,77.0,1449.0,1901.0,1646.3333333333333,1610.4,5397_WS
2345,4534,2015,2015-09-06 13:10:00,Docklands,5397,ME,103.0,1853.0,1424.0,1420.6666666666667,1499.6,5397_ME
2346,4535,2015,2015-09-06 15:20:00,MCG,5398,ES,95.0,1672.0,1551.0,1594.3333333333333,1566.6,5398_ES
2347,4535,2015,2015-09-06 15:20:00,MCG,5398,CO,92.0,1627.0,1943.0,1657.3333333333333,1657.0,5398_CO
2348,4536,2015,2015-09-11 00:20:00,Subiaco,5401,WC,96.0,1693.0,1832.0,1697.6666666666667,1644.4,5401_WC
2349,4536,2015,2015-09-11 00:20:00,Subiaco,5401,HW,64.0,1607.0,1814.0,1777.6666666666667,1772.4,5401_HW
2350,4537,2015,2015-09-12 15:20:00,Subiaco,5402,FR,69.0,1673.0,1456.0,1633.3333333333333,1672.8,5402_FR
2351,4537,2015,2015-09-12 15:20:00,Subiaco,5402,SY,60.0,1625.0,1873.0,1828.6666666666667,1738.0,5402_SY
2352,4538,2015,2015-09-12 19:20:00,MCG,5403,WB,102.0,1666.0,1438.0,1540.6666666666667,1693.2,5403_WB
2353,4538,2015,2015-09-12 19:20:00,MCG,5403,AD,109.0,1548.0,1407.0,1675.3333333333333,1690.6,5403_AD
2354,4539,2015,2015-09-13 15:20:00,MCG,5404,RI,88.0,1524.0,1783.0,1822.6666666666667,1749.4,5404_RI
2355,4539,2015,2015-09-13 15:20:00,MCG,5404,NM,105.0,1775.0,1516.0,1607.3333333333333,1650.4,5404_NM
2356,4540,2015,2015-09-18 19:50:00,MCG,5405,HW,135.0,1903.0,1607.0,1789.6666666666667,1729.4,5405_HW
2357,4540,2015,2015-09-18 19:50:00,MCG,5405,AD,61.0,1395.0,1548.0,1609.3333333333333,1662.4,5405_AD
2358,4541,2015,2015-09-19 19:20:00,Homebush,5406,SY,51.0,1600.0,1625.0,1772.6666666666667,1748.8,5406_SY
2359,4541,2015,2015-09-19 19:20:00,Homebush,5406,NM,77.0,1702.0,1775.0,1622.0,1642.4,5406_NM
2360,4542,2015,2015-09-25 20:20:00,Subiaco,5407,HW,94.0,1720.0,1903.0,1774.6666666666667,1768.6,5407_HW
2361,4542,2015,2015-09-25 20:20:00,Subiaco,5407,FR,67.0,1578.0,1673.0,1668.0,1644.0,5407_FR
2362,4543,2015,2015-09-26 19:45:00,Subiaco,5408,NM,55.0,1564.0,1702.0,1664.3333333333333,1659.8,5408_NM
2363,4543,2015,2015-09-26 19:45:00,Subiaco,5408,WC,80.0,1739.0,1693.0,1648.0,1687.6,5408_WC
2364,4544,2015,2015-10-03 14:30:00,MCG,5409,HW,107.0,1996.0,1720.0,1743.3333333333333,1798.4,5409_HW
2365,4544,2015,2015-10-03 14:30:00,MCG,5409,WC,61.0,1307.0,1739.0,1754.6666666666667,1705.0,5409_WC
2366,4572,2016,2016-03-24 19:20:00,MCG,5601,CA,83.0,1356.0,1489.0,1568.0,1533.8,5601_CA
2367,4572,2016,2016-03-24 19:20:00,MCG,5601,RI,92.0,1548.0,1524.0,1685.0,1767.2,5601_RI
2368,4573,2016,2016-03-26 13:40:00,MCG,5602,ME,80.0,1643.0,1853.0,1575.3333333333333,1520.8,5602_ME
2369,4573,2016,2016-03-26 13:40:00,MCG,5602,WS,78.0,1660.0,1449.0,1619.0,1607.6,5602_WS
2370,4574,2016,2016-03-26 16:35:00,Gold Coast,5603,ES,60.0,1420.0,1672.0,1631.0,1621.2,5603_ES
2371,4574,2016,2016-03-26 16:35:00,Gold Coast,5603,GC,121.0,1881.0,1428.0,1518.3333333333333,1520.0,5603_GC
2372,4575,2016,2016-03-26 19:25:00,Docklands,5604,NM,107.0,1750.0,1564.0,1680.3333333333333,1626.4,5604_NM
2373,4575,2016,2016-03-26 19:25:00,Docklands,5604,AD,97.0,1548.0,1395.0,1450.0,1593.8,5604_AD
2374,4576,2016,2016-03-26 19:25:00,SCG,5605,SY,133.0,1908.0,1600.0,1699.3333333333333,1742.2,5605_SY
2375,4576,2016,2016-03-26 19:25:00,SCG,5605,CO,53.0,1388.0,1627.0,1644.0,1671.6,5605_CO
2376,4577,2016,2016-03-27 13:10:00,Docklands,5606,WB,103.0,1993.0,1666.0,1609.6666666666667,1639.0,5606_WB
2377,4577,2016,2016-03-27 13:10:00,Docklands,5606,FR,38.0,1308.0,1578.0,1569.0,1630.2,5606_FR
2378,4578,2016,2016-03-27 15:20:00,Adelaide,5607,PA,133.0,1697.0,1844.0,1792.3333333333333,1701.6,5607_PA
2379,4578,2016,2016-03-27 15:20:00,Adelaide,5607,SK,100.0,1601.0,1468.0,1456.0,1507.6,5607_SK
2380,4579,2016,2016-03-27 19:40:00,Subiaco,5608,BL,102.0,1375.0,1861.0,1575.6666666666667,1662.8,5608_BL
2381,4579,2016,2016-03-27 19:40:00,Subiaco,5608,WC,166.0,1922.0,1307.0,1579.6666666666667,1598.0,5608_WC
2382,4580,2016,2016-03-28 15:20:00,MCG,5609,GE,116.0,1537.0,1895.0,1661.0,1660.6,5609_GE
2383,4580,2016,2016-03-28 15:20:00,MCG,5609,HW,86.0,1871.0,1996.0,1873.0,1808.0,5609_HW
2384,4581,2016,2016-04-01 19:50:00,MCG,5610,RI,86.0,1728.0,1548.0,1618.3333333333333,1708.0,5610_RI
2385,4581,2016,2016-04-01 19:50:00,MCG,5610,CO,87.0,1574.0,1388.0,1652.6666666666667,1597.4,5610_CO
2386,4582,2016,2016-04-02 13:45:00,Adelaide,5611,PA,86.0,1364.0,1697.0,1781.0,1768.4,5611_PA
2387,4582,2016,2016-04-02 13:45:00,Adelaide,5611,AD,144.0,1935.0,1548.0,1497.0,1554.2,5611_AD
2388,4583,2016,2016-04-02 14:10:00,MCG,5612,ME,67.0,1402.0,1643.0,1640.0,1551.6,5612_ME
2389,4583,2016,2016-04-02 14:10:00,MCG,5612,ES,80.0,1899.0,1420.0,1547.6666666666667,1575.0,5612_ES
2390,4584,2016,2016-04-02 16:35:00,Gabba,5613,BL,83.0,1523.0,1375.0,1529.6666666666667,1595.2,5613_BL
2391,4584,2016,2016-04-02 16:35:00,Gabba,5613,NM,117.0,1780.0,1750.0,1672.0,1661.4,5613_NM
2392,4585,2016,2016-04-02 19:25:00,Docklands,5614,SK,36.0,1434.0,1601.0,1466.0,1531.4,5614_SK
2393,4585,2016,2016-04-02 19:25:00,Docklands,5614,WB,93.0,1865.0,1993.0,1699.0,1656.2,5614_WB
2394,4586,2016,2016-04-02 19:40:00,Subiaco,5615,GC,126.0,1719.0,1881.0,1602.3333333333333,1578.6,5615_GC
2395,4586,2016,2016-04-02 19:40:00,Subiaco,5615,FR,100.0,1582.0,1308.0,1519.6666666666667,1578.0,5615_FR
2396,4587,2016,2016-04-03 13:10:00,Manuka,5616,GE,76.0,1537.0,1537.0,1597.3333333333333,1622.6,5616_GE
2397,4587,2016,2016-04-03 13:10:00,Manuka,5616,WS,89.0,1764.0,1660.0,1670.0,1609.6,5616_WS
2398,4588,2016,2016-04-03 15:20:00,MCG,5617,HW,99.0,1968.0,1871.0,1862.3333333333333,1819.4,5617_HW
2399,4588,2016,2016-04-03 15:20:00,MCG,5617,WC,53.0,1329.0,1922.0,1656.0,1698.6,5617_WC
2400,4589,2016,2016-04-03 16:40:00,Docklands,5618,CA,71.0,1513.0,1356.0,1403.0,1497.2,5618_CA
