,index,year,gametime (AET),ground,FanFooty draw ID,team,score,SC_total,previous SC match score,rolling 3 round SC match average,rolling 5 round SC match average,match_identifier
635,3534,2011,2011-08-13 14:10:00,MCG,3857,PA,32.0,1132.0,1219.0,1438.3333333333333,1478.6,3857_PA
636,3535,2011,2011-08-13 15:10:00,Subiaco,3858,CA,115.0,1843.0,1809.0,1797.3333333333333,1742.8,3858_CA
637,3535,2011,2011-08-13 15:10:00,Subiaco,3858,FR,85.0,1459.0,1492.0,1543.3333333333333,1611.4,3858_FR
638,3536,2011,2011-08-13 19:10:00,Docklands,3859,WB,101.0,1483.0,1466.0,1498.6666666666667,1564.2,3859_WB
639,3536,2011,2011-08-13 19:10:00,Docklands,3859,ES,150.0,1820.0,1769.0,1591.6666666666667,1648.8,3859_ES
640,3537,2011,2011-08-13 19:10:00,Gabba,3860,BL,123.0,1828.0,1676.0,1606.6666666666667,1595.2,3860_BL
641,3537,2011,2011-08-13 19:10:00,Gabba,3860,GC,61.0,1477.0,1249.0,1389.6666666666667,1452.4,3860_GC
642,3538,2011,2011-08-14 13:10:00,Docklands,3861,ME,62.0,1619.0,1492.0,1374.6666666666667,1476.6,3861_ME
643,3538,2011,2011-08-14 13:10:00,Docklands,3861,WC,110.0,1683.0,1803.0,1784.6666666666667,1718.8,3861_WC
644,3539,2011,2011-08-14 14:10:00,MCG,3862,RI,99.0,1772.0,1500.0,1574.3333333333333,1530.8,3862_RI
645,3539,2011,2011-08-14 14:10:00,MCG,3862,SY,56.0,1528.0,1528.0,1668.3333333333333,1671.4,3862_SY
646,3540,2011,2011-08-14 16:40:00,Footy Park,3863,GE,96.0,1649.0,2052.0,1999.6666666666667,1863.6,3863_GE
647,3540,2011,2011-08-14 16:40:00,Footy Park,3863,AD,85.0,1650.0,1624.0,1569.0,1607.2,3863_AD
648,3541,2011,2011-08-19 19:40:00,Docklands,3864,CA,66.0,1611.0,1843.0,1810.3333333333333,1767.6,3864_CA
649,3541,2011,2011-08-19 19:40:00,Docklands,3864,HW,78.0,1685.0,2169.0,1906.0,1873.0,3864_HW
650,3542,2011,2011-08-20 14:10:00,Gold Coast,3865,GC,64.0,1459.0,1477.0,1407.0,1448.4,3865_GC
651,3542,2011,2011-08-20 14:10:00,Gold Coast,3865,AD,125.0,1840.0,1650.0,1692.0,1585.6,3865_AD
652,3543,2011,2011-08-20 15:10:00,Subiaco,3866,WC,134.0,1682.0,1683.0,1772.6666666666667,1719.8,3866_WC
653,3543,2011,2011-08-20 15:10:00,Subiaco,3866,ES,77.0,1618.0,1820.0,1698.6666666666667,1665.0,3866_ES
654,3544,2011,2011-08-20 19:10:00,Docklands,3867,NM,143.0,1842.0,1503.0,1595.6666666666667,1576.8,3867_NM
655,3544,2011,2011-08-20 19:10:00,Docklands,3867,FR,45.0,1459.0,1459.0,1502.0,1545.4,3867_FR
656,3545,2011,2011-08-20 19:10:00,MCG,3868,CO,102.0,1726.0,1697.0,1857.6666666666667,1830.0,3868_CO
657,3545,2011,2011-08-20 19:10:00,MCG,3868,BL,84.0,1573.0,1828.0,1680.6666666666667,1620.4,3868_BL
658,3546,2011,2011-08-21 13:10:00,Homebush,3869,SY,83.0,1738.0,1528.0,1623.3333333333333,1667.2,3869_SY
659,3546,2011,2011-08-21 13:10:00,Homebush,3869,SK,68.0,1565.0,1607.0,1738.6666666666667,1794.8,3869_SK
660,3547,2011,2011-08-21 15:10:00,Footy Park,3870,PA,97.0,1494.0,1132.0,1283.3333333333333,1386.0,3870_PA
661,3547,2011,2011-08-21 15:10:00,Footy Park,3870,WB,157.0,1802.0,1483.0,1478.6666666666667,1512.2,3870_WB
662,3548,2011,2011-08-21 16:40:00,MCG,3871,ME,110.0,1608.0,1619.0,1415.3333333333333,1489.2,3871_ME
663,3548,2011,2011-08-21 16:40:00,MCG,3871,RI,117.0,1695.0,1772.0,1598.0,1611.4,3871_RI
664,3549,2011,2011-08-26 20:40:00,Subiaco,3872,CO,132.0,1897.0,1726.0,1835.6666666666667,1835.6,3872_CO
665,3549,2011,2011-08-26 20:40:00,Subiaco,3872,FR,52.0,1403.0,1459.0,1470.0,1509.6,3872_FR
666,3550,2011,2011-08-27 14:10:00,MCG,3873,HW,113.0,1866.0,1685.0,1885.0,1841.4,3873_HW
667,3550,2011,2011-08-27 14:10:00,MCG,3873,WB,67.0,1436.0,1802.0,1583.6666666666667,1556.2,3873_WB
668,3551,2011,2011-08-27 14:10:00,Kardinia,3874,SY,99.0,1632.0,1738.0,1598.0,1654.2,3874_SY
669,3551,2011,2011-08-27 14:10:00,Kardinia,3874,GE,86.0,1669.0,1649.0,1956.0,1868.6,3874_GE
670,3552,2011,2011-08-27 19:10:00,Docklands,3875,NM,70.0,1471.0,1842.0,1622.3333333333333,1676.8,3875_NM
671,3552,2011,2011-08-27 19:10:00,Docklands,3875,SK,135.0,1826.0,1565.0,1659.6666666666667,1760.0,3875_SK
672,3553,2011,2011-08-27 19:10:00,Gabba,3876,BL,81.0,1715.0,1573.0,1692.3333333333333,1644.2,3876_BL
673,3553,2011,2011-08-27 19:10:00,Gabba,3876,WC,89.0,1586.0,1682.0,1722.6666666666667,1743.8,3876_WC
674,3554,2011,2011-08-28 13:10:00,Footy Park,3877,RI,121.0,1624.0,1695.0,1655.6666666666667,1638.0,3877_RI
675,3554,2011,2011-08-28 13:10:00,Footy Park,3877,AD,99.0,1679.0,1840.0,1704.6666666666667,1639.4,3877_AD
676,3555,2011,2011-08-28 14:10:00,MCG,3878,GC,82.0,1523.0,1459.0,1395.0,1421.0,3878_GC
677,3555,2011,2011-08-28 14:10:00,MCG,3878,ME,112.0,1774.0,1608.0,1573.0,1470.2,3878_ME
678,3556,2011,2011-08-28 16:40:00,Docklands,3879,ES,120.0,1810.0,1618.0,1735.6666666666667,1642.6,3879_ES
679,3556,2011,2011-08-28 16:40:00,Docklands,3879,PA,113.0,1495.0,1494.0,1281.6666666666667,1388.2,3879_PA
680,3557,2011,2011-09-02 19:10:00,MCG,3884,CA,66.0,1684.0,1611.0,1754.3333333333333,1769.2,3884_CA
681,3557,2011,2011-09-02 19:10:00,MCG,3884,SK,86.0,1617.0,1826.0,1666.0,1721.4,3884_SK
682,3558,2011,2011-09-02 19:40:00,MCG,3880,CO,53.0,1417.0,1897.0,1773.3333333333333,1839.2,3880_CO
683,3558,2011,2011-09-02 19:40:00,MCG,3880,GE,149.0,1888.0,1669.0,1790.0,1863.4,3880_GE
684,3559,2011,2011-09-03 13:10:00,Gold Coast,3881,GC,97.0,1577.0,1523.0,1486.3333333333333,1440.6,3881_GC
685,3559,2011,2011-09-03 13:10:00,Gold Coast,3881,HW,106.0,1725.0,1866.0,1906.6666666666667,1853.8,3881_HW
686,3560,2011,2011-09-03 14:10:00,Docklands,3882,FR,61.0,1539.0,1403.0,1440.3333333333333,1473.6,3882_FR
687,3560,2011,2011-09-03 14:10:00,Docklands,3882,WB,107.0,1759.0,1436.0,1573.6666666666667,1534.8,3882_WB
688,3561,2011,2011-09-03 16:10:00,SCG,3883,BL,67.0,1464.0,1715.0,1705.3333333333333,1666.0,3883_BL
689,3561,2011,2011-09-03 16:10:00,SCG,3883,SY,119.0,1843.0,1632.0,1632.6666666666667,1648.0,3883_SY
690,3562,2011,2011-09-03 19:10:00,Subiaco,3885,AD,50.0,1409.0,1679.0,1723.0,1719.0,3885_AD
691,3562,2011,2011-09-03 19:10:00,Subiaco,3885,WC,145.0,1891.0,1586.0,1650.3333333333333,1717.2,3885_WC
692,3563,2011,2011-09-04 15:10:00,Adelaide,3886,PA,112.0,1790.0,1495.0,1373.6666666666667,1367.8,3886_PA
693,3563,2011,2011-09-04 15:10:00,Adelaide,3886,ME,104.0,1539.0,1774.0,1667.0,1525.6,3886_ME
694,3564,2011,2011-09-04 16:40:00,Docklands,3887,RI,91.0,1474.0,1624.0,1697.0,1622.6,3887_RI
695,3564,2011,2011-09-04 16:40:00,Docklands,3887,NM,104.0,1824.0,1471.0,1605.3333333333333,1620.0,3887_NM
696,3565,2011,2011-09-09 19:45:00,MCG,3888,HW,67.0,1724.0,1725.0,1758.6666666666667,1849.2,3888_HW
697,3565,2011,2011-09-09 19:45:00,MCG,3888,GE,98.0,1580.0,1888.0,1735.3333333333333,1885.0,3888_GE
698,3566,2011,2011-09-10 14:20:00,MCG,3889,WC,62.0,1528.0,1891.0,1719.6666666666667,1729.0,3889_WC
699,3566,2011,2011-09-10 14:20:00,MCG,3889,CO,82.0,1774.0,1417.0,1680.0,1764.2,3889_CO
700,3567,2011,2011-09-10 19:20:00,Docklands,3890,SK,57.0,1630.0,1617.0,1669.3333333333333,1684.4,3890_SK
701,3567,2011,2011-09-10 19:20:00,Docklands,3890,SY,82.0,1674.0,1843.0,1737.6666666666667,1653.8,3890_SY
702,3568,2011,2011-09-11 14:40:00,MCG,3891,ES,87.0,1393.0,1810.0,1749.3333333333333,1704.8,3891_ES
703,3568,2011,2011-09-11 14:40:00,MCG,3891,CA,149.0,1905.0,1684.0,1712.6666666666667,1745.2,3891_CA
704,3569,2011,2011-09-16 19:45:00,MCG,3892,SY,86.0,1505.0,1674.0,1716.3333333333333,1683.0,3892_SY
705,3569,2011,2011-09-16 19:45:00,MCG,3892,HW,122.0,1795.0,1724.0,1771.6666666666667,1833.8,3892_HW
706,3570,2011,2011-09-17 19:50:00,Subiaco,3893,WC,101.0,1732.0,1528.0,1668.3333333333333,1674.0,3893_WC
707,3570,2011,2011-09-17 19:50:00,Subiaco,3893,CA,98.0,1568.0,1905.0,1733.3333333333333,1770.4,3893_CA
708,3571,2011,2011-09-23 19:45:00,MCG,3894,CO,68.0,1658.0,1774.0,1696.0,1702.2,3894_CO
709,3571,2011,2011-09-23 19:45:00,MCG,3894,HW,65.0,1643.0,1795.0,1748.0,1759.0,3894_HW
710,3572,2011,2011-09-24 14:20:00,MCG,3895,GE,117.0,1858.0,1580.0,1712.3333333333333,1767.6,3895_GE
711,3572,2011,2011-09-24 14:20:00,MCG,3895,WC,69.0,1445.0,1732.0,1717.0,1683.8,3895_WC
712,3573,2011,2011-10-01 14:30:00,MCG,3896,GE,119.0,1620.0,1858.0,1775.3333333333333,1728.8,3896_GE
713,3573,2011,2011-10-01 14:30:00,MCG,3896,CO,81.0,1682.0,1658.0,1616.3333333333333,1694.4,3896_CO
714,3619,2012,2012-03-24 19:20:00,Homebush,4001,SY,100.0,1798.0,1505.0,1674.0,1678.4,4001_SY
715,3619,2012,2012-03-24 19:20:00,Homebush,4001,WS,37.0,1478.0,,,,4001_WS
716,3620,2012,2012-03-29 19:45:00,MCG,4002,CA,125.0,1780.0,1568.0,1719.0,1722.2,4002_CA
717,3620,2012,2012-03-29 19:45:00,MCG,4002,RI,81.0,1517.0,1474.0,1597.6666666666667,1613.0,4002_RI
718,3621,2012,2012-03-30 19:50:00,MCG,4003,HW,137.0,1754.0,1643.0,1720.6666666666667,1750.6,4003_HW
719,3621,2012,2012-03-30 19:50:00,MCG,4003,CO,115.0,1546.0,1682.0,1704.6666666666667,1685.6,4003_CO
720,3622,2012,2012-03-31 13:45:00,MCG,4004,ME,78.0,1448.0,1539.0,1640.3333333333333,1606.4,4004_ME
721,3622,2012,2012-03-31 13:45:00,MCG,4004,BL,119.0,1853.0,1464.0,1584.0,1651.2,4004_BL
722,3623,2012,2012-03-31 16:45:00,Gold Coast,4005,GC,68.0,1416.0,1577.0,1519.6666666666667,1457.0,4005_GC
723,3623,2012,2012-03-31 16:45:00,Gold Coast,4005,AD,137.0,1874.0,1409.0,1642.6666666666667,1640.4,4005_AD
724,3624,2012,2012-03-31 19:45:00,Subiaco,4006,GE,101.0,1572.0,1620.0,1686.0,1723.0,4006_GE
725,3624,2012,2012-03-31 19:45:00,Subiaco,4006,FR,105.0,1729.0,1539.0,1467.0,1470.4,4006_FR
726,3625,2012,2012-03-31 19:45:00,Docklands,4007,ES,104.0,1734.0,1393.0,1607.0,1682.0,4007_ES
727,3625,2012,2012-03-31 19:45:00,Docklands,4007,NM,102.0,1564.0,1824.0,1712.3333333333333,1632.4,4007_NM
728,3626,2012,2012-04-01 13:10:00,Docklands,4008,WB,87.0,1577.0,1759.0,1665.6666666666667,1589.2,4008_WB
729,3626,2012,2012-04-01 13:10:00,Docklands,4008,WC,136.0,1725.0,1445.0,1568.3333333333333,1636.4,4008_WC
730,3627,2012,2012-04-01 16:40:00,Footy Park,4009,PA,89.0,1647.0,1790.0,1593.0,1426.0,4009_PA
731,3627,2012,2012-04-01 16:40:00,Footy Park,4009,SK,85.0,1654.0,1630.0,1691.0,1649.0,4009_SK
732,3628,2012,2012-04-05 19:40:00,Gabba,4010,BL,63.0,1373.0,1853.0,1677.3333333333333,1686.6,4010_BL
733,3628,2012,2012-04-05 19:40:00,Gabba,4010,CA,154.0,1929.0,1780.0,1751.0,1709.6,4010_CA
734,3629,2012,2012-04-07 13:45:00,Docklands,4011,ES,111.0,1775.0,1734.0,1645.6666666666667,1675.0,4011_ES
735,3629,2012,2012-04-07 13:45:00,Docklands,4011,PA,86.0,1500.0,1647.0,1644.0,1511.6,4011_PA
736,3630,2012,2012-04-07 14:10:00,SCG,4012,SY,94.0,1640.0,1798.0,1659.0,1690.4,4012_SY
737,3630,2012,2012-04-07 14:10:00,SCG,4012,FR,81.0,1618.0,1729.0,1557.0,1517.8,4012_FR
738,3631,2012,2012-04-07 16:40:00,Subiaco,4013,ME,58.0,1294.0,1448.0,1587.0,1597.6,4013_ME
739,3631,2012,2012-04-07 16:40:00,Subiaco,4013,WC,166.0,1923.0,1725.0,1634.0,1664.2,4013_WC
740,3632,2012,2012-04-07 19:40:00,MCG,4014,CO,85.0,1603.0,1546.0,1628.6666666666667,1615.4,4014_CO
741,3632,2012,2012-04-07 19:40:00,MCG,4014,RI,64.0,1674.0,1517.0,1538.3333333333333,1616.4,4014_RI
742,3633,2012,2012-04-07 19:40:00,Footy Park,4015,WB,64.0,1621.0,1577.0,1590.6666666666667,1611.4,4015_WB
743,3633,2012,2012-04-07 19:40:00,Footy Park,4015,AD,82.0,1618.0,1874.0,1654.0,1690.4,4015_AD
744,3634,2012,2012-04-08 13:10:00,Hobart,4016,NM,183.0,2012.0,1564.0,1619.6666666666667,1640.8,4016_NM
745,3634,2012,2012-04-08 13:10:00,Hobart,4016,WS,54.0,1287.0,1478.0,1478.0,1478.0,4016_WS
746,3635,2012,2012-04-08 16:40:00,Docklands,4017,GC,47.0,1328.0,1416.0,1505.3333333333333,1490.4,4017_GC
747,3635,2012,2012-04-08 16:40:00,Docklands,4017,SK,139.0,1975.0,1654.0,1633.6666666666667,1658.4,4017_SK
748,3636,2012,2012-04-09 15:10:00,MCG,4018,HW,90.0,1699.0,1754.0,1730.6666666666667,1728.2,4018_HW
749,3636,2012,2012-04-09 15:10:00,MCG,4018,GE,92.0,1600.0,1572.0,1683.3333333333333,1703.6,4018_GE
750,3637,2012,2012-04-13 19:50:00,MCG,4019,CO,62.0,1445.0,1603.0,1610.3333333333333,1652.6,4019_CO
751,3637,2012,2012-04-13 19:50:00,MCG,4019,CA,122.0,1854.0,1929.0,1759.0,1773.2,4019_CA
752,3638,2012,2012-04-14 13:45:00,MCG,4020,ME,74.0,1390.0,1294.0,1427.0,1532.6,4020_ME
753,3638,2012,2012-04-14 13:45:00,MCG,4020,RI,133.0,1908.0,1674.0,1555.0,1596.8,4020_RI
754,3639,2012,2012-04-14 14:10:00,Footy Park,4021,SY,105.0,1665.0,1640.0,1647.6666666666667,1692.0,4021_SY
755,3639,2012,2012-04-14 14:10:00,Footy Park,4021,PA,83.0,1636.0,1500.0,1645.6666666666667,1585.2,4021_PA
756,3640,2012,2012-04-14 16:40:00,Subiaco,4022,FR,64.0,1864.0,1618.0,1628.6666666666667,1549.6,4022_FR
757,3640,2012,2012-04-14 16:40:00,Subiaco,4022,BL,35.0,1439.0,1373.0,1563.3333333333333,1595.6,4022_BL
758,3641,2012,2012-04-14 19:40:00,Gold Coast,4023,GC,88.0,1536.0,1328.0,1440.3333333333333,1460.6,4023_GC
759,3641,2012,2012-04-14 19:40:00,Gold Coast,4023,ES,105.0,1762.0,1775.0,1634.0,1666.0,4023_ES
760,3642,2012,2012-04-14 19:40:00,Docklands,4024,SK,103.0,1881.0,1975.0,1753.0,1740.4,4024_SK
761,3642,2012,2012-04-14 19:40:00,Docklands,4024,WB,40.0,1420.0,1621.0,1652.3333333333333,1639.0,4024_WB
762,3643,2012,2012-04-15 13:10:00,Blacktown,4025,WC,150.0,1839.0,1923.0,1697.6666666666667,1670.6,4025_WC
763,3643,2012,2012-04-15 13:10:00,Blacktown,4025,WS,69.0,1463.0,1287.0,1382.5,1382.5,4025_WS
764,3644,2012,2012-04-15 15:15:00,MCG,4026,AD,84.0,1347.0,1618.0,1633.6666666666667,1684.0,4026_AD
765,3644,2012,2012-04-15 15:15:00,MCG,4026,HW,140.0,1957.0,1699.0,1698.6666666666667,1723.0,4026_HW
766,3645,2012,2012-04-15 16:40:00,Docklands,4027,NM,131.0,1766.0,2012.0,1800.0,1742.6,4027_NM
767,3645,2012,2012-04-15 16:40:00,Docklands,4027,GE,114.0,1533.0,1600.0,1597.3333333333333,1646.0,4027_GE
768,3646,2012,2012-04-20 19:50:00,Docklands,4028,FR,92.0,1680.0,1864.0,1737.0,1630.6,4028_FR
769,3646,2012,2012-04-20 19:50:00,Docklands,4028,SK,79.0,1619.0,1881.0,1836.6666666666667,1751.4,4028_SK
770,3647,2012,2012-04-21 13:45:00,MCG,4029,ES,109.0,1791.0,1762.0,1757.0,1694.8,4029_ES
771,3647,2012,2012-04-21 13:45:00,MCG,4029,CA,79.0,1510.0,1854.0,1854.3333333333333,1807.2,4029_CA
772,3648,2012,2012-04-21 14:10:00,Docklands,4030,PA,73.0,1573.0,1636.0,1594.3333333333333,1613.6,4030_PA
773,3648,2012,2012-04-21 14:10:00,Docklands,4030,CO,97.0,1727.0,1445.0,1531.3333333333333,1586.8,4030_CO
774,3649,2012,2012-04-21 16:40:00,Footy Park,4031,WS,50.0,1559.0,1463.0,1409.3333333333333,1409.3333333333333,4031_WS
775,3649,2012,2012-04-21 16:40:00,Footy Park,4031,AD,96.0,1743.0,1347.0,1613.0,1585.4,4031_AD
776,3650,2012,2012-04-21 19:40:00,Subiaco,4032,HW,46.0,1589.0,1957.0,1803.3333333333333,1769.6,4032_HW
777,3650,2012,2012-04-21 19:40:00,Subiaco,4032,WC,51.0,1709.0,1839.0,1829.0,1732.8,4032_WC
778,3651,2012,2012-04-21 19:40:00,Gabba,4033,GC,46.0,1399.0,1536.0,1426.6666666666667,1476.0,4033_GC
779,3651,2012,2012-04-21 19:40:00,Gabba,4033,BL,111.0,1811.0,1439.0,1555.0,1568.8,4033_BL
780,3652,2012,2012-04-22 13:10:00,Kardinia,4034,RI,65.0,1609.0,1908.0,1699.6666666666667,1639.4,4034_RI
781,3652,2012,2012-04-22 13:10:00,Kardinia,4034,GE,75.0,1692.0,1533.0,1568.3333333333333,1636.6,4034_GE
782,3653,2012,2012-04-22 15:15:00,SCG,4035,NM,77.0,1499.0,1766.0,1780.6666666666667,1727.4,4035_NM
783,3653,2012,2012-04-22 15:15:00,SCG,4035,SY,113.0,1579.0,1665.0,1701.0,1656.4,4035_SY
784,3654,2012,2012-04-22 16:40:00,MCG,4036,WB,88.0,1796.0,1420.0,1539.3333333333333,1562.6,4036_WB
785,3654,2012,2012-04-22 16:40:00,MCG,4036,ME,67.0,1461.0,1390.0,1377.3333333333333,1489.0,4036_ME
786,3655,2012,2012-04-25 14:40:00,MCG,4037,CO,80.0,1681.0,1727.0,1591.6666666666667,1600.6,4037_CO
787,3655,2012,2012-04-25 14:40:00,MCG,4037,ES,79.0,1616.0,1791.0,1776.0,1691.0,4037_ES
788,3656,2012,2012-04-27 20:45:00,Subiaco,4038,FR,57.0,1649.0,1680.0,1720.6666666666667,1686.0,4038_FR
789,3656,2012,2012-04-27 20:45:00,Subiaco,4038,CA,65.0,1650.0,1510.0,1764.3333333333333,1728.2,4038_CA
790,3657,2012,2012-04-28 13:45:00,Manuka,4039,WS,62.0,1515.0,1559.0,1436.3333333333333,1446.75,4039_WS
791,3657,2012,2012-04-28 13:45:00,Manuka,4039,WB,104.0,1785.0,1796.0,1612.3333333333333,1634.6,4039_WB
792,3658,2012,2012-04-28 16:40:00,Docklands,4040,NM,127.0,1859.0,1499.0,1759.0,1733.0,4040_NM
793,3658,2012,2012-04-28 16:40:00,Docklands,4040,GC,93.0,1442.0,1399.0,1421.0,1451.2,4040_GC
794,3659,2012,2012-04-28 19:40:00,MCG,4041,ME,66.0,1664.0,1461.0,1381.6666666666667,1426.4,4041_ME
795,3659,2012,2012-04-28 19:40:00,MCG,4041,SK,84.0,1636.0,1619.0,1825.0,1751.8,4041_SK
796,3660,2012,2012-04-28 19:45:00,Gabba,4042,BL,41.0,1566.0,1811.0,1541.0,1588.0,4042_BL
797,3660,2012,2012-04-28 19:45:00,Gabba,4042,GE,79.0,1738.0,1692.0,1608.3333333333333,1603.4,4042_GE
798,3661,2012,2012-04-29 13:10:00,Launceston,4043,HW,69.0,1539.0,1589.0,1748.3333333333333,1728.4,4043_HW
799,3661,2012,2012-04-29 13:10:00,Launceston,4043,SY,106.0,1758.0,1579.0,1628.0,1637.4,4043_SY
800,3662,2012,2012-04-29 15:15:00,Docklands,4044,RI,97.0,1656.0,1609.0,1730.3333333333333,1636.4,4044_RI
801,3662,2012,2012-04-29 15:15:00,Docklands,4044,WC,107.0,1645.0,1709.0,1823.6666666666667,1728.2,4044_WC
802,3663,2012,2012-04-29 16:40:00,Footy Park,4045,AD,110.0,1742.0,1743.0,1569.3333333333333,1598.2,4045_AD
803,3663,2012,2012-04-29 16:40:00,Footy Park,4045,PA,91.0,1556.0,1573.0,1569.6666666666667,1629.2,4045_PA
804,3664,2012,2012-05-04 19:50:00,Docklands,4046,CO,98.0,1655.0,1681.0,1617.6666666666667,1600.4,4046_CO
805,3664,2012,2012-05-04 19:50:00,Docklands,4046,WB,77.0,1646.0,1785.0,1667.0,1639.8,4046_WB
806,3665,2012,2012-05-05 13:40:00,Docklands,4047,ES,129.0,1949.0,1616.0,1723.0,1735.6,4047_ES
807,3665,2012,2012-05-05 13:40:00,Docklands,4047,BL,62.0,1351.0,1566.0,1605.3333333333333,1608.4,4047_BL
808,3666,2012,2012-05-05 13:45:00,Kardinia,4048,ME,76.0,1401.0,1664.0,1505.0,1451.4,4048_ME
809,3666,2012,2012-05-05 13:45:00,Kardinia,4048,GE,119.0,1900.0,1738.0,1654.3333333333333,1627.0,4048_GE
810,3667,2012,2012-05-05 16:40:00,Gold Coast,4049,FR,94.0,1722.0,1649.0,1731.0,1708.0,4049_FR
811,3667,2012,2012-05-05 16:40:00,Gold Coast,4049,GC,87.0,1560.0,1442.0,1459.0,1424.2,4049_GC
812,3668,2012,2012-05-05 19:40:00,MCG,4050,SK,88.0,1506.0,1636.0,1712.0,1753.0,4050_SK
813,3668,2012,2012-05-05 19:40:00,MCG,4050,HW,123.0,1793.0,1539.0,1695.0,1707.6,4050_HW
814,3669,2012,2012-05-05 19:40:00,SCG,4051,SY,94.0,1608.0,1758.0,1667.3333333333333,1688.0,4051_SY
815,3669,2012,2012-05-05 19:40:00,SCG,4051,AD,99.0,1692.0,1742.0,1610.6666666666667,1664.8,4051_AD
816,3670,2012,2012-05-06 13:10:00,Docklands,4052,WS,43.0,1512.0,1515.0,1512.3333333333333,1460.4,4052_WS
817,3670,2012,2012-05-06 13:10:00,Docklands,4052,CA,110.0,1789.0,1650.0,1671.3333333333333,1744.6,4052_CA
818,3671,2012,2012-05-06 15:15:00,Footy Park,4053,PA,54.0,1488.0,1556.0,1588.3333333333333,1582.4,4053_PA
819,3671,2012,2012-05-06 15:15:00,Footy Park,4053,RI,91.0,1811.0,1656.0,1724.3333333333333,1672.8,4053_RI
820,3672,2012,2012-05-06 16:40:00,Subiaco,4054,NM,95.0,1590.0,1859.0,1708.0,1740.0,4054_NM
821,3672,2012,2012-05-06 16:40:00,Subiaco,4054,WC,120.0,1708.0,1645.0,1731.0,1768.2,4054_WC
822,3673,2012,2012-05-11 19:50:00,MCG,4055,ME,49.0,1342.0,1401.0,1508.6666666666667,1442.0,4055_ME
823,3673,2012,2012-05-11 19:50:00,MCG,4055,HW,115.0,1959.0,1793.0,1640.3333333333333,1715.4,4055_HW
824,3674,2012,2012-05-12 13:15:00,Footy Park,4057,GE,72.0,1489.0,1900.0,1776.6666666666667,1692.6,4057_GE
825,3674,2012,2012-05-12 13:15:00,Footy Park,4057,AD,122.0,1810.0,1692.0,1725.6666666666667,1628.4,4057_AD
826,3675,2012,2012-05-12 13:40:00,Manuka,4056,WS,94.0,1709.0,1512.0,1528.6666666666667,1467.2,4056_WS
827,3675,2012,2012-05-12 13:40:00,Manuka,4056,GC,67.0,1590.0,1560.0,1467.0,1453.0,4056_GC
828,3676,2012,2012-05-12 16:40:00,MCG,4058,RI,91.0,1931.0,1811.0,1692.0,1731.6,4058_RI
829,3676,2012,2012-05-12 16:40:00,MCG,4058,SY,62.0,1372.0,1608.0,1648.3333333333333,1650.0,4058_SY
830,3677,2012,2012-05-12 19:40:00,Docklands,4059,WC,52.0,1438.0,1708.0,1687.3333333333333,1764.8,4059_WC
831,3677,2012,2012-05-12 19:40:00,Docklands,4059,ES,113.0,1858.0,1949.0,1785.3333333333333,1778.6,4059_ES
832,3678,2012,2012-05-12 19:40:00,Gabba,4060,CO,116.0,1902.0,1655.0,1687.6666666666667,1622.2,4060_CO
833,3678,2012,2012-05-12 19:40:00,Gabba,4060,BL,58.0,1390.0,1351.0,1576.0,1508.0,4060_BL
834,3679,2012,2012-05-13 13:10:00,Docklands,4061,NM,83.0,1472.0,1590.0,1649.3333333333333,1745.2,4061_NM
835,3679,2012,2012-05-13 13:10:00,Docklands,4061,WB,101.0,1829.0,1646.0,1742.3333333333333,1653.6,4061_WB
836,3680,2012,2012-05-13 16:40:00,Subiaco,4062,PA,47.0,1475.0,1488.0,1539.0,1550.6,4062_PA
837,3680,2012,2012-05-13 16:40:00,Subiaco,4062,FR,87.0,1826.0,1722.0,1683.6666666666667,1706.6,4062_FR
838,3681,2012,2012-05-14 19:40:00,Docklands,4063,SK,122.0,1766.0,1506.0,1587.0,1723.4,4063_SK
839,3681,2012,2012-05-14 19:40:00,Docklands,4063,CA,98.0,1530.0,1789.0,1649.6666666666667,1746.4,4063_CA
840,3682,2012,2012-05-18 19:50:00,MCG,4064,CO,96.0,1715.0,1902.0,1746.0,1682.0,4064_CO
841,3682,2012,2012-05-18 19:50:00,MCG,4064,GE,84.0,1587.0,1489.0,1709.0,1670.4,4064_GE
842,3683,2012,2012-05-19 13:45:00,Footy Park,4065,NM,93.0,1588.0,1472.0,1640.3333333333333,1637.2,4065_NM
843,3683,2012,2012-05-19 13:45:00,Footy Park,4065,PA,95.0,1682.0,1475.0,1506.3333333333333,1545.6,4065_PA
844,3684,2012,2012-05-19 14:10:00,Launceston,4066,HW,119.0,1811.0,1959.0,1763.6666666666667,1767.4,4066_HW
845,3684,2012,2012-05-19 14:10:00,Launceston,4066,FR,63.0,1492.0,1826.0,1732.3333333333333,1748.2,4066_FR
846,3685,2012,2012-05-19 16:40:00,SCG,4067,ME,37.0,1462.0,1342.0,1469.0,1451.6,4067_ME
847,3685,2012,2012-05-19 16:40:00,SCG,4067,SY,138.0,1844.0,1372.0,1579.3333333333333,1596.4,4067_SY
848,3686,2012,2012-05-19 19:40:00,Marrara,4069,WB,72.0,1672.0,1829.0,1753.3333333333333,1695.2,4069_WB
849,3686,2012,2012-05-19 19:40:00,Marrara,4069,GC,34.0,1627.0,1590.0,1530.6666666666667,1505.4,4069_GC
