,round,coach_id,coach_team_id,coach_first_name,coach_team_name,player_id,played_position,points,on_field,feed_id,first_name,last_name,team,position,round_number_alt,player_round_id,Fanfooty Match ID,Fanfooty Match URL,Round,Year,Player ID,First Name,Surname,Team,null,DT,SC,null2,null3,null4,Kicks,Handballs,Marks,Tackles,Hitouts,Frees for,Frees against,Goals,Behinds,Not sure,Tag,Tag Notes,Tag 2,Tag 2 Notes,null5,null6,null7,null8,Position,Jumper Number,null9,null10,null11,DT own %,SC own %,AF own %,null12,AF Breakeven,null13,Contested Possessions,Clearances,Clangers,Disposal efficiency,Time on ground,Metres gained,Injured,Opposition
270,8,8258,9856,Simon,It's always Sonny,491,FWD,141,True,298210,Christian,Petracca,MEL,FWD,R8,298210_R8,7371.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7371,R8,2020.0,298210.0,Christian,Petracca,ME,25.0,92.0,141.0,120.0,67.0,99.0,11.0,13.0,1.0,8.0,0.0,1.0,1.0,0.0,0.0,Full Time,hot,%O and %T,shovel,Starting in midfield,,,,,Forward,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,14.0,4.0,1.0,83.0,95.0,385.0,False,BL
271,9,8258,9856,Simon,It's always Sonny,491,FWD,99,True,298210,Christian,Petracca,MEL,FWD,R9,298210_R9,7374.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7374,R9,2020.0,298210.0,Christian,Petracca,ME,20.0,85.0,99.0,105.0,69.0,97.0,10.0,14.0,2.0,4.0,0.0,1.0,1.0,1.0,1.0,Full Time,hot,%s from %D and %M with %T,shovel,Starting in midfield,,,,,Forward,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,15.0,5.0,7.0,58.0,90.0,300.0,False,PA
272,10,8258,9856,Simon,It's always Sonny,491,FWD,132,True,298210,Christian,Petracca,MEL,FWD,R10,298210_R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,1,180650,33301,Jordan,"What's Up, Doch?",570,FWD,104,True,261396,Robbie,Gray,PTA,FWD MID,R1,261396_R1,7306.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7306,R1,2020.0,261396.0,Robbie,Gray,PA,13.0,76.0,104.0,55.0,61.0,82.0,11.0,7.0,6.0,3.0,0.0,1.0,1.0,0.0,1.0,Full Time,pocket,%O and %M plus %T... %s as well... Rotating forward and midfield,,,537500.0,,453000.0,,Midfielder,9.0,0.0,0.0,0.0,0.0,0.0,0.0,612000.0,,,6.0,2.0,1.0,72.0,93.0,207.0,False,GC
274,2,180650,33301,Jordan,"What's Up, Doch?",570,FWD,77,True,261396,Robbie,Gray,PTA,FWD MID,R2,261396_R2,7314.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7314,R2,2020.0,261396.0,Robbie,Gray,PA,8.0,61.0,77.0,75.0,51.0,70.0,10.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,Full Time,pocket,%P and %M plus %s... Rotating forward and midfield... Followed by Brown,,,537500.0,,,,Midfielder,9.0,0.0,0.0,0.0,0.0,0.0,0.0,612000.0,,,7.0,2.0,1.0,57.0,92.0,221.0,False,AD
275,3,180650,33301,Jordan,"What's Up, Doch?",570,FWD,71,True,261396,Robbie,Gray,PTA,FWD MID,R3,261396_R3,7327.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7327,R3,2020.0,261396.0,Robbie,Gray,PA,9.0,40.0,71.0,36.0,33.0,45.0,3.0,7.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,Full Time,pocket,%D and %T plus %s... Rotating forward and midfield,,,,,,,Midfielder,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,2.0,0.0,80.0,82.0,76.0,False,FR
276,4,180650,33301,Jordan,"What's Up, Doch?",570,FWD,77,False,261396,Robbie,Gray,PTA,FWD MID,R4,261396_R4,7330.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7330,R4,2020.0,261396.0,Robbie,Gray,PA,8.0,40.0,77.0,54.0,30.0,45.0,6.0,5.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,Full Time,pocket,%D and %T... Rotating forward and midfield,,,,,,,Midfielder,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,10.0,3.0,3.0,81.0,85.0,202.0,False,WC
277,5,180650,33301,Jordan,"What's Up, Doch?",570,FWD,77,True,261396,Robbie,Gray,PTA,FWD MID,R5,261396_R5,7342.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7342,R5,2020.0,261396.0,Robbie,Gray,PA,14.0,58.0,77.0,54.0,43.0,58.0,5.0,6.0,1.0,5.0,0.0,1.0,0.0,1.0,1.0,Full Time,pocket,%D and %T plus %s... Starting forward on Lester,,,,,,,Midfielder,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,7.0,4.0,0.0,72.0,93.0,134.0,False,BL
278,6,180650,33301,Jordan,"What's Up, Doch?",570,FWD,79,False,261396,Robbie,Gray,PTA,FWD MID,R6,261396_R6,7352.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7352,R6,2020.0,261396.0,Robbie,Gray,PA,9.0,47.0,79.0,56.0,38.0,54.0,3.0,10.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,Full Time,pocket,%P including %B... also %T... and scored %s... Rotating forward and midfield,,,,,,,Midfielder,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,8.0,3.0,0.0,84.0,84.0,131.0,False,WS
279,7,180650,33301,Jordan,"What's Up, Doch?",570,FWD,90,True,261396,Robbie,Gray,PTA,FWD MID,R7,261396_R7,7360.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7360,R7,2020.0,261396.0,Robbie,Gray,PA,14.0,51.0,90.0,36.0,50.0,70.0,7.0,9.0,4.0,1.0,0.0,1.0,4.0,1.0,1.0,Full Time,x-factor,Kicked the winning goal after the siren... %D and %M plus %s... not helped by %F,pocket,Rotating forward and midfield,,,,,Midfielder,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.0,0.0,5.0,62.0,89.0,235.0,False,CA
280,8,180650,33301,Jordan,"What's Up, Doch?",570,FWD,47,True,261396,Robbie,Gray,PTA,FWD MID,R8,261396_R8,7368.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7368,R8,2020.0,261396.0,Robbie,Gray,PA,9.0,35.0,47.0,45.0,29.0,39.0,4.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,Full Time,pocket,%P and %M plus %T... %s as well... Rotating forward and midfield,,,,,,,Midfielder,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,1.0,2.0,57.0,85.0,79.0,False,SK
281,9,180650,33301,Jordan,"What's Up, Doch?",570,FWD,72,False,261396,Robbie,Gray,PTA,FWD MID,R9,261396_R9,7374.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7374,R9,2020.0,261396.0,Robbie,Gray,PA,9.0,56.0,72.0,51.0,47.0,66.0,5.0,10.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,Full Time,pocket,%O and %M plus %T... Rotating forward and midfield,,,,,,,Midfielder,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,1.0,4.0,73.0,82.0,131.0,False,ME
282,10,180650,33301,Jordan,"What's Up, Doch?",570,FWD,106,True,261396,Robbie,Gray,PTA,FWD MID,R10,261396_R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,1,180650,33301,Jordan,"What's Up, Doch?",691,MID,99,True,998103,Oliver,Florent,SYD,MID,R1,998103_R1,7304.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7304,R1,2020.0,998103.0,Oliver,Florent,SY,9.0,72.0,99.0,33.0,53.0,76.0,15.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,Full Time,wing,%P including %K... also %M and %T... and kicked %s... Playing an outside game,,,405900.0,,373400.0,,Midfielder,13.0,0.0,0.0,0.0,0.0,0.0,0.0,458000.0,,,9.0,6.0,1.0,61.0,79.0,514.0,False,AD
284,2,180650,33301,Jordan,"What's Up, Doch?",691,MID,100,False,998103,Oliver,Florent,SYD,MID,R2,998103_R2,7317.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7317,R2,2020.0,998103.0,Oliver,Florent,SY,15.0,90.0,100.0,120.0,68.0,99.0,22.0,5.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,Full Time,hot,%O including %K... also %M and %T,wing,Playing an outside game,405900.0,,,,Midfielder,13.0,0.0,0.0,0.0,0.0,0.0,0.0,458000.0,,,9.0,7.0,4.0,51.0,83.0,635.0,False,ES
285,3,180650,33301,Jordan,"What's Up, Doch?",691,MID,95,True,998103,Oliver,Florent,SYD,MID,R3,998103_R3,7321.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7321,R3,2020.0,998103.0,Oliver,Florent,SY,9.0,70.0,95.0,38.0,57.0,82.0,13.0,9.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,Full Time,wing,%D and %M with %T... %s as well... Playing an outside game,,,,,,,Midfielder,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,8.0,2.0,2.0,59.0,85.0,307.0,False,NM
286,4,180650,33301,Jordan,"What's Up, Doch?",691,MID,59,True,998103,Oliver,Florent,SYD,MID,R4,998103_R4,7328.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7328,R4,2020.0,998103.0,Oliver,Florent,SY,3.0,43.0,59.0,55.0,36.0,51.0,7.0,6.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,Full Time,wing,%O and %M... Playing in midfield,,,,,,,Midfielder,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,3.0,2.0,61.0,79.0,174.0,False,WB
287,5,180650,33301,Jordan,"What's Up, Doch?",691,MID,97,False,998103,Oliver,Florent,SYD,MID,R5,998103_R5,7339.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7339,R5,2020.0,998103.0,Oliver,Florent,SY,14.0,69.0,97.0,40.0,59.0,81.0,12.0,7.0,5.0,1.0,0.0,0.0,2.0,1.0,0.0,Full Time,wing,%P and %M plus %s... Playing an outside game,,,,,,,Midfielder,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.0,5.0,4.0,57.0,90.0,337.0,False,WC
288,6,180650,33301,Jordan,"What's Up, Doch?",691,MID,89,True,998103,Oliver,Florent,SYD,MID,R6,998103_R6,7353.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7353,R6,2020.0,998103.0,Oliver,Florent,SY,8.0,59.0,89.0,47.0,48.0,69.0,7.0,10.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,Full Time,wing,%P and %M plus %T... Playing an outside game,,,,,,,Midfielder,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,2.0,3.0,76.0,81.0,251.0,False,RI
289,7,180650,33301,Jordan,"What's Up, Doch?",691,MID,55,True,998103,Oliver,Florent,SYD,MID,R7,998103_R7,7358.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7358,R7,2020.0,998103.0,Oliver,Florent,SY,7.0,42.0,55.0,57.0,30.0,43.0,6.0,3.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,Full Time,wing,%P and %T plus %s... Playing an outside game,,,,,,,Midfielder,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,7.0,2.0,2.0,55.0,75.0,232.0,False,GC
290,9,45168,5524,Luke,The Dragon's Laird,691,MID,85,True,998103,Oliver,Florent,SYD,MID,R9,998103_R9,7378.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7378,R9,2020.0,998103.0,Oliver,Florent,SY,19.0,75.0,85.0,41.0,55.0,79.0,14.0,6.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,Full Time,wing,%D and %T plus %s... Playing an outside game,,,,,,,Midfielder,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.0,2.0,4.0,45.0,86.0,372.0,False,SK
291,10,45168,5524,Luke,The Dragon's Laird,691,MID,70,True,998103,Oliver,Florent,SYD,MID,R10,998103_R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,1,180650,33301,Jordan,"What's Up, Doch?",82,MID,97,True,290311,Mitch,Robinson,BRL,MID,R1,290311_R1,7308.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7308,R1,2020.0,290311.0,Mitch,Robinson,BL,14.0,93.0,97.0,62.0,75.0,99.0,14.0,10.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,Full Time,hot,%P and %M plus %T,wing,Starting in midfield,552500.0,,512700.0,,Midfielder,5.0,0.0,0.0,0.0,0.0,0.0,0.0,640000.0,,,7.0,2.0,4.0,58.0,81.0,282.0,False,HW
293,2,180650,33301,Jordan,"What's Up, Doch?",82,MID,106,True,290311,Mitch,Robinson,BRL,MID,R2,290311_R2,7312.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7312,R2,2020.0,290311.0,Mitch,Robinson,BL,9.0,75.0,106.0,98.0,61.0,84.0,18.0,5.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,Full Time,wing,%D with %k by foot... also %M... Starting in midfield,,,552500.0,,,,Midfielder,5.0,0.0,0.0,0.0,0.0,0.0,0.0,640000.0,,,10.0,1.0,5.0,60.0,75.0,667.0,False,FR
294,3,180650,33301,Jordan,"What's Up, Doch?",82,MID,76,True,290311,Mitch,Robinson,BRL,MID,R3,290311_R3,7324.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7324,R3,2020.0,290311.0,Mitch,Robinson,BL,9.0,57.0,76.0,79.0,39.0,57.0,10.0,2.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,Full Time,wing,%O including %K... also %T and %M... Starting in midfield,,,,,,,Midfielder,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.0,1.0,2.0,58.0,91.0,281.0,False,WC
295,4,180650,33301,Jordan,"What's Up, Doch?",82,MID,139,True,290311,Mitch,Robinson,BRL,MID,R4,290311_R4,7334.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7334,R4,2020.0,290311.0,Mitch,Robinson,BL,8.0,65.0,139.0,84.0,50.0,67.0,13.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,Full Time,wing,%P including %K... also %M... and kicked %s... Starting in midfield,,,,,,,Midfielder,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,12.0,3.0,0.0,82.0,76.0,465.0,False,AD
296,5,180650,33301,Jordan,"What's Up, Doch?",82,MID,77,True,290311,Mitch,Robinson,BRL,MID,R5,290311_R5,7342.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7342,R5,2020.0,290311.0,Mitch,Robinson,BL,11.0,66.0,77.0,85.0,51.0,66.0,9.0,4.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,Full Time,wing,%O and %M plus %T... %s as well... Starting in midfield,,,,,,,Midfielder,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.0,1.0,1.0,76.0,85.0,247.0,False,PA
297,6,180650,33301,Jordan,"What's Up, Doch?",82,MID,64,True,290311,Mitch,Robinson,BRL,MID,R6,290311_R6,7346.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7346,R6,2020.0,290311.0,Mitch,Robinson,BL,2.0,27.0,64.0,12.0,22.0,33.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Time,injured,Corked right thigh in a clash with Fort in Q3 and iced up... %P,wing,Starting in midfield,,,,,Midfielder,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,0.0,0.0,54.0,53.0,178.0,True,GE
298,7,180650,33301,Jordan,"What's Up, Doch?",82,MID,88,True,290311,Mitch,Robinson,BRL,MID,R7,290311_R7,7357.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7357,R7,2020.0,290311.0,Mitch,Robinson,BL,4.0,44.0,88.0,28.0,34.0,48.0,8.0,3.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,Full Time,wing,%P with %k by foot... also %T and %M... Starting in midfield,,,,,,,Midfielder,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,5.0,2.0,81.0,77.0,315.0,False,WS
299,8,180650,33301,Jordan,"What's Up, Doch?",82,MID,57,True,290311,Mitch,Robinson,BRL,MID,R8,290311_R8,7371.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7371,R8,2020.0,290311.0,Mitch,Robinson,BL,12.0,67.0,57.0,37.0,54.0,70.0,13.0,2.0,7.0,1.0,0.0,1.0,1.0,0.0,1.0,Full Time,wing,%P including %K... also %M... and scored %s... Starting in midfield,,,,,,,Midfielder,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,1.0,4.0,53.0,79.0,365.0,False,ME
300,9,180650,33301,Jordan,"What's Up, Doch?",82,MID,76,True,290311,Mitch,Robinson,BRL,MID,R9,290311_R9,7376.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7376,R9,2020.0,290311.0,Mitch,Robinson,BL,8.0,50.0,76.0,39.0,42.0,60.0,6.0,9.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,Full Time,wing,%P and %M plus %T... Starting in midfield,,,,,,,Midfielder,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.0,1.0,1.0,86.0,79.0,246.0,False,ES
301,10,180650,33301,Jordan,"What's Up, Doch?",82,MID,70,True,290311,Mitch,Robinson,BRL,MID,R10,290311_R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,1,180650,33301,Jordan,"What's Up, Doch?",469,RUC,93,True,290528,Max,Gawn,MEL,RUC,R1,290528_R1,7309.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7309,R1,2020.0,290528.0,Max,Gawn,ME,14.0,73.0,93.0,55.0,65.0,78.0,8.0,6.0,6.0,0.0,18.0,1.0,0.0,0.0,0.0,Full Time,ruck,%H... also %D and %M... First ruck,,,682900.0,,697100.0,,Ruck,11.0,0.0,0.0,0.0,0.0,0.0,0.0,808000.0,,,4.0,4.0,0.0,92.0,96.0,183.0,False,WC
303,2,180650,33301,Jordan,"What's Up, Doch?",469,RUC,184,True,290528,Max,Gawn,MEL,RUC,R2,290528_R2,7313.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7313,R2,2020.0,290528.0,Max,Gawn,ME,28.0,123.0,184.0,98.0,102.0,124.0,13.0,8.0,4.0,5.0,34.0,5.0,1.0,0.0,0.0,Full Time,gun,Fabulous Q1... %H... also %D and %T... helped out by %4FF,ruck,First ruck,682900.0,,,,Ruck,11.0,0.0,0.0,0.0,0.0,0.0,0.0,808000.0,,,11.0,3.0,1.0,85.0,95.0,214.0,False,CA
304,3,180650,33301,Jordan,"What's Up, Doch?",469,RUC,0,False,290528,Max,Gawn,MEL,RUC,R3,290528_R3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,4,180650,33301,Jordan,"What's Up, Doch?",469,RUC,141,True,290528,Max,Gawn,MEL,RUC,R4,290528_R4,7335.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7335,R4,2020.0,290528.0,Max,Gawn,ME,21.0,99.0,141.0,117.0,84.0,99.0,11.0,6.0,3.0,2.0,33.0,4.0,0.0,0.0,0.0,Full Time,gun,%H... also %D and %T... umps paid him %4FF,ruck,First ruck,,,,,Ruck,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,10.0,4.0,1.0,76.0,94.0,222.0,False,GE
306,5,180650,33301,Jordan,"What's Up, Doch?",469,RUC,163,True,290528,Max,Gawn,MEL,RUC,R5,290528_R5,7344.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7344,R5,2020.0,290528.0,Max,Gawn,ME,34.0,131.0,163.0,160.0,107.0,132.0,12.0,10.0,5.0,6.0,33.0,3.0,0.0,0.0,0.0,Full Time,gun,%H... also %D and %T... umps paid him %4FF,ruck,First ruck,,,,,Ruck,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.0,5.0,4.0,63.0,91.0,212.0,False,RI
307,6,180650,33301,Jordan,"What's Up, Doch?",469,RUC,153,True,290528,Max,Gawn,MEL,RUC,R6,290528_R6,7350.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7350,R6,2020.0,290528.0,Max,Gawn,ME,27.0,105.0,153.0,129.0,91.0,108.0,10.0,5.0,8.0,3.0,30.0,2.0,1.0,0.0,0.0,Full Time,gun,%H... also %D and %T,ruck,First ruck,,,,,Ruck,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,11.0,3.0,3.0,66.0,98.0,240.0,False,GC
308,7,180650,33301,Jordan,"What's Up, Doch?",469,RUC,185,True,290528,Max,Gawn,MEL,RUC,R7,290528_R7,7361.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7361,R7,2020.0,290528.0,Max,Gawn,ME,26.0,116.0,185.0,81.0,99.0,120.0,15.0,7.0,8.0,1.0,27.0,2.0,0.0,0.0,0.0,Full Time,star,%H... also %D and %M,ruck,First ruck,,,,,Ruck,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.0,2.0,3.0,77.0,86.0,330.0,False,HW
309,8,180650,33301,Jordan,"What's Up, Doch?",469,RUC,157,True,290528,Max,Gawn,MEL,RUC,R8,290528_R8,7371.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7371,R8,2020.0,290528.0,Max,Gawn,ME,33.0,103.0,157.0,124.0,87.0,104.0,8.0,5.0,3.0,5.0,41.0,2.0,1.0,0.0,0.0,Full Time,hot,%H... also %D and %T,ruck,First ruck,,,,,Ruck,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,7.0,2.0,2.0,53.0,96.0,222.0,False,BL
310,9,180650,33301,Jordan,"What's Up, Doch?",469,RUC,87,True,290528,Max,Gawn,MEL,RUC,R9,290528_R9,7374.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7374,R9,2020.0,290528.0,Max,Gawn,ME,29.0,97.0,87.0,117.0,84.0,97.0,9.0,2.0,5.0,3.0,40.0,2.0,1.0,0.0,0.0,Full Time,gun,%H... also %D and %T,ruck,First ruck,,,,,Ruck,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,8.0,4.0,4.0,54.0,89.0,183.0,False,PA
311,10,180650,33301,Jordan,"What's Up, Doch?",469,RUC,107,True,290528,Max,Gawn,MEL,RUC,R10,290528_R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,1,180650,33301,Jordan,"What's Up, Doch?",609,DEF,86,True,260930,Shane,Edwards,RIC,DEF MID,R1,260930_R1,7301.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7301,R1,2020.0,260930.0,Shane,Edwards,RI,13.0,52.0,86.0,64.0,43.0,60.0,7.0,8.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,Full Time,wing,First goal... %O and %T plus %s... Starting forward with stints in midfield,,,416300.0,,458000.0,,Midfielder,10.0,0.0,0.0,0.0,0.0,0.0,0.0,482000.0,,,6.0,5.0,2.0,86.0,90.0,312.0,False,CA
313,2,180650,33301,Jordan,"What's Up, Doch?",609,DEF,69,True,260930,Shane,Edwards,RIC,DEF MID,R2,260930_R2,7310.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7310,R2,2020.0,260930.0,Shane,Edwards,RI,8.0,51.0,69.0,47.0,38.0,57.0,5.0,8.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,Full Time,guard,%O and %T... Starting in defence,,,416300.0,,,,Midfielder,10.0,0.0,0.0,0.0,0.0,0.0,0.0,482000.0,,,7.0,3.0,2.0,61.0,82.0,162.0,False,CO
314,3,180650,33301,Jordan,"What's Up, Doch?",609,DEF,55,True,260930,Shane,Edwards,RIC,DEF MID,R3,260930_R3,7319.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7319,R3,2020.0,260930.0,Shane,Edwards,RI,8.0,35.0,55.0,39.0,31.0,42.0,4.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Full Time,wing,%D and %s... Starting forward with stints in midfield,,,,,,,Midfielder,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,2.0,2.0,66.0,83.0,68.0,False,HW
315,4,180650,33301,Jordan,"What's Up, Doch?",609,DEF,119,False,260930,Shane,Edwards,RIC,DEF MID,R4,260930_R4,7331.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7331,R4,2020.0,260930.0,Shane,Edwards,RI,25.0,88.0,119.0,70.0,66.0,96.0,10.0,14.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,Full Time,hot,First goal... %P and %T plus %s,wing,Starting forward with stints in midfield,,,,,Midfielder,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,14.0,8.0,4.0,66.0,76.0,275.0,False,SK
316,5,180650,33301,Jordan,"What's Up, Doch?",609,DEF,77,True,260930,Shane,Edwards,RIC,DEF MID,R5,260930_R5,7344.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7344,R5,2020.0,260930.0,Shane,Edwards,RI,7.0,51.0,77.0,35.0,42.0,63.0,7.0,11.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,Full Time,wing,%P and %T... Starting forward with stints in midfield,,,,,,,Midfielder,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,3.0,1.0,77.0,82.0,265.0,False,ME
317,6,180650,33301,Jordan,"What's Up, Doch?",609,DEF,0,False,260930,Shane,Edwards,RIC,DEF MID,R6,260930_R6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,7,180650,33301,Jordan,"What's Up, Doch?",609,DEF,0,False,260930,Shane,Edwards,RIC,DEF MID,R7,260930_R7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,8,180650,33301,Jordan,"What's Up, Doch?",609,DEF,0,False,260930,Shane,Edwards,RIC,DEF MID,R8,260930_R8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,9,180650,33301,Jordan,"What's Up, Doch?",609,DEF,0,False,260930,Shane,Edwards,RIC,DEF MID,R9,260930_R9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,1,180650,33301,Jordan,"What's Up, Doch?",601,MID,84,True,290623,Josh,Caddy,RIC,FWD MID,R1,290623_R1,7301.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7301,R1,2020.0,290623.0,Josh,Caddy,RI,9.0,67.0,84.0,88.0,51.0,69.0,10.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,Full Time,wing,%O and %M plus %T... Playing midfield,,,498600.0,,407300.0,,Midfielder,22.0,0.0,0.0,0.0,0.0,0.0,0.0,576000.0,,,2.0,2.0,3.0,80.0,94.0,299.0,False,CA
322,2,180650,33301,Jordan,"What's Up, Doch?",601,FWD,0,False,290623,Josh,Caddy,RIC,FWD MID,R2,290623_R2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,3,180650,33301,Jordan,"What's Up, Doch?",601,FWD,70,True,290623,Josh,Caddy,RIC,FWD MID,R3,290623_R3,7319.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7319,R3,2020.0,290623.0,Josh,Caddy,RI,4.0,52.0,70.0,65.0,44.0,58.0,6.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,Full Time,wing,%P and %M plus %s... Playing midfield,,,,,,,Midfielder,22.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,1.0,0.0,84.0,82.0,183.0,False,HW
