,round,coach_id,coach_team_id,coach_first_name,coach_team_name,player_id,played_position,points,on_field,feed_id,first_name,last_name,team,position,round_number_alt,source
188,3.0,86078.0,9806.0,Lester,HoweIMetYourMother,232.0,MID,82.0,True,1002232,Andrew,Brayshaw,FRE,FWD MID,R3,Draft
189,4.0,86078.0,9806.0,Lester,HoweIMetYourMother,232.0,MID,78.0,False,1002232,Andrew,Brayshaw,FRE,FWD MID,R4,Draft
190,5.0,86078.0,9806.0,Lester,HoweIMetYourMother,232.0,FWD,144.0,True,1002232,Andrew,Brayshaw,FRE,FWD MID,R5,Draft
191,6.0,86078.0,9806.0,Lester,HoweIMetYourMother,232.0,FWD,122.0,True,1002232,Andrew,Brayshaw,FRE,FWD MID,R6,Draft
192,7.0,86078.0,9806.0,Lester,HoweIMetYourMother,232.0,FWD,102.0,True,1002232,Andrew,Brayshaw,FRE,FWD MID,R7,Draft
193,8.0,86078.0,9806.0,Lester,HoweIMetYourMother,232.0,FWD,136.0,True,1002232,Andrew,Brayshaw,FRE,FWD MID,R8,Draft
194,9.0,86078.0,9806.0,Lester,HoweIMetYourMother,232.0,FWD,106.0,True,1002232,Andrew,Brayshaw,FRE,FWD MID,R9,Draft
195,10.0,86078.0,9806.0,Lester,HoweIMetYourMother,232.0,MID,0.0,False,1002232,Andrew,Brayshaw,FRE,FWD MID,R10,Draft
196,11.0,86078.0,9806.0,Lester,HoweIMetYourMother,232.0,FWD,150.0,True,1002232,Andrew,Brayshaw,FRE,FWD MID,R11,Draft
197,12.0,86078.0,9806.0,Lester,HoweIMetYourMother,232.0,FWD,67.0,True,1002232,Andrew,Brayshaw,FRE,FWD MID,R12,Draft
198,13.0,86078.0,9806.0,Lester,HoweIMetYourMother,232.0,FWD,122.0,True,1002232,Andrew,Brayshaw,FRE,FWD MID,R13,Draft
199,14.0,86078.0,9806.0,Lester,HoweIMetYourMother,232.0,FWD,115.0,True,1002232,Andrew,Brayshaw,FRE,FWD MID,R14,Draft
200,1.0,86078.0,9806.0,Lester,HoweIMetYourMother,591.0,FWD,57.0,True,260750,Justin,Westhoff,PTA,FWD MID,R1,Draft
201,2.0,86078.0,9806.0,Lester,HoweIMetYourMother,591.0,FWD,101.0,True,260750,Justin,Westhoff,PTA,FWD MID,R2,Draft
202,3.0,86078.0,9806.0,Lester,HoweIMetYourMother,591.0,FWD,114.0,True,260750,Justin,Westhoff,PTA,FWD MID,R3,Draft
203,4.0,86078.0,9806.0,Lester,HoweIMetYourMother,591.0,FWD,99.0,True,260750,Justin,Westhoff,PTA,FWD MID,R4,Draft
204,5.0,86078.0,9806.0,Lester,HoweIMetYourMother,591.0,FWD,30.0,True,260750,Justin,Westhoff,PTA,FWD MID,R5,Draft
205,6.0,86078.0,9806.0,Lester,HoweIMetYourMother,591.0,FWD,61.0,False,260750,Justin,Westhoff,PTA,FWD MID,R6,Draft
206,10.0,71052.0,9867.0,James,Bad Boys For Fyfe,591.0,FWD,61.0,True,260750,Justin,Westhoff,PTA,FWD MID,R10,Free Agent
207,1.0,86078.0,9806.0,Lester,HoweIMetYourMother,37.0,DEF,55.0,True,291748,Brodie,Smith,ADE,DEF,R1,Draft
208,2.0,86078.0,9806.0,Lester,HoweIMetYourMother,37.0,DEF,56.0,True,291748,Brodie,Smith,ADE,DEF,R2,Draft
209,3.0,86078.0,9806.0,Lester,HoweIMetYourMother,37.0,DEF,94.0,True,291748,Brodie,Smith,ADE,DEF,R3,Draft
210,4.0,86078.0,9806.0,Lester,HoweIMetYourMother,37.0,DEF,106.0,True,291748,Brodie,Smith,ADE,DEF,R4,Draft
211,5.0,86078.0,9806.0,Lester,HoweIMetYourMother,37.0,DEF,72.0,True,291748,Brodie,Smith,ADE,DEF,R5,Draft
212,6.0,300791.0,182.0,Paul,Coronaviney,37.0,DEF,124.0,True,291748,Brodie,Smith,ADE,DEF,R6,Trade
213,7.0,300791.0,182.0,Paul,Coronaviney,37.0,DEF,13.0,True,291748,Brodie,Smith,ADE,DEF,R7,Trade
214,8.0,300791.0,182.0,Paul,Coronaviney,37.0,DEF,129.0,True,291748,Brodie,Smith,ADE,DEF,R8,Trade
215,9.0,300791.0,182.0,Paul,Coronaviney,37.0,DEF,52.0,True,291748,Brodie,Smith,ADE,DEF,R9,Trade
216,10.0,300791.0,182.0,Paul,Coronaviney,37.0,DEF,0.0,False,291748,Brodie,Smith,ADE,DEF,R10,Trade
217,11.0,300791.0,182.0,Paul,Coronaviney,37.0,DEF,105.0,True,291748,Brodie,Smith,ADE,DEF,R11,Trade
218,12.0,300791.0,182.0,Paul,Coronaviney,37.0,DEF,84.0,True,291748,Brodie,Smith,ADE,DEF,R12,Trade
219,13.0,300791.0,182.0,Paul,Coronaviney,37.0,DEF,85.0,True,291748,Brodie,Smith,ADE,DEF,R13,Trade
220,14.0,300791.0,182.0,Paul,Coronaviney,37.0,DEF,0.0,False,291748,Brodie,Smith,ADE,DEF,R14,Trade
221,1.0,86078.0,9806.0,Lester,HoweIMetYourMother,572.0,DEF,68.0,False,261892,Hamish,Hartlett,PTA,DEF,R1,Draft
222,2.0,86078.0,9806.0,Lester,HoweIMetYourMother,572.0,DEF,73.0,False,261892,Hamish,Hartlett,PTA,DEF,R2,Free Agent
223,4.0,21562.0,186.0,Mark,GetRichOrDieTryin,572.0,DEF,96.0,True,261892,Hamish,Hartlett,PTA,DEF,R4,Waiver
224,5.0,21562.0,186.0,Mark,GetRichOrDieTryin,572.0,DEF,50.0,True,261892,Hamish,Hartlett,PTA,DEF,R5,Waiver
225,6.0,21562.0,186.0,Mark,GetRichOrDieTryin,572.0,DEF,96.0,False,261892,Hamish,Hartlett,PTA,DEF,R6,Waiver
226,7.0,21562.0,186.0,Mark,GetRichOrDieTryin,572.0,DEF,100.0,True,261892,Hamish,Hartlett,PTA,DEF,R7,Waiver
227,8.0,21562.0,186.0,Mark,GetRichOrDieTryin,572.0,DEF,57.0,True,261892,Hamish,Hartlett,PTA,DEF,R8,Waiver
228,9.0,21562.0,186.0,Mark,GetRichOrDieTryin,572.0,DEF,84.0,True,261892,Hamish,Hartlett,PTA,DEF,R9,Waiver
229,10.0,21562.0,186.0,Mark,GetRichOrDieTryin,572.0,DEF,87.0,True,261892,Hamish,Hartlett,PTA,DEF,R10,Waiver
230,11.0,21562.0,186.0,Mark,GetRichOrDieTryin,572.0,DEF,94.0,True,261892,Hamish,Hartlett,PTA,DEF,R11,Waiver
231,12.0,10857.0,189.0,Anthony,The Full Bonty,572.0,DEF,54.0,True,261892,Hamish,Hartlett,PTA,DEF,R12,Trade
232,13.0,10857.0,189.0,Anthony,The Full Bonty,572.0,DEF,68.0,True,261892,Hamish,Hartlett,PTA,DEF,R13,Trade
233,14.0,10857.0,189.0,Anthony,The Full Bonty,572.0,DEF,58.0,False,261892,Hamish,Hartlett,PTA,DEF,R14,Trade
234,1.0,86078.0,9806.0,Lester,HoweIMetYourMother,178.0,MID,0.0,False,291790,Adam,Treloar,COL,MID,R1,Draft
235,2.0,86078.0,9806.0,Lester,HoweIMetYourMother,178.0,MID,0.0,False,291790,Adam,Treloar,COL,MID,R2,Draft
236,3.0,86078.0,9806.0,Lester,HoweIMetYourMother,178.0,MID,0.0,False,291790,Adam,Treloar,COL,MID,R3,Draft
237,4.0,86078.0,9806.0,Lester,HoweIMetYourMother,178.0,MID,0.0,False,291790,Adam,Treloar,COL,MID,R4,Draft
238,5.0,86078.0,9806.0,Lester,HoweIMetYourMother,178.0,MID,119.0,True,291790,Adam,Treloar,COL,MID,R5,Draft
239,6.0,86078.0,9806.0,Lester,HoweIMetYourMother,178.0,MID,122.0,True,291790,Adam,Treloar,COL,MID,R6,Draft
240,7.0,86078.0,9806.0,Lester,HoweIMetYourMother,178.0,MID,158.0,True,291790,Adam,Treloar,COL,MID,R7,Draft
241,8.0,86078.0,9806.0,Lester,HoweIMetYourMother,178.0,MID,81.0,True,291790,Adam,Treloar,COL,MID,R8,Draft
242,9.0,86078.0,9806.0,Lester,HoweIMetYourMother,178.0,MID,103.0,True,291790,Adam,Treloar,COL,MID,R9,Draft
243,10.0,86078.0,9806.0,Lester,HoweIMetYourMother,178.0,MID,94.0,True,291790,Adam,Treloar,COL,MID,R10,Draft
244,11.0,86078.0,9806.0,Lester,HoweIMetYourMother,178.0,MID,0.0,False,291790,Adam,Treloar,COL,MID,R11,Draft
245,12.0,86078.0,9806.0,Lester,HoweIMetYourMother,178.0,MID,0.0,False,291790,Adam,Treloar,COL,MID,R12,Draft
246,13.0,86078.0,9806.0,Lester,HoweIMetYourMother,178.0,MID,0.0,False,291790,Adam,Treloar,COL,MID,R13,Draft
247,14.0,86078.0,9806.0,Lester,HoweIMetYourMother,178.0,MID,0.0,False,291790,Adam,Treloar,COL,MID,R14,Draft
248,1.0,86078.0,9806.0,Lester,HoweIMetYourMother,699.0,MID,0.0,False,294036,George,Hewett,SYD,MID,R1,Draft
249,2.0,86078.0,9806.0,Lester,HoweIMetYourMother,699.0,MID,67.0,False,294036,George,Hewett,SYD,MID,R2,Draft
250,3.0,86078.0,9806.0,Lester,HoweIMetYourMother,699.0,MID,84.0,False,294036,George,Hewett,SYD,MID,R3,Draft
251,7.0,21562.0,186.0,Mark,GetRichOrDieTryin,699.0,MID,81.0,False,294036,George,Hewett,SYD,MID,R7,Waiver
252,1.0,86078.0,9806.0,Lester,HoweIMetYourMother,268.0,FWD,76.0,False,993816,Darcy,Tucker,FRE,FWD MID,R1,Draft
253,2.0,86078.0,9806.0,Lester,HoweIMetYourMother,268.0,FWD,79.0,True,993816,Darcy,Tucker,FRE,FWD MID,R2,Draft
254,3.0,86078.0,9806.0,Lester,HoweIMetYourMother,268.0,FWD,90.0,True,993816,Darcy,Tucker,FRE,FWD MID,R3,Draft
255,4.0,86078.0,9806.0,Lester,HoweIMetYourMother,268.0,FWD,86.0,True,993816,Darcy,Tucker,FRE,FWD MID,R4,Draft
256,5.0,86078.0,9806.0,Lester,HoweIMetYourMother,268.0,FWD,85.0,True,993816,Darcy,Tucker,FRE,FWD MID,R5,Draft
257,6.0,86078.0,9806.0,Lester,HoweIMetYourMother,268.0,FWD,68.0,True,993816,Darcy,Tucker,FRE,FWD MID,R6,Draft
258,7.0,86078.0,9806.0,Lester,HoweIMetYourMother,268.0,FWD,34.0,True,993816,Darcy,Tucker,FRE,FWD MID,R7,Draft
259,8.0,86078.0,9806.0,Lester,HoweIMetYourMother,268.0,FWD,0.0,True,993816,Darcy,Tucker,FRE,FWD MID,R8,Draft
260,1.0,180650.0,33301.0,Jordan,"What's Up, Doch?",643.0,MID,120.0,True,296351,Jack,Billings,STK,MID,R1,Draft
261,2.0,180650.0,33301.0,Jordan,"What's Up, Doch?",643.0,MID,133.0,True,296351,Jack,Billings,STK,MID,R2,Draft
262,3.0,180650.0,33301.0,Jordan,"What's Up, Doch?",643.0,MID,70.0,True,296351,Jack,Billings,STK,MID,R3,Draft
263,4.0,180650.0,33301.0,Jordan,"What's Up, Doch?",643.0,MID,113.0,True,296351,Jack,Billings,STK,MID,R4,Draft
264,5.0,180650.0,33301.0,Jordan,"What's Up, Doch?",643.0,MID,116.0,True,296351,Jack,Billings,STK,MID,R5,Draft
265,6.0,180650.0,33301.0,Jordan,"What's Up, Doch?",643.0,MID,83.0,True,296351,Jack,Billings,STK,MID,R6,Draft
266,7.0,180650.0,33301.0,Jordan,"What's Up, Doch?",643.0,MID,81.0,True,296351,Jack,Billings,STK,MID,R7,Draft
267,8.0,180650.0,33301.0,Jordan,"What's Up, Doch?",643.0,MID,88.0,True,296351,Jack,Billings,STK,MID,R8,Draft
268,9.0,180650.0,33301.0,Jordan,"What's Up, Doch?",643.0,MID,93.0,True,296351,Jack,Billings,STK,MID,R9,Draft
269,10.0,180650.0,33301.0,Jordan,"What's Up, Doch?",643.0,MID,104.0,True,296351,Jack,Billings,STK,MID,R10,Draft
270,11.0,180650.0,33301.0,Jordan,"What's Up, Doch?",643.0,MID,88.0,True,296351,Jack,Billings,STK,MID,R11,Draft
271,12.0,180650.0,33301.0,Jordan,"What's Up, Doch?",643.0,MID,124.0,True,296351,Jack,Billings,STK,MID,R12,Draft
272,13.0,180650.0,33301.0,Jordan,"What's Up, Doch?",643.0,MID,93.0,True,296351,Jack,Billings,STK,MID,R13,Draft
273,14.0,180650.0,33301.0,Jordan,"What's Up, Doch?",643.0,MID,81.0,True,296351,Jack,Billings,STK,MID,R14,Draft
274,1.0,180650.0,33301.0,Jordan,"What's Up, Doch?",440.0,MID,119.0,True,291856,Tom,Mitchell,HAW,MID,R1,Draft
275,2.0,180650.0,33301.0,Jordan,"What's Up, Doch?",440.0,MID,95.0,True,291856,Tom,Mitchell,HAW,MID,R2,Draft
276,3.0,180650.0,33301.0,Jordan,"What's Up, Doch?",440.0,MID,96.0,True,291856,Tom,Mitchell,HAW,MID,R3,Draft
277,4.0,180650.0,33301.0,Jordan,"What's Up, Doch?",440.0,MID,143.0,True,291856,Tom,Mitchell,HAW,MID,R4,Draft
278,5.0,180650.0,33301.0,Jordan,"What's Up, Doch?",440.0,MID,101.0,True,291856,Tom,Mitchell,HAW,MID,R5,Draft
279,6.0,180650.0,33301.0,Jordan,"What's Up, Doch?",440.0,MID,122.0,True,291856,Tom,Mitchell,HAW,MID,R6,Draft
280,7.0,180650.0,33301.0,Jordan,"What's Up, Doch?",440.0,MID,83.0,True,291856,Tom,Mitchell,HAW,MID,R7,Draft
281,8.0,180650.0,33301.0,Jordan,"What's Up, Doch?",440.0,MID,104.0,True,291856,Tom,Mitchell,HAW,MID,R8,Draft
282,9.0,180650.0,33301.0,Jordan,"What's Up, Doch?",440.0,MID,164.0,True,291856,Tom,Mitchell,HAW,MID,R9,Draft
283,10.0,180650.0,33301.0,Jordan,"What's Up, Doch?",440.0,MID,0.0,False,291856,Tom,Mitchell,HAW,MID,R10,Draft
284,11.0,180650.0,33301.0,Jordan,"What's Up, Doch?",440.0,MID,102.0,True,291856,Tom,Mitchell,HAW,MID,R11,Draft
285,12.0,180650.0,33301.0,Jordan,"What's Up, Doch?",440.0,MID,132.0,True,291856,Tom,Mitchell,HAW,MID,R12,Draft
286,13.0,180650.0,33301.0,Jordan,"What's Up, Doch?",440.0,MID,132.0,True,291856,Tom,Mitchell,HAW,MID,R13,Draft
287,14.0,180650.0,33301.0,Jordan,"What's Up, Doch?",440.0,MID,122.0,True,291856,Tom,Mitchell,HAW,MID,R14,Draft
288,1.0,180650.0,33301.0,Jordan,"What's Up, Doch?",99.0,DEF,117.0,True,295518,Sam,Docherty,CAR,DEF,R1,Draft
289,2.0,180650.0,33301.0,Jordan,"What's Up, Doch?",99.0,DEF,93.0,True,295518,Sam,Docherty,CAR,DEF,R2,Draft
290,3.0,180650.0,33301.0,Jordan,"What's Up, Doch?",99.0,DEF,122.0,True,295518,Sam,Docherty,CAR,DEF,R3,Draft
291,4.0,180650.0,33301.0,Jordan,"What's Up, Doch?",99.0,DEF,185.0,True,295518,Sam,Docherty,CAR,DEF,R4,Draft
292,5.0,180650.0,33301.0,Jordan,"What's Up, Doch?",99.0,DEF,89.0,True,295518,Sam,Docherty,CAR,DEF,R5,Draft
293,6.0,180650.0,33301.0,Jordan,"What's Up, Doch?",99.0,DEF,49.0,True,295518,Sam,Docherty,CAR,DEF,R6,Draft
294,7.0,180650.0,33301.0,Jordan,"What's Up, Doch?",99.0,DEF,89.0,True,295518,Sam,Docherty,CAR,DEF,R7,Draft
295,8.0,180650.0,33301.0,Jordan,"What's Up, Doch?",99.0,DEF,66.0,True,295518,Sam,Docherty,CAR,DEF,R8,Draft
296,9.0,180650.0,33301.0,Jordan,"What's Up, Doch?",99.0,DEF,91.0,True,295518,Sam,Docherty,CAR,DEF,R9,Draft
297,10.0,180650.0,33301.0,Jordan,"What's Up, Doch?",99.0,DEF,0.0,False,295518,Sam,Docherty,CAR,DEF,R10,Draft
298,11.0,180650.0,33301.0,Jordan,"What's Up, Doch?",99.0,DEF,70.0,True,295518,Sam,Docherty,CAR,DEF,R11,Draft
299,12.0,180650.0,33301.0,Jordan,"What's Up, Doch?",99.0,DEF,82.0,True,295518,Sam,Docherty,CAR,DEF,R12,Draft
300,13.0,180650.0,33301.0,Jordan,"What's Up, Doch?",99.0,DEF,84.0,True,295518,Sam,Docherty,CAR,DEF,R13,Draft
301,14.0,180650.0,33301.0,Jordan,"What's Up, Doch?",99.0,DEF,124.0,True,295518,Sam,Docherty,CAR,DEF,R14,Draft
302,1.0,180650.0,33301.0,Jordan,"What's Up, Doch?",389.0,DEF,114.0,True,295265,Nick,Haynes,GWS,DEF,R1,Draft
303,2.0,180650.0,33301.0,Jordan,"What's Up, Doch?",389.0,DEF,97.0,True,295265,Nick,Haynes,GWS,DEF,R2,Draft
304,3.0,180650.0,33301.0,Jordan,"What's Up, Doch?",389.0,DEF,110.0,True,295265,Nick,Haynes,GWS,DEF,R3,Draft
305,4.0,180650.0,33301.0,Jordan,"What's Up, Doch?",389.0,DEF,101.0,True,295265,Nick,Haynes,GWS,DEF,R4,Draft
306,5.0,8258.0,9856.0,Simon,It's always Sonny,389.0,DEF,148.0,True,295265,Nick,Haynes,GWS,DEF,R5,Trade
307,6.0,8258.0,9856.0,Simon,It's always Sonny,389.0,DEF,113.0,True,295265,Nick,Haynes,GWS,DEF,R6,Trade
308,7.0,8258.0,9856.0,Simon,It's always Sonny,389.0,DEF,75.0,True,295265,Nick,Haynes,GWS,DEF,R7,Trade
309,8.0,8258.0,9856.0,Simon,It's always Sonny,389.0,DEF,129.0,True,295265,Nick,Haynes,GWS,DEF,R8,Trade
310,9.0,8258.0,9856.0,Simon,It's always Sonny,389.0,DEF,110.0,True,295265,Nick,Haynes,GWS,DEF,R9,Trade
311,10.0,8258.0,9856.0,Simon,It's always Sonny,389.0,DEF,102.0,True,295265,Nick,Haynes,GWS,DEF,R10,Trade
312,11.0,8258.0,9856.0,Simon,It's always Sonny,389.0,DEF,0.0,False,295265,Nick,Haynes,GWS,DEF,R11,Trade
313,12.0,8258.0,9856.0,Simon,It's always Sonny,389.0,DEF,67.0,True,295265,Nick,Haynes,GWS,DEF,R12,Trade
314,13.0,8258.0,9856.0,Simon,It's always Sonny,389.0,DEF,97.0,True,295265,Nick,Haynes,GWS,DEF,R13,Trade
315,14.0,8258.0,9856.0,Simon,It's always Sonny,389.0,DEF,96.0,True,295265,Nick,Haynes,GWS,DEF,R14,Trade
316,1.0,180650.0,33301.0,Jordan,"What's Up, Doch?",392.0,MID,112.0,True,993903,Jacob,Hopper,GWS,MID,R1,Draft
317,2.0,180650.0,33301.0,Jordan,"What's Up, Doch?",392.0,MID,68.0,True,993903,Jacob,Hopper,GWS,MID,R2,Draft
318,3.0,180650.0,33301.0,Jordan,"What's Up, Doch?",392.0,MID,83.0,True,993903,Jacob,Hopper,GWS,MID,R3,Draft
319,4.0,180650.0,33301.0,Jordan,"What's Up, Doch?",392.0,MID,68.0,True,993903,Jacob,Hopper,GWS,MID,R4,Draft
320,5.0,180650.0,33301.0,Jordan,"What's Up, Doch?",392.0,MID,64.0,True,993903,Jacob,Hopper,GWS,MID,R5,Draft
321,6.0,180650.0,33301.0,Jordan,"What's Up, Doch?",392.0,MID,103.0,False,993903,Jacob,Hopper,GWS,MID,R6,Draft
322,7.0,180650.0,33301.0,Jordan,"What's Up, Doch?",392.0,MID,96.0,False,993903,Jacob,Hopper,GWS,MID,R7,Draft
323,8.0,180650.0,33301.0,Jordan,"What's Up, Doch?",392.0,MID,95.0,True,993903,Jacob,Hopper,GWS,MID,R8,Draft
324,9.0,180650.0,33301.0,Jordan,"What's Up, Doch?",392.0,MID,134.0,True,993903,Jacob,Hopper,GWS,MID,R9,Draft
325,10.0,180650.0,33301.0,Jordan,"What's Up, Doch?",392.0,MID,86.0,True,993903,Jacob,Hopper,GWS,MID,R10,Draft
326,11.0,180650.0,33301.0,Jordan,"What's Up, Doch?",392.0,MID,0.0,False,993903,Jacob,Hopper,GWS,MID,R11,Draft
327,12.0,180650.0,33301.0,Jordan,"What's Up, Doch?",392.0,MID,63.0,True,993903,Jacob,Hopper,GWS,MID,R12,Draft
328,13.0,180650.0,33301.0,Jordan,"What's Up, Doch?",392.0,MID,85.0,True,993903,Jacob,Hopper,GWS,MID,R13,Draft
329,14.0,180650.0,33301.0,Jordan,"What's Up, Doch?",392.0,MID,117.0,True,993903,Jacob,Hopper,GWS,MID,R14,Draft
330,1.0,180650.0,33301.0,Jordan,"What's Up, Doch?",387.0,FWD,108.0,True,295344,Toby,Greene,GWS,FWD,R1,Draft
331,2.0,180650.0,33301.0,Jordan,"What's Up, Doch?",387.0,FWD,47.0,True,295344,Toby,Greene,GWS,FWD,R2,Draft
332,3.0,180650.0,33301.0,Jordan,"What's Up, Doch?",387.0,FWD,0.0,False,295344,Toby,Greene,GWS,FWD,R3,Draft
333,4.0,180650.0,33301.0,Jordan,"What's Up, Doch?",387.0,FWD,96.0,True,295344,Toby,Greene,GWS,FWD,R4,Draft
334,5.0,180650.0,33301.0,Jordan,"What's Up, Doch?",387.0,FWD,106.0,True,295344,Toby,Greene,GWS,FWD,R5,Draft
335,6.0,180650.0,33301.0,Jordan,"What's Up, Doch?",387.0,FWD,83.0,True,295344,Toby,Greene,GWS,FWD,R6,Draft
336,7.0,180650.0,33301.0,Jordan,"What's Up, Doch?",387.0,FWD,0.0,False,295344,Toby,Greene,GWS,FWD,R7,Draft
337,8.0,180650.0,33301.0,Jordan,"What's Up, Doch?",387.0,FWD,166.0,True,295344,Toby,Greene,GWS,FWD,R8,Draft
338,9.0,180650.0,33301.0,Jordan,"What's Up, Doch?",387.0,FWD,41.0,True,295344,Toby,Greene,GWS,FWD,R9,Draft
339,10.0,180650.0,33301.0,Jordan,"What's Up, Doch?",387.0,FWD,0.0,False,295344,Toby,Greene,GWS,FWD,R10,Draft
340,11.0,180650.0,33301.0,Jordan,"What's Up, Doch?",387.0,FWD,0.0,False,295344,Toby,Greene,GWS,FWD,R11,Draft
341,12.0,180650.0,33301.0,Jordan,"What's Up, Doch?",387.0,FWD,0.0,False,295344,Toby,Greene,GWS,FWD,R12,Draft
342,13.0,180650.0,33301.0,Jordan,"What's Up, Doch?",387.0,FWD,76.0,True,295344,Toby,Greene,GWS,FWD,R13,Draft
343,14.0,180650.0,33301.0,Jordan,"What's Up, Doch?",387.0,FWD,74.0,True,295344,Toby,Greene,GWS,FWD,R14,Draft
344,1.0,180650.0,33301.0,Jordan,"What's Up, Doch?",112.0,FWD,107.0,True,296190,Jack,Martin,CAR,FWD MID,R1,Draft
345,2.0,180650.0,33301.0,Jordan,"What's Up, Doch?",112.0,FWD,71.0,True,296190,Jack,Martin,CAR,FWD MID,R2,Draft
346,3.0,180650.0,33301.0,Jordan,"What's Up, Doch?",112.0,FWD,127.0,True,296190,Jack,Martin,CAR,FWD MID,R3,Draft
347,4.0,180650.0,33301.0,Jordan,"What's Up, Doch?",112.0,FWD,56.0,True,296190,Jack,Martin,CAR,FWD MID,R4,Draft
348,5.0,180650.0,33301.0,Jordan,"What's Up, Doch?",112.0,FWD,121.0,True,296190,Jack,Martin,CAR,FWD MID,R5,Draft
349,6.0,180650.0,33301.0,Jordan,"What's Up, Doch?",112.0,FWD,116.0,True,296190,Jack,Martin,CAR,FWD MID,R6,Draft
350,7.0,180650.0,33301.0,Jordan,"What's Up, Doch?",112.0,FWD,85.0,True,296190,Jack,Martin,CAR,FWD MID,R7,Draft
351,8.0,180650.0,33301.0,Jordan,"What's Up, Doch?",112.0,FWD,80.0,True,296190,Jack,Martin,CAR,FWD MID,R8,Draft
352,9.0,180650.0,33301.0,Jordan,"What's Up, Doch?",112.0,FWD,99.0,True,296190,Jack,Martin,CAR,FWD MID,R9,Draft
353,10.0,180650.0,33301.0,Jordan,"What's Up, Doch?",112.0,FWD,0.0,False,296190,Jack,Martin,CAR,FWD MID,R10,Draft
354,11.0,180650.0,33301.0,Jordan,"What's Up, Doch?",112.0,FWD,18.0,True,296190,Jack,Martin,CAR,FWD MID,R11,Draft
355,12.0,180650.0,33301.0,Jordan,"What's Up, Doch?",112.0,FWD,0.0,False,296190,Jack,Martin,CAR,FWD MID,R12,Draft
356,13.0,180650.0,33301.0,Jordan,"What's Up, Doch?",112.0,FWD,144.0,True,296190,Jack,Martin,CAR,FWD MID,R13,Draft
357,14.0,180650.0,33301.0,Jordan,"What's Up, Doch?",112.0,FWD,63.0,True,296190,Jack,Martin,CAR,FWD MID,R14,Draft
358,1.0,180650.0,33301.0,Jordan,"What's Up, Doch?",491.0,FWD,105.0,True,298210,Christian,Petracca,MEL,FWD,R1,Draft
359,2.0,180650.0,33301.0,Jordan,"What's Up, Doch?",491.0,FWD,126.0,True,298210,Christian,Petracca,MEL,FWD,R2,Draft
360,3.0,180650.0,33301.0,Jordan,"What's Up, Doch?",491.0,FWD,0.0,False,298210,Christian,Petracca,MEL,FWD,R3,Draft
361,4.0,180650.0,33301.0,Jordan,"What's Up, Doch?",491.0,FWD,89.0,True,298210,Christian,Petracca,MEL,FWD,R4,Draft
362,5.0,8258.0,9856.0,Simon,It's always Sonny,491.0,FWD,111.0,True,298210,Christian,Petracca,MEL,FWD,R5,Trade
363,6.0,8258.0,9856.0,Simon,It's always Sonny,491.0,FWD,104.0,True,298210,Christian,Petracca,MEL,FWD,R6,Trade
364,7.0,8258.0,9856.0,Simon,It's always Sonny,491.0,FWD,160.0,True,298210,Christian,Petracca,MEL,FWD,R7,Trade
365,8.0,8258.0,9856.0,Simon,It's always Sonny,491.0,FWD,141.0,True,298210,Christian,Petracca,MEL,FWD,R8,Trade
366,9.0,8258.0,9856.0,Simon,It's always Sonny,491.0,FWD,99.0,True,298210,Christian,Petracca,MEL,FWD,R9,Trade
367,10.0,8258.0,9856.0,Simon,It's always Sonny,491.0,FWD,132.0,True,298210,Christian,Petracca,MEL,FWD,R10,Trade
368,11.0,8258.0,9856.0,Simon,It's always Sonny,491.0,FWD,160.0,True,298210,Christian,Petracca,MEL,FWD,R11,Trade
369,12.0,8258.0,9856.0,Simon,It's always Sonny,491.0,FWD,125.0,True,298210,Christian,Petracca,MEL,FWD,R12,Trade
370,13.0,8258.0,9856.0,Simon,It's always Sonny,491.0,FWD,82.0,True,298210,Christian,Petracca,MEL,FWD,R13,Trade
371,14.0,8258.0,9856.0,Simon,It's always Sonny,491.0,FWD,127.0,True,298210,Christian,Petracca,MEL,FWD,R14,Trade
372,1.0,180650.0,33301.0,Jordan,"What's Up, Doch?",570.0,FWD,104.0,True,261396,Robbie,Gray,PTA,FWD MID,R1,Draft
373,2.0,180650.0,33301.0,Jordan,"What's Up, Doch?",570.0,FWD,77.0,True,261396,Robbie,Gray,PTA,FWD MID,R2,Draft
374,3.0,180650.0,33301.0,Jordan,"What's Up, Doch?",570.0,FWD,71.0,True,261396,Robbie,Gray,PTA,FWD MID,R3,Draft
375,4.0,180650.0,33301.0,Jordan,"What's Up, Doch?",570.0,FWD,77.0,False,261396,Robbie,Gray,PTA,FWD MID,R4,Draft
376,5.0,180650.0,33301.0,Jordan,"What's Up, Doch?",570.0,FWD,77.0,True,261396,Robbie,Gray,PTA,FWD MID,R5,Draft
377,6.0,180650.0,33301.0,Jordan,"What's Up, Doch?",570.0,FWD,79.0,False,261396,Robbie,Gray,PTA,FWD MID,R6,Draft
378,7.0,180650.0,33301.0,Jordan,"What's Up, Doch?",570.0,FWD,90.0,True,261396,Robbie,Gray,PTA,FWD MID,R7,Draft
379,8.0,180650.0,33301.0,Jordan,"What's Up, Doch?",570.0,FWD,47.0,True,261396,Robbie,Gray,PTA,FWD MID,R8,Draft
380,9.0,180650.0,33301.0,Jordan,"What's Up, Doch?",570.0,FWD,72.0,False,261396,Robbie,Gray,PTA,FWD MID,R9,Draft
