,round,user_id,action_time,buy_player.id,buy_player.feed_id,buy_player.first_name,buy_player.last_name,buy_player.team.abbrev,sell_player.id,sell_player.feed_id,sell_player.first_name,sell_player.last_name,sell_player.team.abbrev,source
233,4,63015,2022-04-07T07:41:00+10:00,313,999326,Brad,Close,GEE,623.0,1002227,Jack,Higgins,STK,Free Agent
234,5,63015,2022-04-12T04:59:02+10:00,512,1002240,Jaidyn,Stephenson,NTH,38.0,291748,Brodie,Smith,ADE,Free Agent
235,5,63015,2022-04-12T05:07:23+10:00,310,296733,Mark,Blicavs,GEE,313.0,999326,Brad,Close,GEE,Free Agent
236,6,63015,2022-04-21T18:29:39+10:00,414,1000960,Max,Lynch,HAW,512.0,1002240,Jaidyn,Stephenson,NTH,Free Agent
237,6,63015,2022-04-20T05:04:13+10:00,771,1006114,Bailey J.,Williams,WCE,206.0,294068,Andrew,Phillips,ESS,Free Agent
238,6,63015,2022-04-20T05:03:19+10:00,762,281373,Jack,Redden,WCE,280.0,993799,Brayden,Fiorini,GCS,Free Agent
239,7,63015,2022-04-27T04:58:57+10:00,462,296420,Alex,Neal-Bullen,MEL,785.0,1002231,Patrick,Naish,WCE,Free Agent
240,7,63015,2022-04-27T04:59:17+10:00,715,280763,Stefan,Martin,WBD,771.0,1006114,Bailey J.,Williams,WCE,Free Agent
241,8,63015,2022-05-03T21:42:02+10:00,132,997316,Lewis,Young,CAR,715.0,280763,Stefan,Martin,WBD,Free Agent
242,9,63015,2022-05-10T04:44:06+10:00,526,994599,Riley,Bonner,PTA,161.0,992010,Brayden,Maynard,COL,Free Agent
243,9,63015,2022-05-10T08:56:56+10:00,303,290832,David,Swallow,GCS,526.0,994599,Riley,Bonner,PTA,Free Agent
244,10,63015,2022-05-19T18:28:21+10:00,210,291783,Dylan,Shiel,ESS,180.0,1006103,Jye,Caldwell,ESS,Free Agent
245,10,63015,2022-05-19T18:29:14+10:00,367,993902,Matt,Flynn,GWS,414.0,1000960,Max,Lynch,HAW,Free Agent
246,11,63015,2022-05-26T18:47:41+10:00,683,1006126,James,Rowbottom,SYD,206.0,294068,Andrew,Phillips,ESS,Free Agent
247,11,63015,2022-05-26T18:47:26+10:00,38,291748,Brodie,Smith,ADE,132.0,997316,Lewis,Young,CAR,Free Agent
248,11,63015,2022-05-26T18:28:59+10:00,206,294068,Andrew,Phillips,ESS,669.0,1011936,Justin,McInerney,SYD,Free Agent
249,12,63015,2022-05-31T04:44:14+10:00,308,994386,Tom,Atkins,GEE,210.0,291783,Dylan,Shiel,ESS,Free Agent
250,13,63015,2022-06-07T04:30:02+10:00,116,297907,Nic,Newman,CAR,38.0,291748,Brodie,Smith,ADE,Free Agent
251,13,63015,2022-06-09T09:02:45+10:00,526,994599,Riley,Bonner,PTA,683.0,1006126,James,Rowbottom,SYD,Free Agent
252,13,63015,2022-06-09T19:26:05+10:00,630,1006143,Max,King,STK,462.0,296420,Alex,Neal-Bullen,MEL,Free Agent
253,14,63015,2022-06-18T18:49:31+10:00,271,994077,Mabior,Chol,GCS,367.0,993902,Matt,Flynn,GWS,Free Agent
254,14,63015,2022-06-16T19:08:28+10:00,680,290188,Sam,Reid,SYD,116.0,297907,Nic,Newman,CAR,Free Agent
255,14,63015,2022-06-15T08:18:55+10:00,38,291748,Brodie,Smith,ADE,526.0,994599,Riley,Bonner,PTA,Free Agent
256,16,63015,2022-06-28T04:30:20+10:00,367,993902,Matt,Flynn,GWS,271.0,994077,Mabior,Chol,GCS,Free Agent
257,17,63015,2022-07-05T06:27:14+10:00,625,295584,Bradley,Hill,STK,96.0,996731,Charlie,Curnow,CAR,Free Agent
258,18,63015,2022-07-15T19:59:44+10:00,113,1000953,Harry,McKay,CAR,392.0,280109,Callan,Ward,GWS,Free Agent
