,id,first_name,last_name,team_id,price,previous_games,previous_average,previous_total,feed_id,hs_url,active,positions,team,position,long_team
68,69,Lincoln,McCarthy,2,339500,8,63.0,504,293581,,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",BRL,FWD,Brisbane
69,70,Hugh,McCluggage,2,528500,23,98.09,2256,1000978,,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",BRL,MID,Brisbane
70,71,Oscar,McInerney,2,517300,22,96.0,2112,1005521,,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",BRL,RUC,Brisbane
71,72,Conor,McKenna,2,301700,14,56.0,784,997846,,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",BRL,DEF,Brisbane
72,73,Will,McLachlan,2,119900,0,0.0,0,1029405,,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",BRL,FWD,Brisbane
73,74,Logan,Morris,2,289500,15,53.73,806,1028019,,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",BRL,FWD,Brisbane
74,75,Lachie,Neale,2,645900,22,119.86,2637,293535,,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",BRL,MID,Brisbane
75,76,Jack,Payne,2,337900,14,62.71,878,1002347,,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",BRL,DEF,Brisbane
76,77,Cam,Rayner,2,422600,23,78.43,1804,1002235,,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",BRL,FWD,Brisbane
77,78,Bruce,Reville,2,275700,12,51.17,614,1009317,,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",BRL,MID,Brisbane
78,79,Deven,Robertson,2,121200,2,25.0,50,1009385,,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",BRL,FWD MID,Brisbane
79,80,Brandon,Ryan,2,119900,1,23.0,23,1012127,,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",BRL,FWD,Brisbane
80,81,Henry,Smith,2,169200,4,39.25,157,1016189,,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",BRL,FWD,Brisbane
81,82,Brandon,Starcevich,2,297300,17,55.18,938,1002401,,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",BRL,DEF,Brisbane
82,83,Reece,Torrent,2,119900,0,0.0,0,1024187,,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",BRL,MID,Brisbane
83,84,James,Tunstill,2,119900,3,31.67,95,1021108,,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",BRL,FWD MID,Brisbane
84,85,Darcy,Wilmot,2,449100,23,83.35,1917,1017067,,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",BRL,DEF,Brisbane
85,86,Zane,Zakostelsky,2,119900,0,0.0,0,1032650,,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}, {'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",BRL,DEF RUC,Brisbane
86,87,Dayne,Zorko,2,595100,23,110.43,2540,261224,,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",BRL,DEF,Brisbane
87,88,Blake,Acres,3,500600,22,92.91,2044,296294,,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",CAR,MID,Carlton
88,89,Jaxon,Binns,3,171000,3,45.33,136,1023533,,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",CAR,MID,Carlton
89,90,Jordan,Boyd,3,327000,19,60.68,1153,1002795,,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",CAR,DEF,Carlton
90,91,Ben,Camporeale,3,113500,0,0.0,0,1027282,,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",CAR,MID,Carlton
91,92,Lucas,Camporeale,3,113500,0,0.0,0,1022452,,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",CAR,MID,Carlton
92,93,Adam,Cerra,3,447700,12,83.08,997,1002239,,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",CAR,MID,Carlton
93,94,Harry,Charleson,3,99100,0,0.0,0,1028496,,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",CAR,DEF MID,Carlton
94,95,Alex,Cincotta,3,263700,16,48.94,783,1016268,,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",CAR,DEF,Carlton
95,96,Matthew,Cottrell,3,294000,14,54.57,764,1008154,,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",CAR,FWD MID,Carlton
96,97,Lachlan,Cowan,3,329000,16,61.06,977,1021353,,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",CAR,DEF,Carlton
97,98,Patrick,Cripps,3,595300,23,110.48,2541,990704,,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",CAR,MID,Carlton
98,99,Charlie,Curnow,3,444200,21,82.43,1731,996731,,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",CAR,FWD,Carlton
99,100,Tom,De Koning,3,547100,17,101.53,1726,1004912,,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",CAR,RUC,Carlton
100,101,Sam,Docherty,3,487900,1,25.0,25,295518,,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",CAR,MID,Carlton
101,102,Matt,Duffy,3,99100,0,0.0,0,1039720,,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",CAR,DEF,Carlton
102,103,Corey,Durdin,3,208900,13,38.77,504,1008510,,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",CAR,FWD,Carlton
103,104,Orazio,Fantasia,3,215100,14,39.93,559,296334,,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",CAR,FWD,Carlton
104,105,Lachie,Fogarty,3,330100,15,61.27,919,1002228,,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",CAR,FWD,Carlton
105,106,Nick,Haynes,3,376500,8,69.88,559,295265,,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",CAR,DEF,Carlton
106,107,George,Hewett,3,496500,21,92.14,1935,294036,,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",CAR,MID,Carlton
107,108,Elijah,Hollands,3,404900,21,75.14,1578,1012862,,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",CAR,FWD,Carlton
108,109,Oliver,Hollands,3,333300,22,61.86,1361,1023495,,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",CAR,MID,Carlton
109,110,Brodie,Kemp,3,381500,20,70.8,1416,1009241,,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",CAR,DEF,Carlton
110,111,Harry,Lemmey,3,119900,0,0.0,0,1020072,,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",CAR,FWD,Carlton
111,112,Cooper,Lord,3,253800,2,78.5,157,1032108,,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",CAR,MID,Carlton
112,113,Mitch,McGovern,3,411700,17,76.41,1299,297255,,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",CAR,DEF,Carlton
113,114,Harry,McKay,3,467200,20,86.7,1734,1000953,,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",CAR,FWD,Carlton
114,115,Ashton,Moir,3,119900,2,28.5,57,1020097,,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",CAR,FWD,Carlton
115,116,Rob,Monahan,3,119900,0,0.0,0,1035129,,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",CAR,FWD,Carlton
116,117,Jesse,Motlop,3,190700,6,39.33,236,1017700,,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",CAR,FWD,Carlton
117,118,Nic,Newman,3,546800,23,101.48,2334,297907,,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",CAR,DEF,Carlton
118,119,Harry,O'Farrell,3,113500,0,0.0,0,1028526,,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",CAR,DEF,Carlton
119,120,Hudson,O'Keeffe,3,119900,0,0.0,0,1023489,,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",CAR,RUC,Carlton
120,121,Marc,Pittonet,3,484100,13,89.85,1168,298290,,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",CAR,RUC,Carlton
121,122,Adam,Saad,3,468200,17,86.88,1477,295461,,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",CAR,DEF,Carlton
122,123,Jack,Silvagni,3,259800,0,0.0,0,1001028,,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",CAR,FWD,Carlton
123,124,Jagga,Smith,3,194500,0,0.0,0,1028515,,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",CAR,MID,Carlton
124,125,Sam,Walsh,3,583900,19,108.37,2059,1006094,,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",CAR,MID,Carlton
125,126,Jacob,Weitering,3,414900,21,77.0,1617,993832,,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",CAR,DEF,Carlton
126,127,Zac,Williams,3,366400,18,68.0,1224,294685,,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}, {'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",CAR,DEF FWD,Carlton
127,128,Billy,Wilson,3,119900,0,0.0,0,1027678,,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",CAR,DEF MID,Carlton
128,129,Lewis,Young,3,340100,8,63.13,505,997316,,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",CAR,DEF,Carlton
129,130,Edward,Allan,4,194000,2,60.0,120,1022915,,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",COL,MID,Collingwood
130,131,Darcy,Cameron,4,566500,23,105.13,2418,990291,,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",COL,RUC,Collingwood
131,132,Joel,Cochran,4,113500,0,0.0,0,1029000,,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",COL,DEF,Collingwood
132,133,Mason,Cox,4,307800,16,57.13,914,998647,,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}, {'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",COL,FWD RUC,Collingwood
133,134,Jack,Crisp,4,469700,23,87.17,2005,293871,,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",COL,MID,Collingwood
134,135,Josh,Daicos,4,482600,23,89.57,2060,1005054,,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",COL,MID,Collingwood
135,136,Nick,Daicos,4,631400,23,117.17,2695,1023261,,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",COL,MID,Collingwood
136,137,Jordan,De Goey,4,441800,13,82.0,1066,994185,,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",COL,MID,Collingwood
137,138,Charlie,Dean,4,297000,8,55.13,441,1009197,,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",COL,DEF,Collingwood
138,139,Harry,DeMattia,4,119900,0,0.0,0,1027673,,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",COL,MID,Collingwood
139,140,Jamie,Elliott,4,342300,15,63.53,953,293801,,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",COL,FWD,Collingwood
