feed_id,player_id,first_name,last_name,team_abbrev,pos_1,pos_2,round,points,played,avg,avg3,avg5,price
1012807,1,Sam,Berry,ADE,MID,,1,80,1,80.0,80.0,80.0,226900
1012807,1,Sam,Berry,ADE,MID,,2,52,2,66.0,66.0,66.0,226900
1012807,1,Sam,Berry,ADE,MID,,4,33,3,55.0,55.0,55.0,243100
1012807,1,Sam,Berry,ADE,MID,,5,56,4,55.25,47.0,55.25,244400
1012807,1,Sam,Berry,ADE,MID,,6,31,5,50.4,40.0,50.4,235500
1012807,1,Sam,Berry,ADE,MID,,11,43,6,49.1667,43.3333,43.0,232300
1012807,1,Sam,Berry,ADE,MID,,12,34,7,47.0,36.0,39.4,220300
1012807,1,Sam,Berry,ADE,MID,,13,74,8,50.375,50.3333,47.6,230300
1012807,1,Sam,Berry,ADE,MID,,14,15,9,46.4444,41.0,39.4,225100
1012807,1,Sam,Berry,ADE,MID,,16,104,10,52.2,64.3333,54.0,254400
1012807,1,Sam,Berry,ADE,MID,,17,89,11,55.5455,69.3333,63.2,282600
1012807,1,Sam,Berry,ADE,MID,,18,106,12,59.75,99.6667,77.6,344600
1012807,1,Sam,Berry,ADE,MID,,19,72,13,60.6923,89.0,77.2,374600
1012807,1,Sam,Berry,ADE,MID,,20,50,14,59.9286,76.0,84.2,378300
1012807,1,Sam,Berry,ADE,MID,,21,61,15,60.0,61.0,75.6,360800
1012807,1,Sam,Berry,ADE,MID,,22,86,16,61.625,65.6667,75.0,354900
1012807,1,Sam,Berry,ADE,MID,,23,76,17,62.4706,74.3333,69.0,362200
1012807,1,Sam,Berry,ADE,MID,,24,83,18,63.6111,81.6667,71.2,377400
1015329,10,Billy,Dowling,ADE,MID,FWD,13,63,1,63.0,63.0,63.0,123900
1015329,10,Billy,Dowling,ADE,MID,FWD,14,55,2,59.0,59.0,59.0,123900
1015329,10,Billy,Dowling,ADE,MID,FWD,16,57,3,58.3333,58.3333,58.3333,171500
1015329,10,Billy,Dowling,ADE,MID,FWD,17,67,4,60.5,59.6667,60.5,208200
1015329,10,Billy,Dowling,ADE,MID,FWD,18,101,5,68.6,75.0,68.6,256000
1015329,10,Billy,Dowling,ADE,MID,FWD,19,83,6,71.0,83.6667,72.6,302300
1015329,10,Billy,Dowling,ADE,MID,FWD,20,69,7,70.7143,84.3333,75.4,336800
1015329,10,Billy,Dowling,ADE,MID,FWD,21,44,8,67.375,65.3333,72.8,336300
1015329,10,Billy,Dowling,ADE,MID,FWD,24,62,9,66.7778,58.3333,71.8,326400
1004912,100,Tom,De Koning,CAR,RUC,,0,64,1,64.0,0.0,0.0,411800
1004912,100,Tom,De Koning,CAR,RUC,,1,118,2,91.0,118.0,118.0,411800
1004912,100,Tom,De Koning,CAR,RUC,,3,96,3,92.6667,107.0,107.0,431100
1004912,100,Tom,De Koning,CAR,RUC,,4,100,4,94.5,104.667,104.667,462200
1004912,100,Tom,De Koning,CAR,RUC,,5,67,5,89.0,87.6667,95.25,462300
1004912,100,Tom,De Koning,CAR,RUC,,6,122,6,94.5,96.3333,100.6,473800
1004912,100,Tom,De Koning,CAR,RUC,,7,82,7,92.7143,90.3333,93.4,473800
1004912,100,Tom,De Koning,CAR,RUC,,8,90,8,92.375,98.0,92.2,485000
1004912,100,Tom,De Koning,CAR,RUC,,9,66,9,89.4444,79.3333,85.4,467600
1004912,100,Tom,De Koning,CAR,RUC,,10,28,10,83.3,61.3333,77.6,428200
1004912,100,Tom,De Koning,CAR,RUC,,11,131,11,87.6364,75.0,79.4,417200
1004912,100,Tom,De Koning,CAR,RUC,,12,140,12,92.0,99.6667,91.0,443800
1004912,100,Tom,De Koning,CAR,RUC,,13,146,13,96.1538,139.0,102.2,515200
1004912,100,Tom,De Koning,CAR,RUC,,15,176,14,101.857,154.0,124.2,589700
1004912,100,Tom,De Koning,CAR,RUC,,17,128,15,103.6,150.0,144.2,640400
1004912,100,Tom,De Koning,CAR,RUC,,18,95,16,103.062,133.0,137.0,653600
1004912,100,Tom,De Koning,CAR,RUC,,19,77,17,101.529,100.0,124.4,616500
295518,101,Sam,Docherty,CAR,MID,,0,25,1,25.0,0.0,0.0,562200
1008510,102,Corey,Durdin,CAR,FWD,,1,15,1,15.0,15.0,15.0,294200
1008510,102,Corey,Durdin,CAR,FWD,,3,44,2,29.5,29.5,29.5,294200
1008510,102,Corey,Durdin,CAR,FWD,,4,47,3,35.3333,35.3333,35.3333,265800
1008510,102,Corey,Durdin,CAR,FWD,,5,50,4,39.0,47.0,39.0,261200
1008510,102,Corey,Durdin,CAR,FWD,,6,62,5,43.6,53.0,43.6,265800
1008510,102,Corey,Durdin,CAR,FWD,,7,58,6,46.0,56.6667,52.2,274000
1008510,102,Corey,Durdin,CAR,FWD,,8,29,7,43.5714,49.6667,49.2,270800
1008510,102,Corey,Durdin,CAR,FWD,,9,39,8,43.0,42.0,47.6,257900
1008510,102,Corey,Durdin,CAR,FWD,,10,18,9,40.2222,28.6667,41.2,229100
1008510,102,Corey,Durdin,CAR,FWD,,13,18,10,38.0,25.0,32.4,202100
1008510,102,Corey,Durdin,CAR,FWD,,15,6,11,35.0909,14.0,22.0,167700
1008510,102,Corey,Durdin,CAR,FWD,,23,92,12,39.8333,38.6667,34.6,176000
1008510,102,Corey,Durdin,CAR,FWD,,24,26,13,38.7692,41.3333,32.0,185700
297767,103,Sam,Durdin,CAR,DEF,,19,33,1,33.0,33.0,33.0,123900
296334,104,Orazio,Fantasia,CAR,FWD,,0,35,1,35.0,0.0,0.0,175900
296334,104,Orazio,Fantasia,CAR,FWD,,1,39,2,37.0,39.0,39.0,175900
296334,104,Orazio,Fantasia,CAR,FWD,,3,18,3,30.6667,28.5,28.5,171900
296334,104,Orazio,Fantasia,CAR,FWD,,4,41,4,33.25,32.6667,32.6667,171900
296334,104,Orazio,Fantasia,CAR,FWD,,5,32,5,33.0,30.3333,32.5,168800
296334,104,Orazio,Fantasia,CAR,FWD,,6,37,6,33.6667,36.6667,33.4,175000
296334,104,Orazio,Fantasia,CAR,FWD,,8,28,7,32.8571,32.3333,31.2,173800
296334,104,Orazio,Fantasia,CAR,FWD,,10,41,8,33.875,35.3333,35.8,176300
296334,104,Orazio,Fantasia,CAR,FWD,,11,43,9,34.8889,37.3333,36.2,180600
296334,104,Orazio,Fantasia,CAR,FWD,,12,57,10,37.1,47.0,41.2,197400
296334,104,Orazio,Fantasia,CAR,FWD,,15,44,11,37.7273,48.0,42.6,210800
296334,104,Orazio,Fantasia,CAR,FWD,,16,76,12,40.9167,59.0,52.2,236500
296334,104,Orazio,Fantasia,CAR,FWD,,17,20,13,39.3077,46.6667,48.0,238300
296334,104,Orazio,Fantasia,CAR,FWD,,24,48,14,39.9286,48.0,49.0,240400
1002228,105,Lachie,Fogarty,CAR,FWD,,0,80,1,80.0,0.0,0.0,348400
1002228,105,Lachie,Fogarty,CAR,FWD,,1,55,2,67.5,55.0,55.0,348400
1002228,105,Lachie,Fogarty,CAR,FWD,,3,90,3,75.0,72.5,72.5,360100
1002228,105,Lachie,Fogarty,CAR,FWD,,4,45,4,67.5,63.3333,63.3333,353000
1002228,105,Lachie,Fogarty,CAR,FWD,,11,51,5,64.2,62.0,60.25,344200
1002228,105,Lachie,Fogarty,CAR,FWD,,12,69,6,65.0,55.0,62.0,328800
1002228,105,Lachie,Fogarty,CAR,FWD,,13,42,7,61.7143,54.0,59.4,314700
1002228,105,Lachie,Fogarty,CAR,FWD,,15,61,8,61.625,57.3333,53.6,309800
1002228,105,Lachie,Fogarty,CAR,FWD,,16,82,9,63.8889,61.6667,61.0,313200
1002228,105,Lachie,Fogarty,CAR,FWD,,17,57,10,63.2,66.6667,62.2,322200
1002228,105,Lachie,Fogarty,CAR,FWD,,18,59,11,62.8182,66.0,60.2,327600
1002228,105,Lachie,Fogarty,CAR,FWD,,19,99,12,65.8333,71.6667,71.6,338400
1002228,105,Lachie,Fogarty,CAR,FWD,,20,48,13,64.4615,68.6667,69.0,341800
1002228,105,Lachie,Fogarty,CAR,FWD,,21,70,14,64.8571,72.3333,66.6,349500
1002228,105,Lachie,Fogarty,CAR,FWD,,22,11,15,61.2667,43.0,57.4,315600
294036,106,George,Hewett,CAR,MID,,0,106,1,106.0,0.0,0.0,440000
294036,106,George,Hewett,CAR,MID,,1,76,2,91.0,76.0,76.0,440000
294036,106,George,Hewett,CAR,MID,,3,124,3,102.0,100.0,100.0,464700
294036,106,George,Hewett,CAR,MID,,4,103,4,102.25,101.0,101.0,481900
294036,106,George,Hewett,CAR,MID,,5,105,5,102.8,110.667,102.0,508500
294036,106,George,Hewett,CAR,MID,,6,110,6,104.0,106.0,103.6,521200
294036,106,George,Hewett,CAR,MID,,7,75,7,99.8571,96.6667,103.4,517400
294036,106,George,Hewett,CAR,MID,,8,98,8,99.625,94.3333,98.2,512200
294036,106,George,Hewett,CAR,MID,,9,39,9,92.8889,70.6667,85.4,475800
294036,106,George,Hewett,CAR,MID,,10,50,10,88.6,62.3333,74.4,435600
294036,106,George,Hewett,CAR,MID,,11,97,11,89.3636,62.0,71.8,404800
294036,106,George,Hewett,CAR,MID,,12,66,12,87.4167,71.0,70.0,395300
294036,106,George,Hewett,CAR,MID,,13,118,13,89.7692,93.6667,74.0,417600
294036,106,George,Hewett,CAR,MID,,15,96,14,90.2143,93.3333,85.4,434800
294036,106,George,Hewett,CAR,MID,,16,12,15,85.0,75.3333,77.8,424300
294036,106,George,Hewett,CAR,MID,,19,109,16,86.5,72.3333,80.2,410400
294036,106,George,Hewett,CAR,MID,,20,108,17,87.7647,76.3333,88.6,405100
294036,106,George,Hewett,CAR,MID,,21,135,18,90.3889,117.333,92.0,457400
294036,106,George,Hewett,CAR,MID,,22,67,19,89.1579,103.333,86.2,477400
294036,106,George,Hewett,CAR,MID,,23,119,20,90.65,107.0,107.6,496800
294036,106,George,Hewett,CAR,MID,,24,122,21,92.1429,102.667,110.2,504700
1012862,107,Elijah,Hollands,CAR,FWD,MID,3,116,1,116.0,116.0,116.0,276300
1012862,107,Elijah,Hollands,CAR,FWD,MID,4,19,2,67.5,67.5,67.5,276300
1012862,107,Elijah,Hollands,CAR,FWD,MID,5,62,3,65.6667,65.6667,65.6667,294700
1012862,107,Elijah,Hollands,CAR,FWD,MID,6,58,4,63.75,46.3333,63.75,281300
1012862,107,Elijah,Hollands,CAR,FWD,MID,7,85,5,68.0,68.3333,68.0,301500
1012862,107,Elijah,Hollands,CAR,FWD,MID,8,70,6,68.3333,71.0,58.8,320500
1012862,107,Elijah,Hollands,CAR,FWD,MID,9,48,7,65.4286,67.6667,64.6,330000
1012862,107,Elijah,Hollands,CAR,FWD,MID,10,55,8,64.125,57.6667,63.2,321900
1012862,107,Elijah,Hollands,CAR,FWD,MID,11,57,9,63.3333,53.3333,63.0,309400
1012862,107,Elijah,Hollands,CAR,FWD,MID,12,92,10,66.2,68.0,64.4,321000
1012862,107,Elijah,Hollands,CAR,FWD,MID,13,115,11,70.6364,88.0,73.4,355500
1012862,107,Elijah,Hollands,CAR,FWD,MID,15,84,12,71.75,97.0,80.6,394200
1012862,107,Elijah,Hollands,CAR,FWD,MID,16,93,13,73.3846,97.3333,88.2,424500
1012862,107,Elijah,Hollands,CAR,FWD,MID,17,61,14,72.5,79.3333,89.0,421600
1012862,107,Elijah,Hollands,CAR,FWD,MID,18,95,15,74.0,83.0,89.6,424100
1012862,107,Elijah,Hollands,CAR,FWD,MID,19,68,16,73.625,74.6667,80.2,413400
1012862,107,Elijah,Hollands,CAR,FWD,MID,20,78,17,73.8824,80.3333,79.0,412700
1012862,107,Elijah,Hollands,CAR,FWD,MID,21,81,18,74.2778,75.6667,76.6,406000
1012862,107,Elijah,Hollands,CAR,FWD,MID,22,62,19,73.6316,73.6667,76.8,399100
1012862,107,Elijah,Hollands,CAR,FWD,MID,23,96,20,74.75,79.6667,77.0,401900
1012862,107,Elijah,Hollands,CAR,FWD,MID,24,83,21,75.1429,80.3333,80.0,404700
1023495,108,Oliver,Hollands,CAR,MID,,0,41,1,41.0,0.0,0.0,322800
1023495,108,Oliver,Hollands,CAR,MID,,1,62,2,51.5,62.0,62.0,322800
1023495,108,Oliver,Hollands,CAR,MID,,3,72,3,58.3333,67.0,67.0,318300
1023495,108,Oliver,Hollands,CAR,MID,,4,35,4,52.5,56.3333,56.3333,312400
1023495,108,Oliver,Hollands,CAR,MID,,5,40,5,50.0,49.0,52.25,298400
1023495,108,Oliver,Hollands,CAR,MID,,6,59,6,51.5,44.6667,53.6,281700
1023495,108,Oliver,Hollands,CAR,MID,,7,22,7,47.2857,40.3333,45.6,263200
1023495,108,Oliver,Hollands,CAR,MID,,9,72,8,50.375,51.0,45.6,264700
1023495,108,Oliver,Hollands,CAR,MID,,10,42,9,49.4444,45.3333,47.0,257000
1023495,108,Oliver,Hollands,CAR,MID,,11,82,10,52.7,65.3333,55.4,278200
1023495,108,Oliver,Hollands,CAR,MID,,12,71,11,54.3636,65.0,57.8,293900
1023495,108,Oliver,Hollands,CAR,MID,,13,50,12,54.0,67.6667,63.4,307900
1023495,108,Oliver,Hollands,CAR,MID,,15,60,13,54.4615,60.3333,61.0,309000
1023495,108,Oliver,Hollands,CAR,MID,,16,44,14,53.7143,51.3333,61.4,298500
1023495,108,Oliver,Hollands,CAR,MID,,17,56,15,53.8667,53.3333,56.2,293100
1023495,108,Oliver,Hollands,CAR,MID,,18,63,16,54.4375,54.3333,54.6,290100
1023495,108,Oliver,Hollands,CAR,MID,,19,75,17,55.6471,64.6667,59.6,301300
1023495,108,Oliver,Hollands,CAR,MID,,20,41,18,54.8333,59.6667,55.8,302300
1023495,108,Oliver,Hollands,CAR,MID,,21,90,19,56.6842,68.6667,65.0,315500
1023495,108,Oliver,Hollands,CAR,MID,,22,72,20,57.45,67.6667,68.2,324400
1023495,108,Oliver,Hollands,CAR,MID,,23,116,21,60.2381,92.6667,78.8,364900
1023495,108,Oliver,Hollands,CAR,MID,,24,96,22,61.8636,94.6667,83.0,397000
1009241,109,Brodie,Kemp,CAR,DEF,,0,70,1,70.0,0.0,0.0,408400
1009241,109,Brodie,Kemp,CAR,DEF,,1,95,2,82.5,95.0,95.0,408400
1009241,109,Brodie,Kemp,CAR,DEF,,4,92,3,85.6667,93.5,93.5,419300
1009241,109,Brodie,Kemp,CAR,DEF,,5,52,4,77.25,79.6667,79.6667,419600
1009241,109,Brodie,Kemp,CAR,DEF,,6,62,5,74.2,68.6667,75.25,404200
1009241,109,Brodie,Kemp,CAR,DEF,,7,50,6,70.1667,54.6667,70.2,373300
1009241,109,Brodie,Kemp,CAR,DEF,,9,59,7,68.5714,57.0,63.0,354300
1009241,109,Brodie,Kemp,CAR,DEF,,10,98,8,72.25,69.0,64.2,355300
1009241,109,Brodie,Kemp,CAR,DEF,,11,102,9,75.5556,86.3333,74.2,379200
1009241,109,Brodie,Kemp,CAR,DEF,,12,79,10,75.9,93.0,77.6,406600
1009241,109,Brodie,Kemp,CAR,DEF,,13,67,11,75.0909,82.6667,81.0,411000
1009241,109,Brodie,Kemp,CAR,DEF,,15,47,12,72.75,64.3333,78.6,390200
1009241,109,Brodie,Kemp,CAR,DEF,,16,53,13,71.2308,55.6667,69.6,364300
1009241,109,Brodie,Kemp,CAR,DEF,,17,66,14,70.8571,55.3333,62.4,344300
1009241,109,Brodie,Kemp,CAR,DEF,,18,79,15,71.4,66.0,62.4,343800
1009241,109,Brodie,Kemp,CAR,DEF,,20,70,16,71.3125,71.6667,63.0,349900
1009241,109,Brodie,Kemp,CAR,DEF,,21,83,17,72.0,77.3333,70.2,362300
1009241,109,Brodie,Kemp,CAR,DEF,,22,63,18,71.5,72.0,72.2,364700
1009241,109,Brodie,Kemp,CAR,DEF,,23,91,19,72.5263,79.0,77.2,375800
1009241,109,Brodie,Kemp,CAR,DEF,,24,38,20,70.8,64.0,69.0,363200
1001398,110,Matthew,Kennedy,CAR,FWD,MID,0,59,1,59.0,0.0,0.0,420000
1001398,110,Matthew,Kennedy,CAR,FWD,MID,1,57,2,58.0,57.0,57.0,420000
1001398,110,Matthew,Kennedy,CAR,FWD,MID,3,96,3,70.6667,76.5,76.5,406900
1001398,110,Matthew,Kennedy,CAR,FWD,MID,4,77,4,72.25,76.6667,76.6667,405800
1001398,110,Matthew,Kennedy,CAR,FWD,MID,5,87,5,75.2,86.6667,79.25,419300
1001398,110,Matthew,Kennedy,CAR,FWD,MID,6,103,6,79.8333,89.0,84.0,431900
1001398,110,Matthew,Kennedy,CAR,FWD,MID,7,89,7,81.1429,93.0,90.4,446500
1001398,110,Matthew,Kennedy,CAR,FWD,MID,8,25,8,74.125,72.3333,76.2,429500
1001398,110,Matthew,Kennedy,CAR,FWD,MID,9,83,9,75.1111,65.6667,77.4,407800
1001398,110,Matthew,Kennedy,CAR,FWD,MID,10,77,10,75.3,61.6667,75.4,384600
1001398,110,Matthew,Kennedy,CAR,FWD,MID,11,90,11,76.6364,83.3333,72.8,396600
1001398,110,Matthew,Kennedy,CAR,FWD,MID,12,37,12,73.3333,68.0,62.4,385200
1001398,110,Matthew,Kennedy,CAR,FWD,MID,13,62,13,72.4615,63.0,69.8,368400
1001398,110,Matthew,Kennedy,CAR,FWD,MID,15,116,14,75.5714,71.6667,76.4,368900
1001398,110,Matthew,Kennedy,CAR,FWD,MID,16,89,15,76.4667,89.0,78.8,394400
1001398,110,Matthew,Kennedy,CAR,FWD,MID,17,87,16,77.125,97.3333,78.2,424200
1001398,110,Matthew,Kennedy,CAR,FWD,MID,18,25,17,74.0588,67.0,75.8,404100
1001398,110,Matthew,Kennedy,CAR,FWD,MID,19,59,18,73.2222,57.0,75.2,374500
1001398,110,Matthew,Kennedy,CAR,FWD,MID,20,93,19,74.2632,59.0,70.6,355100
1001398,110,Matthew,Kennedy,CAR,FWD,MID,21,75,20,74.3,75.6667,67.8,363700
1001398,110,Matthew,Kennedy,CAR,FWD,MID,22,119,21,76.4286,95.6667,74.2,398100
1001398,110,Matthew,Kennedy,CAR,FWD,MID,23,99,22,77.4545,97.6667,89.0,425800
1001398,110,Matthew,Kennedy,CAR,FWD,MID,24,65,23,76.913,94.3333,90.2,441300
298302,112,Caleb,Marchbank,CAR,DEF,,3,22,1,22.0,22.0,22.0,259500
298302,112,Caleb,Marchbank,CAR,DEF,,10,51,2,36.5,36.5,36.5,259500
298302,112,Caleb,Marchbank,CAR,DEF,,18,41,3,38.0,38.0,38.0,243000
296190,113,Jack,Martin,CAR,FWD,,9,40,1,40.0,40.0,40.0,332800
296190,113,Jack,Martin,CAR,FWD,,21,68,2,54.0,54.0,54.0,332800
296190,113,Jack,Martin,CAR,FWD,,22,12,3,40.0,40.0,40.0,299300
297255,114,Mitch,McGovern,CAR,DEF,,0,94,1,94.0,0.0,0.0,448900
297255,114,Mitch,McGovern,CAR,DEF,,1,119,2,106.5,119.0,119.0,448900
297255,114,Mitch,McGovern,CAR,DEF,,3,83,3,98.6667,101.0,101.0,466700
297255,114,Mitch,McGovern,CAR,DEF,,4,50,4,86.5,84.0,84.0,460000
297255,114,Mitch,McGovern,CAR,DEF,,5,59,5,81.0,64.0,77.75,428100
297255,114,Mitch,McGovern,CAR,DEF,,9,82,6,81.1667,63.6667,78.6,403900
297255,114,Mitch,McGovern,CAR,DEF,,10,77,7,80.5714,72.6667,70.2,396900
297255,114,Mitch,McGovern,CAR,DEF,,11,107,8,83.875,88.6667,75.0,413000
297255,114,Mitch,McGovern,CAR,DEF,,12,55,9,80.6667,79.6667,76.0,413300
297255,114,Mitch,McGovern,CAR,DEF,,13,90,10,81.6,84.0,82.2,417600
297255,114,Mitch,McGovern,CAR,DEF,,15,70,11,80.5455,71.6667,79.8,405100
297255,114,Mitch,McGovern,CAR,DEF,,16,50,12,78.0,70.0,74.4,395000
297255,114,Mitch,McGovern,CAR,DEF,,17,66,13,77.0769,62.0,66.2,376100
297255,114,Mitch,McGovern,CAR,DEF,,20,101,14,78.7857,72.3333,75.4,374400
297255,114,Mitch,McGovern,CAR,DEF,,21,99,15,80.1333,88.6667,77.2,395700
297255,114,Mitch,McGovern,CAR,DEF,,22,50,16,78.25,83.3333,73.2,404800
297255,114,Mitch,McGovern,CAR,DEF,,23,47,17,76.4118,65.3333,72.6,386600
1000953,115,Harry,McKay,CAR,FWD,,0,130,1,130.0,0.0,0.0,398000
1000953,115,Harry,McKay,CAR,FWD,,1,112,2,121.0,112.0,112.0,398000
1000953,115,Harry,McKay,CAR,FWD,,3,137,3,126.333,124.5,124.5,467200
1000953,115,Harry,McKay,CAR,FWD,,4,75,4,113.5,108.0,108.0,493400
1000953,115,Harry,McKay,CAR,FWD,,5,73,5,105.4,95.0,99.25,495500
1000953,115,Harry,McKay,CAR,FWD,,6,101,6,104.667,83.0,99.6,480000
1000953,115,Harry,McKay,CAR,FWD,,7,93,7,103.0,89.0,95.8,476500
1000953,115,Harry,McKay,CAR,FWD,,8,92,8,101.625,95.3333,86.8,483400
1000953,115,Harry,McKay,CAR,FWD,,9,62,9,97.2222,82.3333,84.2,470500
1000953,115,Harry,McKay,CAR,FWD,,10,77,10,95.2,77.0,85.0,451900
1000953,115,Harry,McKay,CAR,FWD,,11,72,11,93.0909,70.3333,79.2,428300
1000953,115,Harry,McKay,CAR,FWD,,12,99,12,93.5833,82.6667,80.4,428600
1000953,115,Harry,McKay,CAR,FWD,,13,66,13,91.4615,79.0,75.2,422000
1000953,115,Harry,McKay,CAR,FWD,,15,68,14,89.7857,77.6667,76.4,416600
1000953,115,Harry,McKay,CAR,FWD,,16,82,15,89.2667,72.0,77.4,406200
1000953,115,Harry,McKay,CAR,FWD,,17,78,16,88.5625,76.0,78.6,403500
1000953,115,Harry,McKay,CAR,FWD,,18,93,17,88.8235,84.3333,77.4,412600
1000953,115,Harry,McKay,CAR,FWD,,19,86,18,88.6667,85.6667,81.4,419900
1000953,115,Harry,McKay,CAR,FWD,,21,62,19,87.2632,80.3333,80.2,417700
1000953,115,Harry,McKay,CAR,FWD,,22,76,20,86.7,74.6667,79.0,409100
1020097,117,Ashton,Moir,CAR,FWD,,23,19,1,19.0,19.0,19.0,117300
1020097,117,Ashton,Moir,CAR,FWD,,24,38,2,28.5,28.5,28.5,117300
1017700,119,Jesse,Motlop,CAR,FWD,,19,57,1,57.0,57.0,57.0,304900
1017700,119,Jesse,Motlop,CAR,FWD,,20,44,2,50.5,50.5,50.5,304900
1017700,119,Jesse,Motlop,CAR,FWD,,21,35,3,45.3333,45.3333,45.3333,285500
1017700,119,Jesse,Motlop,CAR,FWD,,22,33,4,42.25,37.3333,42.25,260900
1017700,119,Jesse,Motlop,CAR,FWD,,23,40,5,41.8,36.0,41.8,240800
1017700,119,Jesse,Motlop,CAR,FWD,,24,27,6,39.3333,33.3333,35.8,222200
999331,12,Darcy,Fogarty,ADE,FWD,,1,46,1,46.0,46.0,46.0,380600
999331,12,Darcy,Fogarty,ADE,FWD,,2,74,2,60.0,60.0,60.0,380600
999331,12,Darcy,Fogarty,ADE,FWD,,3,47,3,55.6667,55.6667,55.6667,357200
999331,12,Darcy,Fogarty,ADE,FWD,,4,76,4,60.75,65.6667,60.75,353900
999331,12,Darcy,Fogarty,ADE,FWD,,5,25,5,53.6,49.3333,53.6,329600
999331,12,Darcy,Fogarty,ADE,FWD,,6,54,6,53.6667,51.6667,55.2,314400
999331,12,Darcy,Fogarty,ADE,FWD,,7,76,7,56.8571,51.6667,55.6,303000
999331,12,Darcy,Fogarty,ADE,FWD,,8,89,8,60.875,73.0,64.0,324300
999331,12,Darcy,Fogarty,ADE,FWD,,9,108,9,66.1111,91.0,70.4,364900
999331,12,Darcy,Fogarty,ADE,FWD,,10,66,10,66.1,87.6667,78.6,388800
999331,12,Darcy,Fogarty,ADE,FWD,,11,117,11,70.7273,97.0,91.2,418400
999331,12,Darcy,Fogarty,ADE,FWD,,12,57,12,69.5833,80.0,87.4,417700
999331,12,Darcy,Fogarty,ADE,FWD,,13,75,13,70.0,83.0,84.6,419500
999331,12,Darcy,Fogarty,ADE,FWD,,14,60,14,69.2857,64.0,75.0,395500
999331,12,Darcy,Fogarty,ADE,FWD,,16,89,15,70.6,74.6667,79.6,394300
999331,12,Darcy,Fogarty,ADE,FWD,,17,52,16,69.4375,67.0,66.6,382400
999331,12,Darcy,Fogarty,ADE,FWD,,18,40,17,67.7059,60.3333,63.2,364100
999331,12,Darcy,Fogarty,ADE,FWD,,19,118,18,70.5,70.0,71.8,363000
999331,12,Darcy,Fogarty,ADE,FWD,,20,29,19,68.3158,62.3333,65.6,351200
999331,12,Darcy,Fogarty,ADE,FWD,,21,55,20,67.65,67.3333,58.8,349600
999331,12,Darcy,Fogarty,ADE,FWD,,22,116,21,69.9524,66.6667,71.6,348000
999331,12,Darcy,Fogarty,ADE,FWD,,23,38,22,68.5,69.6667,71.2,350700
999331,12,Darcy,Fogarty,ADE,FWD,,24,46,23,67.5217,66.6667,56.8,348400
297907,120,Nic,Newman,CAR,DEF,,0,93,1,93.0,0.0,0.0,559900
297907,120,Nic,Newman,CAR,DEF,,1,107,2,100.0,107.0,107.0,559900
297907,120,Nic,Newman,CAR,DEF,,3,56,3,85.3333,81.5,81.5,530300
297907,120,Nic,Newman,CAR,DEF,,4,76,4,83.0,79.6667,79.6667,501000
297907,120,Nic,Newman,CAR,DEF,,5,88,5,84.0,73.3333,81.75,471300
297907,120,Nic,Newman,CAR,DEF,,6,116,6,89.3333,93.3333,88.6,476300
297907,120,Nic,Newman,CAR,DEF,,7,82,7,88.2857,95.3333,83.6,482400
297907,120,Nic,Newman,CAR,DEF,,8,148,8,95.75,115.333,102.0,515200
297907,120,Nic,Newman,CAR,DEF,,9,90,9,95.1111,106.667,104.8,527500
297907,120,Nic,Newman,CAR,DEF,,10,147,10,100.3,128.333,116.6,564100
297907,120,Nic,Newman,CAR,DEF,,11,104,11,100.636,113.667,114.2,570000
297907,120,Nic,Newman,CAR,DEF,,12,102,12,100.75,117.667,118.2,580900
297907,120,Nic,Newman,CAR,DEF,,13,57,13,97.3846,87.6667,100.0,545500
297907,120,Nic,Newman,CAR,DEF,,15,104,14,97.8571,87.6667,102.8,521100
297907,120,Nic,Newman,CAR,DEF,,16,156,15,101.733,105.667,104.6,529600
297907,120,Nic,Newman,CAR,DEF,,17,84,16,100.625,114.667,100.6,547500
297907,120,Nic,Newman,CAR,DEF,,18,64,17,98.4706,101.333,93.0,541800
297907,120,Nic,Newman,CAR,DEF,,19,90,18,98.0,79.3333,99.6,506200
297907,120,Nic,Newman,CAR,DEF,,20,84,19,97.2632,79.3333,95.6,479400
297907,120,Nic,Newman,CAR,DEF,,21,144,20,99.6,106.0,93.2,496400
297907,120,Nic,Newman,CAR,DEF,,22,107,21,99.9524,111.667,97.8,517500
297907,120,Nic,Newman,CAR,DEF,,23,103,22,100.091,118.0,105.6,541300
297907,120,Nic,Newman,CAR,DEF,,24,132,23,101.478,114.0,114.0,553000
1013973,122,Matthew,Owies,CAR,FWD,,0,37,1,37.0,0.0,0.0,303900
1013973,122,Matthew,Owies,CAR,FWD,,1,53,2,45.0,53.0,53.0,303900
1013973,122,Matthew,Owies,CAR,FWD,,3,58,3,49.3333,55.5,55.5,292000
1013973,122,Matthew,Owies,CAR,FWD,,4,48,4,49.0,53.0,53.0,288500
1013973,122,Matthew,Owies,CAR,FWD,,5,45,5,48.2,50.3333,51.0,282600
1013973,122,Matthew,Owies,CAR,FWD,,6,41,6,47.0,44.6667,49.0,270100
1013973,122,Matthew,Owies,CAR,FWD,,7,17,7,42.7143,34.3333,41.8,246400
1013973,122,Matthew,Owies,CAR,FWD,,8,72,8,46.375,43.3333,44.6,241700
1013973,122,Matthew,Owies,CAR,FWD,,9,84,9,50.5556,57.6667,51.8,257900
