fanfooty_player_id,fanfooty_afl_player_id,fanfooty_first_name,fanfooty_surname,fanfooty_team,fanfooty_status,fanfooty_number,fanfooty_birth_date,fanfooty_height,fanfooty_weight,fanfooty_state_of_origin,fanfooty_recruited_from,fanfooty_games,fanfooty_goals
"587","","Greg","Anderson","Adelaide","","","1966-05-14","0","0","","","162","79"
"1638","","Rowan","Andrews","Adelaide","","","0000-00-00","0","0","","","",""
"39562","0","Rhys","Archard","Adelaide","","","1990-06-07","183","83","WA","Subiaco","0","0"
"266","","Brodie","Atkinson","Adelaide","","","1972-07-31","0","0","","","7","1"
"10022","","Allan","Bartlett","Adelaide","","","1967-05-23","","","","","11","3"
"1011","980001","Nathan","Bassett","Adelaide","","8","1976-12-07","190","88","SA","Norwood","210","25"
"44021","295026","James","Battersby","Adelaide","","43","1995-11-07","177","78","SA","Sturt","",""
"46114","280974","Jonathon","Beech","Adelaide","","1","1990-11-09","187","85","SA","West Adelaide","3","1"
"623","990006","James","Begley","Adelaide","","28","1980-07-22","0","0","","","61","10"
"269","","Bryan","Beinke","Adelaide","","","1975-08-05","0","0","","","38","42"
"50128","1012807","Sam","Berry","Adelaide","senior","21","2002-02-12","181","81","VIC","Gippsland Power","17","5"
"866","","Mark","Bickley","Adelaide","","","1969-08-04","0","0","","","272","77"
"1146","200001","Rhett","Biglands","Adelaide","","35","1977-09-04","200","104","SA","Woodville-West Torrens","134","59"
"923","980091","Matthew","Bode","Adelaide","","10","1979-06-29","183","83","WA","Subiaco","108","96"
"2103","","Adrian","Bonaddio","Adelaide","","41","0000-00-00","0","0","","","",""
"1447","","Troy","Bond","Adelaide","","","1973-07-14","0","0","","","94","77"
"50220","1009029","James","Borlase","Adelaide","senior","35","2002-07-18","191","94","SA","Sturt","",""
"1368","","Stuart","Bown","Adelaide","","","1978-08-24","0","0","","","4","1"
"42301","293193","Luke","Brown","Adelaide","senior","16","1992-09-22","181","81","SA","Norwood","178","13"
"1189","","Ronnie","Burns","Adelaide","","","1973-03-13","0","0","","","154","262"
"241","990012","Brett","Burton","Adelaide","","24","1978-05-04","185","83","SA","Woodville-West Torrens","177","264"
"49119","1004995","Jordon","Butts","Adelaide","rookie","41","1999-12-31","198","83","VIC","Murray Bushrangers","24","0"
"42148","261857","Ian","Callinan","Adelaide","","37","1982-12-20","172","74","SA","Central District","31","49"
"39488","261654","Bryce","Campbell","Adelaide","","31","1984-09-07","181","81","SA","Norwood","8","1"
"1472","","Wayne","Carey","Adelaide","","","1971-05-27","0","0","","","272","727"
"1109","","Peter","Caven","Adelaide","","","1970-05-16","0","0","","","139","55"
"39648","270215","Kyle","Cheney","Adelaide","","25","1989-08-25","188","89","VIC","North Ballarat Rebels","85","2"
"759","","Justin","Cicolella","Adelaide","","","1978-09-12","0","0","","","5","1"
"932","","Matthew","Connell","Adelaide","","","1972-08-03","0","0","","","99","28"
"50125","1018335","Brayden","Cook","Adelaide","senior","15","2002-07-18","189","80","SA","South Adelaide","3","0"
"39609","270964","Myke","Cook","Adelaide","","8","1989-10-09","184","83","VIC","Sandringham Dragons","14","2"
"1376","","Sudjai","Cook","Adelaide","","","1976-06-27","0","0","","","7","2"
"1383","","Tim","Cook","Adelaide","","","1974-02-20","0","0","","","8","5"
"41048","280571","James","Craig","Adelaide","","30","1991-04-18","196","95","SA","North Adelaide","",""
"46036","993796","Ben","Crocker","Adelaide","","20","1997-02-19","188","84","VIC","Oakleigh Chargers","33","25"
"44012","297401","Matt","Crouch","Adelaide","senior","5","1995-04-21","182","80","VIC","North Ballarat Rebels","125","28"
"64","","Andrew","Crowell","Adelaide","","","1977-08-15","0","0","","","44","15"
"47096","298417","Ben","Davis","Adelaide","rookie","40","1997-05-19","187","85","NSW","UNSW","6","1"
"45130","991945","Harry","Dear","Adelaide","","38","1996-08-18","198","104","VIC","Sandringham Dragons","0","0"
"46081","1000932","Tom","Doedee","Adelaide","senior","39","1997-03-01","188","88","VIC","Geelong Falcons","51","3"
"40138","291200","Brian","Donnelly","Adelaide","","42","1988-07-21","191","87","N/A","County Louth","",""
"976","200092","Michael","Doughty","Adelaide","","11","1979-08-05","179","81","SA","South Adelaide","207","44"
"2043","240370","Richard","Douglas","Adelaide","","26","1987-02-06","181","80","VIC","Calder Cannons","246","164"
"42347","296731","Ben","Dowdell","Adelaide","","44","1988-09-27","203","100","NSW","AIS","",""
"611","","Ian","Downsborough","Adelaide","","","1972-01-19","0","0","","","39","13"
"48065","999335","Jackson","Edwards","Adelaide","","19","1999-10-11","185","77","SA","Glenelg","0","0"
"1464","980002","Tyson","Edwards","Adelaide","","9","1976-08-06","178","81","SA","West Adelaide","321","192"
"1269","","Shane","Ellen","Adelaide","","","1973-01-01","0","0","","","65","16"
"2104","","Sam","Elliot","Adelaide","","42","0000-00-00","0","0","","","",""
"123","","Ashley","Fernee","Adelaide","","","1977-06-24","0","0","","","2","0"
"1204","","Ryan","Fitzgerald","Adelaide","","","1976-10-16","0","0","","","18","23"
"48006","999331","Darcy","Fogarty","Adelaide","senior","32","1999-09-25","193","94","SA","Glenelg","40","50"
"45147","991773","Billy","Frampton","Adelaide","senior","22","1996-11-20","200","90","WA","South Fremantle","18","11"
"628","","James","Gallagher","Adelaide","","","1979-11-17","0","0","","","38","11"
"39572","0","Greg","Gallman","Adelaide","","34","1988-12-06","187","87","SA","North Adelaide","",""
"47024","998106","Jordan","Gallucci","Adelaide","","7","1998-05-04","182","78","VIC","Eastern Ranges","27","19"
"39495","250417","Bryce","Gibbs","Adelaide","rookie","6","1989-03-15","188","84","SA","Glenelg","268","152"
"1522","","Chad","Gibson","Adelaide","","29","0000-00-00","0","0","","","",""
"39591","250557","Sam","Gibson","Adelaide","","20","1990-06-07","185","83","WA","Subiaco","135","53"
"39487","210067","Nick","Gill","Adelaide","","1","1982-08-25","194","93","SA","Nth Adelaide","17","21"
"1408","","Tom","Gilligan","Adelaide","","","1978-11-03","0","0","","","3","1"
"940","","Matthew","Golding","Adelaide","","","1980-12-30","0","0","","","7","0"
"49952","1018075","Lachlan","Gollant","Adelaide","senior","44","2001-09-12","189","70","VIC","Calder Cannons","1","1"
"1313","960036","Simon","Goodwin","Adelaide","","36","1976-12-26","185","86","SA","South Adelaide","275","162"
"45035","297125","Dean","Gore","Adelaide","","36","1996-06-26","183","86","SA","Sturt","",""
"2132","260146","Angus","Graham","Adelaide","","15","1987-04-16","201","102","VIC","Calder Cannons","48","18"
"42253","290731","Mitch","Grigg","Adelaide","","8","1993-01-02","183","81","SA","Norwood","20","15"
"1421","","Tony","Hall","Adelaide","","","1964-09-16","0","0","","","114","174"
"49062","1008159","Will","Hamill","Adelaide","senior","17","2000-11-17","186","71","VIC","Dandenong Stingrays","25","0"
"42203","290306","Curtly","Hampton","Adelaide","","17","1993-03-10","187","90","NT","Alice Springs","63","14"
"152","960034","Ben","Hart","Adelaide","","34","1974-07-09","0","0","","","311","45"
"10233","","Darel","Hart","Adelaide","","","1964-01-03","","","","","39","38"
"49009","999309","Jackson","Hately","Adelaide","senior","6","2000-10-21","190","83","SA","Central District","16","2"
"1437","220043","Trent","Hentschel","Adelaide","","37","1982-12-25","193","89","NT","Palmerston Magpies","71","94"
"830","","Lucas","Herbert","Adelaide","","","1977-09-13","0","0","","","14","1"
"536","","Evan","Hewitt","Adelaide","","","1978-07-07","0","0","","","48","28"
"47082","1005199","Elliott","Himmelberg","Adelaide","senior","34","1998-06-04","198","96","QLD","Redlands","27","26"
"1579","0","John","Hinge","Adelaide","","38","1986-06-06","183","83","WA","Subiaco","1","0"
"47109","1004863","Mitch","Hinge","Adelaide","senior","20","1998-06-26","190","84","SA","Glenelg","4","1"
"10351","","Eddie","Hocking","Adelaide","","","1970-01-06","","","","","11","4"
"1238","","Scott","Hodges","Adelaide","","","1968-04-26","0","0","","","38","100"
"495","","Dean","Howard","Adelaide","","","1976-07-29","0","0","","","2","0"
"39611","270591","Jarrhan","Jacky","Adelaide","","10","1989-04-05","179","80","WA","Subiaco","3","1"
"41134","261351","Matthew","Jaensch","Adelaide","","10","1989-09-18","182","83","SA","Sturt","74","25"
"248","","Brett","James","Adelaide","","","1972-12-15","0","0","","","118","52"
"1178","","Rod","Jameson","Adelaide","","","1970-06-30","0","0","","","153","113"
"72","","Andrew","Jarman","Adelaide","","","1966-01-14","0","0","","","110","92"
"47043","992266","Ben","Jarman","Adelaide","","45","1998-05-05","174","69","SA","North Adelaide","0","0"
"435","","Darren","Jarman","Adelaide","","","1967-01-28","0","0","","","230","386"
"838","230105","Luke","Jericho","Adelaide","","30","1984-10-18","190","93","SA","West Adelaide","33","31"
"583","210056","Graham","Johncock","Adelaide","","18","1982-10-21","180","87","SA","Port Adelaide","223","119"
"40012","280568","Lewis","Johnston","Adelaide","","8","1991-03-03","192","88","SA","North Adelaide","10","16"
"49023","1006203","Chayce","Jones","Adelaide","senior","1","2000-01-14","180","77","TAS","Launceston","37","10"
"42315","291981","Nicholas","Joyce","Adelaide","","42","1993-09-28","185","79","SA","Woodville-West Torrens","",""
"6","","Aaron","Keating","Adelaide","","","1974-05-24","0","0","","","6","1"
"46014","993946","Ben","Keays","Adelaide","rookie","2","1997-02-23","185","89","QLD","Redlands","68","26"
"44097","297473","Jake","Kelly","Adelaide","senior","8","1995-01-21","190","89","VIC","Oakleigh Chargers","110","1"
"10716","","Matthew","Kelly","Adelaide","","","1971-07-02","","","","","2","0"
"39612","270835","Aaron","Kite","Adelaide","","28","1990-01-13","190","86","VIC","Calder Cannons","",""
"43135","0","Tim","Klaosen","Adelaide","","39","0000-00-00","196","85","SA","Sturt Sabres (SABL)","",""
"10576","","John","Klug","Adelaide","","","1965-09-28","","","","","26","34"
"944","","Matthew","Kluzek","Adelaide","","","1973-04-03","0","0","","","24","15"
"44047","295103","Riley","Knight","Adelaide","","3","1995-03-27","181","80","SA","Woodville-West Torrens","55","37"
"799","","Kym","Koster","Adelaide","","","1973-02-01","0","0","","","133","44"
"1588","","Joshua","Krueger","Adelaide","","","0000-00-00","0","0","","","",""
"309","","Chris","Ladhams","Adelaide","","","1980-10-21","0","0","","","54","37"
"42344","293222","Rory","Laird","Adelaide","senior","29","1993-12-29","177","81","SA","West Adelaide","182","18"
"10189","","Clayton","Lamb","Adelaide","","","1964-07-01","","","","","1","1"
"1239","","Scott","Lee","Adelaide","","","1963-06-05","0","0","","","86","18"
"40107","0","Thomas","Lee","Adelaide","","30","1991-01-02","191","86","WA","Claremont","",""
"10155","","Bruce","Lindsay","Adelaide","","","1961-07-22","","","","","6","0"
"948","","Matthew","Liptak","Adelaide","","","1970-04-30","0","0","","","116","128"
"40105","280947","Luke","Lowden","Adelaide","","40","1991-02-22","204","89","VIC","Sandringham Dragons","1","3"
"40030","270938","Tom T.","Lynch","Adelaide","senior","27","1990-09-15","193","88","VIC","Sandringham Dragons","164","203"
"39486","250362","David","Mackay","Adelaide","rookie","14","1988-07-25","181","78","VIC","Oakleigh","247","68"
"751","","Joshua","Mail","Adelaide","","","0000-00-00","0","0","","","",""
"10291","","David","Marshall","Adelaide","","","1960-06-30","","","","","26","14"
"39681","280281","Brodie","Martin","Adelaide","","36","1988-11-06","182","79","SA","Sturt","38","14"
"42101","294344","Sam","Martyn","Adelaide","","41","1992-04-07","186","73","NSW","Merimbula","",""
"797","980017","Kris","Massie","Adelaide","","3","1980-05-30","188","86","VIC","Dandenong Stingrays","131","23"
"1181","","Rodney","Maynard","Adelaide","","","1966-09-21","0","0","","","81","24"
"49070","298470","Shane","McAdam","Adelaide","senior","23","1995-05-28","181","78","WA","Sturt","28","37"
"49910","1009201","Fischer","McAsey","Adelaide","senior","3","2001-03-08","195","86","VIC","Sandringham Dragons","10","0"
"314","","Chris","McDermott","Adelaide","","","1963-11-04","0","0","","","117","25"
"787","990045","Ken","McGregor","Adelaide","","16","1981-01-29","195","96","SA","Woodville-West Torrens","152","114"
"1426","","Tony","McGuinness","Adelaide","","","1964-05-06","0","0","","","222","187"
"49017","1008185","Ned","McHenry","Adelaide","senior","25","2000-07-13","179","70","VIC","Geelong Falcons","29","11"
"39561","0","Andrew","McIntyre","Adelaide","","","1990-06-07","183","83","WA","Subiaco","0","0"
"10891","","Peter","McIntyre","Adelaide","","","1967-01-06","","","","","14","19"
"42346","261277","Tim","McIntyre","Adelaide","","49","1991-04-09","189","85","SA","Sturt","1","2"
"82","960023","Andrew","McLeod","Adelaide","","23","1976-08-04","181","82","NT","Darwin","340","275"
"48073","997206","Andrew","McPherson","Adelaide","senior","36","1999-06-20","186","79","SA","Woodville West Torrens","25","0"
"43013","293154","Troy","Menzel","Adelaide","","32","1994-09-22","186","77","SA","Central District","44","51"
"890","","Mark","Mickan","Adelaide","","","1961-01-30","0","0","","","85","38"
"42145","290720","Timothy","Milera","Adelaide","","48","1992-03-09","171","77","SA","Port Magpies","",""
"46021","990882","Wayne","Milera","Adelaide","senior","30","1997-09-14","184","81","SA","Central Districts","62","21"
"1511","250045","Brad","Moran","Adelaide","","2","1986-09-29","201","100","QLD","Southport","21","8"
"39678","0","James","Moss","Adelaide","","43","1989-11-19","187","80","SA","Central Districts","",""
"48233","1000998","Lachlan","Murphy","Adelaide","senior","4","1998-12-04","176","76","SA","Adelaide FC","59","47"
"50225","1008230","Nicholas","Murray","Adelaide","senior","18","2000-12-18","193","92","VIC","Williamstown","10","1"
"11024","","Romano","Negri","Adelaide","","","1964-09-30","","","","","6","0"
"162","","Ben","Nelson","Adelaide","","","1977-01-23","0","0","","","52","7"
"50221","1016082","Tariek","Newchurch","Adelaide","senior","42","2002-07-21","181","73","SA","North Adelaide","",""
"1643","","Ryan","Nye","Adelaide","","","0000-00-00","0","0","","","",""
"45155","297523","Reilly","O'Brien","Adelaide","senior","43","1995-08-20","202","101","VIC","Calder Cannons","57","5"
"49946","1011254","Ronin","O'Connor","Adelaide","senior","37","2001-02-01","191","85","WA","Claremont","2","0"
"1159","","Ricky","O'Loughlin","Adelaide","","","1979-07-04","0","0","","","9","2"
"1442","","Trent","Ormond-Allen","Adelaide","","","1976-06-11","0","0","","","50","3"
"42345","293683","Dylan","Orval","Adelaide","","48","1993-07-29","192","76","VIC","Oakleigh Chargers","",""
"43131","298734","Jack","Osborn","Adelaide","","30","1990-04-29","205","102","TAS","Hobart","",""
"39613","270296","Andy","Otten","Adelaide","","22","1989-05-15","194","92","VIC","Oakleigh Chargers","109","38"
"50232","0","Patrick","Parnell","Adelaide","rookie","0","2002-03-04","176","67","VIC","Murray Bushrangers","",""
"1093","","Paul","Patterson","Adelaide","","","1965-09-28","0","0","","","9","2"
"10052","","Andrew","Payze","Adelaide","","","1966-08-25","","","","","14","2"
"50111","1012218","Luke","Pedlar","Adelaide","senior","10","2002-05-17","183","80","SA","Glenelg","2","0"
"615","980003","Ian","Perrie","Adelaide","","22","1979-04-09","183","83","WA","Subiaco","116","129"
"479","","David","Pittman","Adelaide","","","1969-02-23","0","0","","","131","34"
"41136","200131","James","Podsiadly","Adelaide","","1","1981-09-10","193","102","VIC","Geelong VFL","103","192"
"47052","1000908","Myles","Poholke","Adelaide","","10","1998-07-10","186","86","VIC","Dandenong Stingrays","16","5"
"2098","230174","Jason","Porplyzia","Adelaide","","40","1984-11-27","179","82","SA","West Adelaide","128","180"
"957","","Matthew","Powell","Adelaide","","","1973-09-27","0","0","","","16","4"
"45168","990497","Keenan","Ramsey","Adelaide","","46","1996-08-23","192","86","SA","Port Adelaide","",""
"2105","","Tom","Redden","Adelaide","","43","0000-00-00","0","0","","","",""
"231","220086","Brent","Reilly","Adelaide","","3","1983-11-12","185","85","VIC","Calder Cannons","203","51"
"897","960032","Mark","Ricciuto","Adelaide","","32","1975-06-08","183","83","WA","Subiaco","312","292"
"26","","Adam","Richardson","Adelaide","","","1974-08-20","0","0","","","2","1"
"42147","293139","Lachlan","Roach","Adelaide","","42","1992-04-25","178","69","SA","North Adelaide","",""
"961","","Matthew","Robran","Adelaide","","","1971-03-19","0","0","","","137","115"
"739","","Jonathon","Ross","Adelaide","","","0000-00-00","0","0","","","",""
"1097","","Paul","Rouvray","Adelaide","","","1972-04-18","0","0","","","21","2"
"50138","999316","James","Rowe","Adelaide","senior","31","1999-09-17","173","73","SA","Woodville-West Torrens","18","15"
"1337","","Stephen","Rowe","Adelaide","","","1965-11-03","0","0","","","29","24"
"164","220093","Ben","Rutten","Adelaide","","25","1983-05-28","192","101","SA","West Adelaide","226","9"
"10003","","Adam","Saliba","Adelaide","","","1972-07-14","","","","","3","2"
"407","","Daniel","Schell","Adelaide","","","1980-01-20","0","0","","","27","20"
"39491","261263","Chris","Schmidt","Adelaide","","46","1989-03-20","190","89","SA","West Adelaide","20","2"
"49928","1008543","Harry","Schoenberg","Adelaide","senior","26","2001-02-21","180","78","SA","Woodville-West Torrens","30","13"
"619","","Jacob","Schuback","Adelaide","","","1983-11-28","0","0","","","7","4"
"1363","","Steven","Schwerdt","Adelaide","","","0000-00-00","0","0","","","",""
"42142","294733","Paul","Seedsman","Adelaide","senior","11","1992-01-22","190","87","VIC","Eastern Ranges","132","66"
"41061","290211","Sam","Shaw","Adelaide","","34","1991-04-05","194","86","VIC","Oakleigh Chargers","24","0"
"964","","Matthew","Shir","Adelaide","","","1981-09-12","0","0","","","11","1"
"1175","200005","Robert","Shirley","Adelaide","","12","1980-06-09","185","84","SA","Woodville-West Torrens","151","28"
"49069","1006136","Lachlan","Sholl","Adelaide","senior","38","2000-03-07","185","77","VIC","Calder Cannons","26","5"
"43110","294646","Sam","Siggins","Adelaide","","20","1993-03-20","194","82","TAS","Lauderdale","",""
"47089","1000839","Matthew","Signorello","Adelaide","","35","1998-10-30","186","73","VIC","Northern Knights","0","0"
"40065","270963","Rory","Sloane","Adelaide","senior","9","1990-03-17","182","83","VIC","Eastern Ranges","229","130"
"1058","","Nigel","Smart","Adelaide","","","1969-05-21","0","0","","","278","116"
"42009","291748","Brodie","Smith","Adelaide","senior","33","1992-01-14","189","90","SA","Woodville West Torrens","204","64"
"10254","","Darren","Smith","Adelaide","","","1965-02-09","","","","","9","10"
"1616","","Matthew","Smith","Adelaide","","","1983-03-29","0","0","","","0","0"
"44041","294032","Alex","Spina","Adelaide","","46","1995-06-27","181","74","SA","North Adelaide","",""
"137","","Barry","Standfield","Adelaide","","","1970-02-13","0","0","","","111","61"
"47069","997230","Tyson","Stengle","Adelaide","senior","18","1998-10-19","172","73","SA","Woodville-West Torrens","16","15"
"826","","Linden","Stevens","Adelaide","","","1978-06-13","0","0","","","2","0"
"901","960498","Mark","Stevens","Adelaide","","19","1975-10-25","0","0","","","122","123"
"1246","200072","Scott","Stevens","Adelaide","","27","1982-01-15","195","87","WA","Perth","144","88"
"49106","1008752","Kieran","Strachan","Adelaide","rookie","45","1995-10-05","204","95","VIC","Port Melbourne","3","0"
"2145","","Brad","Sugars","Adelaide","","31","0000-00-00","0","0","","","",""
"202","230215","Brad","Symes","Adelaide","","15","1985-03-07","187","82","SA","Central District","78","8"
"41009","280934","Daniel","Talia","Adelaide","senior","12","1991-10-02","197","98","VIC","Calder Cannons","200","6"
"1637","230216","Richard","Tambling","Adelaide","","1","1986-09-12","181","84","SA","Southern Districts","124","62"
"1260","","Sean","Tasker","Adelaide","","","1968-06-18","0","0","","","48","17"
"50001","1016214","Ayce","Taylor","Adelaide","","42","2000-10-26","191","81","VIC","North Melbourne VFL","",""
"638","","James","Thiessen","Adelaide","","","1974-02-10","0","0","","","51","24"
"50102","1008384","Riley","Thilthorpe","Adelaide","senior","7","2002-07-07","201","100","SA","West Adelaide FC","14","18"
"41115","280949","Luke","Thompson","Adelaide","","6","1991-02-08","196","89","VIC","Timboon","19","2"
"10996","","Robert","Thompson","Adelaide","","","1967-10-22","","","","","5","0"
"1248","210016","Scott","Thompson","Adelaide","","5","1983-03-14","187","86","SA","Port Adelaide","307","160"
"1279","","Shane","Tongerie","Adelaide","","","1971-02-10","0","0","","","4","3"
"681","960533","Jason","Torney","Adelaide","","15","1977-06-16","183","83","WA","Subiaco","195","34"
"1317","","Simon","Tregenza","Adelaide","","","1971-03-09","0","0","","","106","16"
"39573","0","James","Turner","Adelaide","","41","1990-06-07","183","83","WA","Subiaco","",""
"1628","250118","Nathan","van Berlo","Adelaide","","7","1986-06-06","187","84","WA","West Perth","205","68"
"903","","Mark","Viska","Adelaide","","","1971-04-29","0","0","","","33","1"
"42146","0","Jake","von Bertouch","Adelaide","","44","1992-05-04","192","80","SA","Woodville West Torrens","",""
"39614","280506","Taylor","Walker","Adelaide","senior","13","1990-04-25","193","100","NSW","Broken Hill North","220","489"
"11173","","Tom","Warhurst","Adelaide","","","1963-02-17","","","","","2","0"
"1477","","Wayne","Weidemann","Adelaide","","","1966-10-21","0","0","","","68","26"
"235","","Brent","Williams","Adelaide","","","1978-02-13","0","0","","","7","4"
"45194","294418","Anthony","Wilson","Adelaide","","46","1992-08-02","179","70","SA","Norwood","",""
"43051","295964","Patrick","Wilson","Adelaide","","31","1994-12-11","188","89","SA","Sturt","2","0"
"451","","Darryl","Wintle","Adelaide","","","1976-04-07","0","0","","","3","0"
"49932","1011981","Joshua","Worrell","Adelaide","senior","24","2001-04-11","195","74","VIC","Sandringham Dragons","1","0"
"40056","290214","Will","Young","Adelaide","","39","1990-08-03","194","88","VIC","North Ballarat","2","1"
"334","","Colin","Alexander","Brisbane Bears","","","1970-04-12","0","0","","","29","30"
"10853","","Peter","Banfield","Brisbane Bears","","","1965-01-21","","","","","56","19"
"11177","","Tony","Beckett","Brisbane Bears","","","1960-06-26","","","","","6","2"
"10198","","Corey","Bell","Brisbane Bears","","","1973-01-24","","","","","8","2"
"367","","Damian","Bourke","Brisbane Bears","","","1965-01-19","0","0","","","124","19"
"926","","Matthew","Campbell","Brisbane Bears","","","1964-01-30","183","83","WA","Subiaco","79","28"
"11215","","Warwick","Capper","Brisbane Bears","","","1963-06-12","","","","","124","388"
"10237","","Darren","Carlson","Brisbane Bears","","","1967-05-06","","","","","25","7"
"1450","","Troy","Clarke","Brisbane Bears","","","1969-06-08","0","0","","","68","31"
"386","","Daniel","Craven","Brisbane Bears","","","0000-00-00","0","0","","","",""
"10567","","John","Fidge","Brisbane Bears","","","1966-05-04","","","","","59","92"
"1197","","Rudi","Frigo","Brisbane Bears","","","1974-01-31","0","0","","","8","1"
"10805","","Neil","Gaghan","Brisbane Bears","","","1963-03-24","","","","","6","0"
"10001","","Adam","Garton","Brisbane Bears","","","1962-01-17","","","","","3","1"
"719","","John","Gastev","Brisbane Bears","","","1964-08-11","0","0","","","143","72"
"10742","","Michael","Gibson","Brisbane Bears","","","1965-10-31","","","","","55","3"
"10025","","Allan","Gifford","Brisbane Bears","","","","","","","","",""
"11145","","Stuart","Glascott","Brisbane Bears","","","1965-06-06","","","","","4","0"
"124","","Ashley","Green","Brisbane Bears","","","1973-04-06","0","0","","","23","2"
"1270","","Shane","Hamilton","Brisbane Bears","","","1970-08-18","0","0","","","74","70"
"10107","","Brad","Hardie","Brisbane Bears","","","1962-10-10","","","","","150","222"
"10089","","Ben","Harris","Brisbane Bears","","","1963-06-27","","","","","14","6"
"10094","","Bernie","Harris","Brisbane Bears","","","1962-08-25","","","","","95","118"
"907","","Martin","Heffernan","Brisbane Bears","","","1972-08-28","0","0","","","5","2"
"10806","","Neil","Hein","Brisbane Bears","","","1963-06-07","","","","","15","12"
"1272","","Shane","Hodges","Brisbane Bears","","","1975-01-03","0","0","","","4","0"
"11087","","Simon","Hose","Brisbane Bears","","","1967-04-13","","","","","5","2"
"1453","","Troy","Johnson","Brisbane Bears","","","1977-07-26","0","0","","","2","0"
"10612","","Ken","Judge","Brisbane Bears","","","1958-01-15","","","","","89","176"
"10747","","Michael","Kennedy","Brisbane Bears","","","","","","","","",""
"10002","","Adam","Kerinaiua","Brisbane Bears","","","1974-06-17","","","","","3","1"
"10504","","Ian","Kidgell","Brisbane Bears","","","1970-11-21","","","","","3","1"
"1454","","Troy","Lehmann","Brisbane Bears","","","1972-02-25","0","0","","","44","34"
"909","","Martin","Leslie","Brisbane Bears","","","1962-11-17","0","0","","","107","11"
"11008","","Rod","Lester-Smith","Brisbane Bears","","","1959-07-18","","","","","109","38"
"11088","","Simon","Luhrs","Brisbane Bears","","","1970-06-18","","","","","12","0"
"1192","","Ross","Lyon","Brisbane Bears","","","1966-11-08","0","0","","","129","112"
"567","","Gilbert","McAdam","Brisbane Bears","","","1967-03-30","0","0","","","111","89"
"214","","Brendan","McCormack","Brisbane Bears","","","1970-06-28","0","0","","","56","36"
"1359","","Steven","McLuckie","Brisbane Bears","","","1973-02-12","0","0","","","20","8"
"1184","","Roger","Merrett","Brisbane Bears","","","1960-04-19","0","0","","","313","433"
"10533","","Jason","Millar","Brisbane Bears","","","1970-08-30","","","","","1","0"
"990","","Michael","Murphy","Brisbane Bears","","","1965-09-08","0","0","","","29","63"
"418","","Danny","Noonan","Brisbane Bears","","","1968-11-29","0","0","","","55","19"
"10957","","Rick","Norman","Brisbane Bears","","","1963-07-25","","","","","13","10"
"10166","","Cameron","O'Brien","Brisbane Bears","","","1966-09-28","","","","","45","65"
"10180","","Chris","O'Sullivan","Brisbane Bears","","","1968-04-22","","","","","8","2"
"10300","","David","Ogg","Brisbane Bears","","","1967-11-23","","","","","9","3"
"726","","John","Parker","Brisbane Bears","","","1971-05-17","0","0","","","3","0"
"10126","","Brenton","Phillips","Brisbane Bears","","","1962-11-05","","","","","71","33"
"10767","","Michael","Richardson","Brisbane Bears","","","1959-03-16","","","","","141","174"
"10642","","Laurence","Schache","Brisbane Bears","","","","","","","","",""
"10391","","Gary","Shaw","Brisbane Bears","","","1959-02-13","","","","","38","38"
"10639","","Lachlan","Sim","Brisbane Bears","","","1969-11-24","","","","","21","5"
"10719","","Matthew","Simpson","Brisbane Bears","","","1967-04-09","","","","","9","2"
"10595","","Jonathan","Solomon","Brisbane Bears","","","1967-11-14","","","","","2","1"
"1100","","Paul","Spargo","Brisbane Bears","","","1966-10-09","0","0","","","90","118"
"10183","","Chris","Stacey","Brisbane Bears","","","1966-02-21","","","","","4","5"
"357","","Craig","Starcevich","Brisbane Bears","","","1967-05-16","0","0","","","144","178"
"11080","","Shane","Strempel","Brisbane Bears","","","1969-01-21","","","","","3","2"
"10058","","Andrew","Taylor","Brisbane Bears","","","1965-07-02","","","","","32","13"
"10953","","Richard","Umbers","Brisbane Bears","","","1968-05-16","","","","","4","0"
"10933","","Phillip","Walsh","Brisbane Bears","","","1960-03-15","","","","","122","41"
"10310","","David","Wearne","Brisbane Bears","","","1970-05-10","","","","","18","2"
"11121","","Stephen","Williams","Brisbane Bears","","","1961-06-05","","","","","4","1"
"1144","","Ray","Windsor","Brisbane Bears","","","1972-08-11","0","0","","","23","22"
"10707","","Mark","Withers","Brisbane Bears","","","1964-03-03","","","","","68","57"
"1133","","Peter","Worsfold","Brisbane Bears","","","1970-07-11","0","0","","","31","24"
"46085","294168","Marcus","Adams","Brisbane Lions","senior","24","1993-06-30","192","93","WA","West Perth ","55","4"
"46012","298437","Callum","Ah Chee","Brisbane Lions","senior","4","1997-10-09","182","78","WA","South Fremantle","85","34"
"1606","250106","Marcus","Allan","Brisbane Lions","","42","1986-05-23","183","83","WA","Subiaco","5","1"
"47029","998268","Jacob","Allison","Brisbane Lions","","19","1998-04-16","195","87","QLD","Brisbane Academy","10","2"
"45041","996059","Harris","Andrews","Brisbane Lions","senior","31","1996-12-11","201","100","QLD","Aspley","139","10"
"49086","1005053","Noah","Answerth","Brisbane Lions","senior","43","1999-08-06","182","82","VIC","Oakleigh Chargers","28","2"
"856","","Marcus","Ashcroft","Brisbane Lions","","","1971-09-25","0","0","","","318","145"
"39615","260986","Matt","Austin","Brisbane Lions","","8","1989-03-30","186","80","VIC","North Ballarat Rebels","15","2"
