,fanfooty_player_id,fanfooty_afl_player_id,fanfooty_first_name,fanfooty_surname,fanfooty_team,fanfooty_status,fanfooty_number,fanfooty_birth_date,fanfooty_height,fanfooty_weight,fanfooty_state_of_origin,fanfooty_recruited_from,fanfooty_games,fanfooty_goals,short_team
3,43031,294472.0,Rory,Atkins,Adelaide,senior,21.0,1994-07-12,186.0,85.0,VIC,Calder Cannons,101.0,47.0,ADE
6,1011,980001.0,Nathan,Bassett,Adelaide,,8.0,1976-12-07,190.0,88.0,SA,Norwood,210.0,25.0,ADE
7,44021,295026.0,James,Battersby,Adelaide,,43.0,1995-11-07,177.0,78.0,SA,Sturt,,,ADE
8,46114,280974.0,Jonathon,Beech,Adelaide,,1.0,1990-11-09,187.0,85.0,SA,West Adelaide,3.0,1.0,ADE
9,623,990006.0,James,Begley,Adelaide,,28.0,1980-07-22,0.0,0.0,,,61.0,10.0,ADE
12,1146,200001.0,Rhett,Biglands,Adelaide,,35.0,1977-09-04,200.0,104.0,SA,Woodville-West Torrens,134.0,59.0,ADE
13,923,980091.0,Matthew,Bode,Adelaide,,10.0,1979-06-29,183.0,83.0,WA,Subiaco,108.0,96.0,ADE
17,42301,293193.0,Luke,Brown,Adelaide,senior,16.0,1992-09-22,181.0,81.0,SA,Norwood,161.0,13.0,ADE
19,241,990012.0,Brett,Burton,Adelaide,,24.0,1978-05-04,185.0,83.0,SA,Woodville-West Torrens,177.0,264.0,ADE
20,49119,1004995.0,Jordon,Butts,Adelaide,rookie,41.0,1999-12-31,198.0,83.0,VIC,Murray Bushrangers,,,ADE
21,42148,261857.0,Ian,Callinan,Adelaide,,37.0,1982-12-20,172.0,74.0,SA,Central District,31.0,49.0,ADE
22,39488,261654.0,Bryce,Campbell,Adelaide,,31.0,1984-09-07,181.0,81.0,SA,Norwood,8.0,1.0,ADE
25,39648,270215.0,Kyle,Cheney,Adelaide,,25.0,1989-08-25,188.0,89.0,VIC,North Ballarat Rebels,85.0,2.0,ADE
28,39609,270964.0,Myke,Cook,Adelaide,,8.0,1989-10-09,184.0,83.0,VIC,Sandringham Dragons,14.0,2.0,ADE
31,41048,280571.0,James,Craig,Adelaide,,30.0,1991-04-18,196.0,95.0,SA,North Adelaide,,,ADE
32,46036,993796.0,Ben,Crocker,Adelaide,rookie,20.0,1997-02-19,188.0,84.0,VIC,Oakleigh Chargers,32.0,25.0,ADE
33,42260,294307.0,Brad,Crouch,Adelaide,senior,2.0,1994-01-14,186.0,85.0,VIC,North Ballarat Rebels,91.0,33.0,ADE
34,44012,297401.0,Matt,Crouch,Adelaide,senior,5.0,1995-04-21,182.0,80.0,VIC,North Ballarat Rebels,119.0,26.0,ADE
36,47096,298417.0,Ben,Davis,Adelaide,senior,40.0,1997-05-19,187.0,85.0,NSW,UNSW,2.0,1.0,ADE
37,45130,991945.0,Harry,Dear,Adelaide,,38.0,1996-08-18,198.0,104.0,VIC,Sandringham Dragons,0.0,0.0,ADE
38,46081,1000932.0,Tom,Doedee,Adelaide,senior,39.0,1997-03-01,188.0,88.0,VIC,Geelong Falcons,30.0,2.0,ADE
39,40138,291200.0,Brian,Donnelly,Adelaide,,42.0,1988-07-21,191.0,87.0,,County Louth,,,ADE
40,976,200092.0,Michael,Doughty,Adelaide,,11.0,1979-08-05,179.0,81.0,SA,South Adelaide,207.0,44.0,ADE
41,2043,240370.0,Richard,Douglas,Adelaide,,26.0,1987-02-06,181.0,80.0,VIC,Calder Cannons,246.0,164.0,ADE
42,42347,296731.0,Ben,Dowdell,Adelaide,,44.0,1988-09-27,203.0,100.0,NSW,AIS,,,ADE
44,48065,999335.0,Jackson,Edwards,Adelaide,,19.0,1999-10-11,185.0,77.0,SA,Glenelg,0.0,0.0,ADE
45,1464,980002.0,Tyson,Edwards,Adelaide,,9.0,1976-08-06,178.0,81.0,SA,West Adelaide,321.0,192.0,ADE
50,48006,999331.0,Darcy,Fogarty,Adelaide,senior,32.0,1999-09-25,193.0,94.0,SA,Glenelg,19.0,22.0,ADE
51,45147,991773.0,Billy,Frampton,Adelaide,senior,22.0,1996-11-20,200.0,90.0,WA,South Fremantle,7.0,8.0,ADE
54,47024,998106.0,Jordan,Gallucci,Adelaide,senior,7.0,1998-05-04,182.0,78.0,VIC,Eastern Ranges,27.0,19.0,ADE
55,39495,250417.0,Bryce,Gibbs,Adelaide,senior,6.0,1989-03-15,188.0,84.0,SA,Glenelg,267.0,152.0,ADE
57,39591,250557.0,Sam,Gibson,Adelaide,,20.0,1990-06-07,185.0,83.0,WA,Subiaco,135.0,53.0,ADE
58,39487,210067.0,Nick,Gill,Adelaide,,1.0,1982-08-25,194.0,93.0,SA,Nth Adelaide,17.0,21.0,ADE
61,49952,1018075.0,Lachlan,Gollant,Adelaide,senior,44.0,2001-09-12,189.0,70.0,VIC,Calder Cannons,,,ADE
62,1313,960036.0,Simon,Goodwin,Adelaide,,36.0,1976-12-26,185.0,86.0,SA,South Adelaide,275.0,162.0,ADE
63,45035,297125.0,Dean,Gore,Adelaide,,36.0,1996-06-26,183.0,86.0,SA,Sturt,,,ADE
64,2132,260146.0,Angus,Graham,Adelaide,,15.0,1987-04-16,201.0,102.0,VIC,Calder Cannons,48.0,18.0,ADE
65,42253,290731.0,Mitch,Grigg,Adelaide,,8.0,1993-01-02,183.0,81.0,SA,Norwood,20.0,15.0,ADE
67,49062,1008159.0,Will,Hamill,Adelaide,senior,17.0,2000-11-17,186.0,71.0,VIC,Dandenong Stingrays,8.0,0.0,ADE
68,42203,290306.0,Curtly,Hampton,Adelaide,,17.0,1993-03-10,187.0,90.0,NT,Alice Springs,63.0,14.0,ADE
69,152,960034.0,Ben,Hart,Adelaide,,34.0,1974-07-09,0.0,0.0,,,311.0,45.0,ADE
71,42090,290228.0,Kyle,Hartigan,Adelaide,senior,15.0,1991-11-07,194.0,98.0,VIC,Werribee  ,107.0,1.0,ADE
72,1437,220043.0,Trent,Hentschel,Adelaide,,37.0,1982-12-25,193.0,89.0,NT,Palmerston Magpies,71.0,94.0,ADE
75,47082,1005199.0,Elliott,Himmelberg,Adelaide,senior,34.0,1998-06-04,198.0,96.0,QLD,Redlands,13.0,13.0,ADE
80,46105,992597.0,Paul,Hunter,Adelaide,,37.0,1993-02-09,200.0,100.0,QLD,Redland,0.0,0.0,ADE
81,39611,270591.0,Jarrhan,Jacky,Adelaide,,10.0,1989-04-05,179.0,80.0,WA,Subiaco,3.0,1.0,ADE
82,41134,261351.0,Matthew,Jaensch,Adelaide,,10.0,1989-09-18,182.0,83.0,SA,Sturt,74.0,25.0,ADE
86,47043,992266.0,Ben,Jarman,Adelaide,,45.0,1998-05-05,174.0,69.0,SA,North Adelaide,0.0,0.0,ADE
88,838,230105.0,Luke,Jericho,Adelaide,,30.0,1984-10-18,190.0,93.0,SA,West Adelaide,33.0,31.0,ADE
89,583,210056.0,Graham,Johncock,Adelaide,,18.0,1982-10-21,180.0,87.0,SA,Port Adelaide,223.0,119.0,ADE
90,40012,280568.0,Lewis,Johnston,Adelaide,,8.0,1991-03-03,192.0,88.0,SA,North Adelaide,10.0,16.0,ADE
91,49023,1006203.0,Chayce,Jones,Adelaide,senior,1.0,2000-01-14,180.0,77.0,TAS,Launceston,18.0,6.0,ADE
92,42315,291981.0,Nicholas,Joyce,Adelaide,,42.0,1993-09-28,185.0,79.0,SA,Woodville-West Torrens,,,ADE
94,46014,993946.0,Ben,Keays,Adelaide,rookie,28.0,1997-02-23,185.0,89.0,QLD,Redlands,40.0,13.0,ADE
95,44097,297473.0,Jake,Kelly,Adelaide,senior,8.0,1995-01-21,190.0,89.0,VIC,Oakleigh Chargers,84.0,1.0,ADE
97,39612,270835.0,Aaron,Kite,Adelaide,,28.0,1990-01-13,190.0,86.0,VIC,Calder Cannons,,,ADE
101,44047,295103.0,Riley,Knight,Adelaide,senior,3.0,1995-03-27,181.0,80.0,SA,Woodville-West Torrens,55.0,37.0,ADE
105,42344,293222.0,Rory,Laird,Adelaide,senior,29.0,1993-12-29,177.0,81.0,SA,West Adelaide,154.0,14.0,ADE
111,40105,280947.0,Luke,Lowden,Adelaide,,40.0,1991-02-22,204.0,89.0,VIC,Sandringham Dragons,1.0,3.0,ADE
112,40030,270938.0,Tom T.,Lynch,Adelaide,senior,27.0,1990-09-15,193.0,88.0,VIC,Sandringham Dragons,150.0,194.0,ADE
113,39486,250362.0,David,Mackay,Adelaide,senior,14.0,1988-07-25,181.0,78.0,VIC,Oakleigh,225.0,60.0,ADE
116,39681,280281.0,Brodie,Martin,Adelaide,,36.0,1988-11-06,182.0,79.0,SA,Sturt,38.0,14.0,ADE
117,42101,294344.0,Sam,Martyn,Adelaide,,41.0,1992-04-07,186.0,73.0,NSW,Merimbula,,,ADE
118,797,980017.0,Kris,Massie,Adelaide,,3.0,1980-05-30,188.0,86.0,VIC,Dandenong Stingrays,131.0,23.0,ADE
120,49070,298470.0,Shane,McAdam,Adelaide,senior,23.0,1995-05-28,181.0,78.0,WA,Sturt,7.0,6.0,ADE
121,49910,1009201.0,Fischer,McAsey,Adelaide,senior,35.0,2001-03-08,195.0,86.0,VIC,Sandringham Dragons,9.0,0.0,ADE
123,787,990045.0,Ken,McGregor,Adelaide,,16.0,1981-01-29,195.0,96.0,SA,Woodville-West Torrens,152.0,114.0,ADE
125,49017,1008185.0,Ned,McHenry,Adelaide,senior,25.0,2000-07-13,179.0,70.0,VIC,Geelong Falcons,8.0,0.0,ADE
128,42346,261277.0,Tim,McIntyre,Adelaide,,49.0,1991-04-09,189.0,85.0,SA,Sturt,1.0,2.0,ADE
129,82,960023.0,Andrew,McLeod,Adelaide,,23.0,1976-08-04,181.0,82.0,NT,Darwin,340.0,275.0,ADE
130,48073,997206.0,Andrew,McPherson,Adelaide,senior,36.0,1999-06-20,186.0,79.0,SA,Woodville West Torrens,5.0,0.0,ADE
131,43013,293154.0,Troy,Menzel,Adelaide,,32.0,1994-09-22,186.0,77.0,SA,Central District,44.0,51.0,ADE
133,42145,290720.0,Timothy,Milera,Adelaide,,48.0,1992-03-09,171.0,77.0,SA,Port Magpies,,,ADE
134,46021,990882.0,Wayne,Milera,Adelaide,senior,30.0,1997-09-14,184.0,81.0,SA,Central Districts,62.0,21.0,ADE
135,1511,250045.0,Brad,Moran,Adelaide,,2.0,1986-09-29,201.0,100.0,QLD,Southport,21.0,8.0,ADE
137,48233,1000998.0,Lachlan,Murphy,Adelaide,senior,4.0,1998-12-04,176.0,76.0,SA,Adelaide FC,40.0,36.0,ADE
141,45155,297523.0,Reilly,O'Brien,Adelaide,senior,43.0,1995-08-20,202.0,101.0,VIC,Calder Cannons,31.0,3.0,ADE
142,49946,1011254.0,Ronin,O'Connor,Adelaide,senior,37.0,2001-02-01,191.0,85.0,WA,Claremont,,,ADE
145,42345,293683.0,Dylan,Orval,Adelaide,,48.0,1993-07-29,192.0,76.0,VIC,Oakleigh Chargers,,,ADE
146,43131,298734.0,Jack,Osborn,Adelaide,,30.0,1990-04-29,205.0,102.0,TAS,Hobart,,,ADE
147,39613,270296.0,Andy,Otten,Adelaide,,22.0,1989-05-15,194.0,92.0,VIC,Oakleigh Chargers,109.0,38.0,ADE
150,615,980003.0,Ian,Perrie,Adelaide,,22.0,1979-04-09,183.0,83.0,WA,Subiaco,116.0,129.0,ADE
152,41136,200131.0,James,Podsiadly,Adelaide,,1.0,1981-09-10,193.0,102.0,VIC,Geelong VFL,103.0,192.0,ADE
153,47052,1000908.0,Myles,Poholke,Adelaide,senior,10.0,1998-07-10,186.0,86.0,VIC,Dandenong Stingrays,13.0,5.0,ADE
154,2098,230174.0,Jason,Porplyzia,Adelaide,,40.0,1984-11-27,179.0,82.0,SA,West Adelaide,128.0,180.0,ADE
156,45168,990497.0,Keenan,Ramsey,Adelaide,,46.0,1996-08-23,192.0,86.0,SA,Port Adelaide,,,ADE
158,231,220086.0,Brent,Reilly,Adelaide,,3.0,1983-11-12,185.0,85.0,VIC,Calder Cannons,203.0,51.0,ADE
159,897,960032.0,Mark,Ricciuto,Adelaide,,32.0,1975-06-08,183.0,83.0,WA,Subiaco,312.0,292.0,ADE
161,42147,293139.0,Lachlan,Roach,Adelaide,,42.0,1992-04-25,178.0,69.0,SA,North Adelaide,,,ADE
166,164,220093.0,Ben,Rutten,Adelaide,,25.0,1983-05-28,192.0,101.0,SA,West Adelaide,226.0,9.0,ADE
169,39491,261263.0,Chris,Schmidt,Adelaide,,46.0,1989-03-20,190.0,89.0,SA,West Adelaide,20.0,2.0,ADE
170,49928,1008543.0,Harry,Schoenberg,Adelaide,senior,26.0,2001-02-21,180.0,78.0,SA,Woodville-West Torrens,2.0,0.0,ADE
173,42142,294733.0,Paul,Seedsman,Adelaide,senior,11.0,1992-01-22,190.0,87.0,VIC,Eastern Ranges,109.0,54.0,ADE
174,41061,290211.0,Sam,Shaw,Adelaide,,34.0,1991-04-05,194.0,86.0,VIC,Oakleigh Chargers,24.0,0.0,ADE
176,1175,200005.0,Robert,Shirley,Adelaide,,12.0,1980-06-09,185.0,84.0,SA,Woodville-West Torrens,151.0,28.0,ADE
177,49069,1006136.0,Lachlan,Sholl,Adelaide,senior,38.0,2000-03-07,185.0,77.0,VIC,Calder Cannons,2.0,0.0,ADE
178,43110,294646.0,Sam,Siggins,Adelaide,,20.0,1993-03-20,194.0,82.0,TAS,Lauderdale,,,ADE
179,47089,1000839.0,Matthew,Signorello,Adelaide,,35.0,1998-10-30,186.0,73.0,VIC,Northern Knights,0.0,0.0,ADE
180,40065,270963.0,Rory,Sloane,Adelaide,senior,9.0,1990-03-17,182.0,83.0,VIC,Eastern Ranges,205.0,125.0,ADE
182,42009,291748.0,Brodie,Smith,Adelaide,senior,33.0,1992-01-14,189.0,90.0,SA,Woodville West Torrens,177.0,60.0,ADE
185,44041,294032.0,Alex,Spina,Adelaide,,46.0,1995-06-27,181.0,74.0,SA,North Adelaide,,,ADE
187,47069,997230.0,Tyson,Stengle,Adelaide,senior,18.0,1998-10-19,172.0,73.0,SA,Woodville-West Torrens,10.0,11.0,ADE
189,901,960498.0,Mark,Stevens,Adelaide,,19.0,1975-10-25,0.0,0.0,,,122.0,123.0,ADE
190,1246,200072.0,Scott,Stevens,Adelaide,,27.0,1982-01-15,195.0,87.0,WA,Perth,144.0,88.0,ADE
191,49106,1008752.0,Kieran,Strachan,Adelaide,rookie,45.0,1995-10-05,204.0,95.0,VIC,Port Melbourne,1.0,0.0,ADE
193,202,230215.0,Brad,Symes,Adelaide,,15.0,1985-03-07,187.0,82.0,SA,Central District,78.0,8.0,ADE
194,41009,280934.0,Daniel,Talia,Adelaide,senior,12.0,1991-10-02,197.0,98.0,VIC,Calder Cannons,196.0,6.0,ADE
195,1637,230216.0,Richard,Tambling,Adelaide,,1.0,1986-09-12,181.0,84.0,SA,Southern Districts,124.0,62.0,ADE
198,41115,280949.0,Luke,Thompson,Adelaide,,6.0,1991-02-08,196.0,89.0,VIC,Timboon,19.0,2.0,ADE
200,1248,210016.0,Scott,Thompson,Adelaide,,5.0,1983-03-14,187.0,86.0,SA,Port Adelaide,307.0,160.0,ADE
202,681,960533.0,Jason,Torney,Adelaide,,15.0,1977-06-16,183.0,83.0,WA,Subiaco,195.0,34.0,ADE
205,1628,250118.0,Nathan,van Berlo,Adelaide,,7.0,1986-06-06,187.0,84.0,WA,West Perth,205.0,68.0,ADE
208,39614,280506.0,Taylor,Walker,Adelaide,senior,13.0,1990-04-25,193.0,100.0,NSW,Broken Hill North,198.0,436.0,ADE
212,45194,294418.0,Anthony,Wilson,Adelaide,,46.0,1992-08-02,179.0,70.0,SA,Norwood,,,ADE
213,43051,295964.0,Patrick,Wilson,Adelaide,rookie,31.0,1994-12-11,188.0,89.0,SA,Sturt,2.0,0.0,ADE
215,49932,1011981.0,Joshua,Worrell,Adelaide,senior,24.0,2001-04-11,195.0,74.0,VIC,Sandringham Dragons,,,ADE
216,40056,290214.0,Will,Young,Adelaide,,39.0,1990-08-03,194.0,88.0,VIC,North Ballarat,2.0,1.0,ADE
285,46085,294168.0,Marcus,Adams,Brisbane Lions,senior,24.0,1993-06-30,192.0,93.0,WA,West Perth ,38.0,4.0,BRI
286,46012,298437.0,Callum,Ah Chee,Brisbane Lions,senior,4.0,1997-10-09,182.0,78.0,WA,South Fremantle,55.0,27.0,BRI
287,1606,250106.0,Marcus,Allan,Brisbane Lions,,42.0,1986-05-23,183.0,83.0,WA,Subiaco,5.0,1.0,BRI
288,47029,998268.0,Jacob,Allison,Brisbane Lions,rookie,19.0,1998-04-16,195.0,87.0,QLD,Brisbane Academy,10.0,2.0,BRI
289,45041,996059.0,Harris,Andrews,Brisbane Lions,senior,31.0,1996-12-11,201.0,100.0,QLD,Aspley,108.0,9.0,BRI
290,49086,1005053.0,Noah,Answerth,Brisbane Lions,senior,43.0,1999-08-06,182.0,82.0,VIC,Oakleigh Chargers,23.0,2.0,BRI
292,39615,260986.0,Matt,Austin,Brisbane Lions,,8.0,1989-03-30,186.0,80.0,VIC,North Ballarat Rebels,15.0,2.0,BRI
293,48015,1002312.0,Zac,Bailey,Brisbane Lions,senior,33.0,1999-09-23,182.0,83.0,NT,Southern Districts,38.0,19.0,BRI
294,48009,1002351.0,Connor,Ballenden,Brisbane Lions,senior,38.0,1999-03-29,200.0,101.0,QLD,Wests Juniors,2.0,1.0,BRI
295,44113,296214.0,Jake,Barrett,Brisbane Lions,,43.0,1995-11-08,184.0,83.0,NSW,Temora,1.0,0.0,BRI
296,41080,280925.0,Callum,Bartlett,Brisbane Lions,,13.0,1991-06-19,179.0,75.0,VIC,Geelong Falcons,,,BRI
297,41028,280863.0,Ryan,Bastinac,Brisbane Lions,,4.0,1991-06-22,184.0,81.0,VIC,Dandenong Stingrays,164.0,93.0,BRI
298,41150,292035.0,Claye,Beams,Brisbane Lions,,17.0,1991-09-01,182.0,83.0,QLD,Labrador,54.0,27.0,BRI
299,45163,297364.0,Hugh,Beasley,Brisbane Lions,,45.0,1995-11-12,190.0,86.0,VIC,Oakleigh Chargers,6.0,0.0,BRI
300,42353,294691.0,Tom,Bell,Brisbane Lions,,7.0,1991-06-13,187.0,98.0,QLD,Morningside,72.0,56.0,BRI
301,47021,998133.0,Jarrod,Berry,Brisbane Lions,senior,7.0,1998-02-05,193.0,89.0,VIC,North Ballarat Rebels,68.0,30.0,BRI
302,49046,1006100.0,Tom,Berry,Brisbane Lions,senior,13.0,2000-05-01,185.0,76.0,VIC,GWV Rebels,6.0,0.0,BRI
303,42039,281329.0,Rohan,Bewick,Brisbane Lions,,8.0,1989-10-10,184.0,83.0,WA,West Perth,103.0,71.0,BRI
305,2028,240302.0,Grant,Birchall,Brisbane Lions,senior,14.0,1988-01-28,193.0,89.0,TAS,Devonport,256.0,34.0,BRI
306,1303,980007.0,Simon,Black,Brisbane Lions,,20.0,1979-04-03,186.0,82.0,WA,East Fremantle,277.0,133.0,BRI
307,43056,294486.0,Jordon,Bourke,Brisbane Lions,,45.0,1994-11-11,193.0,83.0,QLD,Morningside,6.0,2.0,BRI
310,735,200007.0,Jonathan,Brown,Brisbane Lions,,16.0,1981-10-29,195.0,104.0,VIC,Geelong Falcons,239.0,580.0,BRI
311,56,210045.0,Amon,Buchanan,Brisbane Lions,,33.0,1982-10-10,179.0,83.0,VIC,Geelong Falcons,133.0,66.0,BRI
312,44058,990609.0,Charlie,Cameron,Brisbane Lions,senior,23.0,1994-07-05,181.0,74.0,WA,Swan Districts,119.0,181.0,BRI
315,642,210029.0,Jamie,Charman,Brisbane Lions,,19.0,1982-07-16,200.0,104.0,QLD,Northern Eagles,129.0,55.0,BRI
316,41017,280918.0,Allen,Christensen,Brisbane Lions,senior,3.0,1991-05-19,176.0,79.0,VIC,Geelong Falcons,132.0,114.0,BRI
318,42348,295162.0,Justin,Clarke,Brisbane Lions,,42.0,1990-11-18,195.0,83.0,QLD,Booleroo Melrose Wilmington,56.0,1.0,BRI
320,1482,220016.0,Xavier,Clarke,Brisbane Lions,,15.0,1983-09-28,181.0,78.0,NT,St Marys,106.0,49.0,BRI
321,45059,994235.0,Josh,Clayton,Brisbane Lions,,19.0,1996-01-17,190.0,80.0,VIC,Sandringham Dragons,2.0,0.0,BRI
322,43101,294309.0,Michael,Close,Brisbane Lions,,33.0,1994-07-30,196.0,84.0,VIC,North Ballarat Rebels,27.0,24.0,BRI
323,39574,270736.0,Scott,Clouston,Brisbane Lions,,41.0,1987-02-02,194.0,93.0,QLD,Morningside,2.0,1.0,BRI
324,49941,1006059.0,Keidean,Coleman,Brisbane Lions,senior,18.0,2000-03-31,182.0,75.0,QLD,Brisbane,,,BRI
325,39616,250419.0,Tom,Collier,Brisbane Lions,,22.0,1989-03-25,192.0,86.0,TAS,Tassie Mariners,27.0,4.0,BRI
326,44071,296275.0,Isaac,Conway,Brisbane Lions,,40.0,1995-05-29,183.0,85.0,QLD,Aspley,,,BRI
327,1163,210072.0,Robert,Copeland,Brisbane Lions,,30.0,1981-05-26,187.0,86.0,QLD,Northern Eagles,143.0,39.0,BRI
328,40019,261391.0,Aaron,Cornelius,Brisbane Lions,,44.0,1990-05-29,192.0,86.0,TAS,Glenorchy,25.0,35.0,BRI
329,47063,994047.0,Cedric,Cox,Brisbane Lions,senior,20.0,1997-08-19,183.0,82.0,VIC,North Ballarat Rebels,13.0,3.0,BRI
330,45024,296270.0,Liam,Dawson,Brisbane Lions,,24.0,1996-01-23,189.0,85.0,QLD,Aspley,18.0,6.0,BRI
332,1585,200121.0,Josh,Drummond,Brisbane Lions,,39.0,1983-04-19,189.0,87.0,QLD,Northern Eagles,79.0,32.0,BRI
333,41125,290095.0,Josh,Dyson,Brisbane Lions,,27.0,1991-08-12,181.0,71.0,VIC,Eastern Ranges,1.0,0.0,BRI
334,39575,240247.0,Daniel,Dzufer,Brisbane Lions,,45.0,1988-01-21,188.0,85.0,QLD,Suncoast Lions,1.0,0.0,BRI
335,47124,290326.0,Matt,Eagles,Brisbane Lions,,41.0,1990-02-09,200.0,101.0,QLD,Yeronga South Brisbane,4.0,1.0,BRI
336,42316,293479.0,Cam,Ellis-Yolmen,Brisbane Lions,senior,28.0,1993-01-28,190.0,96.0,SA,Woodville-West Torrens,45.0,17.0,BRI
337,45150,992450.0,Billy,Evans,Brisbane Lions,,46.0,1996-10-19,187.0,82.0,VIC,Bendigo Pioneers,7.0,1.0,BRI
338,212,990022.0,Brendan,Fevola,Brisbane Lions,,5.0,1981-01-20,191.0,100.0,VIC,Dandenong Stingrays,204.0,623.0,BRI
339,149,200086.0,Ben,Fixter,Brisbane Lions,,4.0,1981-06-23,183.0,83.0,WA,Subiaco,54.0,11.0,BRI
342,44111,294536.0,Jono,Freeman,Brisbane Lions,,34.0,1995-04-27,198.0,96.0,QLD,Aspley,14.0,16.0,BRI
343,43134,290810.0,Jack,Frost,Brisbane Lions,,45.0,1992-02-25,195.0,90.0,VIC,Williamstown,56.0,0.0,BRI
344,49140,1013532.0,Tom,Fullarton,Brisbane Lions,rookie,47.0,1999-02-23,199.0,92.0,QLD,Brisbane Bullets,,,BRI
346,44015,296269.0,Darcy,Gardiner,Brisbane Lions,senior,27.0,1995-09-22,193.0,92.0,VIC,Geelong Falcons,117.0,5.0,BRI
348,41114,290110.0,Mitch,Golby,Brisbane Lions,,41.0,1991-10-03,183.0,82.0,VIC,Gippsland Power,56.0,6.0,BRI
350,47125,297868.0,Blake,Grewar,Brisbane Lions,,48.0,1993-02-16,182.0,82.0,QLD,Redlands,,,BRI
351,1670,240181.0,William,Hamill,Brisbane Lions,,40.0,1986-07-26,183.0,83.0,WA,Subiaco,3.0,1.0,BRI
352,45175,298535.0,Matthew,Hammelmann,Brisbane Lions,,40.0,1996-03-08,197.0,88.0,QLD,Morningside,12.0,2.0,BRI
354,45187,999240.0,Cian,Hanley,Brisbane Lions,,11.0,1996-12-01,185.0,79.0,,County Mayo,0.0,0.0,BRI
356,42149,290626.0,Brad,Harvey,Brisbane Lions,,45.0,1992-04-16,185.0,83.0,VIC,Eastern Ranges,,,BRI
357,41023,281048.0,Ryan,Harwood,Brisbane Lions,,2.0,1991-07-08,183.0,81.0,TAS,Tassie Mariners,81.0,6.0,BRI
358,39492,261222.0,James,Hawksley,Brisbane Lions,,12.0,1989-02-05,187.0,80.0,WA,Peel,28.0,4.0,BRI
359,43121,296937.0,Nicholas,Hayes,Brisbane Lions,,43.0,1994-08-11,191.0,82.0,SA,Woodville West Torrens,,,BRI
361,47109,1004863.0,Mitchell,Hinge,Brisbane Lions,senior,22.0,1998-06-26,190.0,84.0,SA,Glenelg,2.0,1.0,BRI
362,46015,993953.0,Eric,Hipwood,Brisbane Lions,senior,30.0,1997-09-13,204.0,90.0,QLD,Aspley,86.0,129.0,BRI
363,837,220047.0,Luke,Hodge,Brisbane Lions,,2.0,1984-06-15,185.0,88.0,VIC,Geelong Falcons,343.0,194.0,BRI
364,44050,296312.0,Jarrad,Jansen,Brisbane Lions,,16.0,1995-05-02,188.0,91.0,WA,East Fremantle,8.0,4.0,BRI
365,307,960212.0,Chris L.,Johnson,Brisbane Lions,,2.0,1976-05-30,183.0,83.0,WA,Subiaco,264.0,172.0,BRI
366,1432,980050.0,Travis,Johnstone,Brisbane Lions,,4.0,1980-07-17,184.0,84.0,VIC,Dandenong Stingrays,209.0,135.0,BRI
367,49076,1006150.0,Tom,Joyce,Brisbane Lions,senior,32.0,2000-03-07,180.0,86.0,WA,East Fremantle,,,BRI
368,326,960071.0,Clark,Keating,Brisbane Lions,,27.0,1976-03-19,0.0,0.0,,,139.0,83.0,BRI
372,1056,960084.0,Nigel,Lappin,Brisbane Lions,,44.0,1976-06-21,188.0,86.0,VIC,Chiltern,279.0,174.0,BRI
373,764,960067.0,Justin,Leppitsch,Brisbane Lions,,23.0,1975-10-01,0.0,0.0,,,227.0,194.0,BRI
374,42037,291548.0,Ryan,Lester,Brisbane Lions,senior,35.0,1992-08-26,192.0,85.0,VIC,Oakleigh Chargers,133.0,45.0,BRI
375,40022,270936.0,Jordan,Lisle,Brisbane Lions,,19.0,1990-07-12,196.0,92.0,VIC,Oakleigh Chargers,23.0,16.0,BRI
377,47048,998105.0,Corey,Lyons,Brisbane Lions,rookie,39.0,1998-05-31,184.0,83.0,VIC,Sandringham Dragons,0.0,0.0,BRI
378,42132,293716.0,Jarryd,Lyons,Brisbane Lions,senior,17.0,1992-07-22,184.0,84.0,VIC,Sandringham Dragons,127.0,65.0,BRI
379,49139,1013978.0,James,Madden,Brisbane Lions,rookie,42.0,1999-11-15,186.0,85.0,,Dublin,,,BRI
380,951,220062.0,Matt,Maguire,Brisbane Lions,,36.0,1984-05-30,192.0,100.0,VIC,Geelong Falcons,171.0,21.0,BRI
382,39707,280763.0,Stefan,Martin,Brisbane Lions,senior,12.0,1986-11-17,199.0,104.0,VIC,Sandringham,187.0,46.0,BRI
383,46013,993828.0,Rhys,Mathieson,Brisbane Lions,senior,36.0,1997-01-10,188.0,87.0,VIC,Geelong Falcons,46.0,24.0,BRI
384,42327,293581.0,Lincoln,McCarthy,Brisbane Lions,senior,11.0,1993-10-22,176.0,84.0,SA,Glenelg,63.0,54.0,BRI
385,47001,1000978.0,Hugh,McCluggage,Brisbane Lions,senior,6.0,1998-03-03,187.0,85.0,VIC,North Ballarat Rebels,74.0,46.0,BRI
386,40057,281109.0,Bart,McCulloch,Brisbane Lions,,25.0,1990-09-23,198.0,88.0,TAS,South Launceston,,,BRI
387,140,980008.0,Beau,McDonald,Brisbane Lions,,43.0,1979-11-03,203.0,102.0,WA,Swan Districts,91.0,19.0,BRI
388,49044,1006085.0,Connor,McFadyen,Brisbane Lions,senior,26.0,2000-12-04,190.0,81.0,QLD,Brisbane Academy,,,BRI
