,player_id,trade_status,user_team_id,feed_id,first_name,last_name,team,position,round,points,price,total_points,games,total_games,price_change,total_price_change,last_position,round_position,minutes_played,total_minutes_played,updated_at,kicks,total_kicks,handballs,total_handballs,marks,total_marks,tackles,total_tackles,freekicks_for,total_freekicks_for,freekicks_against,total_freekicks_against,hitouts,total_hitouts,goals,total_goals,behinds,total_behinds,avg5,own_raw,avg,avg3,opp,oppavg,opph,opp1,opp1h,opp2,opp2h,opp3,opp3h,ven,venavg,ven1,ven2,ven3,livepts,livegames,owned,points_per_min,total_points_per_min,mvp_value,position_change,coach_id,coach_team_id,coach_first_name,coach_team_name
27,301,owner,717.0,291975,Jarrod,Witts,GCS,124,24,121,578400,1726,1,16,-8800,-14800,134,25,102,1617,2024-08-25T11:36:28+10:00,5,113,14,109,2,39,3,63,2,27,-2,-21,46,600,1,8,0,3,116.4,3611,107.875,108.0,RIC,97.4,1,,0,,0,,0,Melbourne Cricket Ground,78.4839,,,,0,0,89.4919,1.1862745098039216,1.067408781694496,5361.761297798378,10,86078,717,Lester,Baby Got Trac
28,537,owner,714.0,994295,Dan,Houston,PTA,32,24,0,526800,2350,0,22,0,-66300,24,415,0,2289,2024-08-25T11:36:30+10:00,0,368,0,139,0,118,0,77,0,20,0,-14,0,0,0,7,0,4,103.6,3926,106.818,110.333,FRE,85.2,1,,0,,0,,0,Perth Stadium,80.7143,,,,0,0,97.2986,,1.0266491917868064,4931.753075324384,-8,21562,714,Mark,Need for Sheed
29,221,owner,718.0,998145,Sean,Darcy,FRE,276,24,0,506800,1179,0,12,0,-82600,264,415,0,1049,2024-08-25T11:36:30+10:00,0,63,0,86,0,19,0,36,0,19,0,-20,0,374,0,6,0,2,88.0,3322,98.25,102.667,PTA,92.75,0,,0,,0,,0,Perth Stadium,99.3148,,,,0,0,82.3296,,1.1239275500476644,5158.269720101781,-12,8258,718,Simon,Wilkie Wonka
30,257,owner,715.0,1009199,Noah,Anderson,GCS,22,24,128,526400,2454,1,23,23600,-59900,26,16,101,2456,2024-08-25T11:36:28+10:00,20,361,10,304,9,109,3,71,1,26,0,-8,0,0,1,13,0,8,104.8,3861,106.696,115.333,RIC,134.8,1,,0,,0,,0,Melbourne Cricket Ground,110.0,,,,0,0,95.6877,1.2673267326732673,0.999185667752443,4933.64324810677,4,10857,715,Anthony,Colonel Sanders
31,443,owner,713.0,290528,Max,Gawn,MEL,10,24,122,637600,2607,1,21,14500,53900,8,23,140,2215,2024-08-25T11:36:28+10:00,15,235,5,166,5,110,2,54,3,48,0,-24,25,713,0,11,0,9,124.6,4004,124.143,132.0,COL,102.5,0,,0,,0,,0,Melbourne Cricket Ground,111.919,,,,0,0,99.2317,0.8714285714285714,1.1769751693002257,5136.012501711735,-2,300791,713,Paul,Toby or Not To Be
32,590,owner,716.0,298174,Toby,Nankervis,RIC,36,24,106,556700,2315,1,21,-20800,-26400,35,63,95,2066,2024-08-25T11:36:28+10:00,6,162,9,174,4,69,6,111,1,33,-1,-36,21,684,0,2,0,6,100.0,3682,110.238,97.3333,GCS,69.6667,0,,0,,0,,0,Melbourne Cricket Ground,96.9178,,,,0,0,91.2515,1.1157894736842104,1.1205227492739593,5049.982764563943,-1,71052,716,James,The Gulden Girls
33,126,owner,720.0,1006094,Sam,Walsh,CAR,63,24,139,525600,2059,1,19,11600,-51200,67,9,99,1916,2024-08-25T11:36:28+10:00,14,258,18,282,4,58,8,130,0,17,0,-24,0,0,0,5,0,9,107.2,3866,108.368,108.667,STK,107.429,0,,0,,0,,0,Docklands Stadium,107.632,,,,0,0,95.8116,1.404040404040404,1.0746346555323592,4850.14026280821,4,180650,720,Jordan,StupidSexyFlanders
34,762,owner,717.0,295898,Tim,Kelly,WCE,89,24,87,496100,1909,1,20,-16900,-78000,88,131,115,2026,2024-08-25T11:36:29+10:00,13,240,12,238,3,55,3,97,2,20,-4,-28,0,0,0,4,0,9,99.0,3392,95.45,87.6667,GEE,91.6,1,,0,,0,,0,Kardinia Park,93.5455,,,,0,0,84.0644,0.7565217391304347,0.9422507403751234,5197.485594552121,-1,86078,717,Lester,Baby Got Trac
35,293,owner,714.0,1009208,Matt,Rowell,GCS,33,24,113,482400,2349,1,23,7400,-89400,34,40,105,2307,2024-08-25T11:36:28+10:00,12,244,17,294,4,32,9,184,4,55,0,-34,0,0,0,8,0,3,102.6,3799,102.13,98.0,RIC,105.6,1,,0,,0,,0,Melbourne Cricket Ground,101.333,,,,0,0,94.1512,1.0761904761904761,1.0182054616384915,4723.391755605601,1,21562,714,Mark,Need for Sheed
36,355,owner,720.0,291969,Stephen,Coniglio,GWS,313,24,31,360100,1032,1,13,-28300,-208300,308,374,97,1273,2024-08-25T11:36:30+10:00,8,159,11,141,0,25,0,45,2,15,-1,-19,0,0,0,4,0,4,64.0,2839,79.3846,55.0,WBD,91.2857,1,,0,,0,,0,Eureka Stadium,76.5,,,,0,0,70.3594,0.31958762886597936,0.8106834249803614,4536.144289950444,-5,180650,720,Jordan,StupidSexyFlanders
37,372,owner,718.0,296347,Josh,Kelly,GWS,186,24,85,492700,1499,1,15,-14300,-75300,196,141,117,1571,2024-08-25T11:36:29+10:00,18,202,8,164,3,64,3,56,0,6,-2,-10,0,0,1,16,0,6,89.8,3320,99.9333,88.3333,WBD,86.7143,1,,0,,0,,0,Eureka Stadium,97.3333,,,,0,0,82.2801,0.7264957264957265,0.954169318905156,4930.288502431122,10,8258,718,Simon,Wilkie Wonka
38,690,owner,717.0,1012014,Chad,Warner,SYD,37,24,114,505000,2285,1,22,38300,-55300,37,36,88,2236,2024-08-25T11:36:28+10:00,15,310,7,208,3,90,1,75,0,17,-1,-27,0,0,1,32,1,17,96.8,3696,103.864,119.0,ADE,95.4,0,,0,,0,,0,Sydney Cricket Ground,96.2051,,,,0,0,91.5985,1.2954545454545454,1.0219141323792487,4862.127397365786,0,86078,717,Lester,Baby Got Trac
39,120,owner,714.0,297907,Nic,Newman,CAR,34,24,132,553000,2334,1,23,11700,-6900,36,12,115,2567,2024-08-25T11:36:28+10:00,28,398,7,144,16,189,2,88,1,24,-1,-25,0,0,0,1,0,3,114.0,3841,101.478,114.0,STK,102.333,0,,0,,0,,0,Docklands Stadium,91.0,,,,0,0,95.1921,1.1478260869565218,0.9092325671990651,5449.457025168017,2,21562,714,Mark,Need for Sheed
40,474,owner,716.0,291902,Jack,Viney,MEL,66,24,34,424300,2024,1,23,8600,-135300,63,365,131,2215,2024-08-25T11:36:30+10:00,5,258,6,225,2,60,5,143,1,31,0,-21,0,0,0,10,0,4,80.6,3212,88.0,87.3333,COL,86.0667,0,,0,,0,,0,Melbourne Cricket Ground,88.1509,,,,0,0,79.6035,0.2595419847328244,0.9137697516930022,4821.590909090909,-3,71052,716,James,The Gulden Girls
41,509,owner,715.0,1023518,Harry,Sheezel,NTH,21,24,0,637900,2477,0,21,0,81700,10,415,0,2241,2024-08-25T11:36:30+10:00,0,330,0,296,0,133,0,80,0,14,0,-15,0,0,0,14,0,1,120.0,3879,117.952,129.0,HAW,111.0,1,,0,,0,,0,University of Tasmania Stadium,120.0,,,,0,0,96.1338,,1.1053101294065149,5408.132121540966,-11,10857,715,Anthony,Colonel Sanders
42,137,owner,718.0,1005054,Josh,Daicos,COL,62,24,140,487800,2060,1,23,33400,-66000,67,7,140,2574,2024-08-25T11:36:28+10:00,21,327,19,246,10,120,1,74,1,28,0,-9,0,0,0,7,1,9,104.0,3149,89.5652,113.0,MEL,67.2,1,,0,,0,,0,Melbourne Cricket Ground,80.9552,,,,0,0,78.0421,1,0.8003108003108003,5446.31173714791,5,8258,718,Simon,Wilkie Wonka
43,598,owner,716.0,992049,Jayden,Short,RIC,103,24,115,465800,1806,1,22,22700,-85400,117,33,101,2058,2024-08-25T11:36:28+10:00,20,384,5,98,6,110,3,25,0,9,0,-9,0,0,0,1,0,4,96.6,2828,82.0909,103.0,GCS,94.0,0,,0,,0,,0,Melbourne Cricket Ground,84.2556,,,,0,0,70.0867,1.1386138613861385,0.8775510204081632,5674.197749080592,14,71052,716,James,The Gulden Girls
44,418,owner,720.0,1020895,Jai,Newcombe,HAW,39,24,140,564600,2261,1,23,39100,15400,43,7,113,2322,2024-08-25T11:36:28+10:00,12,238,23,315,5,85,1,101,2,29,-2,-41,0,0,1,10,0,4,119.6,3335,98.3043,131.0,NTH,118.5,0,,0,,0,,0,University of Tasmania Stadium,106.643,,,,0,0,82.6518,1.238938053097345,0.9737295434969854,5743.390675687635,4,180650,720,Jordan,StupidSexyFlanders
45,230,owner,719.0,1009399,Luke,Jackson,FRE,48,24,90,422900,2174,1,23,4800,-124100,49,120,98,2331,2024-08-25T11:36:29+10:00,5,132,8,243,2,61,4,72,5,25,-2,-29,5,375,1,21,1,16,75.2,3959,94.5217,85.0,PTA,84.0,0,,0,,0,,0,Perth Stadium,96.3704,,,,0,0,98.1165,0.9183673469387755,0.9326469326469327,4474.104888083901,1,45168,719,Luke,He is HIMmelberg
46,286,owner,718.0,298272,Touk,Miller,GCS,96,24,100,448500,1846,1,18,-20000,-97000,102,80,91,1756,2024-08-25T11:36:28+10:00,15,217,16,257,5,58,2,87,2,23,-2,-22,0,0,0,4,0,7,89.2,3460,102.556,76.6667,RIC,92.1,1,,0,,0,,0,Melbourne Cricket Ground,86.1111,,,,0,0,85.7497,1.098901098901099,1.05125284738041,4373.220484418269,6,8258,718,Simon,Wilkie Wonka
47,97,owner,719.0,990704,Patrick,Cripps,CAR,15,24,106,574200,2541,1,23,-1000,29200,16,63,109,2404,2024-08-25T11:36:28+10:00,12,255,18,406,4,62,9,126,3,48,-2,-45,0,19,0,16,0,6,109.0,3801,110.478,111.333,STK,115.692,0,,0,,0,,0,Docklands Stadium,102.646,,,,0,0,94.2007,0.9724770642201835,1.0569883527454242,5197.414869928855,1,45168,719,Luke,He is HIMmelberg
48,397,owner,719.0,1008550,Will,Day,HAW,199,24,0,413100,1459,0,16,0,-131400,175,415,0,1396,2024-08-25T11:36:30+10:00,0,146,0,163,0,43,0,74,0,16,0,-14,0,0,0,3,0,4,68.6,3285,91.1875,34.3333,NTH,96.6667,0,,0,,0,,0,University of Tasmania Stadium,89.1818,,,,0,0,81.4126,,1.0451289398280803,4530.2261823166555,-24,45168,719,Luke,He is HIMmelberg
49,682,owner,718.0,290778,Luke,Parker,SYD,468,24,102,412900,496,1,7,23400,-128400,490,73,103,581,2024-08-25T11:36:28+10:00,10,58,9,49,6,24,0,15,1,7,-1,-6,0,0,3,11,1,2,74.0,1951,70.8571,93.0,ADE,94.7143,0,,0,,0,,0,Sydney Cricket Ground,97.9826,,,,0,0,48.3519,0.9902912621359223,0.8537005163511188,5827.221266464476,22,8258,718,Simon,Wilkie Wonka
50,566,owner,713.0,993993,Shai,Bolton,RIC,131,24,49,341400,1699,1,22,-12200,-199300,125,301,109,2347,2024-08-25T11:36:29+10:00,6,218,7,151,7,83,3,57,0,14,-2,-20,0,0,1,34,1,26,60.2,3513,77.2273,60.0,GCS,83.5,0,,0,,0,,0,Melbourne Cricket Ground,79.3284,,,,0,0,87.0632,0.44954128440366975,0.7239028547081381,4420.716508281398,-6,300791,713,Paul,Toby or Not To Be
51,139,owner,715.0,994185,Jordan,De Goey,COL,307,24,0,444300,1066,0,13,0,-95600,292,415,0,1331,2024-08-25T11:36:30+10:00,0,145,0,126,0,50,0,46,0,14,0,-22,0,0,0,10,0,9,83.8,2442,82.0,82.0,MEL,82.3,1,,0,,0,,0,Melbourne Cricket Ground,82.8351,,,,0,0,60.5204,,0.8009015777610818,5418.292682926829,-15,10857,715,Anthony,Colonel Sanders
52,27,owner,714.0,297523,Reilly,O'Brien,ADE,77,24,92,521600,1959,1,21,-20400,-13700,80,114,100,2251,2024-08-25T11:36:29+10:00,6,132,5,110,3,49,2,77,1,17,-1,-30,38,898,0,2,1,3,102.6,3047,93.2857,90.6667,SYD,92.0,1,,0,,0,,0,Sydney Cricket Ground,81.3333,,,,0,0,75.5143,0.92,0.8702798756108396,5591.425052285613,3,21562,714,Mark,Need for Sheed
53,671,owner,715.0,295342,Jake,Lloyd,SYD,91,24,79,427800,1897,1,23,-2000,-107500,89,168,112,2395,2024-08-25T11:36:29+10:00,13,274,4,167,7,136,3,41,0,14,0,-7,0,0,0,4,0,1,83.8,3018,82.4783,82.3333,ADE,85.3636,0,,0,,0,,0,Sydney Cricket Ground,93.951,,,,0,0,74.7955,0.7053571428571429,0.7920668058455115,5186.818835984737,-2,10857,715,Anthony,Colonel Sanders
54,68,owner,715.0,1005521,Oscar,McInerney,BRL,53,24,99,507700,2112,1,22,-2300,-19700,58,86,98,2283,2024-08-25T11:36:28+10:00,8,154,10,134,3,40,2,68,1,39,0,-17,34,723,0,8,0,3,101.2,2854,96.0,97.6667,ESS,80.875,0,,0,,0,,0,Brisbane Cricket Ground,84.8592,,,,0,0,70.7311,1.010204081632653,0.9250985545335085,5288.541666666667,5,10857,715,Anthony,Colonel Sanders
55,645,owner,719.0,296422,Callum,Wilkie,STK,54,24,58,532300,2110,1,23,13500,5700,52,263,122,2774,2024-08-25T11:36:29+10:00,4,270,7,132,2,178,0,31,2,13,-1,-15,0,0,0,0,0,0,101.4,3297,91.7391,111.0,CAR,71.375,1,,0,,0,,0,Docklands Stadium,83.4462,,,,0,0,81.71,0.47540983606557374,0.7606344628695025,5802.324199823194,-2,45168,719,Luke,He is HIMmelberg
56,163,owner,713.0,260257,Scott,Pendlebury,COL,123,24,102,439900,1729,1,20,-16200,-85200,132,73,115,1860,2024-08-25T11:36:28+10:00,16,220,7,194,8,62,1,79,0,20,0,-11,0,0,0,7,0,4,91.0,2594,86.45,77.0,MEL,100.958,1,,0,,0,,0,Melbourne Cricket Ground,106.817,,,,0,0,64.2875,0.8869565217391304,0.9295698924731183,5088.49045691151,9,300791,713,Paul,Toby or Not To Be
57,255,owner,717.0,1009256,Hayden,Young,FRE,35,24,94,538500,2331,1,23,-22300,13400,33,105,79,2078,2024-08-25T11:36:28+10:00,12,301,7,247,1,76,3,123,2,19,-1,-29,0,0,0,13,1,10,104.2,3801,101.348,93.0,PTA,84.0,0,,0,,0,,0,Perth Stadium,94.2308,,,,0,0,94.2007,1.1898734177215189,1.1217516843118382,5313.375695623002,-2,86078,717,Lester,Baby Got Trac
58,67,owner,715.0,1000978,Hugh,McCluggage,BRL,40,24,95,490900,2256,1,23,-8100,-32900,38,102,97,2361,2024-08-25T11:36:28+10:00,12,349,17,222,6,123,3,73,0,26,0,-18,0,0,0,17,1,13,96.0,3337,98.087,91.3333,ESS,90.1111,0,,0,,0,,0,Brisbane Cricket Ground,93.5732,,,,0,0,82.7014,0.979381443298969,0.9555273189326556,5004.7406893879925,-2,10857,715,Anthony,Colonel Sanders
59,648,owner,715.0,295340,Mason,Wood,STK,205,24,76,375300,1442,1,18,8400,-144200,215,183,112,1806,2024-08-25T11:36:29+10:00,13,215,3,115,8,133,2,35,0,6,0,-13,0,0,2,16,0,9,67.8,2473,80.1111,77.6667,CAR,78.6667,1,,0,,0,,0,Docklands Stadium,75.0882,,,,0,0,61.2887,0.6785714285714286,0.7984496124031008,4684.744061684336,10,10857,715,Anthony,Colonel Sanders
