,player_id,trade_status,user_team_id,feed_id,first_name,last_name,team,position,round,points,price,total_points,games,total_games,price_change,total_price_change,last_position,round_position,minutes_played,total_minutes_played,updated_at,kicks,total_kicks,handballs,total_handballs,marks,total_marks,tackles,total_tackles,freekicks_for,total_freekicks_for,freekicks_against,total_freekicks_against,hitouts,total_hitouts,goals,total_goals,behinds,total_behinds,avg5,own_raw,avg,avg3,opp,oppavg,opph,opp1,opp1h,opp2,opp2h,opp3,opp3h,ven,venavg,ven1,ven2,ven3,livepts,livegames,owned,points_per_min,total_points_per_min,mvp_value,position_change
606,83,free_agent,,1021108,James,Tunstill,BRL,612,24,0,135000,95,0,3,0,11100,606,415,0,140,2024-08-25T11:36:31+10:00,0,5,0,15,0,2,0,5,0,0,0,0,0,0,0,0,0,0,31.6667,8,31.6667,31.6667,ESS,17.0,0,,,,,,,Brisbane Cricket Ground,50.3333,,,,0,0,0.198265,,0.6785714285714286,4263.15340720694,-6
607,88,free_agent,,1015830,Domanic,Akuei,CAR,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,45,0.0,0.0,STK,0.0,0,,0,,0,,0,Docklands Stadium,0.0,,,,0,0,1.11524,,,,-2
608,89,free_agent,,1023533,Jaxon,Binns,CAR,589,24,66,152900,136,1,3,29000,29000,617,220,105,234,2024-08-25T11:36:29+10:00,12,25,4,11,6,6,1,6,0,1,-1,-2,0,0,1,2,0,0,45.3333,36,45.3333,45.3333,STK,66.0,0,,0,,0,,0,Docklands Stadium,66.0,,,,0,0,0.892193,0.6285714285714286,0.5811965811965812,3372.796597644557,28
609,91,free_agent,,1013233,Jack,Carroll,CAR,429,24,38,206000,625,1,15,16500,82100,430,349,67,969,2024-08-25T11:36:30+10:00,7,83,1,67,5,35,1,22,0,4,0,-2,0,0,1,4,1,3,45.8,60,41.6667,49.0,STK,38.0,0,,0,,0,,0,Docklands Stadium,42.1818,,,,0,0,1.48699,0.5671641791044776,0.6449948400412797,4943.996044803164,1
610,103,free_agent,,297767,Sam,Durdin,CAR,639,24,0,123900,33,0,1,0,0,635,415,0,96,2024-08-25T11:36:31+10:00,0,4,0,1,0,1,0,0,0,1,0,-1,0,0,0,0,0,0,33.0,18,33.0,33.0,STK,22.5,0,,,,,,,Docklands Stadium,49.0,,,,0,0,0.446097,,0.34375,3754.5454545454545,-4
611,111,free_agent,,1020072,Harry,Lemmey,CAR,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,13,0.0,0.0,STK,0.0,0,,,,,,,Docklands Stadium,0.0,,,,0,0,0.322181,,,,-2
612,116,free_agent,,1023446,Alex,Mirkov,CAR,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,36,0.0,0.0,STK,0.0,0,,0,,0,,0,Docklands Stadium,0.0,,,,0,0,0.892193,,,,-2
613,121,free_agent,,1023489,Hudson,O'Keeffe,CAR,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,32,0.0,0.0,STK,0.0,0,,0,,0,,0,Docklands Stadium,0.0,,,,0,0,0.793061,,,,-2
614,131,free_agent,,1022915,Edward,Allan,COL,595,24,94,123900,120,1,2,0,0,642,105,126,226,2024-08-25T11:36:29+10:00,11,14,10,14,1,1,6,8,1,1,0,0,0,0,1,1,0,0,60.0,22,60.0,60.0,MEL,94.0,1,,0,,0,,0,Melbourne Cricket Ground,94.0,,,,0,0,0.545229,0.746031746031746,0.5309734513274337,2065,47
615,132,free_agent,,1015748,Aiden,Begg,COL,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,23,0.0,0.0,MEL,0.0,1,,0,,0,,0,Melbourne Cricket Ground,59.0,,,,0,0,0.570012,,,,-2
616,140,free_agent,,1009197,Charlie,Dean,COL,482,24,32,264900,441,1,8,-9800,141000,485,371,145,906,2024-08-25T11:36:30+10:00,7,52,2,32,5,40,0,8,0,11,0,-2,0,0,0,0,0,0,57.0,11,55.125,46.3333,MEL,51.5,1,,0,,0,,0,Melbourne Cricket Ground,53.25,,,,0,0,0.272615,0.2206896551724138,0.4867549668874172,4805.442176870748,3
617,150,free_agent,,997254,Nathan,Kreuger,COL,515,24,0,239600,329,0,6,0,115700,510,415,0,466,2024-08-25T11:36:31+10:00,0,33,0,13,0,21,0,14,0,6,0,-2,0,26,0,7,0,6,50.6,189,54.8333,47.6667,MEL,76.0,1,,0,,0,,0,Melbourne Cricket Ground,40.1429,,,,0,0,4.68401,,0.7060085836909872,4369.607519518248,-5
618,156,free_agent,,1013278,Reef,McInnes,COL,514,24,0,150600,335,0,9,0,26700,509,415,0,616,2024-08-25T11:36:31+10:00,0,31,0,22,0,16,0,11,0,5,0,-7,0,0,0,13,0,2,35.8,15,37.2222,24.6667,MEL,22.0,1,,0,,0,,0,Melbourne Cricket Ground,31.5833,,,,0,0,0.371747,,0.5438311688311688,4045.97256475974,-5
619,165,free_agent,,1008239,Joe,Richards,COL,459,24,74,224600,516,1,9,-3300,100700,472,190,127,763,2024-08-25T11:36:29+10:00,9,59,10,44,2,20,1,25,1,4,0,-4,0,0,1,6,0,5,42.6,267,57.3333,42.0,MEL,74.0,1,,,,,,,Melbourne Cricket Ground,54.6,,,,0,0,6.6171,0.5826771653543307,0.6762778505897772,3917.4441380489175,13
620,166,free_agent,,1020104,Jakob,Ryan,COL,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10,0.0,0.0,MEL,0.0,1,,,,,,,Melbourne Cricket Ground,0.0,,,,0,0,0.247831,,,,-2
621,169,free_agent,,1022844,Oscar,Steene,COL,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25,0.0,0.0,MEL,0.0,1,,0,,0,,0,Melbourne Cricket Ground,0.0,,,,0,0,0.619579,,,,-2
622,175,free_agent,,1017961,Jayden,Davey,ESS,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12,0.0,0.0,BRL,0.0,1,,,,,,,Brisbane Cricket Ground,0.0,,,,0,0,0.297398,,,,-2
623,183,free_agent,,1023487,Lewis,Hayes,ESS,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11,0.0,0.0,BRL,0.0,1,,,,,,,Brisbane Cricket Ground,0.0,,,,0,0,0.272615,,,,-2
624,187,free_agent,,1020424,Jaiden,Hunter,ESS,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8,0.0,0.0,BRL,0.0,1,,0,,0,,0,Brisbane Cricket Ground,0.0,,,,0,0,0.198265,,,,-2
625,201,free_agent,,1012817,Zach,Reid,ESS,654,24,0,123900,15,0,1,0,0,652,415,0,40,2024-08-25T11:36:31+10:00,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,15.0,39,15.0,15.0,BRL,53.0,1,,0,,0,,0,Brisbane Cricket Ground,53.0,,,,0,0,0.966543,,0.375,8260,-2
626,209,free_agent,,1012521,Tex,Wanganeen,ESS,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14,0.0,0.0,BRL,0.0,1,,,,,,,Brisbane Cricket Ground,0.0,,,,0,0,0.346964,,,,-2
627,222,free_agent,,1022927,Hugh,Davies,FRE,627,24,0,123900,54,0,2,0,0,623,415,0,185,2024-08-25T11:36:31+10:00,0,4,0,4,0,3,0,3,0,0,0,-3,0,0,0,0,0,0,27.0,5,27.0,27.0,PTA,0.0,0,,,,,,,Perth Stadium,21.0,,,,0,0,0.123916,,0.2918918918918919,4588.888888888889,-4
628,224,free_agent,,1020668,Joshua,Draper,FRE,328,24,67,289500,993,1,20,-4000,165600,334,215,113,2002,2024-08-25T11:36:29+10:00,5,104,8,95,4,80,0,17,0,6,0,-16,0,0,0,0,0,0,55.0,51,49.65,54.3333,PTA,54.5,0,,,,,,,Perth Stadium,53.3333,,,,0,0,1.26394,0.5929203539823009,0.49600399600399603,5830.815709969788,6
629,233,free_agent,,1027701,Max,Knobel,FRE,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,23,0.0,0.0,PTA,0.0,0,,0,,0,,0,Perth Stadium,0.0,,,,0,0,0.570012,,,,-2
630,234,free_agent,,1012048,Sebit,Kuek,FRE,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,31,0.0,0.0,PTA,0.0,0,,0,,0,,0,Perth Stadium,0.0,,,,0,0,0.768278,,,,-2
631,235,free_agent,,992472,Oscar,McDonald,FRE,643,24,0,123900,27,0,1,0,0,639,415,0,79,2024-08-25T11:36:31+10:00,0,8,0,2,0,3,0,1,0,0,0,-1,0,0,0,0,0,0,27.0,11,27.0,27.0,PTA,53.5,0,,,,,,,Perth Stadium,58.75,,,,0,0,0.272615,,0.34177215189873417,4588.888888888889,-4
632,240,free_agent,,1023346,Liam,Reidy,FRE,619,24,29,123900,82,1,2,0,0,624,382,80,171,2024-08-25T11:36:30+10:00,4,6,0,4,0,0,5,7,2,2,-1,-1,19,50,0,0,0,0,41.0,58,41.0,41.0,PTA,29.0,0,,,,,,,Perth Stadium,29.0,,,,0,0,1.43742,0.3625,0.47953216374269003,3021.951219512195,5
633,243,free_agent,,1009380,Jeremy,Sharp,FRE,149,24,83,368700,1609,1,23,17700,244800,151,148,112,2517,2024-08-25T11:36:29+10:00,15,287,8,131,7,130,2,25,0,10,-1,-6,0,0,0,10,1,15,74.8,776,69.9565,81.3333,PTA,68.5,0,,0,,0,,0,Perth Stadium,67.6923,,,,0,0,19.2317,0.7410714285714286,0.6392530790623758,5270.418045499703,2
634,245,free_agent,,1031801,Ethan,Stanley,FRE,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,15,0.0,0.0,PTA,0.0,0,,,,,,,Perth Stadium,15.0,,,,0,0,0.371747,,,,-2
635,253,free_agent,,1017970,Conrad,Williams,FRE,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,39,0.0,0.0,PTA,0.0,0,,0,,0,,0,Perth Stadium,0.0,,,,0,0,0.966543,,,,-2
636,262,free_agent,,1013315,Sandy,Brock,GCS,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8,0.0,0.0,RIC,0.0,1,,,,,,,Melbourne Cricket Ground,0.0,,,,0,0,0.198265,,,,-2
637,271,free_agent,,1017089,Oskar,Faulkhead,GCS,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20,0.0,0.0,RIC,0.0,1,,0,,0,,0,Melbourne Cricket Ground,0.0,,,,0,0,0.495663,,,,-2
638,297,free_agent,,296280,James,Tsitas,GCS,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8,0.0,0.0,RIC,0.0,1,,,,,,,Melbourne Cricket Ground,0.0,,,,0,0,0.198265,,,,-2
639,308,free_agent,,1023537,Jhye,Clark,GEE,422,24,0,258200,661,0,15,0,134300,410,415,0,1066,2024-08-25T11:36:30+10:00,0,105,0,78,0,26,0,43,0,8,0,-11,0,0,0,2,0,1,53.0,138,44.0667,56.0,WCE,0.0,0,,0,,0,,0,Kardinia Park,38.4,,,,0,0,3.42007,,0.6200750469043153,5859.299652572124,-12
640,309,free_agent,,1023542,Ted,Clohesy,GEE,632,24,0,123900,45,0,2,0,0,629,415,0,78,2024-08-25T11:36:31+10:00,0,6,0,4,0,3,0,8,0,0,0,0,0,0,0,0,0,1,22.5,7,22.5,22.5,WCE,0.0,0,,,,,,,Kardinia Park,22.0,,,,0,0,0.173482,,0.5769230769230769,5506.666666666667,-3
641,317,free_agent,,1019945,Phoenix,Foster,GEE,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10,0.0,0.0,WCE,0.0,0,,,,,,,Kardinia Park,0.0,,,,0,0,0.247831,,,,-2
642,321,free_agent,,1008825,Mitch,Hardie,GEE,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14,0.0,0.0,WCE,0.0,0,,,,,,,Kardinia Park,0.0,,,,0,0,0.346964,,,,-2
643,327,free_agent,,1005150,Emerson,Jeka,GEE,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10,0.0,0.0,WCE,31.0,0,,,,,,,Kardinia Park,0.0,,,,0,0,0.247831,,,,-2
644,333,free_agent,,1027852,Oscar,Murdoch,GEE,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,0.0,0.0,WCE,0.0,0,,,,,,,Kardinia Park,0.0,,,,0,0,0.148699,,,,-2
645,344,free_agent,,1011633,James,Willis,GEE,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,0.0,0.0,WCE,0.0,0,,,,,,,Kardinia Park,0.0,,,,0,0,0.173482,,,,-2
646,346,free_agent,,1008691,Leek,Aleer,GWS,476,24,0,282200,475,0,8,0,158300,465,415,0,860,2024-08-25T11:36:30+10:00,0,43,0,39,0,26,0,18,0,9,0,-8,0,0,0,0,0,0,51.4,58,59.375,45.0,WBD,57.0,1,,0,,0,,0,Eureka Stadium,0.0,,,,0,0,1.43742,,0.5523255813953488,4752.8421052631575,-11
647,358,free_agent,,1016140,Wade,Derksen,GWS,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14,0.0,0.0,WBD,0.0,1,,,,,,,Eureka Stadium,0.0,,,,0,0,0.346964,,,,-2
648,364,free_agent,,1027921,Max,Gruzewski,GWS,617,24,0,114500,84,0,4,0,-9400,611,415,0,237,2024-08-25T11:36:31+10:00,0,9,0,3,0,6,0,1,0,1,0,-2,0,0,0,3,0,0,21.0,5,21.0,22.6667,WBD,0.0,1,,,,,,,Eureka Stadium,0.0,,,,0,0,0.123916,,0.35443037974683544,5452.380952380952,-6
649,370,free_agent,,1020650,Darcy,Jones,GWS,385,24,26,370900,782,1,12,-3100,247000,377,395,97,1098,2024-08-25T11:36:30+10:00,2,83,5,73,0,22,3,35,0,3,-2,-6,0,0,0,11,0,5,69.2,307,65.1667,70.6667,WBD,17.0,1,,0,,0,,0,Eureka Stadium,26.0,,,,0,0,7.60843,0.26804123711340205,0.7122040072859745,5691.557191019339,-8
650,375,free_agent,,1023743,Nicholas,Madden,GWS,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,16,0.0,0.0,WBD,0.0,1,,0,,0,,0,Eureka Stadium,0.0,,,,0,0,0.39653,,,,-2
651,376,free_agent,,1027971,Toby,McMullin,GWS,443,24,61,235200,569,1,13,5300,111300,456,240,100,930,2024-08-25T11:36:29+10:00,5,59,5,56,3,22,6,38,2,8,0,-2,0,0,1,5,0,2,46.6,17,43.7692,48.6667,WBD,61.0,1,,,,,,,Eureka Stadium,61.0,,,,0,0,0.421313,0.61,0.6118279569892473,5373.641738939711,13
652,383,free_agent,,1015862,Conor,Stone,GWS,620,24,0,112800,79,0,4,0,-11100,613,415,0,179,2024-08-25T11:36:31+10:00,0,8,0,3,0,2,0,6,0,2,0,-2,0,0,0,1,0,0,19.75,10,19.75,15.0,WBD,32.0,1,,,,,,,Eureka Stadium,0.0,,,,0,0,0.247831,,0.441340782122905,5711.392405063291,-7
653,388,free_agent,,1004530,Jacob,Wehr,GWS,433,24,0,269900,609,0,11,0,146000,426,415,0,1141,2024-08-25T11:36:30+10:00,0,94,0,59,0,38,0,21,0,9,0,-4,0,0,0,0,0,2,52.8,44,55.3636,51.3333,WBD,56.5,1,,0,,0,,0,Eureka Stadium,0.0,,,,0,0,1.09046,,0.5337423312883436,4875.0442529026295,-7
654,391,free_agent,,1018106,Joshua,Bennetts,HAW,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,17,0.0,0.0,NTH,0.0,0,,,,,,,University of Tasmania Stadium,0.0,,,,0,0,0.421313,,,,-2
655,419,free_agent,,1023531,Jack,O'Sullivan,HAW,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12,0.0,0.0,NTH,0.0,0,,,,,,,University of Tasmania Stadium,0.0,,,,0,0,0.297398,,,,-2
656,420,free_agent,,1027965,Max,Ramsden,HAW,605,24,0,138100,102,0,3,0,14200,599,415,0,238,2024-08-25T11:36:31+10:00,0,7,0,10,0,7,0,6,0,3,0,-1,0,11,0,1,0,0,34.0,11,34.0,34.0,NTH,0.0,0,,,,,,,University of Tasmania Stadium,0.0,,,,0,0,0.272615,,0.42857142857142855,4061.764705882353,-6
657,426,free_agent,,1004948,Cooper,Stephens,HAW,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24,0.0,0.0,NTH,0.0,0,,,,,,,University of Tasmania Stadium,0.0,,,,0,0,0.594796,,,,-2
658,427,free_agent,,1027837,Clay,Tucker,HAW,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18,0.0,0.0,NTH,0.0,0,,0,,0,,0,University of Tasmania Stadium,0.0,,,,0,0,0.446097,,,,-2
659,433,free_agent,,1023174,Jed,Adams,MEL,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,16,0.0,0.0,COL,0.0,0,,,,,,,Melbourne Cricket Ground,0.0,,,,0,0,0.39653,,,,-2
660,440,free_agent,,1030866,Kyah,Farris-White,MEL,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,13,0.0,0.0,COL,0.0,0,,0,,0,,0,Melbourne Cricket Ground,0.0,,,,0,0,0.322181,,,,-2
661,442,free_agent,,1013532,Tom,Fullarton,MEL,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,0.0,0.0,COL,26.6667,0,,,,,,,Melbourne Cricket Ground,0.0,,,,0,0,0.173482,,,,-2
662,444,free_agent,,996692,Marty,Hore,MEL,524,24,28,241900,309,1,6,27100,118000,524,387,130,558,2024-08-25T11:36:30+10:00,7,57,4,12,4,36,0,7,0,0,-2,-6,0,0,0,0,0,0,49.8,23,51.5,61.6667,COL,61.0,0,,0,,0,,0,Melbourne Cricket Ground,59.7692,,,,0,0,0.570012,0.2153846153846154,0.553763440860215,4697.0873786407765,0
663,445,free_agent,,1017122,Blake,Howes,MEL,346,24,44,300300,929,1,16,17700,176400,349,318,134,1523,2024-08-25T11:36:29+10:00,5,119,3,84,0,72,2,26,0,12,-1,-7,0,0,0,0,0,1,59.6,73,58.0625,68.0,COL,38.0,0,,0,,0,,0,Melbourne Cricket Ground,55.1,,,,0,0,1.80917,0.3283582089552239,0.6099803020354564,5172.0129171151775,3
664,447,free_agent,,1023486,Matthew,Jefferson,MEL,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,0.0,0.0,COL,0.0,0,,,,,,,Melbourne Cricket Ground,0.0,,,,0,0,0.173482,,,,-2
665,456,free_agent,,1013165,Andy,Moniz-Wakefield,MEL,520,24,0,228300,322,0,6,0,104400,514,415,0,532,2024-08-25T11:36:31+10:00,0,43,0,33,0,14,0,20,0,3,0,-2,0,0,0,0,0,0,52.6,23,53.6667,49.3333,COL,0.0,0,,,,,,,Melbourne Cricket Ground,54.6667,,,,0,0,0.570012,,0.6052631578947368,4254.0346248232145,-6
666,464,free_agent,,993841,Josh,Schache,MEL,643,24,0,123900,27,0,1,0,0,639,415,0,100,2024-08-25T11:36:31+10:00,0,3,0,1,0,2,0,2,0,1,0,0,0,1,0,0,0,2,0.0,12,27.0,0.0,COL,36.75,0,,0,,0,,0,Melbourne Cricket Ground,45.2727,,,,0,0,0.297398,,0.27,4588.888888888889,-4
667,465,free_agent,,1029973,Oliver,Sestan,MEL,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,0.0,0.0,COL,0.0,0,,,,,,,Melbourne Cricket Ground,0.0,,,,0,0,0.148699,,,,-2
668,473,free_agent,,1015473,Will,Verrall,MEL,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12,0.0,0.0,COL,0.0,0,,0,,0,,0,Melbourne Cricket Ground,0.0,,,,0,0,0.297398,,,,-2
669,486,free_agent,,1023475,Blake,Drury,NTH,545,24,12,163000,233,1,6,-18100,39100,548,410,83,541,2024-08-25T11:36:30+10:00,5,37,1,24,3,24,0,7,0,2,0,0,0,0,0,3,0,0,31.0,12,38.8333,22.0,HAW,25.5,1,,,,,,,University of Tasmania Stadium,12.0,,,,0,0,0.297398,0.14457831325301204,0.43068391866913125,4197.428495646777,3
670,490,free_agent,,1020627,Hamish,Free,NTH,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18,0.0,0.0,HAW,0.0,1,,0,,0,,0,University of Tasmania Stadium,0.0,,,,0,0,0.446097,,,,-2
671,491,free_agent,,1023544,Brayden,George,NTH,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24,0.0,0.0,HAW,0.0,1,,0,,0,,0,University of Tasmania Stadium,0.0,,,,0,0,0.594796,,,,-2
672,495,free_agent,,1023144,Robert,Hansen Jr,NTH,556,24,44,165700,205,1,6,23000,41800,571,318,103,453,2024-08-25T11:36:29+10:00,7,26,6,25,1,10,0,4,1,2,0,-2,0,0,0,4,1,2,34.8,10,34.1667,44.6667,HAW,44.0,1,,,,,,,University of Tasmania Stadium,44.0,,,,0,0,0.247831,0.42718446601941745,0.45253863134657835,4849.751366096229,15
673,504,free_agent,,1006193,Bigoa,Nyuon,NTH,568,24,0,174300,181,0,3,0,50400,562,415,0,334,2024-08-25T11:36:31+10:00,0,29,0,14,0,18,0,7,0,2,0,-2,0,2,0,0,0,0,60.3333,51,60.3333,60.3333,HAW,42.5,1,,0,,0,,0,University of Tasmania Stadium,0.0,,,,0,0,1.26394,,0.5419161676646707,2888.9518723491005,-6
674,506,free_agent,,1002138,Toby,Pink,NTH,440,24,49,196700,583,1,15,-1300,72800,445,301,115,1321,2024-08-25T11:36:29+10:00,4,57,5,47,3,38,1,17,2,11,-1,-7,0,9,1,7,1,6,40.2,28,38.8667,37.6667,HAW,49.0,1,,0,,0,,0,University of Tasmania Stadium,49.0,,,,0,0,0.693928,0.4260869565217391,0.441332323996972,5060.887597866554,5
675,538,free_agent,,1015330,Hugh,Jackson,PTA,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26,0.0,0.0,FRE,0.0,1,,0,,0,,0,Perth Stadium,0.0,,,,0,0,0.644362,,,,-2
676,542,free_agent,,1021276,Kyle,Marshall,PTA,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10,0.0,0.0,FRE,0.0,1,,,,,,,Perth Stadium,0.0,,,,0,0,0.247831,,,,-2
677,544,free_agent,,1021296,Tom,McCallum,PTA,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14,0.0,0.0,FRE,0.0,1,,,,,,,Perth Stadium,0.0,,,,0,0,0.346964,,,,-2
678,553,free_agent,,1020066,Thomas,Scully,PTA,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22,0.0,0.0,FRE,0.0,1,,,,,,,Perth Stadium,0.0,,,,0,0,0.545229,,,,-2
679,554,free_agent,,1017078,Josh,Sinn,PTA,553,24,0,191700,213,0,4,0,67800,549,415,0,353,2024-08-25T11:36:31+10:00,0,39,0,14,0,15,0,5,0,2,0,-1,0,0,0,1,0,0,53.25,36,53.25,54.3333,FRE,0.0,1,,0,,0,,0,Perth Stadium,0.0,,,,0,0,0.892193,,0.603399433427762,3600,-4
680,565,free_agent,,1021152,Jacob,Bauer,RIC,570,24,61,169200,172,1,3,45300,45300,591,240,100,286,2024-08-25T11:36:29+10:00,8,18,2,9,3,9,0,2,1,2,0,0,2,2,2,4,1,2,57.3333,4,57.3333,57.3333,GCS,61.0,0,,,,,,,Melbourne Cricket Ground,45.0,,,,0,0,0.0991326,0.61,0.6013986013986014,2951.164506490992,21
