,round_number,match_name,team_id,team_name,team_coach,team_points,opposition_team_id,opposition_team_name,opposition_team_coach,opposition_team_points,Rank,Opponent Rank
0,3,Jordan vs Mark,714,Need for Sheed,Mark,1704,720,StupidSexyFlanders,Jordan,1566,5.0,7.0
0,3,Paul vs Lester,713,Toby or Not To Be,Paul,1665,717,Baby Got Trac,Lester,1186,6.0,8.0
0,3,Jordan vs Mark,720,StupidSexyFlanders,Jordan,1566,714,Need for Sheed,Mark,1704,7.0,5.0
0,3,Paul vs Lester,717,Baby Got Trac,Lester,1186,713,Toby or Not To Be,Paul,1665,8.0,6.0
0,4,Jordan vs Lester,720,StupidSexyFlanders,Jordan,1947,717,Baby Got Trac,Lester,1692,1.0,5.0
0,4,Simon vs Anthony,715,Colonel Sanders,Anthony,1797,718,Wilkie Wonka,Simon,1743,2.0,3.0
0,4,Simon vs Anthony,718,Wilkie Wonka,Simon,1743,715,Colonel Sanders,Anthony,1797,3.0,2.0
0,4,Paul vs Luke,713,Toby or Not To Be,Paul,1713,719,He is HIMmelberg,Luke,1667,4.0,7.0
0,4,Jordan vs Lester,717,Baby Got Trac,Lester,1692,720,StupidSexyFlanders,Jordan,1947,5.0,1.0
0,4,James vs Mark,714,Need for Sheed,Mark,1668,716,The Gulden Girls,James,1626,6.0,8.0
0,4,Paul vs Luke,719,He is HIMmelberg,Luke,1667,713,Toby or Not To Be,Paul,1713,7.0,4.0
0,4,James vs Mark,716,The Gulden Girls,James,1626,714,Need for Sheed,Mark,1668,8.0,6.0
0,5,Paul vs Jordan,720,StupidSexyFlanders,Jordan,1951,713,Toby or Not To Be,Paul,1759,1.0,4.0
0,5,Mark vs Anthony,715,Colonel Sanders,Anthony,1810,714,Need for Sheed,Mark,1784,2.0,3.0
0,5,Mark vs Anthony,714,Need for Sheed,Mark,1784,715,Colonel Sanders,Anthony,1810,3.0,2.0
0,5,Paul vs Jordan,713,Toby or Not To Be,Paul,1759,720,StupidSexyFlanders,Jordan,1951,4.0,1.0
0,5,James vs Lester,717,Baby Got Trac,Lester,1625,716,The Gulden Girls,James,1456,5.0,7.0
0,5,Simon vs Luke,719,He is HIMmelberg,Luke,1606,718,Wilkie Wonka,Simon,1406,6.0,8.0
0,5,James vs Lester,716,The Gulden Girls,James,1456,717,Baby Got Trac,Lester,1625,7.0,5.0
0,5,Simon vs Luke,718,Wilkie Wonka,Simon,1406,719,He is HIMmelberg,Luke,1606,8.0,6.0
0,6,Mark vs Luke,719,He is HIMmelberg,Luke,1859,714,Need for Sheed,Mark,1831,1.0,3.0
0,6,Anthony vs Lester,715,Colonel Sanders,Anthony,1853,717,Baby Got Trac,Lester,1416,2.0,8.0
0,6,Mark vs Luke,714,Need for Sheed,Mark,1831,719,He is HIMmelberg,Luke,1859,3.0,1.0
0,6,James vs Jordan,720,StupidSexyFlanders,Jordan,1814,716,The Gulden Girls,James,1457,4.0,7.0
0,6,Paul vs Simon,718,Wilkie Wonka,Simon,1673,713,Toby or Not To Be,Paul,1628,5.0,6.0
0,6,Paul vs Simon,713,Toby or Not To Be,Paul,1628,718,Wilkie Wonka,Simon,1673,6.0,5.0
0,6,James vs Jordan,716,The Gulden Girls,James,1457,720,StupidSexyFlanders,Jordan,1814,7.0,4.0
0,6,Anthony vs Lester,717,Baby Got Trac,Lester,1416,715,Colonel Sanders,Anthony,1853,8.0,2.0
0,7,Paul vs James,713,Toby or Not To Be,Paul,2012,716,The Gulden Girls,James,1845,1.0,3.0
0,7,Lester vs Luke,719,He is HIMmelberg,Luke,1912,717,Baby Got Trac,Lester,1787,2.0,5.0
0,7,Paul vs James,716,The Gulden Girls,James,1845,713,Toby or Not To Be,Paul,2012,3.0,1.0
0,7,Mark vs Simon,718,Wilkie Wonka,Simon,1789,714,Need for Sheed,Mark,1513,4.0,8.0
0,7,Lester vs Luke,717,Baby Got Trac,Lester,1787,719,He is HIMmelberg,Luke,1912,5.0,2.0
0,7,Anthony vs Jordan,720,StupidSexyFlanders,Jordan,1772,715,Colonel Sanders,Anthony,1562,6.0,7.0
0,7,Anthony vs Jordan,715,Colonel Sanders,Anthony,1562,720,StupidSexyFlanders,Jordan,1772,7.0,6.0
0,7,Mark vs Simon,714,Need for Sheed,Mark,1513,718,Wilkie Wonka,Simon,1789,8.0,4.0
0,8,Anthony vs James,715,Colonel Sanders,Anthony,1860,716,The Gulden Girls,James,1591,1.0,7.0
0,8,Paul vs Mark,713,Toby or Not To Be,Paul,1814,714,Need for Sheed,Mark,1746,2.0,5.0
0,8,Luke vs Jordan,720,StupidSexyFlanders,Jordan,1809,719,He is HIMmelberg,Luke,1748,3.0,4.0
0,8,Luke vs Jordan,719,He is HIMmelberg,Luke,1748,720,StupidSexyFlanders,Jordan,1809,4.0,3.0
0,8,Paul vs Mark,714,Need for Sheed,Mark,1746,713,Toby or Not To Be,Paul,1814,5.0,2.0
0,8,Lester vs Simon,717,Baby Got Trac,Lester,1703,718,Wilkie Wonka,Simon,1587,6.0,8.0
0,8,Anthony vs James,716,The Gulden Girls,James,1591,715,Colonel Sanders,Anthony,1860,7.0,1.0
0,8,Lester vs Simon,718,Wilkie Wonka,Simon,1587,717,Baby Got Trac,Lester,1703,8.0,6.0
0,9,Paul vs Anthony,713,Toby or Not To Be,Paul,1954,715,Colonel Sanders,Anthony,1866,1.0,2.0
0,9,Paul vs Anthony,715,Colonel Sanders,Anthony,1866,713,Toby or Not To Be,Paul,1954,2.0,1.0
0,9,Jordan vs Simon,718,Wilkie Wonka,Simon,1821,720,StupidSexyFlanders,Jordan,1810,3.0,4.0
0,9,Jordan vs Simon,720,StupidSexyFlanders,Jordan,1810,718,Wilkie Wonka,Simon,1821,4.0,3.0
0,9,Luke vs James,719,He is HIMmelberg,Luke,1765,716,The Gulden Girls,James,1709,5.0,6.0
0,9,Luke vs James,716,The Gulden Girls,James,1709,719,He is HIMmelberg,Luke,1765,6.0,5.0
0,9,Lester vs Mark,714,Need for Sheed,Mark,1682,717,Baby Got Trac,Lester,1567,7.0,8.0
0,9,Lester vs Mark,717,Baby Got Trac,Lester,1567,714,Need for Sheed,Mark,1682,8.0,7.0
0,10,Jordan vs Mark,720,StupidSexyFlanders,Jordan,1904,714,Need for Sheed,Mark,1865,1.0,3.0
0,10,Paul vs Lester,713,Toby or Not To Be,Paul,1869,717,Baby Got Trac,Lester,1754,2.0,7.0
0,10,Jordan vs Mark,714,Need for Sheed,Mark,1865,720,StupidSexyFlanders,Jordan,1904,3.0,1.0
0,10,Luke vs Anthony,719,He is HIMmelberg,Luke,1849,715,Colonel Sanders,Anthony,1765,4.0,6.0
0,10,Simon vs James,718,Wilkie Wonka,Simon,1774,716,The Gulden Girls,James,1541,5.0,8.0
0,10,Luke vs Anthony,715,Colonel Sanders,Anthony,1765,719,He is HIMmelberg,Luke,1849,6.0,4.0
0,10,Paul vs Lester,717,Baby Got Trac,Lester,1754,713,Toby or Not To Be,Paul,1869,7.0,2.0
0,10,Simon vs James,716,The Gulden Girls,James,1541,718,Wilkie Wonka,Simon,1774,8.0,5.0
0,11,Simon vs Anthony,718,Wilkie Wonka,Simon,1806,715,Colonel Sanders,Anthony,1702,1.0,6.0
0,11,Paul vs Luke,713,Toby or Not To Be,Paul,1790,719,He is HIMmelberg,Luke,1767,2.0,4.0
0,11,James vs Mark,716,The Gulden Girls,James,1771,714,Need for Sheed,Mark,1707,3.0,5.0
0,11,Paul vs Luke,719,He is HIMmelberg,Luke,1767,713,Toby or Not To Be,Paul,1790,4.0,2.0
0,11,James vs Mark,714,Need for Sheed,Mark,1707,716,The Gulden Girls,James,1771,5.0,3.0
0,11,Simon vs Anthony,715,Colonel Sanders,Anthony,1702,718,Wilkie Wonka,Simon,1806,6.0,1.0
0,11,Jordan vs Lester,717,Baby Got Trac,Lester,1614,720,StupidSexyFlanders,Jordan,1609,7.0,8.0
0,11,Jordan vs Lester,720,StupidSexyFlanders,Jordan,1609,717,Baby Got Trac,Lester,1614,8.0,7.0
0,12,Simon vs Luke,718,Wilkie Wonka,Simon,1618,719,He is HIMmelberg,Luke,1461,1.0,5.0
0,12,Mark vs Anthony,715,Colonel Sanders,Anthony,1596,714,Need for Sheed,Mark,1532,2.0,4.0
0,12,Paul vs Jordan,720,StupidSexyFlanders,Jordan,1543,713,Toby or Not To Be,Paul,1318,3.0,7.0
0,12,Mark vs Anthony,714,Need for Sheed,Mark,1532,715,Colonel Sanders,Anthony,1596,4.0,2.0
0,12,Simon vs Luke,719,He is HIMmelberg,Luke,1461,718,Wilkie Wonka,Simon,1618,5.0,1.0
0,12,James vs Lester,716,The Gulden Girls,James,1419,717,Baby Got Trac,Lester,1230,6.0,8.0
0,12,Paul vs Jordan,713,Toby or Not To Be,Paul,1318,720,StupidSexyFlanders,Jordan,1543,7.0,3.0
0,12,James vs Lester,717,Baby Got Trac,Lester,1230,716,The Gulden Girls,James,1419,8.0,6.0
0,13,James vs Jordan,720,StupidSexyFlanders,Jordan,1671,716,The Gulden Girls,James,1632,1.0,2.0
0,13,James vs Jordan,716,The Gulden Girls,James,1632,720,StupidSexyFlanders,Jordan,1671,2.0,1.0
0,13,Anthony vs Lester,717,Baby Got Trac,Lester,1613,715,Colonel Sanders,Anthony,1547,3.0,4.0
0,13,Anthony vs Lester,715,Colonel Sanders,Anthony,1547,717,Baby Got Trac,Lester,1613,4.0,3.0
0,13,Mark vs Luke,719,He is HIMmelberg,Luke,1438,714,Need for Sheed,Mark,1416,5.0,8.0
0,13,Paul vs Simon,713,Toby or Not To Be,Paul,1431,718,Wilkie Wonka,Simon,1427,6.0,7.0
0,13,Paul vs Simon,718,Wilkie Wonka,Simon,1427,713,Toby or Not To Be,Paul,1431,7.0,6.0
0,13,Mark vs Luke,714,Need for Sheed,Mark,1416,719,He is HIMmelberg,Luke,1438,8.0,5.0
0,14,Mark vs Simon,718,Wilkie Wonka,Simon,1576,714,Need for Sheed,Mark,1482,1.0,3.0
0,14,Lester vs Luke,717,Baby Got Trac,Lester,1511,719,He is HIMmelberg,Luke,1392,2.0,5.0
0,14,Mark vs Simon,714,Need for Sheed,Mark,1482,718,Wilkie Wonka,Simon,1576,3.0,1.0
0,14,Anthony vs Jordan,715,Colonel Sanders,Anthony,1460,720,StupidSexyFlanders,Jordan,1041,4.0,8.0
0,14,Lester vs Luke,719,He is HIMmelberg,Luke,1392,717,Baby Got Trac,Lester,1511,5.0,2.0
0,14,Paul vs James,716,The Gulden Girls,James,1162,713,Toby or Not To Be,Paul,1108,6.0,7.0
0,14,Paul vs James,713,Toby or Not To Be,Paul,1108,716,The Gulden Girls,James,1162,7.0,6.0
0,14,Anthony vs Jordan,720,StupidSexyFlanders,Jordan,1041,715,Colonel Sanders,Anthony,1460,8.0,4.0
0,15,Anthony vs James,716,The Gulden Girls,James,1629,715,Colonel Sanders,Anthony,1481,1.0,4.0
0,15,Luke vs Jordan,720,StupidSexyFlanders,Jordan,1565,719,He is HIMmelberg,Luke,1370,2.0,7.0
0,15,Lester vs Simon,718,Wilkie Wonka,Simon,1501,717,Baby Got Trac,Lester,1418,3.0,5.0
0,15,Anthony vs James,715,Colonel Sanders,Anthony,1481,716,The Gulden Girls,James,1629,4.0,1.0
0,15,Lester vs Simon,717,Baby Got Trac,Lester,1418,718,Wilkie Wonka,Simon,1501,5.0,3.0
0,15,Paul vs Mark,714,Need for Sheed,Mark,1409,713,Toby or Not To Be,Paul,1021,6.0,8.0
0,15,Luke vs Jordan,719,He is HIMmelberg,Luke,1370,720,StupidSexyFlanders,Jordan,1565,7.0,2.0
0,15,Paul vs Mark,713,Toby or Not To Be,Paul,1021,714,Need for Sheed,Mark,1409,8.0,6.0
0,16,Paul vs Anthony,713,Toby or Not To Be,Paul,1878,715,Colonel Sanders,Anthony,1786,1.0,4.0
0,16,Jordan vs Simon,720,StupidSexyFlanders,Jordan,1849,718,Wilkie Wonka,Simon,1624,2.0,5.0
0,16,Luke vs James,719,He is HIMmelberg,Luke,1801,716,The Gulden Girls,James,1477,3.0,8.0
0,16,Paul vs Anthony,715,Colonel Sanders,Anthony,1786,713,Toby or Not To Be,Paul,1878,4.0,1.0
0,16,Jordan vs Simon,718,Wilkie Wonka,Simon,1624,720,StupidSexyFlanders,Jordan,1849,5.0,2.0
0,16,Lester vs Mark,717,Baby Got Trac,Lester,1603,714,Need for Sheed,Mark,1600,6.0,7.0
0,16,Lester vs Mark,714,Need for Sheed,Mark,1600,717,Baby Got Trac,Lester,1603,7.0,6.0
0,16,Luke vs James,716,The Gulden Girls,James,1477,719,He is HIMmelberg,Luke,1801,8.0,3.0
0,17,Paul vs Lester,713,Toby or Not To Be,Paul,1814,717,Baby Got Trac,Lester,1781,1.0,4.0
0,17,Luke vs Anthony,719,He is HIMmelberg,Luke,1800,715,Colonel Sanders,Anthony,1716,2.0,6.0
0,17,Simon vs James,718,Wilkie Wonka,Simon,1794,716,The Gulden Girls,James,1687,3.0,8.0
0,17,Paul vs Lester,717,Baby Got Trac,Lester,1781,713,Toby or Not To Be,Paul,1814,4.0,1.0
0,17,Jordan vs Mark,720,StupidSexyFlanders,Jordan,1767,714,Need for Sheed,Mark,1699,5.0,7.0
0,17,Luke vs Anthony,715,Colonel Sanders,Anthony,1716,719,He is HIMmelberg,Luke,1800,6.0,2.0
0,17,Jordan vs Mark,714,Need for Sheed,Mark,1699,720,StupidSexyFlanders,Jordan,1767,7.0,5.0
0,17,Simon vs James,716,The Gulden Girls,James,1687,718,Wilkie Wonka,Simon,1794,8.0,3.0
0,18,Simon vs Anthony,715,Colonel Sanders,Anthony,1779,718,Wilkie Wonka,Simon,1632,1.0,7.0
0,18,James vs Mark,714,Need for Sheed,Mark,1763,716,The Gulden Girls,James,1517,2.0,8.0
0,18,Paul vs Luke,719,He is HIMmelberg,Luke,1759,713,Toby or Not To Be,Paul,1677,3.0,5.0
0,18,Jordan vs Lester,720,StupidSexyFlanders,Jordan,1694,717,Baby Got Trac,Lester,1673,4.0,6.0
0,18,Paul vs Luke,713,Toby or Not To Be,Paul,1677,719,He is HIMmelberg,Luke,1759,5.0,3.0
0,18,Jordan vs Lester,717,Baby Got Trac,Lester,1673,720,StupidSexyFlanders,Jordan,1694,6.0,4.0
0,18,Simon vs Anthony,718,Wilkie Wonka,Simon,1632,715,Colonel Sanders,Anthony,1779,7.0,1.0
0,18,James vs Mark,716,The Gulden Girls,James,1517,714,Need for Sheed,Mark,1763,8.0,2.0
0,19,Paul vs Jordan,720,StupidSexyFlanders,Jordan,1829,713,Toby or Not To Be,Paul,1703,1.0,5.0
0,19,Simon vs Luke,718,Wilkie Wonka,Simon,1817,719,He is HIMmelberg,Luke,1600,2.0,7.0
0,19,Mark vs Anthony,715,Colonel Sanders,Anthony,1750,714,Need for Sheed,Mark,1605,3.0,6.0
0,19,James vs Lester,717,Baby Got Trac,Lester,1718,716,The Gulden Girls,James,1530,4.0,8.0
0,19,Paul vs Jordan,713,Toby or Not To Be,Paul,1703,720,StupidSexyFlanders,Jordan,1829,5.0,1.0
0,19,Mark vs Anthony,714,Need for Sheed,Mark,1605,715,Colonel Sanders,Anthony,1750,6.0,3.0
0,19,Simon vs Luke,719,He is HIMmelberg,Luke,1600,718,Wilkie Wonka,Simon,1817,7.0,2.0
0,19,James vs Lester,716,The Gulden Girls,James,1530,717,Baby Got Trac,Lester,1718,8.0,4.0
0,20,James vs Jordan,720,StupidSexyFlanders,Jordan,1880,716,The Gulden Girls,James,1744,1.0,6.0
0,20,Mark vs Luke,719,He is HIMmelberg,Luke,1837,714,Need for Sheed,Mark,1549,2.5,8.0
0,20,Anthony vs Lester,717,Baby Got Trac,Lester,1837,715,Colonel Sanders,Anthony,1771,2.5,5.0
0,20,Paul vs Simon,713,Toby or Not To Be,Paul,1783,718,Wilkie Wonka,Simon,1670,4.0,7.0
0,20,Anthony vs Lester,715,Colonel Sanders,Anthony,1771,717,Baby Got Trac,Lester,1837,5.0,2.5
0,20,James vs Jordan,716,The Gulden Girls,James,1744,720,StupidSexyFlanders,Jordan,1880,6.0,1.0
0,20,Paul vs Simon,718,Wilkie Wonka,Simon,1670,713,Toby or Not To Be,Paul,1783,7.0,4.0
0,20,Mark vs Luke,714,Need for Sheed,Mark,1549,719,He is HIMmelberg,Luke,1837,8.0,2.5
0,21,Paul vs James,713,Toby or Not To Be,Paul,1938,716,The Gulden Girls,James,1783,1.0,3.0
0,21,Mark vs Simon,714,Need for Sheed,Mark,1813,718,Wilkie Wonka,Simon,1735,2.0,5.0
0,21,Paul vs James,716,The Gulden Girls,James,1783,713,Toby or Not To Be,Paul,1938,3.0,1.0
0,21,Lester vs Luke,717,Baby Got Trac,Lester,1771,719,He is HIMmelberg,Luke,1720,4.0,7.0
0,21,Mark vs Simon,718,Wilkie Wonka,Simon,1735,714,Need for Sheed,Mark,1813,5.0,2.0
0,21,Anthony vs Jordan,720,StupidSexyFlanders,Jordan,1722,715,Colonel Sanders,Anthony,1599,6.0,8.0
0,21,Lester vs Luke,719,He is HIMmelberg,Luke,1720,717,Baby Got Trac,Lester,1771,7.0,4.0
0,21,Anthony vs Jordan,715,Colonel Sanders,Anthony,1599,720,StupidSexyFlanders,Jordan,1722,8.0,6.0
0,22,Jordan vs Paul,713,Toby or Not To Be,Paul,1878,720,StupidSexyFlanders,Jordan,1732,1.0,2.0
0,22,Jordan vs Paul,720,StupidSexyFlanders,Jordan,1732,713,Toby or Not To Be,Paul,1878,2.0,1.0
0,22,Luke vs Simon,718,Wilkie Wonka,Simon,1702,719,He is HIMmelberg,Luke,1641,3.0,4.0
0,22,Luke vs Simon,719,He is HIMmelberg,Luke,1641,718,Wilkie Wonka,Simon,1702,4.0,3.0
0,23,Jordan vs Simon,720,StupidSexyFlanders,Jordan,1930,718,Wilkie Wonka,Simon,1769,1.0,2.0
0,23,Jordan vs Simon,718,Wilkie Wonka,Simon,1769,720,StupidSexyFlanders,Jordan,1930,2.0,1.0
0,24,Paul vs Jordan,713,Toby or Not To Be,Paul,1911,720,StupidSexyFlanders,Jordan,1840,1.0,2.0
0,24,Paul vs Jordan,720,StupidSexyFlanders,Jordan,1840,713,Toby or Not To Be,Paul,1911,2.0,1.0
